country_code,country_name,gor_code,gor_name,la_code,la_9digit,la_name,Elig_KS1_2012,Lev2_reading_2012,Lev2_writing_2012,Lev2_maths_2012
921,England,,,,,,1670,1110,950,1180
921,England,A,North East ,,,,100,70,60,70
921,England,B,North West,,,,370,260,220,280
921,England,D,Yorks & the Humber ,,,,230,140,120,150
921,England,E,East Midlands,,,,100,70,60,70
921,England,F,West Midlands,,,,250,170,140,180
921,England,G,East of England ,,,,140,100,80,100
921,England,H,London ,,,,210,140,130,150
921,England,,Inner London,,,,90,70,60,70
921,England,,Outer London ,,,,120,80,70,80
921,England,J,South East,,,,190,120,100,140
921,England,K,South West ,,,,90,50,40,50
921,England,H,London ,201,E09000001,City of London,0,.,.,.
921,England,H,London ,202,E09000007,Camden,7,x,x,x
921,England,H,London ,203,E09000011,Greenwich,20,13,12,15
921,England,H,London ,204,E09000012,Hackney,7,6,6,6
921,England,H,London ,205,E09000013,Hammersmith & Fulham,x,x,x,x
921,England,H,London ,206,E09000019,Islington,x,x,x,x
921,England,H,London ,207,E09000020,Kensington & Chelsea,x,x,x,x
921,England,H,London ,208,E09000022,Lambeth,12,7,6,7
921,England,H,London ,209,E09000023,Lewisham,11,6,6,7
921,England,H,London ,210,E09000028,Southwark,8,6,6,6
921,England,H,London ,211,E09000030,Tower Hamlets,x,x,x,x
921,England,H,London ,212,E09000032,Wandsworth,x,x,x,x
921,England,H,London ,213,E09000033,Westminster,6,6,x,x
921,England,H,London ,301,E09000002,Barking and Dagenham,6,x,x,x
921,England,H,London ,302,E09000003,Barnet,8,x,x,x
921,England,H,London ,303,E09000004,Bexley,x,x,x,x
921,England,H,London ,304,E09000005,Brent,7,x,x,x
921,England,H,London ,305,E09000006,Bromley,7,x,x,x
921,England,H,London ,306,E09000008,Croydon,11,7,6,8
921,England,H,London ,307,E09000009,Ealing,8,8,6,8
921,England,H,London ,308,E09000010,Enfield,6,x,x,x
921,England,H,London ,309,E09000014,Haringey,16,15,14,13
921,England,H,London ,310,E09000015,Harrow,0,.,.,.
921,England,H,London ,311,E09000016,Havering,x,x,x,x
921,England,H,London ,312,E09000017,Hillingdon,6,x,x,x
921,England,H,London ,313,E09000018,Hounslow,9,8,7,8
921,England,H,London ,314,E09000021,Kingston upon Thames,x,x,x,x
921,England,H,London ,315,E09000024,Merton,x,x,x,x
921,England,H,London ,316,E09000025,Newham,7,x,x,x
921,England,H,London ,317,E09000026,Redbridge,x,x,x,x
921,England,H,London ,318,E09000027,Richmond upon Thames,x,0,0,x
921,England,H,London ,319,E09000029,Sutton,x,x,x,x
921,England,H,London ,320,E09000031,Waltham Forest,x,x,x,x
921,England,F,West Midlands,330,E08000025,Birmingham,49,31,28,33
921,England,F,West Midlands,331,E08000026,Coventry,16,11,8,13
921,England,F,West Midlands,332,E08000027,Dudley,18,11,9,14
921,England,F,West Midlands,333,E08000028,Sandwell,14,7,6,8
921,England,F,West Midlands,334,E08000029,Solihull,14,10,8,10
921,England,F,West Midlands,335,E08000030,Walsall,24,16,13,20
921,England,F,West Midlands,336,E08000031,Wolverhampton,19,15,14,15
921,England,B,North West,340,E08000011,Knowsley,9,6,x,x
921,England,B,North West,341,E08000012,Liverpool,33,24,20,25
921,England,B,North West,342,E08000013,St Helens,11,9,8,10
921,England,B,North West,343,E08000014,Sefton,17,13,10,15
921,England,B,North West,344,E08000015,Wirral,21,16,11,16
921,England,B,North West,350,E08000001,Bolton,15,10,10,12
921,England,B,North West,351,E08000002,Bury,8,x,x,x
921,England,B,North West,352,E08000003,Manchester,35,24,23,24
921,England,B,North West,353,E08000004,Oldham,12,10,7,10
921,England,B,North West,354,E08000005,Rochdale,18,14,14,14
921,England,B,North West,355,E08000006,Salford,17,12,8,13
921,England,B,North West,356,E08000007,Stockport,6,x,x,6
921,England,B,North West,357,E08000008,Tameside,11,7,7,9
921,England,B,North West,358,E08000009,Trafford,8,7,7,7
921,England,B,North West,359,E08000010,Wigan,19,13,10,14
921,England,D,Yorks & the Humber ,370,E08000016,Barnsley,x,x,x,x
921,England,D,Yorks & the Humber ,371,E08000017,Doncaster,15,10,9,12
921,England,D,Yorks & the Humber ,372,E08000018,Rotherham,11,x,x,6
921,England,D,Yorks & the Humber ,373,E08000019,Sheffield,18,10,6,10
921,England,D,Yorks & the Humber ,380,E08000032,Bradford,35,23,20,23
921,England,D,Yorks & the Humber ,381,E08000033,Calderdale,15,10,7,12
921,England,D,Yorks & the Humber ,382,E08000034,Kirklees,20,13,12,13
921,England,D,Yorks & the Humber ,383,E08000035,Leeds,56,39,33,39
921,England,D,Yorks & the Humber ,384,E08000036,Wakefield,16,8,7,9
921,England,A,North East ,390,E08000020,Gateshead,9,7,7,7
921,England,A,North East ,391,E08000021,Newcastle upon Tyne,10,9,9,8
921,England,A,North East ,392,E08000022,North Tyneside,9,7,6,7
921,England,A,North East ,393,E08000023,South Tyneside,12,10,9,10
921,England,A,North East ,394,E08000024,Sunderland,9,7,6,7
921,England,K,South West ,800,E06000022,Bath & NE Somerset,x,x,x,x
921,England,K,South West ,801,E06000023,City of Bristol,18,7,6,8
921,England,K,South West ,802,E06000024,North Somerset,x,x,x,x
921,England,K,South West ,803,E06000025,South Gloucestershire,6,x,x,x
921,England,A,North East ,805,E06000001,Hartlepool,x,x,x,x
921,England,A,North East ,806,E06000002,Middlesbrough,x,x,x,x
921,England,A,North East ,807,E06000003,Redcar and Cleveland,x,x,x,x
921,England,A,North East ,808,E06000004,Stockton on Tees,12,8,7,8
921,England,D,Yorks & the Humber ,810,E06000010,City of Kingston-Upon-Hull,14,7,x,6
921,England,D,Yorks & the Humber ,811,E06000011,East Riding of Yorkshire,x,x,0,x
921,England,D,Yorks & the Humber ,812,E06000012,North East Lincolnshire,x,x,x,x
921,England,D,Yorks & the Humber ,813,E06000013,North Lincolnshire,0,.,.,.
921,England,D,Yorks & the Humber ,815,E10000023,North Yorkshire,12,8,7,10
921,England,D,Yorks & the Humber ,816,E06000014,York,x,x,x,x
921,England,G,East of England ,821,E06000032,Luton,13,8,9,9
921,England,G,East of England ,822,E06000055,Bedford Borough,x,x,0,x
921,England,G,East of England ,823,E06000056,Central Bedfordshire,x,x,x,x
921,England,J,South East,825,E10000002,Buckinghamshire,11,7,6,8
921,England,J,South East,826,E06000042,Milton Keynes,6,x,x,x
921,England,E,East Midlands,830,E10000007,Derbyshire,12,9,8,9
921,England,E,East Midlands,831,E06000015,Derby,15,9,7,10
921,England,K,South West ,835,E10000009,Dorset,x,x,x,x
921,England,K,South West ,836,E06000029,Poole,x,x,x,x
921,England,K,South West ,837,E06000028,Bournemouth,6,x,x,x
921,England,A,North East ,840,E06000047,Durham,17,10,10,10
921,England,A,North East ,841,E06000005,Darlington,x,0,0,x
921,England,J,South East,845,E10000011,East Sussex,17,12,11,14
921,England,J,South East,846,E06000043,Brighton & Hove,10,x,x,x
921,England,J,South East,850,E10000014,Hampshire,21,14,11,16
921,England,J,South East,851,E06000044,Portsmouth,9,6,6,7
921,England,J,South East,852,E06000045,Southampton,10,8,7,9
921,England,E,East Midlands,855,E10000018,Leicestershire,6,x,x,x
921,England,E,East Midlands,856,E06000016,Leicester City,7,x,x,x
921,England,E,East Midlands,857,E06000017,Rutland,x,x,x,x
921,England,F,West Midlands,860,E10000028,Staffordshire,28,19,19,22
921,England,F,West Midlands,861,E06000021,Stoke,14,10,7,10
921,England,K,South West ,865,E06000054,Wiltshire,9,6,6,6
921,England,K,South West ,866,E06000030,Swindon,x,x,x,x
921,England,J,South East,867,E06000036,Bracknell Forest,x,x,x,x
921,England,J,South East,868,E06000040,Royal Borough of Windsor & Maidenhead,x,x,x,x
921,England,J,South East,869,E06000037,West Berkshire,x,x,x,x
921,England,J,South East,870,E06000038,Reading,x,x,x,x
921,England,J,South East,871,E06000039,Slough,x,x,x,x
921,England,J,South East,872,E06000041,Wokingham,0,.,.,.
921,England,G,East of England ,873,E10000003,Cambridgeshire,13,8,8,6
921,England,G,East of England ,874,E06000031,City of Peterborough,x,x,x,x
921,England,B,North West,876,E06000006,Halton,x,x,x,x
921,England,B,North West,877,E06000007,Warrington,7,x,6,x
921,England,K,South West ,878,E10000008,Devon,11,x,x,x
921,England,K,South West ,879,E06000026,City of Plymouth,7,x,x,x
921,England,K,South West ,880,E06000027,Torbay,x,x,0,x
921,England,G,East of England ,881,E10000012,Essex,33,23,19,22
921,England,G,East of England ,882,E06000033,Southend,8,x,x,x
921,England,G,East of England ,883,E06000034,Thurrock,x,x,x,x
921,England,F,West Midlands,884,E06000019,Herefordshire,x,x,x,x
921,England,F,West Midlands,885,E10000034,Worcestershire,20,14,10,16
921,England,J,South East,886,E10000016,Kent,41,26,21,32
921,England,J,South East,887,E06000035,Medway,9,6,6,6
921,England,B,North West,888,E10000017,Lancashire,45,28,26,34
921,England,B,North West,889,E06000008,Blackburn and Darwin,11,10,8,10
921,England,B,North West,890,E06000009,Blackpool,14,10,8,11
921,England,E,East Midlands,891,E10000024,Nottinghamshire,24,19,16,19
