time_period,time_identifier,geographic_level,country_code,country_name,cla_group,characteristic,number,percentage
2022,Reporting year,National,E92000001,England,Residential schools,Total,80,100
2022,Reporting year,National,E92000001,England,"Secure units, childrens homes and semi-independent living accommodation",1.i 20 miles or less inside LA boundary,5040,29
2022,Reporting year,National,E92000001,England,"Secure units, childrens homes and semi-independent living accommodation",1.ii 20 miles or less outside LA boundary,3020,17
2022,Reporting year,National,E92000001,England,"Secure units, childrens homes and semi-independent living accommodation",2.i Over 20 miles inside LA boundary,640,4
2022,Reporting year,National,E92000001,England,"Secure units, childrens homes and semi-independent living accommodation",2.ii Over 20 miles outside LA boundary,3860,22
2022,Reporting year,National,E92000001,England,"Secure units, childrens homes and semi-independent living accommodation",Distance not Known or not recorded,4820,28
2022,Reporting year,National,E92000001,England,"Secure units, childrens homes and semi-independent living accommodation",Total,17380,100
2018,Reporting year,National,E92000001,England,All new placements,1. 20 miles or less,61550,72
2018,Reporting year,National,E92000001,England,All new placements,2. Over 20 miles,17140,20
2019,Reporting year,National,E92000001,England,All new placements,1. 20 miles or less,62250,71
2019,Reporting year,National,E92000001,England,All new placements,2. Over 20 miles,17880,20
2020,Reporting year,National,E92000001,England,All new placements,1. 20 miles or less,63060,71
2020,Reporting year,National,E92000001,England,All new placements,2. Over 20 miles,18140,20
2021,Reporting year,National,E92000001,England,All new placements,1. 20 miles or less,57780,71
2021,Reporting year,National,E92000001,England,All new placements,2. Over 20 miles,17470,21
2022,Reporting year,National,E92000001,England,All new placements,1. 20 miles or less,59020,69
2022,Reporting year,National,E92000001,England,All new placements,2. Over 20 miles,17320,20
2018,Reporting year,National,E92000001,England,All new placements,1.i 20 miles or less inside LA boundary,43460,51
2018,Reporting year,National,E92000001,England,All new placements,1.ii 20 miles or less outside LA boundary,18090,21
2018,Reporting year,National,E92000001,England,All new placements,2.i Over 20 miles inside LA boundary,4060,5
2018,Reporting year,National,E92000001,England,All new placements,2.ii Over 20 miles outside LA boundary,13090,15
2018,Reporting year,National,E92000001,England,All new placements,Distance not Known or not recorded,7090,8
2018,Reporting year,National,E92000001,England,All new placements,Total,85790,100
2019,Reporting year,National,E92000001,England,All new placements,1.i 20 miles or less inside LA boundary,44020,50
2019,Reporting year,National,E92000001,England,All new placements,1.ii 20 miles or less outside LA boundary,18220,21
2019,Reporting year,National,E92000001,England,All new placements,2.i Over 20 miles inside LA boundary,4030,5
2019,Reporting year,National,E92000001,England,All new placements,2.ii Over 20 miles outside LA boundary,13850,16
2019,Reporting year,National,E92000001,England,All new placements,Distance not Known or not recorded,8020,9
2019,Reporting year,National,E92000001,England,All new placements,Total,88150,100
2020,Reporting year,National,E92000001,England,All new placements,1.i 20 miles or less inside LA boundary,44280,50
2020,Reporting year,National,E92000001,England,All new placements,1.ii 20 miles or less outside LA boundary,18780,21
2020,Reporting year,National,E92000001,England,All new placements,2.i Over 20 miles inside LA boundary,4170,5
2020,Reporting year,National,E92000001,England,All new placements,2.ii Over 20 miles outside LA boundary,13970,16
2020,Reporting year,National,E92000001,England,All new placements,Distance not Known or not recorded,7840,9
2020,Reporting year,National,E92000001,England,All new placements,Total,89040,100
2021,Reporting year,National,E92000001,England,All new placements,1.i 20 miles or less inside LA boundary,40370,50
2021,Reporting year,National,E92000001,England,All new placements,1.ii 20 miles or less outside LA boundary,17410,21
2021,Reporting year,National,E92000001,England,All new placements,2.i Over 20 miles inside LA boundary,3650,4
2021,Reporting year,National,E92000001,England,All new placements,2.ii Over 20 miles outside LA boundary,13820,17
2021,Reporting year,National,E92000001,England,All new placements,Distance not Known or not recorded,6300,8
2021,Reporting year,National,E92000001,England,All new placements,Total,81540,100
2022,Reporting year,National,E92000001,England,All new placements,1.i 20 miles or less inside LA boundary,41130,48
2022,Reporting year,National,E92000001,England,All new placements,1.ii 20 miles or less outside LA boundary,17900,21
2022,Reporting year,National,E92000001,England,All new placements,2.i Over 20 miles inside LA boundary,3920,5
2022,Reporting year,National,E92000001,England,All new placements,2.ii Over 20 miles outside LA boundary,13400,16
2022,Reporting year,National,E92000001,England,All new placements,Distance not Known or not recorded,9320,11
2022,Reporting year,National,E92000001,England,All new placements,Total,85660,100
