time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,cla_group,move_measure,school_stability,number,percentage
2019,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,CLA on 31 March,Mid-year moves,Total children,6670,100
2019,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,CLA on 31 March,Any moves,At least one move,690,17
2019,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,CLA on 31 March,Any moves,Total children,4180,100
2019,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,CLA on 31 March,Mid-year moves,At least one mid-year move,510,12
2019,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,CLA on 31 March,Mid-year moves,Total children,4180,100
2019,Reporting year,Regional,E92000001,England,E12000007,London,,,,CLA on 31 March,Any moves,At least one move,630,12
2019,Reporting year,Regional,E92000001,England,E12000007,London,,,,CLA on 31 March,Any moves,Total children,5430,100
2019,Reporting year,Regional,E92000001,England,E12000007,London,,,,CLA on 31 March,Mid-year moves,At least one mid-year move,430,8
2019,Reporting year,Regional,E92000001,England,E12000007,London,,,,CLA on 31 March,Mid-year moves,Total children,5430,100
2019,Reporting year,Regional,E92000001,England,E12000008,South East,,,,CLA on 31 March,Any moves,At least one move,930,15
2019,Reporting year,Regional,E92000001,England,E12000008,South East,,,,CLA on 31 March,Any moves,Total children,6380,100
2019,Reporting year,Regional,E92000001,England,E12000008,South East,,,,CLA on 31 March,Mid-year moves,At least one mid-year move,640,10
2019,Reporting year,Regional,E92000001,England,E12000008,South East,,,,CLA on 31 March,Mid-year moves,Total children,6380,100
2019,Reporting year,Regional,E92000001,England,E12000009,South West,,,,CLA on 31 March,Any moves,At least one move,580,15
2019,Reporting year,Regional,E92000001,England,E12000009,South West,,,,CLA on 31 March,Any moves,Total children,3820,100
2019,Reporting year,Regional,E92000001,England,E12000009,South West,,,,CLA on 31 March,Mid-year moves,At least one mid-year move,410,11
2019,Reporting year,Regional,E92000001,England,E12000009,South West,,,,CLA on 31 March,Mid-year moves,Total children,3820,100
2019,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,CLA on 31 March,Any moves,At least one move,260,11
2019,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,CLA on 31 March,Any moves,Total children,2320,100
2019,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,CLA on 31 March,Mid-year moves,At least one mid-year move,190,8
2019,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,CLA on 31 March,Mid-year moves,Total children,2320,100
2019,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,CLA on 31 March,Any moves,At least one move,360,12
2019,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,CLA on 31 March,Any moves,Total children,3110,100
2019,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,CLA on 31 March,Mid-year moves,At least one mid-year move,250,8
2019,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,CLA on 31 March,Mid-year moves,Total children,3110,100
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,CLA on 31 March,Any moves,At least one move,14,7
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,CLA on 31 March,Any moves,Total children,189,100
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,CLA on 31 March,Mid-year moves,At least one mid-year move,9,5
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,CLA on 31 March,Mid-year moves,Total children,189,100
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,CLA on 31 March,Any moves,At least one move,40,12
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,CLA on 31 March,Any moves,Total children,341,100
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,CLA on 31 March,Mid-year moves,At least one mid-year move,28,8
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,CLA on 31 March,Mid-year moves,Total children,341,100
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,CLA on 31 March,Any moves,At least one move,24,12
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,CLA on 31 March,Any moves,Total children,204,100
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,CLA on 31 March,Mid-year moves,At least one mid-year move,18,9
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,CLA on 31 March,Mid-year moves,Total children,204,100
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,CLA on 31 March,Any moves,At least one move,24,7
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,CLA on 31 March,Any moves,Total children,331,100
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,CLA on 31 March,Mid-year moves,At least one mid-year move,10,3
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,CLA on 31 March,Mid-year moves,Total children,331,100
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,CLA on 31 March,Any moves,At least one move,19,11
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,CLA on 31 March,Any moves,Total children,168,100
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,CLA on 31 March,Mid-year moves,At least one mid-year move,13,8
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,CLA on 31 March,Mid-year moves,Total children,168,100
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,CLA on 31 March,Any moves,At least one move,61,11
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,CLA on 31 March,Any moves,Total children,558,100
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,CLA on 31 March,Mid-year moves,At least one mid-year move,37,7
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,CLA on 31 March,Mid-year moves,Total children,558,100
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,CLA on 31 March,Any moves,At least one move,37,16
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,CLA on 31 March,Any moves,Total children,227,100
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,CLA on 31 March,Mid-year moves,At least one mid-year move,26,11
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,CLA on 31 March,Mid-year moves,Total children,227,100
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,CLA on 31 March,Any moves,At least one move,71,16
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,CLA on 31 March,Any moves,Total children,446,100
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,CLA on 31 March,Mid-year moves,At least one mid-year move,51,11
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,CLA on 31 March,Mid-year moves,Total children,446,100
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,CLA on 31 March,Any moves,At least one move,11,5
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,CLA on 31 March,Any moves,Total children,217,100
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,CLA on 31 March,Mid-year moves,At least one mid-year move,7,3
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,CLA on 31 March,Mid-year moves,Total children,217,100
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,CLA on 31 March,Any moves,At least one move,29,13
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,CLA on 31 March,Any moves,Total children,221,100
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,CLA on 31 March,Mid-year moves,At least one mid-year move,18,8
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,CLA on 31 March,Mid-year moves,Total children,221,100
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,CLA on 31 March,Any moves,At least one move,29,8
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,CLA on 31 March,Any moves,Total children,381,100
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,CLA on 31 March,Mid-year moves,At least one mid-year move,24,6
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,CLA on 31 March,Mid-year moves,Total children,381,100
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,CLA on 31 March,Any moves,At least one move,33,12
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,CLA on 31 March,Any moves,Total children,271,100
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,CLA on 31 March,Mid-year moves,At least one mid-year move,25,9
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,CLA on 31 March,Mid-year moves,Total children,271,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,CLA on 31 March,Any moves,At least one move,17,9
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,CLA on 31 March,Any moves,Total children,179,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,CLA on 31 March,Mid-year moves,At least one mid-year move,9,5
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,CLA on 31 March,Mid-year moves,Total children,179,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,CLA on 31 March,Any moves,At least one move,23,9
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,CLA on 31 March,Any moves,Total children,258,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,CLA on 31 March,Mid-year moves,At least one mid-year move,16,6
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,CLA on 31 March,Mid-year moves,Total children,258,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,CLA on 31 March,Any moves,At least one move,18,8
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,CLA on 31 March,Any moves,Total children,223,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,CLA on 31 March,Mid-year moves,At least one mid-year move,14,6
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,CLA on 31 March,Mid-year moves,Total children,223,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,CLA on 31 March,Any moves,At least one move,33,9
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,CLA on 31 March,Any moves,Total children,362,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,CLA on 31 March,Mid-year moves,At least one mid-year move,24,7
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,CLA on 31 March,Mid-year moves,Total children,362,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,CLA on 31 March,Any moves,At least one move,41,13
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,CLA on 31 March,Any moves,Total children,310,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,CLA on 31 March,Mid-year moves,At least one mid-year move,29,9
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,CLA on 31 March,Mid-year moves,Total children,310,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,CLA on 31 March,Any moves,At least one move,30,10
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,CLA on 31 March,Any moves,Total children,297,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,CLA on 31 March,Mid-year moves,At least one mid-year move,17,6
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,CLA on 31 March,Mid-year moves,Total children,297,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,CLA on 31 March,Any moves,At least one move,45,12
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,CLA on 31 March,Any moves,Total children,382,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,CLA on 31 March,Mid-year moves,At least one mid-year move,34,9
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,CLA on 31 March,Mid-year moves,Total children,382,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,CLA on 31 March,Any moves,At least one move,18,8
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,CLA on 31 March,Any moves,Total children,218,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,CLA on 31 March,Mid-year moves,At least one mid-year move,16,7
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,CLA on 31 March,Mid-year moves,Total children,218,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,CLA on 31 March,Any moves,At least one move,83,10
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,CLA on 31 March,Any moves,Total children,861,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,CLA on 31 March,Mid-year moves,At least one mid-year move,57,7
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,CLA on 31 March,Mid-year moves,Total children,861,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,CLA on 31 March,Any moves,At least one move,26,8
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,CLA on 31 March,Any moves,Total children,335,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,CLA on 31 March,Mid-year moves,At least one mid-year move,17,5
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,CLA on 31 March,Mid-year moves,Total children,335,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,CLA on 31 March,Any moves,At least one move,40,11
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,CLA on 31 March,Any moves,Total children,354,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,CLA on 31 March,Mid-year moves,At least one mid-year move,26,7
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,CLA on 31 March,Mid-year moves,Total children,354,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,355,Salford,E08000006,CLA on 31 March,Any moves,At least one move,48,13
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,355,Salford,E08000006,CLA on 31 March,Any moves,Total children,361,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,355,Salford,E08000006,CLA on 31 March,Mid-year moves,At least one mid-year move,40,11
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,355,Salford,E08000006,CLA on 31 March,Mid-year moves,Total children,361,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,356,Stockport,E08000007,CLA on 31 March,Any moves,At least one move,37,16
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,356,Stockport,E08000007,CLA on 31 March,Any moves,Total children,238,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,356,Stockport,E08000007,CLA on 31 March,Mid-year moves,At least one mid-year move,24,10
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,356,Stockport,E08000007,CLA on 31 March,Mid-year moves,Total children,238,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,357,Tameside,E08000008,CLA on 31 March,Any moves,At least one move,60,13
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,357,Tameside,E08000008,CLA on 31 March,Any moves,Total children,446,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,357,Tameside,E08000008,CLA on 31 March,Mid-year moves,At least one mid-year move,45,10
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,357,Tameside,E08000008,CLA on 31 March,Mid-year moves,Total children,446,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,358,Trafford,E08000009,CLA on 31 March,Any moves,At least one move,23,8
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,358,Trafford,E08000009,CLA on 31 March,Any moves,Total children,282,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,358,Trafford,E08000009,CLA on 31 March,Mid-year moves,At least one mid-year move,14,5
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,358,Trafford,E08000009,CLA on 31 March,Mid-year moves,Total children,282,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,359,Wigan,E08000010,CLA on 31 March,Any moves,At least one move,28,9
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,359,Wigan,E08000010,CLA on 31 March,Any moves,Total children,327,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,359,Wigan,E08000010,CLA on 31 March,Mid-year moves,At least one mid-year move,19,6
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,359,Wigan,E08000010,CLA on 31 March,Mid-year moves,Total children,327,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,340,Knowsley,E08000011,CLA on 31 March,Any moves,At least one move,17,9
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,340,Knowsley,E08000011,CLA on 31 March,Any moves,Total children,192,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,340,Knowsley,E08000011,CLA on 31 March,Mid-year moves,At least one mid-year move,11,6
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,340,Knowsley,E08000011,CLA on 31 March,Mid-year moves,Total children,192,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,341,Liverpool,E08000012,CLA on 31 March,Any moves,At least one move,86,11
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,341,Liverpool,E08000012,CLA on 31 March,Any moves,Total children,765,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,341,Liverpool,E08000012,CLA on 31 March,Mid-year moves,At least one mid-year move,57,7
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,341,Liverpool,E08000012,CLA on 31 March,Mid-year moves,Total children,765,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,342,St. Helens,E08000013,CLA on 31 March,Any moves,At least one move,23,7
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,342,St. Helens,E08000013,CLA on 31 March,Any moves,Total children,325,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,342,St. Helens,E08000013,CLA on 31 March,Mid-year moves,At least one mid-year move,11,3
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,342,St. Helens,E08000013,CLA on 31 March,Mid-year moves,Total children,325,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,CLA on 31 March,Any moves,At least one move,38,10
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,CLA on 31 March,Any moves,Total children,362,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,CLA on 31 March,Mid-year moves,At least one mid-year move,21,6
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,CLA on 31 March,Mid-year moves,Total children,362,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,CLA on 31 March,Any moves,At least one move,64,12
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,CLA on 31 March,Any moves,Total children,542,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,CLA on 31 March,Mid-year moves,At least one mid-year move,40,7
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,CLA on 31 March,Mid-year moves,Total children,542,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,CLA on 31 March,Any moves,At least one move,74,17
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,CLA on 31 March,Any moves,Total children,440,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,CLA on 31 March,Mid-year moves,At least one mid-year move,54,12
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,CLA on 31 March,Mid-year moves,Total children,440,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,CLA on 31 March,Any moves,At least one move,149,11
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,CLA on 31 March,Any moves,Total children,1376,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,CLA on 31 March,Mid-year moves,At least one mid-year move,109,8
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,CLA on 31 March,Mid-year moves,Total children,1376,100
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,CLA on 31 March,Any moves,At least one move,64,12
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,CLA on 31 March,Any moves,Total children,527,100
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,CLA on 31 March,Mid-year moves,At least one mid-year move,45,9
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,CLA on 31 March,Mid-year moves,Total children,527,100
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,CLA on 31 March,Any moves,At least one move,32,15
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,CLA on 31 March,Any moves,Total children,213,100
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,CLA on 31 March,Mid-year moves,At least one mid-year move,24,11
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,CLA on 31 March,Mid-year moves,Total children,213,100
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,CLA on 31 March,Any moves,At least one move,32,12
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,CLA on 31 March,Any moves,Total children,265,100
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,CLA on 31 March,Mid-year moves,At least one mid-year move,24,9
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,CLA on 31 March,Mid-year moves,Total children,265,100
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,CLA on 31 March,Any moves,At least one move,14,9
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,CLA on 31 March,Any moves,Total children,159,100
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,CLA on 31 March,Mid-year moves,At least one mid-year move,8,5
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,CLA on 31 March,Mid-year moves,Total children,159,100
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,CLA on 31 March,Any moves,At least one move,16,12
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,CLA on 31 March,Any moves,Total children,139,100
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,CLA on 31 March,Mid-year moves,At least one mid-year move,12,9
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,CLA on 31 March,Mid-year moves,Total children,139,100
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,CLA on 31 March,Any moves,At least one move,25,13
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,CLA on 31 March,Any moves,Total children,196,100
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,CLA on 31 March,Mid-year moves,At least one mid-year move,22,11
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,CLA on 31 March,Mid-year moves,Total children,196,100
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,CLA on 31 March,Any moves,At least one move,45,13
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,CLA on 31 March,Any moves,Total children,341,100
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,CLA on 31 March,Mid-year moves,At least one mid-year move,27,8
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,CLA on 31 March,Mid-year moves,Total children,341,100
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,CLA on 31 March,Any moves,At least one move,62,15
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,CLA on 31 March,Any moves,Total children,404,100
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,CLA on 31 March,Mid-year moves,At least one mid-year move,46,11
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,CLA on 31 March,Mid-year moves,Total children,404,100
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,CLA on 31 March,Any moves,At least one move,54,13
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,CLA on 31 March,Any moves,Total children,419,100
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,CLA on 31 March,Mid-year moves,At least one mid-year move,37,9
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,CLA on 31 March,Mid-year moves,Total children,419,100
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,Bradford,E08000032,CLA on 31 March,Any moves,At least one move,92,12
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,Bradford,E08000032,CLA on 31 March,Any moves,Total children,742,100
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,Bradford,E08000032,CLA on 31 March,Mid-year moves,At least one mid-year move,60,8
