time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,characteristic,number
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,Net gain of children by responsible LA,-107
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,1. Children who are the responsibility of other LAs placed within this LA boundary,67
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,2. Children who are the responsibility of this LA placed outside the LA boundary,147
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,Net gain of children by responsible LA,-80
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,1. Children who are the responsibility of other LAs placed within this LA boundary,z
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,2. Children who are the responsibility of this LA placed outside the LA boundary,z
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,Net gain of children by responsible LA,z
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,1. Children who are the responsibility of other LAs placed within this LA boundary,z
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,2. Children who are the responsibility of this LA placed outside the LA boundary,z
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,Net gain of children by responsible LA,z
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,866,Swindon,E06000030,1. Children who are the responsibility of other LAs placed within this LA boundary,87
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,866,Swindon,E06000030,2. Children who are the responsibility of this LA placed outside the LA boundary,161
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,866,Swindon,E06000030,Net gain of children by responsible LA,-74
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,908,Cornwall,E06000052,1. Children who are the responsibility of other LAs placed within this LA boundary,164
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,908,Cornwall,E06000052,2. Children who are the responsibility of this LA placed outside the LA boundary,112
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,908,Cornwall,E06000052,Net gain of children by responsible LA,52
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,420,Isles of Scilly,E06000053,1. Children who are the responsibility of other LAs placed within this LA boundary,c
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,420,Isles of Scilly,E06000053,2. Children who are the responsibility of this LA placed outside the LA boundary,0
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,420,Isles of Scilly,E06000053,Net gain of children by responsible LA,1
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,865,Wiltshire,E06000054,1. Children who are the responsibility of other LAs placed within this LA boundary,197
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,865,Wiltshire,E06000054,2. Children who are the responsibility of this LA placed outside the LA boundary,144
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,865,Wiltshire,E06000054,Net gain of children by responsible LA,53
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,839,"Bournemouth, Christchurch and Poole",E06000058,1. Children who are the responsibility of other LAs placed within this LA boundary,193
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,839,"Bournemouth, Christchurch and Poole",E06000058,2. Children who are the responsibility of this LA placed outside the LA boundary,190
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,839,"Bournemouth, Christchurch and Poole",E06000058,Net gain of children by responsible LA,3
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,838,Dorset,E06000059,1. Children who are the responsibility of other LAs placed within this LA boundary,189
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,838,Dorset,E06000059,2. Children who are the responsibility of this LA placed outside the LA boundary,212
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,838,Dorset,E06000059,Net gain of children by responsible LA,-23
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,878,Devon,E10000008,1. Children who are the responsibility of other LAs placed within this LA boundary,332
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,878,Devon,E10000008,2. Children who are the responsibility of this LA placed outside the LA boundary,225
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,878,Devon,E10000008,Net gain of children by responsible LA,107
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,835,Dorset,E10000009,1. Children who are the responsibility of other LAs placed within this LA boundary,z
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,835,Dorset,E10000009,2. Children who are the responsibility of this LA placed outside the LA boundary,z
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,835,Dorset,E10000009,Net gain of children by responsible LA,z
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,916,Gloucestershire,E10000013,1. Children who are the responsibility of other LAs placed within this LA boundary,201
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,916,Gloucestershire,E10000013,2. Children who are the responsibility of this LA placed outside the LA boundary,233
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,916,Gloucestershire,E10000013,Net gain of children by responsible LA,-32
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,933,Somerset,E10000027,1. Children who are the responsibility of other LAs placed within this LA boundary,210
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,933,Somerset,E10000027,2. Children who are the responsibility of this LA placed outside the LA boundary,214
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,933,Somerset,E10000027,Net gain of children by responsible LA,-4
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,City of London,E09000001,1. Children who are the responsibility of other LAs placed within this LA boundary,0
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,City of London,E09000001,2. Children who are the responsibility of this LA placed outside the LA boundary,10
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,City of London,E09000001,Net gain of children by responsible LA,-10
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,Camden,E09000007,1. Children who are the responsibility of other LAs placed within this LA boundary,41
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,Camden,E09000007,2. Children who are the responsibility of this LA placed outside the LA boundary,120
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,Camden,E09000007,Net gain of children by responsible LA,-79
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,Hackney,E09000012,1. Children who are the responsibility of other LAs placed within this LA boundary,113
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,Hackney,E09000012,2. Children who are the responsibility of this LA placed outside the LA boundary,303
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,Hackney,E09000012,Net gain of children by responsible LA,-190
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,Hammersmith and Fulham,E09000013,1. Children who are the responsibility of other LAs placed within this LA boundary,51
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,Hammersmith and Fulham,E09000013,2. Children who are the responsibility of this LA placed outside the LA boundary,162
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,Hammersmith and Fulham,E09000013,Net gain of children by responsible LA,-111
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,Haringey,E09000014,1. Children who are the responsibility of other LAs placed within this LA boundary,112
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,Haringey,E09000014,2. Children who are the responsibility of this LA placed outside the LA boundary,315
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,Haringey,E09000014,Net gain of children by responsible LA,-203
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,Islington,E09000019,1. Children who are the responsibility of other LAs placed within this LA boundary,62
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,Islington,E09000019,2. Children who are the responsibility of this LA placed outside the LA boundary,260
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,Islington,E09000019,Net gain of children by responsible LA,-198
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,Kensington and Chelsea,E09000020,1. Children who are the responsibility of other LAs placed within this LA boundary,49
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,Kensington and Chelsea,E09000020,2. Children who are the responsibility of this LA placed outside the LA boundary,85
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,Kensington and Chelsea,E09000020,Net gain of children by responsible LA,-36
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,Lambeth,E09000022,1. Children who are the responsibility of other LAs placed within this LA boundary,201
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,Lambeth,E09000022,2. Children who are the responsibility of this LA placed outside the LA boundary,296
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,Lambeth,E09000022,Net gain of children by responsible LA,-95
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,Lewisham,E09000023,1. Children who are the responsibility of other LAs placed within this LA boundary,286
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,Lewisham,E09000023,2. Children who are the responsibility of this LA placed outside the LA boundary,321
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,Lewisham,E09000023,Net gain of children by responsible LA,-35
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,Newham,E09000025,1. Children who are the responsibility of other LAs placed within this LA boundary,200
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,Newham,E09000025,2. Children who are the responsibility of this LA placed outside the LA boundary,279
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,Newham,E09000025,Net gain of children by responsible LA,-79
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,Southwark,E09000028,1. Children who are the responsibility of other LAs placed within this LA boundary,94
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,Southwark,E09000028,2. Children who are the responsibility of this LA placed outside the LA boundary,342
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,Southwark,E09000028,Net gain of children by responsible LA,-248
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,Tower Hamlets,E09000030,1. Children who are the responsibility of other LAs placed within this LA boundary,34
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,Tower Hamlets,E09000030,2. Children who are the responsibility of this LA placed outside the LA boundary,231
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,Tower Hamlets,E09000030,Net gain of children by responsible LA,-197
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,Wandsworth,E09000032,1. Children who are the responsibility of other LAs placed within this LA boundary,76
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,Wandsworth,E09000032,2. Children who are the responsibility of this LA placed outside the LA boundary,186
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,Wandsworth,E09000032,Net gain of children by responsible LA,-110
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,Westminster,E09000033,1. Children who are the responsibility of other LAs placed within this LA boundary,27
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,Westminster,E09000033,2. Children who are the responsibility of this LA placed outside the LA boundary,159
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,Westminster,E09000033,Net gain of children by responsible LA,-132
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,Barking and Dagenham,E09000002,1. Children who are the responsibility of other LAs placed within this LA boundary,171
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,Barking and Dagenham,E09000002,2. Children who are the responsibility of this LA placed outside the LA boundary,250
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,Barking and Dagenham,E09000002,Net gain of children by responsible LA,-79
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,Barnet,E09000003,1. Children who are the responsibility of other LAs placed within this LA boundary,109
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,Barnet,E09000003,2. Children who are the responsibility of this LA placed outside the LA boundary,205
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,Barnet,E09000003,Net gain of children by responsible LA,-96
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,Bexley,E09000004,1. Children who are the responsibility of other LAs placed within this LA boundary,200
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,Bexley,E09000004,2. Children who are the responsibility of this LA placed outside the LA boundary,127
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,Bexley,E09000004,Net gain of children by responsible LA,73
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,Brent,E09000005,1. Children who are the responsibility of other LAs placed within this LA boundary,192
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,Brent,E09000005,2. Children who are the responsibility of this LA placed outside the LA boundary,217
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,Brent,E09000005,Net gain of children by responsible LA,-25
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,Bromley,E09000006,1. Children who are the responsibility of other LAs placed within this LA boundary,189
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,Bromley,E09000006,2. Children who are the responsibility of this LA placed outside the LA boundary,195
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,Bromley,E09000006,Net gain of children by responsible LA,-6
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,Croydon,E09000008,1. Children who are the responsibility of other LAs placed within this LA boundary,729
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,Croydon,E09000008,2. Children who are the responsibility of this LA placed outside the LA boundary,276
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,Croydon,E09000008,Net gain of children by responsible LA,453
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,Ealing,E09000009,1. Children who are the responsibility of other LAs placed within this LA boundary,181
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,Ealing,E09000009,2. Children who are the responsibility of this LA placed outside the LA boundary,198
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,Ealing,E09000009,Net gain of children by responsible LA,-17
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,Enfield,E09000010,1. Children who are the responsibility of other LAs placed within this LA boundary,241
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,Enfield,E09000010,2. Children who are the responsibility of this LA placed outside the LA boundary,186
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,Enfield,E09000010,Net gain of children by responsible LA,55
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,Greenwich,E09000011,1. Children who are the responsibility of other LAs placed within this LA boundary,169
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,Greenwich,E09000011,2. Children who are the responsibility of this LA placed outside the LA boundary,330
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,Greenwich,E09000011,Net gain of children by responsible LA,-161
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,Harrow,E09000015,1. Children who are the responsibility of other LAs placed within this LA boundary,165
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,Harrow,E09000015,2. Children who are the responsibility of this LA placed outside the LA boundary,107
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,Harrow,E09000015,Net gain of children by responsible LA,58
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,Havering,E09000016,1. Children who are the responsibility of other LAs placed within this LA boundary,221
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,Havering,E09000016,2. Children who are the responsibility of this LA placed outside the LA boundary,133
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,Havering,E09000016,Net gain of children by responsible LA,88
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,Hillingdon,E09000017,1. Children who are the responsibility of other LAs placed within this LA boundary,182
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,Hillingdon,E09000017,2. Children who are the responsibility of this LA placed outside the LA boundary,209
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,Hillingdon,E09000017,Net gain of children by responsible LA,-27
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,Hounslow,E09000018,1. Children who are the responsibility of other LAs placed within this LA boundary,199
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,Hounslow,E09000018,2. Children who are the responsibility of this LA placed outside the LA boundary,177
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,Hounslow,E09000018,Net gain of children by responsible LA,22
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,Kingston upon Thames,E09000021,1. Children who are the responsibility of other LAs placed within this LA boundary,48
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,Kingston upon Thames,E09000021,2. Children who are the responsibility of this LA placed outside the LA boundary,98
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,Kingston upon Thames,E09000021,Net gain of children by responsible LA,-50
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,Merton,E09000024,1. Children who are the responsibility of other LAs placed within this LA boundary,137
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,Merton,E09000024,2. Children who are the responsibility of this LA placed outside the LA boundary,79
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,Merton,E09000024,Net gain of children by responsible LA,58
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,Redbridge,E09000026,1. Children who are the responsibility of other LAs placed within this LA boundary,439
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,Redbridge,E09000026,2. Children who are the responsibility of this LA placed outside the LA boundary,144
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,Redbridge,E09000026,Net gain of children by responsible LA,295
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,Richmond upon Thames,E09000027,1. Children who are the responsibility of other LAs placed within this LA boundary,51
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,Richmond upon Thames,E09000027,2. Children who are the responsibility of this LA placed outside the LA boundary,106
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,Richmond upon Thames,E09000027,Net gain of children by responsible LA,-55
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,Sutton,E09000029,1. Children who are the responsibility of other LAs placed within this LA boundary,118
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,Sutton,E09000029,2. Children who are the responsibility of this LA placed outside the LA boundary,163
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,Sutton,E09000029,Net gain of children by responsible LA,-45
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,Waltham Forest,E09000031,1. Children who are the responsibility of other LAs placed within this LA boundary,247
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,Waltham Forest,E09000031,2. Children who are the responsibility of this LA placed outside the LA boundary,188
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,Waltham Forest,E09000031,Net gain of children by responsible LA,59
2021,Reporting year,National,E92000001,England,,,,,,1. Children who are the responsibility of other LAs placed within this LA boundary,33000
2021,Reporting year,National,E92000001,England,,,,,,2. Children who are the responsibility of this LA placed outside the LA boundary,34050
2021,Reporting year,National,E92000001,England,,,,,,Net gain of children by responsible LA,-1050
2021,Reporting year,Regional,E92000001,England,E12000001,North East,,,,1. Children who are the responsibility of other LAs placed within this LA boundary,2140
2021,Reporting year,Regional,E92000001,England,E12000001,North East,,,,2. Children who are the responsibility of this LA placed outside the LA boundary,2280
2021,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Net gain of children by responsible LA,-140
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,1. Children who are the responsibility of other LAs placed within this LA boundary,5720
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,2. Children who are the responsibility of this LA placed outside the LA boundary,5750
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Net gain of children by responsible LA,-30
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,1. Children who are the responsibility of other LAs placed within this LA boundary,2990
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,2. Children who are the responsibility of this LA placed outside the LA boundary,3180
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Net gain of children by responsible LA,-190
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,1. Children who are the responsibility of other LAs placed within this LA boundary,3140
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,2. Children who are the responsibility of this LA placed outside the LA boundary,2700
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Net gain of children by responsible LA,430
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,1. Children who are the responsibility of other LAs placed within this LA boundary,4960
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,2. Children who are the responsibility of this LA placed outside the LA boundary,4950
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Net gain of children by responsible LA,10
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,1. Children who are the responsibility of other LAs placed within this LA boundary,2630
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,2. Children who are the responsibility of this LA placed outside the LA boundary,2510
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Net gain of children by responsible LA,120
2021,Reporting year,Regional,E92000001,England,E12000007,London,,,,1. Children who are the responsibility of other LAs placed within this LA boundary,4890
2021,Reporting year,Regional,E92000001,England,E12000007,London,,,,2. Children who are the responsibility of this LA placed outside the LA boundary,6200
2021,Reporting year,Regional,E92000001,England,E12000007,London,,,,Net gain of children by responsible LA,-1310
2021,Reporting year,Regional,E92000001,England,E12000008,South East,,,,1. Children who are the responsibility of other LAs placed within this LA boundary,4460
2021,Reporting year,Regional,E92000001,England,E12000008,South East,,,,2. Children who are the responsibility of this LA placed outside the LA boundary,4250
2021,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Net gain of children by responsible LA,210
2021,Reporting year,Regional,E92000001,England,E12000009,South West,,,,1. Children who are the responsibility of other LAs placed within this LA boundary,2090
2021,Reporting year,Regional,E92000001,England,E12000009,South West,,,,2. Children who are the responsibility of this LA placed outside the LA boundary,2240
2021,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Net gain of children by responsible LA,-150
2021,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,1. Children who are the responsibility of other LAs placed within this LA boundary,1220
2021,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,2. Children who are the responsibility of this LA placed outside the LA boundary,2970
2021,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Net gain of children by responsible LA,-1750
2021,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,1. Children who are the responsibility of other LAs placed within this LA boundary,3670
2021,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,2. Children who are the responsibility of this LA placed outside the LA boundary,3230
2021,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Net gain of children by responsible LA,440
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,1. Children who are the responsibility of other LAs placed within this LA boundary,100
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,2. Children who are the responsibility of this LA placed outside the LA boundary,115
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Net gain of children by responsible LA,-15
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,1. Children who are the responsibility of other LAs placed within this LA boundary,106
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,2. Children who are the responsibility of this LA placed outside the LA boundary,297
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Net gain of children by responsible LA,-191
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,1. Children who are the responsibility of other LAs placed within this LA boundary,107
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,2. Children who are the responsibility of this LA placed outside the LA boundary,122
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Net gain of children by responsible LA,-15
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,1. Children who are the responsibility of other LAs placed within this LA boundary,235
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,2. Children who are the responsibility of this LA placed outside the LA boundary,203
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Net gain of children by responsible LA,32
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,1. Children who are the responsibility of other LAs placed within this LA boundary,156
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,2. Children who are the responsibility of this LA placed outside the LA boundary,136
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Net gain of children by responsible LA,20
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,1. Children who are the responsibility of other LAs placed within this LA boundary,494
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,2. Children who are the responsibility of this LA placed outside the LA boundary,256
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Net gain of children by responsible LA,238
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,1. Children who are the responsibility of other LAs placed within this LA boundary,236
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,2. Children who are the responsibility of this LA placed outside the LA boundary,123
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Net gain of children by responsible LA,113
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,1. Children who are the responsibility of other LAs placed within this LA boundary,128
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,2. Children who are the responsibility of this LA placed outside the LA boundary,367
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Net gain of children by responsible LA,-239
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,1. Children who are the responsibility of other LAs placed within this LA boundary,145
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,2. Children who are the responsibility of this LA placed outside the LA boundary,106
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Net gain of children by responsible LA,39
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,1. Children who are the responsibility of other LAs placed within this LA boundary,71
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,2. Children who are the responsibility of this LA placed outside the LA boundary,144
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,Net gain of children by responsible LA,-73
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,1. Children who are the responsibility of other LAs placed within this LA boundary,216
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,2. Children who are the responsibility of this LA placed outside the LA boundary,208
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,Net gain of children by responsible LA,8
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,1. Children who are the responsibility of other LAs placed within this LA boundary,143
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,2. Children who are the responsibility of this LA placed outside the LA boundary,200
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,Net gain of children by responsible LA,-57
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,1. Children who are the responsibility of other LAs placed within this LA boundary,130
