"","Web.link","URN","Linked.Education.URN","Provision.type","Registration.date","Registration.status","Name","Address.1","Address.2","Town","County","Postcode","Ofsted.region","Government.Office.Region","Local.authority","Parliamentary.constituency","Sector","Premises","Places","Short.break.only.children.s.home","Multi.building.children.s.home","Organisation.which.owns.the.provider","Latest.full.inspection.event.type","Latest.full.inspection.date","Latest.full.inspection.publication.date","Latest.full.inspection.event.number","Overall.experiences.and.progress.of.children.and.young.people","Outcomes.in.education.and.related.learning.activities","Health.services","How.well.children.and.young.people.are.helped.and.protected","The.effectiveness.of.leaders.and.managers","Previous.full.inspection.event.type","Previous.full.inspection.event.date","Previous.full.inspection.publication.date","Previous.full.inspection.event.number","Previous.overall.experiences.and.progress.of.children.and.young.people","Previous.outcomes.in.education.and.related.learning.activities","Previous.health.services","Previous.how.well.children.and.young.people.are.helped.and.protected","Previous.effectiveness.of.leaders.and.managers"
"2816","Ofsted Social Care Provider Webpage","SC370703",NA,"Children's home","02/05/2008","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","Surrey","Woking","Local Authority",NA,12," ","","Surrey County Council","Full inspection","22/02/2024","19/03/2024",10273078,"Good","","","Good","Good","Full inspection","01/03/2023","11/05/2023",10223078,"Good","","","Good","Good"
"2817","Ofsted Social Care Provider Webpage","SC370910",NA,"Children's home","15/02/2008","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East of England","East of England","Cambridgeshire","North East Cambridgeshire","For profit",NA,3," ","","Keys Care Limited","Full inspection","07/11/2023","11/12/2023",10273079,"Good","","","Good","Outstanding","Full inspection","17/01/2023","17/02/2023",10223080,"Outstanding","","","Good","Outstanding"
"2818","Ofsted Social Care Provider Webpage","SC376719",NA,"Children's home","26/06/2008","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Shropshire","Ludlow","For profit",NA,2," ","","Reflexion Care Group Limited","Full inspection","18/03/2024","30/04/2024",10273080,"Good","","","Good","Good","Full inspection","28/02/2023","18/04/2023",10223103,"Good","","","Good","Good"
"2819","Ofsted Social Care Provider Webpage","SC483692",NA,"Children's home","03/12/2014","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Lancashire","Lancaster and Fleetwood","For profit",NA,4," ","","ROC Northwest","Full inspection","17/10/2023","04/12/2023",10273082,"Good","","","Good","Requires improvement to be good","Full inspection","29/11/2022","25/01/2023",10223783,"Good","","","Good","Good"
"2820","Ofsted Social Care Provider Webpage","SC485956",NA,"Children's home","05/06/2015","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Lancashire","South Ribble","For profit",NA,2," ","","New Horizons (NW) Ltd","Full inspection","27/02/2024","15/04/2024",10273084,"Outstanding","","","Outstanding","Outstanding","Full inspection","14/02/2023","28/03/2023",10223807,"Outstanding","","","Outstanding","Outstanding"
"2821","Ofsted Social Care Provider Webpage","SC436386",NA,"Children's home","16/09/2011","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","Lincolnshire","Grantham and Stamford","For profit",NA,6," ","","Knossington Grange School Ltd","Full inspection","07/11/2023","08/12/2023",10272737,"Good","","","Good","Good","Full inspection","31/01/2023","08/03/2023",10223386,"Good","","","Good","Good"
"2822","Ofsted Social Care Provider Webpage","SC436469",NA,"Children's home","06/10/2011","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","Derbyshire","Amber Valley","For profit",NA,3," ","","Blue Mountain Homes Ltd","Full inspection","28/02/2024","09/04/2024",10272738,"Good","","","Good","Good","Full inspection","21/03/2023","12/05/2023",10223387,"Good","","","Good","Good"
"2823","Ofsted Social Care Provider Webpage","2584899",NA,"Children's home","18/06/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","North East","Redcar and Cleveland","Redcar","For profit",NA,4," ","","Invested Childcare Limited","Full inspection","05/03/2024","16/04/2024",10272624,"Outstanding","","","Outstanding","Outstanding","Full inspection","24/05/2022","11/07/2022",10224776,"Good","","","Good","Good"
"2824","Ofsted Social Care Provider Webpage","2721798",NA,"Children's home","18/04/2023","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Staffordshire","Cannock Chase","For profit",NA,2,"","","Alpine4care Services","Full inspection","13/09/2023","13/11/2023",10294079,"Good","","","Good","Good","Full inspection","23/05/2023","27/07/2023",10286764,"Inadequate","","","Inadequate","Inadequate"
"2825","Ofsted Social Care Provider Webpage","SC483846",NA,"Children's home","12/10/2015","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Lancashire","Chorley","For profit",NA,5," ","","Cambian Childcare Limited","Full inspection","07/09/2023","23/10/2023",10294083,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good","Full inspection","16/05/2023","17/07/2023",10273749,"Inadequate","","","Inadequate","Inadequate"
"2826","Ofsted Social Care Provider Webpage","1155761",NA,"Children's home","08/10/2015","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South West","South West","Gloucestershire","Gloucester","For profit",NA,3," ","","Carbrey Care Ltd","Monitoring inspection","21/06/2023","27/07/2023",10294089,"Good","","","","","Full inspection","02/05/2023","01/08/2023",10273648,"Inadequate","","","Inadequate","Inadequate"
"2827","Ofsted Social Care Provider Webpage","2711543",NA,"Children's home","26/04/2023","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","Leicestershire","Loughborough","For profit",NA,4,"","","Jasmine Gardens Private Ltd","Full inspection","17/10/2023","28/11/2023",10290743,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good","","","",NA,"","","","",""
"2828","Ofsted Social Care Provider Webpage","2729412",NA,"Children's home","01/04/2023","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","Bradford","Keighley","Third Sector",NA,6,"","","Bradford Children's and Families Trust","Full inspection","09/08/2023","25/09/2023",10291009,"Requires improvement to be good","","","Requires improvement to be good","Inadequate","Full inspection","03/05/2023","22/06/2023",10289712,"Inadequate","","","Inadequate","Inadequate"
"2829","Ofsted Social Care Provider Webpage","2720837",NA,"Children's home","05/04/2023","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East of England","East of England","Essex","Harwich and North Essex","For profit",NA,5,"","","Shalamar Children Limited","Full inspection","30/08/2023","27/09/2023",10291010,"Good","","","Good","Good","","","",NA,"","","","",""
"2830","Ofsted Social Care Provider Webpage","2718097",NA,"Children's home","24/03/2023","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Shropshire","Shrewsbury and Atcham","For profit",NA,3,"","","Ilea Palm Care Limited","Full inspection","14/06/2023","26/07/2023",10291011,"Good","","","Good","Good","","","",NA,"","","","",""
"2831","Ofsted Social Care Provider Webpage","SC034441",NA,"Children's home","01/10/2003","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","Kirklees","Batley and Spen","Local Authority",NA,8," ","","Kirklees Council","Full inspection","15/03/2023","22/05/2023",10222646,"Outstanding","","","Outstanding","Good","Full inspection","11/05/2021","15/06/2021",10185658,"Outstanding","","","Outstanding","Outstanding"
"2832","Ofsted Social Care Provider Webpage","SC442864",NA,"Children's home","09/03/2012","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Rochdale","Rochdale","For profit",NA,3," ","","Meadows Care Limited","Full inspection","14/02/2023","24/03/2023",10223420,"Good","","","Good","Good","Full inspection","10/01/2022","08/02/2022",10187071,"Good","","","Good","Good"
"2833","Ofsted Social Care Provider Webpage","SC443959",NA,"Children's home","03/05/2012","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Lancashire","Preston","For profit",NA,8," ","","Aspris New Education Services Limited","Full inspection","02/03/2023","26/04/2023",10223426,"Outstanding","","","Outstanding","Outstanding","Full inspection","08/03/2022","25/04/2022",10186966,"Good","","","Good","Good"
"2834","Ofsted Social Care Provider Webpage","SC447457",NA,"Children's home","10/07/2012","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Staffordshire","South Staffordshire","For profit",NA,3," ","","Oakley House Childrens Home Limited","Full inspection","03/05/2022","28/06/2022",10223437,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good","Full inspection","07/12/2021","31/01/2022",10186578,"Inadequate","","","Inadequate","Inadequate"
"2835","Ofsted Social Care Provider Webpage","SC449099",NA,"Children's home","23/07/2012","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","Leicestershire","North West Leicestershire","For profit",NA,3," ","","Quantum Care UK Limited","Full inspection","28/06/2022","05/08/2022",10223444,"Good","","","Good","Outstanding","Full inspection","10/05/2021","11/06/2021",10186154,"Good","","","Good","Good"
"2836","Ofsted Social Care Provider Webpage","2704517",NA,"Children's home","01/03/2023","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","Calderdale","Calder Valley","Local Authority",NA,3,"","","Calderdale Council","Full inspection","19/09/2023","25/10/2023",10286585,"Good","","","Requires improvement to be good","Good","","","",NA,"","","","",""
"2837","Ofsted Social Care Provider Webpage","2706369",NA,"Children's home","20/01/2023","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","Nottingham","Nottingham South","For profit",NA,3,"","","Sweet Hope Limited","Full inspection","16/05/2023","30/06/2023",10286588,"Good","","","Good","Requires improvement to be good","","","",NA,"","","","",""
"2838","Ofsted Social Care Provider Webpage","2730065",NA,"Children's home","01/04/2023","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","Bradford","Keighley","Third Sector",NA,4,"","","Bradford Children's and Families Trust","Full inspection","23/10/2023","06/12/2023",10286593,"Good","","","Good","Good","","","",NA,"","","","",""
"2839","Ofsted Social Care Provider Webpage","2686949",NA,"Children's home","05/12/2022","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","Leeds","Pudsey","For profit",NA,2,"","","Care Hubz LTD","Full inspection","03/05/2023","21/06/2023",10286594,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good","","","",NA,"","","","",""
"2840","Ofsted Social Care Provider Webpage","2653835",NA,"Children's home","22/11/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","Bradford","Bradford South","For profit",NA,1," ","","Hexagon Care Services Limited","Full inspection","20/09/2023","31/10/2023",10274503,"Good","","","Good","Good","Full inspection","04/07/2022","18/08/2022",10225241,"Good","","","Good","Good"
"2841","Ofsted Social Care Provider Webpage","2656731",NA,"Children's home","15/11/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South West","South West","Bristol","Bristol South","Local Authority",NA,3," ","","Bristol City Council","Full inspection","28/11/2023","26/01/2024",10274504,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good","Full inspection","22/06/2022","08/08/2022",10225254,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good"
"2842","Ofsted Social Care Provider Webpage","2645199",NA,"Children's home","10/09/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","Southampton","Southampton, Itchen","For profit",NA,2," ","","Budwood Limited","Full inspection","06/02/2024","18/03/2024",10274506,"Outstanding","","","Outstanding","Outstanding","Full inspection","25/01/2023","30/03/2023",10225191,"Good","","","Good","Good"
"2843","Ofsted Social Care Provider Webpage","2645281",NA,"Children's home","23/12/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Wolverhampton","Wolverhampton South East","For profit",NA,2," ","","Cove Care Residential Limited","Full inspection","14/06/2023","27/07/2023",10274507,"Good","","","Good","Good","Full inspection","06/09/2022","26/10/2022",10225278,"Good","","","Good","Good"
"2844","Ofsted Social Care Provider Webpage","2645688",NA,"Children's home","12/08/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","Derbyshire","High Peak","For profit",NA,5," ","","Kedleston (Wood Grove Childcare) Limited","Full inspection","12/03/2024","23/04/2024",10274508,"Outstanding","","","Outstanding","Outstanding","Full inspection","14/03/2023","25/04/2023",10225193,"Outstanding","","","Outstanding","Outstanding"
"2845","Ofsted Social Care Provider Webpage","2648508",NA,"Children's home","18/01/2022","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","St Helens","St Helens North","For profit",NA,3," ","","My3 Limited","Full inspection","31/10/2023","08/12/2023",10274510,"Good","","","Good","Good","Full inspection","07/06/2022","18/07/2022",10233351,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good"
"2846","Ofsted Social Care Provider Webpage","SC488223",NA,"Children's home","16/04/2015","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","Rotherham","Rother Valley","For profit",NA,3," ","","Esland North Limited","Full inspection","18/01/2023","27/02/2023",10223823,"Good","","","Good","Good","Full inspection","15/02/2022","30/03/2022",10186240,"Good","","","Good","Good"
"2847","Ofsted Social Care Provider Webpage","SC456710",NA,"Children's home","08/11/2012","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","North East","Stockton-on-Tees","Stockton South","Local Authority",NA,4," ","","Stockton On Tees Borough Council","Full inspection","03/07/2023","08/08/2023",10272231,"Good","","","Good","Good","Full inspection","16/08/2022","30/09/2022",10223492,"Outstanding","","","Outstanding","Outstanding"
"2848","Ofsted Social Care Provider Webpage","SC457068",NA,"Children's home","03/08/2013","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Herefordshire","North Herefordshire","For profit",NA,3," ","","Cambian Childcare Limited","Full inspection","17/07/2023","11/09/2023",10272232,"Good","","","Good","Good","Full inspection","24/01/2023","28/03/2023",10223510,"Good","","","Good","Requires improvement to be good"
"2849","Ofsted Social Care Provider Webpage","2557920",NA,"Children's home","12/11/2019","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South West","South West","Gloucestershire","Cheltenham","For profit",NA,4," ","","Flourish Gloucestershire Limited","Full inspection","14/11/2023","18/12/2023",10274030,"Good","","","Good","Good","Full inspection","14/02/2023","28/03/2023",10224658,"Good","","","Requires improvement to be good","Good"
"2850","Ofsted Social Care Provider Webpage","2569705",NA,"Children's home","26/05/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Wolverhampton","Wolverhampton South West","For profit",NA,3," ","","Penn Inspires Ltd","Full inspection","11/07/2023","20/09/2023",10274034,"Good","","","Good","Good","Full inspection","30/05/2022","19/07/2022",10224712,"Good","","","Good","Good"
"2851","Ofsted Social Care Provider Webpage","2516553",NA,"Children's home","02/05/2019","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Birmingham","Birmingham, Erdington","For profit",NA,4," ","","Beacon Childcare Ltd","Full inspection","10/07/2023","23/08/2023",10274036,"Requires improvement to be good","","","Requires improvement to be good","Inadequate","Full inspection","07/06/2022","25/07/2022",10237372,"Good","","","Good","Good"
"2852","Ofsted Social Care Provider Webpage","2519196",NA,"Children's home","23/10/2019","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Lancashire","Preston","For profit",NA,3," ","","Holywell Children's Services Limited","Full inspection","03/10/2023","03/11/2023",10274038,"Good","","","Good","Good","Full inspection","29/06/2022","10/08/2022",10224483,"Good","","","Good","Good"
"2853","Ofsted Social Care Provider Webpage","2523027",NA,"Children's home","08/07/2019","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","Reading","Reading West","For profit",NA,4," ","","Kennet Care Limited","Full inspection","05/12/2023","26/01/2024",10274039,"Good","","","Good","Good","Full inspection","13/09/2022","21/10/2022",10224493,"Good","","","Good","Good"
"2854","Ofsted Social Care Provider Webpage","2716724",NA,"Children's home","01/06/2023","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Walsall","Aldridge-Brownhills","For profit",NA,6,"","","Courtyard Care Limited","Full inspection","21/02/2024","22/04/2024",10302029,"Good","","","Good","Outstanding","","","",NA,"","","","",""
"2855","Ofsted Social Care Provider Webpage","2537060",NA,"Children's home","22/08/2019","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Blackpool","Blackpool South","For profit",NA,2," ","","Sandcastle Care Ltd","Full inspection","15/08/2023","18/09/2023",10274149,"Good","","","Good","Good","Full inspection","01/02/2023","21/03/2023",10224564,"Good","","","Good","Good"
"2856","Ofsted Social Care Provider Webpage","2537782",NA,"Children's home","18/10/2019","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East of England","East of England","Norfolk","North Norfolk","For profit",NA,6," ","","The Ryes College LTD","Full inspection","31/10/2023","30/11/2023",10274150,"Good","","","Good","Good","Full inspection","25/10/2022","02/12/2022",10224569,"Good","","","Good","Good"
"2857","Ofsted Social Care Provider Webpage","2538267",NA,"Children's home","06/07/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","East Riding of Yorkshire","Haltemprice and Howden","For profit",NA,1," ","","Vcare - 24 Limited","Full inspection","05/09/2023","19/10/2023",10274151,"Good","","","Good","Good","Full inspection","31/01/2023","14/03/2023",10224572,"Good","","","Good","Good"
"2858","Ofsted Social Care Provider Webpage","2538287",NA,"Children's home","10/07/2019","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Stoke-on-Trent","Stoke-on-Trent South","Local Authority",NA,2," ","","Stoke On Trent City Council","Full inspection","28/11/2023","30/01/2024",10274152,"Outstanding","","","Outstanding","Outstanding","Full inspection","05/07/2022","25/08/2022",10224574,"Outstanding","","","Outstanding","Outstanding"
"2859","Ofsted Social Care Provider Webpage","2539201",NA,"Children's home","28/08/2019","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","Nottinghamshire","Bassetlaw","For profit",NA,3," ","","Esland North Limited","Full inspection","25/09/2023","27/10/2023",10274153,"Good","","","Good","Good","Full inspection","03/05/2022","08/06/2022",10224576,"Good","","","Good","Outstanding"
"2860","Ofsted Social Care Provider Webpage","2547511",NA,"Children's home","21/02/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","London","London","Croydon","Croydon North","For profit",NA,3," ","","Allinonecare Limited","Full inspection","31/05/2023","14/07/2023",10274155,"Good","","","Good","Good","Full inspection","28/02/2023","17/04/2023",10224611,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good"
"2861","Ofsted Social Care Provider Webpage","1236771",NA,"Children's home","09/09/2016","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Sefton","Southport","For profit",NA,4," ","","Hexagon Care Services Limited","Full inspection","20/02/2024","25/03/2024",10272043,"Good","","","Good","Good","Full inspection","28/02/2023","17/04/2023",10223983,"Good","","","Good","Good"
"2862","Ofsted Social Care Provider Webpage","1240936",NA,"Children's home","14/11/2016","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Birmingham","Birmingham, Hall Green","For profit",NA,3," ","","Meadows Care Limited","Full inspection","10/10/2023","27/11/2023",10272044,"Good","","","Good","Good","Full inspection","18/10/2022","01/12/2022",10224004,"Good","","","Good","Good"
"2863","Ofsted Social Care Provider Webpage","1241897",NA,"Children's home","29/11/2016","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East of England","East of England","Essex","Harwich and North Essex","For profit",NA,8," ","","Pathways Care Group Ltd","Full inspection","03/04/2023","25/05/2023",10272047,"Good","","","Good","Requires improvement to be good","Full inspection","05/05/2022","16/06/2022",10224018,"Good","","","Good","Good"
"2864","Ofsted Social Care Provider Webpage","1247560",NA,"Children's home","09/03/2017","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Westmorland and Furness","Westmorland and Lonsdale","For profit",NA,4," ","","Witherslack Group Limited","Full inspection","13/02/2024","19/03/2024",10272049,"Good","","","Good","Good","Full inspection","14/03/2023","26/04/2023",10224059,"Good","","","Good","Good"
"2865","Ofsted Social Care Provider Webpage","SC432331",NA,"Children's home","25/08/2011","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East of England","East of England","Hertfordshire","South West Hertfordshire","Third Sector",NA,8," ","","Action for Children","Full inspection","30/01/2024","04/03/2024",10271819,"Good","","","Good","Good","Full inspection","23/08/2022","03/10/2022",10223370,"Good","","","Good","Good"
"2866","Ofsted Social Care Provider Webpage","SC378464",NA,"Children's home","11/08/2008","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East of England","East of England","Central Bedfordshire","Mid Bedfordshire","For profit",NA,3," ","","Oracle Care Limited","Full inspection","11/09/2023","10/10/2023",10272497,"Good","","","Requires improvement to be good","Good","Full inspection","06/07/2022","22/08/2022",10223110,"Good","","","Good","Requires improvement to be good"
"2867","Ofsted Social Care Provider Webpage","SC033805",NA,"Children's home","06/10/2004","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","London","London","Barnet","Chipping Barnet","Local Authority",NA,6," ","","London Borough of Barnet","Full inspection","13/06/2023","27/07/2023",10272190,"Good","","","Requires improvement to be good","Good","Full inspection","21/02/2023","14/04/2023",10222625,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good"
"2868","Ofsted Social Care Provider Webpage","SC034189",NA,"Children's home","14/10/2003","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","North Yorkshire","Harrogate and Knaresborough","Local Authority",NA,6," ","","North Yorkshire Council","Full inspection","12/12/2023","30/01/2024",10272191,"Good","","","Good","Requires improvement to be good","Full inspection","07/11/2022","21/12/2022",10250768,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good"
"2869","Ofsted Social Care Provider Webpage","SC034313",NA,"Children's home","01/04/2003","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","Kingston upon Hull","Kingston upon Hull East","Local Authority",NA,6," ","","Hull City Council","Full inspection","20/06/2023","01/08/2023",10272193,"Good","","","Good","Good","Full inspection","22/03/2023","01/06/2023",10222643,"Requires improvement to be good","","","Requires improvement to be good","Inadequate"
"2870","Ofsted Social Care Provider Webpage","SC034686",NA,"Children's home","05/09/2003","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","North East","Durham","City of Durham","Local Authority",NA,5," ","","Durham County Council","Full inspection","25/07/2023","05/09/2023",10272194,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good","Full inspection","29/11/2022","26/01/2023",10252557,"Good","","","Good","Good"
"2871","Ofsted Social Care Provider Webpage","SC025718",NA,"Children's home","16/11/1995","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East of England","East of England","Norfolk","North Norfolk","Third Sector",NA,4," ","","Break Charity","Full inspection","04/04/2023","16/05/2023",10272195,"Good","","","Good","Good","Full inspection","23/08/2022","28/09/2022",10222550,"Good","","","Good","Good"
"2872","Ofsted Social Care Provider Webpage","SC025739",NA,"Children's home","24/07/1998","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Stockport","Cheadle","Third Sector",NA,4," ","","The Together Trust","Full inspection","21/11/2023","28/12/2023",10272196,"Good","","","Good","Good","Full inspection","21/03/2023","10/05/2023",10222552,"Good","","","Good","Good"
"2873","Ofsted Social Care Provider Webpage","SC026991",NA,"Children's home","29/09/1998","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Warrington","Warrington South","For profit",NA,4," ","","Keys Child Care Ltd","Full inspection","23/05/2023","12/07/2023",10272197,"Good","","","Good","Good","Full inspection","14/06/2022","19/07/2022",10222561,"Good","","","Good","Good"
"2874","Ofsted Social Care Provider Webpage","SC028536",NA,"Children's home","01/05/2002","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","East Sussex","Hastings and Rye","For profit",NA,2," ","","Anderida Adolescent Care Ltd","Full inspection","01/02/2024","19/03/2024",10272198,"Good","","","Good","Outstanding","Full inspection","16/03/2023","30/06/2023",10222566,"Good","","","Good","Good"
"2875","Ofsted Social Care Provider Webpage","2684995",NA,"Children's home","06/10/2022","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","Kent","South Thanet","For profit",NA,3,"","","Ohana Care Homes Ltd","Full inspection","25/07/2023","15/09/2023",10274906,"Good","","","Good","Good","","","",NA,"","","","",""
"2876","Ofsted Social Care Provider Webpage","1277453",NA,"Children's home","12/07/2018","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","Buckinghamshire","Aylesbury","Local Authority",NA,5," ","","Buckinghamshire County Council","Full inspection","26/09/2023","01/11/2023",10274727,"Outstanding","","","Outstanding","Outstanding","Full inspection","17/01/2023","16/02/2023",10224313,"Good","","","Good","Good"
"2877","Ofsted Social Care Provider Webpage","1241855",NA,"Children's home","27/01/2017","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Birmingham","Birmingham, Northfield","For profit",NA,4," ","","Meadows Care Limited","Full inspection","16/01/2024","27/02/2024",10273335,"Good","","","Good","Good","Full inspection","28/02/2023","17/04/2023",10224017,"Good","","","Good","Good"
"2878","Ofsted Social Care Provider Webpage","1244108",NA,"Children's home","20/06/2017","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","Kent","Gravesham","For profit",NA,3," ","","Bay Tree House (gravesend) Limited","Full inspection","05/02/2024","14/03/2024",10273336,"Inadequate","","","Inadequate","Inadequate","Full inspection","10/01/2023","16/02/2023",10224026,"Good","","","Good","Good"
"2879","Ofsted Social Care Provider Webpage","1240449",NA,"Children's home","08/06/2016","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Knowsley","St Helens South and Whiston","For profit",NA,3," ","","Idem Living Ltd","Full inspection","25/10/2023","27/11/2023",10273337,"Good","","","Good","Good","Full inspection","25/10/2022","07/12/2022",10223994,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good"
