time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,age,accommodation_suitability,number,percentage
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 22,Accommodation considered not suitable,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 22,Accommodation considered suitable,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 22,No information,10,63
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 22,Suitability total,16,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 23,Accommodation considered not suitable,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 23,Accommodation considered suitable,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 23,No information,26,87
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 23,Suitability total,30,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 24,Accommodation considered not suitable,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 24,Accommodation considered suitable,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 24,No information,28,90
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 24,Suitability total,31,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 25,Accommodation considered not suitable,0,0
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 25,Accommodation considered suitable,0,0
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 25,No information,15,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 25,Suitability total,15,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 22,Accommodation considered not suitable,0,0
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 22,Accommodation considered suitable,21,53
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 22,No information,19,48
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 22,Suitability total,40,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 23,Accommodation considered not suitable,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 23,Accommodation considered suitable,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 23,No information,23,66
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 23,Suitability total,35,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 24,Accommodation considered not suitable,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 24,Accommodation considered suitable,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 24,No information,33,73
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 24,Suitability total,45,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 25,Accommodation considered not suitable,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 25,Accommodation considered suitable,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 25,No information,29,73
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 25,Suitability total,40,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 22,Accommodation considered not suitable,0,0
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 22,Accommodation considered suitable,11,44
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 22,No information,14,56
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 22,Suitability total,25,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 23,Accommodation considered not suitable,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 23,Accommodation considered suitable,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 23,No information,18,60
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 23,Suitability total,30,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 24,Accommodation considered not suitable,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 24,Accommodation considered suitable,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 24,No information,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 24,Suitability total,23,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 25,Accommodation considered not suitable,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 25,Accommodation considered suitable,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 25,No information,16,94
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 25,Suitability total,17,100
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 22,Accommodation considered not suitable,c,c
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 22,Accommodation considered suitable,17,49
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 22,No information,c,c
