time_period,time_identifier,geographic_level,country_code,country_name,cla_group,characteristic,number,percentage
2024,Reporting year,National,E92000001,England,Foster placements,1. 20 miles or less,37200,75
2024,Reporting year,National,E92000001,England,Foster placements,2. Over 20 miles,9080,18
2024,Reporting year,National,E92000001,England,Independent and semi-independent living arrangements/ supported accommodation,1. 20 miles or less,7480,40
2024,Reporting year,National,E92000001,England,Independent and semi-independent living arrangements/ supported accommodation,2. Over 20 miles,1660,9
2024,Reporting year,National,E92000001,England,Other placement,1. 20 miles or less,5740,56
2024,Reporting year,National,E92000001,England,Other placement,2. Over 20 miles,1770,17
2024,Reporting year,National,E92000001,England,Other residential settings,1. 20 miles or less,2140,57
2024,Reporting year,National,E92000001,England,Other residential settings,2. Over 20 miles,1580,42
2024,Reporting year,National,E92000001,England,Placed for adoption,1. 20 miles or less,1210,44
2024,Reporting year,National,E92000001,England,Placed for adoption,2. Over 20 miles,1260,46
2024,Reporting year,National,E92000001,England,Placed with parents or other persons with parental responsibility,1. 20 miles or less,6450,91
2024,Reporting year,National,E92000001,England,Placed with parents or other persons with parental responsibility,2. Over 20 miles,610,9
2024,Reporting year,National,E92000001,England,Residential schools,1. 20 miles or less,20,29
2024,Reporting year,National,E92000001,England,Residential schools,2. Over 20 miles,30,56
2024,Reporting year,National,E92000001,England,Secure homes and children's homes,1. 20 miles or less,3280,49
2024,Reporting year,National,E92000001,England,Secure homes and children's homes,2. Over 20 miles,3260,49
2024,Reporting year,National,E92000001,England,Foster placements,1.i 20 miles or less inside LA boundary,26170,53
2024,Reporting year,National,E92000001,England,Foster placements,1.ii 20 miles or less outside LA boundary,11030,22
2024,Reporting year,National,E92000001,England,Foster placements,2.i Over 20 miles inside LA boundary,2820,6
2024,Reporting year,National,E92000001,England,Foster placements,2.ii Over 20 miles outside LA boundary,6260,13
2024,Reporting year,National,E92000001,England,Foster placements,Distance not Known or not recorded,3130,6
2024,Reporting year,National,E92000001,England,Foster placements,Total,49410,100
2024,Reporting year,National,E92000001,England,Independent and semi-independent living arrangements/ supported accommodation,1.i 20 miles or less inside LA boundary,4910,26
2024,Reporting year,National,E92000001,England,Independent and semi-independent living arrangements/ supported accommodation,1.ii 20 miles or less outside LA boundary,2570,14
2024,Reporting year,National,E92000001,England,Independent and semi-independent living arrangements/ supported accommodation,2.i Over 20 miles inside LA boundary,460,2
2024,Reporting year,National,E92000001,England,Independent and semi-independent living arrangements/ supported accommodation,2.ii Over 20 miles outside LA boundary,1200,6
2024,Reporting year,National,E92000001,England,Independent and semi-independent living arrangements/ supported accommodation,Distance not Known or not recorded,9700,52
2024,Reporting year,National,E92000001,England,Independent and semi-independent living arrangements/ supported accommodation,Total,18840,100
2024,Reporting year,National,E92000001,England,Other placement,1.i 20 miles or less inside LA boundary,4080,40
2024,Reporting year,National,E92000001,England,Other placement,1.ii 20 miles or less outside LA boundary,1650,16
2024,Reporting year,National,E92000001,England,Other placement,2.i Over 20 miles inside LA boundary,310,3
2024,Reporting year,National,E92000001,England,Other placement,2.ii Over 20 miles outside LA boundary,1460,14
2024,Reporting year,National,E92000001,England,Other placement,Distance not Known or not recorded,2650,26
2024,Reporting year,National,E92000001,England,Other placement,Total,10160,100
2024,Reporting year,National,E92000001,England,Other residential settings,1.i 20 miles or less inside LA boundary,1060,28
2024,Reporting year,National,E92000001,England,Other residential settings,1.ii 20 miles or less outside LA boundary,1080,29
2024,Reporting year,National,E92000001,England,Other residential settings,2.i Over 20 miles inside LA boundary,120,3
2024,Reporting year,National,E92000001,England,Other residential settings,2.ii Over 20 miles outside LA boundary,1460,39
2024,Reporting year,National,E92000001,England,Other residential settings,Distance not Known or not recorded,60,1
2024,Reporting year,National,E92000001,England,Other residential settings,Total,3770,100
2024,Reporting year,National,E92000001,England,Placed for adoption,1.i 20 miles or less inside LA boundary,440,16
2024,Reporting year,National,E92000001,England,Placed for adoption,1.ii 20 miles or less outside LA boundary,770,28
2024,Reporting year,National,E92000001,England,Placed for adoption,2.i Over 20 miles inside LA boundary,190,7
2024,Reporting year,National,E92000001,England,Placed for adoption,2.ii Over 20 miles outside LA boundary,1070,39
2024,Reporting year,National,E92000001,England,Placed for adoption,Distance not Known or not recorded,280,10
2024,Reporting year,National,E92000001,England,Placed for adoption,Total,2750,100
2024,Reporting year,National,E92000001,England,Placed with parents or other persons with parental responsibility,1.i 20 miles or less inside LA boundary,5610,79
2024,Reporting year,National,E92000001,England,Placed with parents or other persons with parental responsibility,1.ii 20 miles or less outside LA boundary,840,12
2024,Reporting year,National,E92000001,England,Placed with parents or other persons with parental responsibility,2.i Over 20 miles inside LA boundary,100,1
2024,Reporting year,National,E92000001,England,Placed with parents or other persons with parental responsibility,2.ii Over 20 miles outside LA boundary,510,7
2024,Reporting year,National,E92000001,England,Placed with parents or other persons with parental responsibility,Distance not Known or not recorded,30,k
2024,Reporting year,National,E92000001,England,Placed with parents or other persons with parental responsibility,Total,7080,100
2024,Reporting year,National,E92000001,England,Residential schools,1.i 20 miles or less inside LA boundary,10,11
2024,Reporting year,National,E92000001,England,Residential schools,1.ii 20 miles or less outside LA boundary,10,18
2024,Reporting year,National,E92000001,England,Residential schools,2.i Over 20 miles inside LA boundary,c,c
2024,Reporting year,National,E92000001,England,Residential schools,2.ii Over 20 miles outside LA boundary,30,49
2024,Reporting year,National,E92000001,England,Residential schools,Distance not Known or not recorded,10,15
2024,Reporting year,National,E92000001,England,Residential schools,Total,60,100
2024,Reporting year,National,E92000001,England,Secure homes and children's homes,1.i 20 miles or less inside LA boundary,1820,27
2024,Reporting year,National,E92000001,England,Secure homes and children's homes,1.ii 20 miles or less outside LA boundary,1460,22
2024,Reporting year,National,E92000001,England,Secure homes and children's homes,2.i Over 20 miles inside LA boundary,260,4
2024,Reporting year,National,E92000001,England,Secure homes and children's homes,2.ii Over 20 miles outside LA boundary,3000,45
2024,Reporting year,National,E92000001,England,Secure homes and children's homes,Distance not Known or not recorded,110,2
2024,Reporting year,National,E92000001,England,Secure homes and children's homes,Total,6650,100
2024,Reporting year,National,E92000001,England,All new placements,1. 20 miles or less,63510,64
2024,Reporting year,National,E92000001,England,All new placements,2. Over 20 miles,19250,20
2024,Reporting year,National,E92000001,England,All new placements,1.i 20 miles or less inside LA boundary,44110,45
2024,Reporting year,National,E92000001,England,All new placements,1.ii 20 miles or less outside LA boundary,19400,20
2024,Reporting year,National,E92000001,England,All new placements,2.i Over 20 miles inside LA boundary,4270,4
2024,Reporting year,National,E92000001,England,All new placements,2.ii Over 20 miles outside LA boundary,14980,15
2024,Reporting year,National,E92000001,England,All new placements,Distance not Known or not recorded,15970,16
2024,Reporting year,National,E92000001,England,All new placements,Total,98730,100
2023,Reporting year,National,E92000001,England,Foster placements,1. 20 miles or less,37120,74
2023,Reporting year,National,E92000001,England,Foster placements,2. Over 20 miles,9470,19
2023,Reporting year,National,E92000001,England,Independent and semi-independent living arrangements/ supported accommodation,1. 20 miles or less,7640,45
2023,Reporting year,National,E92000001,England,Independent and semi-independent living arrangements/ supported accommodation,2. Over 20 miles,1940,11
2023,Reporting year,National,E92000001,England,Other placement,1. 20 miles or less,2930,74
2023,Reporting year,National,E92000001,England,Other placement,2. Over 20 miles,800,20
2023,Reporting year,National,E92000001,England,Other residential settings,1. 20 miles or less,2120,56
2023,Reporting year,National,E92000001,England,Other residential settings,2. Over 20 miles,1630,43
2023,Reporting year,National,E92000001,England,Placed for adoption,1. 20 miles or less,1310,44
2023,Reporting year,National,E92000001,England,Placed for adoption,2. Over 20 miles,1410,47
2023,Reporting year,National,E92000001,England,Placed with parents or other persons with parental responsibility,1. 20 miles or less,7340,91
2023,Reporting year,National,E92000001,England,Placed with parents or other persons with parental responsibility,2. Over 20 miles,680,8
2023,Reporting year,National,E92000001,England,Residential schools,1. 20 miles or less,30,42
2023,Reporting year,National,E92000001,England,Residential schools,2. Over 20 miles,30,47
2023,Reporting year,National,E92000001,England,Secure homes and children's homes,1. 20 miles or less,3080,48
2023,Reporting year,National,E92000001,England,Secure homes and children's homes,2. Over 20 miles,3170,49
2023,Reporting year,National,E92000001,England,Foster placements,1.i 20 miles or less inside LA boundary,25930,52
2023,Reporting year,National,E92000001,England,Foster placements,1.ii 20 miles or less outside LA boundary,11190,22
2023,Reporting year,National,E92000001,England,Foster placements,2.i Over 20 miles inside LA boundary,3030,6
2023,Reporting year,National,E92000001,England,Foster placements,2.ii Over 20 miles outside LA boundary,6450,13
2023,Reporting year,National,E92000001,England,Foster placements,Distance not Known or not recorded,3310,7
2023,Reporting year,National,E92000001,England,Foster placements,Total,49900,100
2023,Reporting year,National,E92000001,England,Independent and semi-independent living arrangements/ supported accommodation,1.i 20 miles or less inside LA boundary,5070,30
2023,Reporting year,National,E92000001,England,Independent and semi-independent living arrangements/ supported accommodation,1.ii 20 miles or less outside LA boundary,2570,15
2023,Reporting year,National,E92000001,England,Independent and semi-independent living arrangements/ supported accommodation,2.i Over 20 miles inside LA boundary,510,3
2023,Reporting year,National,E92000001,England,Independent and semi-independent living arrangements/ supported accommodation,2.ii Over 20 miles outside LA boundary,1440,8
2023,Reporting year,National,E92000001,England,Independent and semi-independent living arrangements/ supported accommodation,Distance not Known or not recorded,7540,44
2023,Reporting year,National,E92000001,England,Independent and semi-independent living arrangements/ supported accommodation,Total,17120,100
2023,Reporting year,National,E92000001,England,Other placement,1.i 20 miles or less inside LA boundary,2310,59
2023,Reporting year,National,E92000001,England,Other placement,1.ii 20 miles or less outside LA boundary,610,16
2023,Reporting year,National,E92000001,England,Other placement,2.i Over 20 miles inside LA boundary,170,4
2023,Reporting year,National,E92000001,England,Other placement,2.ii Over 20 miles outside LA boundary,630,16
2023,Reporting year,National,E92000001,England,Other placement,Distance not Known or not recorded,210,5
2023,Reporting year,National,E92000001,England,Other placement,Total,3930,100
2023,Reporting year,National,E92000001,England,Other residential settings,1.i 20 miles or less inside LA boundary,1120,29
2023,Reporting year,National,E92000001,England,Other residential settings,1.ii 20 miles or less outside LA boundary,1000,26
2023,Reporting year,National,E92000001,England,Other residential settings,2.i Over 20 miles inside LA boundary,110,3
2023,Reporting year,National,E92000001,England,Other residential settings,2.ii Over 20 miles outside LA boundary,1520,40
2023,Reporting year,National,E92000001,England,Other residential settings,Distance not Known or not recorded,60,1
2023,Reporting year,National,E92000001,England,Other residential settings,Total,3810,100
2023,Reporting year,National,E92000001,England,Placed for adoption,1.i 20 miles or less inside LA boundary,430,14
2023,Reporting year,National,E92000001,England,Placed for adoption,1.ii 20 miles or less outside LA boundary,880,29
2023,Reporting year,National,E92000001,England,Placed for adoption,2.i Over 20 miles inside LA boundary,210,7
2023,Reporting year,National,E92000001,England,Placed for adoption,2.ii Over 20 miles outside LA boundary,1200,40
2023,Reporting year,National,E92000001,England,Placed for adoption,Distance not Known or not recorded,280,9
2023,Reporting year,National,E92000001,England,Placed for adoption,Total,3000,100
2023,Reporting year,National,E92000001,England,Placed with parents or other persons with parental responsibility,1.i 20 miles or less inside LA boundary,6470,80
2023,Reporting year,National,E92000001,England,Placed with parents or other persons with parental responsibility,1.ii 20 miles or less outside LA boundary,870,11
2023,Reporting year,National,E92000001,England,Placed with parents or other persons with parental responsibility,2.i Over 20 miles inside LA boundary,90,1
2023,Reporting year,National,E92000001,England,Placed with parents or other persons with parental responsibility,2.ii Over 20 miles outside LA boundary,590,7
2023,Reporting year,National,E92000001,England,Placed with parents or other persons with parental responsibility,Distance not Known or not recorded,30,k
2023,Reporting year,National,E92000001,England,Placed with parents or other persons with parental responsibility,Total,8050,100
2023,Reporting year,National,E92000001,England,Residential schools,1.i 20 miles or less inside LA boundary,20,30
2023,Reporting year,National,E92000001,England,Residential schools,1.ii 20 miles or less outside LA boundary,10,13
2023,Reporting year,National,E92000001,England,Residential schools,2.i Over 20 miles inside LA boundary,c,c
2023,Reporting year,National,E92000001,England,Residential schools,2.ii Over 20 miles outside LA boundary,30,44
2023,Reporting year,National,E92000001,England,Residential schools,Distance not Known or not recorded,10,11
2023,Reporting year,National,E92000001,England,Residential schools,Total,60,100
2023,Reporting year,National,E92000001,England,Secure homes and children's homes,1.i 20 miles or less inside LA boundary,1770,28
2023,Reporting year,National,E92000001,England,Secure homes and children's homes,1.ii 20 miles or less outside LA boundary,1300,20
2023,Reporting year,National,E92000001,England,Secure homes and children's homes,2.i Over 20 miles inside LA boundary,310,5
2023,Reporting year,National,E92000001,England,Secure homes and children's homes,2.ii Over 20 miles outside LA boundary,2870,45
