time_period,time_identifier,geographic_level,country_code,country_name,missing_status,characteristic,number
2021,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,Total refused or information not yet available,c
2021,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,Total White,1570
2021,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,Traveller of Irish Heritage,c
2021,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,White and Asian,40
2021,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,White and Black African,40
2021,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,White and Black Caribbean,140
2021,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,White British,1410
2021,Reporting year,National,E92000001,England,Children away from placement without authorisation by ethnic origin,White Irish,10
2021,Reporting year,National,E92000001,England,Children away from placement without authorisation by sex,Females,1160
2021,Reporting year,National,E92000001,England,Children away from placement without authorisation by sex,Males,1460
2021,Reporting year,National,E92000001,England,Children away from placement without authorisation by sex,Total children who were away from placement without authorisation during the year,2620
2021,Reporting year,National,E92000001,England,Durations of away from placement without authorisation periods,Between 1 and 2 days,5970
2021,Reporting year,National,E92000001,England,Durations of away from placement without authorisation periods,Between 11 and 15 days,120
2021,Reporting year,National,E92000001,England,Durations of away from placement without authorisation periods,Between 16 and 20 days,50
2021,Reporting year,National,E92000001,England,Durations of away from placement without authorisation periods,Between 21 and 30 days,50
2021,Reporting year,National,E92000001,England,Durations of away from placement without authorisation periods,Between 3 and 7 days,1090
2021,Reporting year,National,E92000001,England,Durations of away from placement without authorisation periods,Between 8 and 10 days,120
2021,Reporting year,National,E92000001,England,Durations of away from placement without authorisation periods,Less than 1 day,2900
2021,Reporting year,National,E92000001,England,Durations of away from placement without authorisation periods,More than 30 days,120
2021,Reporting year,National,E92000001,England,Durations of away from placement without authorisation periods,Total incidents,10420
2021,Reporting year,National,E92000001,England,Placement locations from which children were away from placement without authorisation,Away from placement without authorisation inside council boundary,4550
2021,Reporting year,National,E92000001,England,Placement locations from which children were away from placement without authorisation,Away from placement without authorisation outside council boundary,5870
2021,Reporting year,National,E92000001,England,Placement locations from which children were away from placement without authorisation,Total incidents,10420
2021,Reporting year,National,E92000001,England,Placements from which children were away from placement without authorisation,1: Foster placements,1650
2021,Reporting year,National,E92000001,England,Placements from which children were away from placement without authorisation,2: Adoption,0
2021,Reporting year,National,E92000001,England,Placements from which children were away from placement without authorisation,3: Placed with parents or other person with parental responsibility,60
2021,Reporting year,National,E92000001,England,Placements from which children were away from placement without authorisation,4: Secure homes and children's homes,2470
2021,Reporting year,National,E92000001,England,Placements from which children were away from placement without authorisation,5: Independent and semi-independent living arrangements/ supported accommodation,6120
2021,Reporting year,National,E92000001,England,Placements from which children were away from placement without authorisation,6: Other placements,120
2021,Reporting year,National,E92000001,England,Placements from which children were away from placement without authorisation,Total incidents,10420
