time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,social_care_group,t_pupils,t_FSM_eligible,pt_FSM_eligible
202021,Academic year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,CPPO at 31 March,221,152,68.8
202021,Academic year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,CPPO at 31 March,171,132,77.2
202021,Academic year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,CPPO at 31 March,107,86,80.4
202021,Academic year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,CPPO at 31 March,213,164,77
202021,Academic year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,CPPO at 31 March,282,199,70.6
202021,Academic year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,CPPO at 31 March,93,71,76.3
202021,Academic year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,CPPO at 31 March,219,186,84.9
202021,Academic year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,CPPO at 31 March,268,196,73.1
202021,Academic year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,CPPO at 31 March,122,99,81.1
202021,Academic year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,CPPO at 31 March,153,118,77.1
202021,Academic year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,CPPO at 31 March,127,111,87.4
202021,Academic year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,CPPO at 31 March,252,168,66.7
202021,Academic year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,CPPO at 31 March,79,72,91.1
202021,Academic year,Local authority,E92000001,England,E12000002,North West,340,Knowsley,E08000011,CPPO at 31 March,127,108,85
202021,Academic year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,CPPO at 31 March,288,231,80.2
202021,Academic year,Local authority,E92000001,England,E12000002,North West,341,Liverpool,E08000012,CPPO at 31 March,422,344,81.5
202021,Academic year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,CPPO at 31 March,383,315,82.2
202021,Academic year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,CPPO at 31 March,283,213,75.3
202021,Academic year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,CPPO at 31 March,211,165,78.2
202021,Academic year,Local authority,E92000001,England,E12000002,North West,355,Salford,E08000006,CPPO at 31 March,269,230,85.5
202021,Academic year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,CPPO at 31 March,166,141,84.9
202021,Academic year,Local authority,E92000001,England,E12000002,North West,342,St. Helens,E08000013,CPPO at 31 March,113,84,74.3
202021,Academic year,Local authority,E92000001,England,E12000002,North West,356,Stockport,E08000007,CPPO at 31 March,103,80,77.7
202021,Academic year,Local authority,E92000001,England,E12000002,North West,357,Tameside,E08000008,CPPO at 31 March,233,186,79.8
202021,Academic year,Local authority,E92000001,England,E12000002,North West,358,Trafford,E08000009,CPPO at 31 March,122,95,77.9
202021,Academic year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,CPPO at 31 March,96,71,74
202021,Academic year,Local authority,E92000001,England,E12000002,North West,359,Wigan,E08000010,CPPO at 31 March,306,234,76.5
202021,Academic year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,CPPO at 31 March,214,159,74.3
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,CPPO at 31 March,136,115,84.6
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,Bradford,E08000032,CPPO at 31 March,625,409,65.4
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,Calderdale,E08000033,CPPO at 31 March,119,92,77.3
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,CPPO at 31 March,238,187,78.6
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,CPPO at 31 March,122,92,75.4
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,CPPO at 31 March,416,318,76.4
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,Kirklees,E08000034,CPPO at 31 March,166,119,71.7
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,Leeds,E08000035,CPPO at 31 March,371,310,83.6
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,CPPO at 31 March,176,133,75.6
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,CPPO at 31 March,57,50,87.7
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,North Yorkshire,E10000023,CPPO at 31 March,185,134,72.4
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,CPPO at 31 March,127,96,75.6
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,CPPO at 31 March,492,387,78.7
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,Wakefield,E08000036,CPPO at 31 March,261,169,64.8
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,CPPO at 31 March,97,69,71.1
202021,Academic year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,CPPO at 31 March,321,228,71
202021,Academic year,Local authority,E92000001,England,E12000004,East Midlands,830,Derbyshire,E10000007,CPPO at 31 March,519,427,82.3
202021,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,CPPO at 31 March,210,158,75.2
202021,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,Leicestershire,E10000018,CPPO at 31 March,254,194,76.4
202021,Academic year,Local authority,E92000001,England,E12000004,East Midlands,925,Lincolnshire,E10000019,CPPO at 31 March,196,152,77.6
202021,Academic year,Local authority,E92000001,England,E12000004,East Midlands,928,Northamptonshire,E10000021,CPPO at 31 March,453,309,68.2
202021,Academic year,Local authority,E92000001,England,E12000004,East Midlands,892,Nottingham,E06000018,CPPO at 31 March,395,269,68.1
202021,Academic year,Local authority,E92000001,England,E12000004,East Midlands,891,Nottinghamshire,E10000024,CPPO at 31 March,447,325,72.7
202021,Academic year,Local authority,E92000001,England,E12000004,East Midlands,857,Rutland,E06000017,CPPO at 31 March,c,c,c
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,330,Birmingham,E08000025,CPPO at 31 March,780,630,80.8
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,331,Coventry,E08000026,CPPO at 31 March,311,223,71.7
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,332,Dudley,E08000027,CPPO at 31 March,200,142,71
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,884,"Herefordshire, County of",E06000019,CPPO at 31 March,60,51,85
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,333,Sandwell,E08000028,CPPO at 31 March,312,207,66.3
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,893,Shropshire,E06000051,CPPO at 31 March,186,132,71
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,334,Solihull,E08000029,CPPO at 31 March,89,74,83.1
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,860,Staffordshire,E10000028,CPPO at 31 March,343,269,78.4
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,861,Stoke-on-Trent,E06000021,CPPO at 31 March,318,256,80.5
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,894,Telford and Wrekin,E06000020,CPPO at 31 March,57,47,82.5
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,335,Walsall,E08000030,CPPO at 31 March,132,108,81.8
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,937,Warwickshire,E10000031,CPPO at 31 March,221,166,75.1
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,336,Wolverhampton,E08000031,CPPO at 31 March,174,124,71.3
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,885,Worcestershire,E10000034,CPPO at 31 March,271,188,69.4
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,822,Bedford,E06000055,CPPO at 31 March,71,46,64.8
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,873,Cambridgeshire,E10000003,CPPO at 31 March,264,218,82.6
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,823,Central Bedfordshire,E06000056,CPPO at 31 March,102,70,68.6
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,881,Essex,E10000012,CPPO at 31 March,373,283,75.9
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,919,Hertfordshire,E10000015,CPPO at 31 March,177,134,75.7
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,821,Luton,E06000032,CPPO at 31 March,182,134,73.6
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,926,Norfolk,E10000020,CPPO at 31 March,264,216,81.8
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,874,Peterborough,E06000031,CPPO at 31 March,59,50,84.7
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,882,Southend-on-Sea,E06000033,CPPO at 31 March,107,87,81.3
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,935,Suffolk,E10000029,CPPO at 31 March,272,220,80.9
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,883,Thurrock,E06000034,CPPO at 31 March,45,36,80
202021,Academic year,Local authority,E92000001,England,E12000008,South East,867,Bracknell Forest,E06000036,CPPO at 31 March,88,56,63.6
202021,Academic year,Local authority,E92000001,England,E12000008,South East,846,Brighton and Hove,E06000043,CPPO at 31 March,152,127,83.6
202021,Academic year,Local authority,E92000001,England,E12000008,South East,825,Buckinghamshire,E06000060,CPPO at 31 March,330,190,57.6
202021,Academic year,Local authority,E92000001,England,E12000008,South East,845,East Sussex,E10000011,CPPO at 31 March,301,238,79.1
202021,Academic year,Local authority,E92000001,England,E12000008,South East,850,Hampshire,E10000014,CPPO at 31 March,600,435,72.5
202021,Academic year,Local authority,E92000001,England,E12000008,South East,921,Isle of Wight,E06000046,CPPO at 31 March,103,64,62.1
202021,Academic year,Local authority,E92000001,England,E12000008,South East,886,Kent,E10000016,CPPO at 31 March,688,571,83
202021,Academic year,Local authority,E92000001,England,E12000008,South East,887,Medway,E06000035,CPPO at 31 March,76,59,77.6
202021,Academic year,Local authority,E92000001,England,E12000008,South East,826,Milton Keynes,E06000042,CPPO at 31 March,114,95,83.3
202021,Academic year,Local authority,E92000001,England,E12000008,South East,931,Oxfordshire,E10000025,CPPO at 31 March,302,191,63.2
202021,Academic year,Local authority,E92000001,England,E12000008,South East,851,Portsmouth,E06000044,CPPO at 31 March,158,130,82.3
202021,Academic year,Local authority,E92000001,England,E12000008,South East,870,Reading,E06000038,CPPO at 31 March,140,94,67.1
202021,Academic year,Local authority,E92000001,England,E12000008,South East,871,Slough,E06000039,CPPO at 31 March,193,96,49.7
202021,Academic year,Local authority,E92000001,England,E12000008,South East,852,Southampton,E06000045,CPPO at 31 March,210,180,85.7
202021,Academic year,Local authority,E92000001,England,E12000008,South East,936,Surrey,E10000030,CPPO at 31 March,574,389,67.8
202021,Academic year,Local authority,E92000001,England,E12000008,South East,869,West Berkshire,E06000037,CPPO at 31 March,88,62,70.5
202021,Academic year,Local authority,E92000001,England,E12000008,South East,938,West Sussex,E10000032,CPPO at 31 March,571,386,67.6
202021,Academic year,Local authority,E92000001,England,E12000008,South East,868,Windsor and Maidenhead,E06000040,CPPO at 31 March,92,52,56.5
202021,Academic year,Local authority,E92000001,England,E12000008,South East,872,Wokingham,E06000041,CPPO at 31 March,106,49,46.2
202021,Academic year,Local authority,E92000001,England,E12000009,South West,800,Bath and North East Somerset,E06000022,CPPO at 31 March,63,c,c
202021,Academic year,Local authority,E92000001,England,E12000009,South West,839,"Bournemouth, Christchurch and Poole",E06000058,CPPO at 31 March,203,152,74.9
202021,Academic year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,CPPO at 31 March,138,118,85.5
202021,Academic year,Local authority,E92000001,England,E12000009,South West,908,Cornwall,E06000052,CPPO at 31 March,220,170,77.3
202021,Academic year,Local authority,E92000001,England,E12000009,South West,878,Devon,E10000008,CPPO at 31 March,401,307,76.6
202021,Academic year,Local authority,E92000001,England,E12000009,South West,838,Dorset,E06000059,CPPO at 31 March,181,126,69.6
202021,Academic year,Local authority,E92000001,England,E12000009,South West,916,Gloucestershire,E10000013,CPPO at 31 March,409,310,75.8
202021,Academic year,Local authority,E92000001,England,E12000009,South West,420,Isles of Scilly,E06000053,CPPO at 31 March,0,z,z
202021,Academic year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,CPPO at 31 March,42,30,71.4
202021,Academic year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,CPPO at 31 March,222,177,79.7
202021,Academic year,Local authority,E92000001,England,E12000009,South West,933,Somerset,E10000027,CPPO at 31 March,138,115,83.3
202021,Academic year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,CPPO at 31 March,116,77,66.4
202021,Academic year,Local authority,E92000001,England,E12000009,South West,866,Swindon,E06000030,CPPO at 31 March,109,78,71.6
202021,Academic year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,CPPO at 31 March,147,129,87.8
202021,Academic year,Local authority,E92000001,England,E12000009,South West,865,Wiltshire,E06000054,CPPO at 31 March,183,142,77.6
202021,Academic year,Local authority,E92000001,England,E13000001,Inner London,202,Camden,E09000007,CPPO at 31 March,206,159,77.2
202021,Academic year,Local authority,E92000001,England,E13000001,Inner London,201,City of London,E09000001,CPPO at 31 March,c,c,c
202021,Academic year,Local authority,E92000001,England,E13000001,Inner London,204,Hackney,E09000012,CPPO at 31 March,0,z,z
202021,Academic year,Local authority,E92000001,England,E13000001,Inner London,205,Hammersmith and Fulham,E09000013,CPPO at 31 March,46,33,71.7
202021,Academic year,Local authority,E92000001,England,E13000001,Inner London,309,Haringey,E09000014,CPPO at 31 March,150,92,61.3
202021,Academic year,Local authority,E92000001,England,E13000001,Inner London,206,Islington,E09000019,CPPO at 31 March,148,98,66.2
202021,Academic year,Local authority,E92000001,England,E13000001,Inner London,207,Kensington and Chelsea,E09000020,CPPO at 31 March,17,c,c
202021,Academic year,Local authority,E92000001,England,E13000001,Inner London,208,Lambeth,E09000022,CPPO at 31 March,150,96,64
202021,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,Lewisham,E09000023,CPPO at 31 March,153,82,53.6
202021,Academic year,Local authority,E92000001,England,E13000001,Inner London,316,Newham,E09000025,CPPO at 31 March,236,122,51.7
202021,Academic year,Local authority,E92000001,England,E13000001,Inner London,210,Southwark,E09000028,CPPO at 31 March,274,201,73.4
202021,Academic year,Local authority,E92000001,England,E13000001,Inner London,211,Tower Hamlets,E09000030,CPPO at 31 March,160,104,65
202021,Academic year,Local authority,E92000001,England,E13000001,Inner London,212,Wandsworth,E09000032,CPPO at 31 March,118,86,72.9
202021,Academic year,Local authority,E92000001,England,E13000001,Inner London,213,Westminster,E09000033,CPPO at 31 March,27,21,77.8
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,301,Barking and Dagenham,E09000002,CPPO at 31 March,218,139,63.8
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,302,Barnet,E09000003,CPPO at 31 March,85,54,63.5
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,303,Bexley,E09000004,CPPO at 31 March,67,46,68.7
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,304,Brent,E09000005,CPPO at 31 March,172,97,56.4
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,305,Bromley,E09000006,CPPO at 31 March,116,59,50.9
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,306,Croydon,E09000008,CPPO at 31 March,164,117,71.3
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,307,Ealing,E09000009,CPPO at 31 March,145,95,65.5
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,308,Enfield,E09000010,CPPO at 31 March,52,38,73.1
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,203,Greenwich,E09000011,CPPO at 31 March,133,100,75.2
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,310,Harrow,E09000015,CPPO at 31 March,194,96,49.5
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,311,Havering,E09000016,CPPO at 31 March,65,52,80
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,312,Hillingdon,E09000017,CPPO at 31 March,170,110,64.7
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,313,Hounslow,E09000018,CPPO at 31 March,165,112,67.9
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,314,Kingston upon Thames,E09000021,CPPO at 31 March,97,71,73.2
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,315,Merton,E09000024,CPPO at 31 March,120,82,68.3
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,317,Redbridge,E09000026,CPPO at 31 March,65,40,61.5
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,318,Richmond upon Thames,E09000027,CPPO at 31 March,81,37,45.7
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,319,Sutton,E09000029,CPPO at 31 March,168,105,62.5
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,320,Waltham Forest,E09000031,CPPO at 31 March,205,126,61.5
201920,Academic year,National,E92000001,England,,,,,,CINO at 31 March,142010,71920,50.6
201920,Academic year,Regional,E92000001,England,E12000001,North East,,,,CINO at 31 March,9290,5350,57.6
201920,Academic year,Regional,E92000001,England,E12000002,North West,,,,CINO at 31 March,18460,10250,55.5
201920,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,CINO at 31 March,15160,8210,54.2
201920,Academic year,Regional,E92000001,England,E12000004,East Midlands,,,,CINO at 31 March,10760,5580,51.8
201920,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,CINO at 31 March,15790,8110,51.3
201920,Academic year,Regional,E92000001,England,E12000006,East of England,,,,CINO at 31 March,10680,5120,48
201920,Academic year,Regional,E92000001,England,E12000007,London,,,,CINO at 31 March,25910,12000,46.3
201920,Academic year,Regional,E92000001,England,E12000008,South East,,,,CINO at 31 March,24440,11260,46.1
201920,Academic year,Regional,E92000001,England,E12000009,South West,,,,CINO at 31 March,11540,6040,52.3
201920,Academic year,Regional,E92000001,England,E13000001,Inner London,,,,CINO at 31 March,11350,5820,51.2
201920,Academic year,Regional,E92000001,England,E13000002,Outer London,,,,CINO at 31 March,14560,6190,42.5
201920,Academic year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,CINO at 31 March,1195,730,61.1
201920,Academic year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,CINO at 31 March,354,205,57.9
201920,Academic year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,CINO at 31 March,555,279,50.3
201920,Academic year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,CINO at 31 March,614,367,59.8
201920,Academic year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,CINO at 31 March,1179,722,61.2
201920,Academic year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,CINO at 31 March,919,574,62.5
201920,Academic year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,CINO at 31 March,514,277,53.9
201920,Academic year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,CINO at 31 March,1034,545,52.7
201920,Academic year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,CINO at 31 March,768,420,54.7
201920,Academic year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,CINO at 31 March,506,304,60.1
201920,Academic year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,CINO at 31 March,870,465,53.4
201920,Academic year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,CINO at 31 March,778,464,59.6
201920,Academic year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,CINO at 31 March,478,247,51.7
201920,Academic year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,CINO at 31 March,611,414,67.8
201920,Academic year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,CINO at 31 March,581,309,53.2
201920,Academic year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,CINO at 31 March,414,226,54.6
201920,Academic year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,CINO at 31 March,719,316,43.9
201920,Academic year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,CINO at 31 March,431,253,58.7
201920,Academic year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,CINO at 31 March,911,401,44
201920,Academic year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,CINO at 31 March,381,276,72.4
201920,Academic year,Local authority,E92000001,England,E12000002,North West,340,Knowsley,E08000011,CINO at 31 March,378,263,69.6
201920,Academic year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,CINO at 31 March,2282,1142,50
201920,Academic year,Local authority,E92000001,England,E12000002,North West,341,Liverpool,E08000012,CINO at 31 March,1140,692,60.7
201920,Academic year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,CINO at 31 March,1153,807,70
201920,Academic year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,CINO at 31 March,956,469,49.1
201920,Academic year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,CINO at 31 March,951,482,50.7
201920,Academic year,Local authority,E92000001,England,E12000002,North West,355,Salford,E08000006,CINO at 31 March,834,535,64.1
201920,Academic year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,CINO at 31 March,879,470,53.5
201920,Academic year,Local authority,E92000001,England,E12000002,North West,342,St. Helens,E08000013,CINO at 31 March,584,305,52.2
201920,Academic year,Local authority,E92000001,England,E12000002,North West,356,Stockport,E08000007,CINO at 31 March,926,530,57.2
201920,Academic year,Local authority,E92000001,England,E12000002,North West,357,Tameside,E08000008,CINO at 31 March,598,343,57.4
201920,Academic year,Local authority,E92000001,England,E12000002,North West,358,Trafford,E08000009,CINO at 31 March,482,269,55.8
201920,Academic year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,CINO at 31 March,444,267,60.1
201920,Academic year,Local authority,E92000001,England,E12000002,North West,359,Wigan,E08000010,CINO at 31 March,1501,785,52.3
201920,Academic year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,CINO at 31 March,826,450,54.5
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,CINO at 31 March,836,523,62.6
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,Bradford,E08000032,CINO at 31 March,1899,945,49.8
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,Calderdale,E08000033,CINO at 31 March,451,268,59.4
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,CINO at 31 March,893,471,52.7
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,CINO at 31 March,1039,469,45.1
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,CINO at 31 March,1409,872,61.9
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,Kirklees,E08000034,CINO at 31 March,620,366,59
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,Leeds,E08000035,CINO at 31 March,2127,1192,56
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,CINO at 31 March,879,474,53.9
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,CINO at 31 March,405,227,56
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,North Yorkshire,E10000023,CINO at 31 March,1034,438,42.4
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,CINO at 31 March,477,309,64.8
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,CINO at 31 March,1481,848,57.3
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,Wakefield,E08000036,CINO at 31 March,1129,603,53.4
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,CINO at 31 March,477,204,42.8
201920,Academic year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,CINO at 31 March,978,543,55.5
201920,Academic year,Local authority,E92000001,England,E12000004,East Midlands,830,Derbyshire,E10000007,CINO at 31 March,2399,1394,58.1
201920,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,CINO at 31 March,445,253,56.9
201920,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,Leicestershire,E10000018,CINO at 31 March,1042,522,50.1
201920,Academic year,Local authority,E92000001,England,E12000004,East Midlands,925,Lincolnshire,E10000019,CINO at 31 March,1343,698,52
201920,Academic year,Local authority,E92000001,England,E12000004,East Midlands,928,Northamptonshire,E10000021,CINO at 31 March,1895,850,44.9
201920,Academic year,Local authority,E92000001,England,E12000004,East Midlands,892,Nottingham,E06000018,CINO at 31 March,1012,579,57.2
201920,Academic year,Local authority,E92000001,England,E12000004,East Midlands,891,Nottinghamshire,E10000024,CINO at 31 March,1601,725,45.3
201920,Academic year,Local authority,E92000001,England,E12000004,East Midlands,857,Rutland,E06000017,CINO at 31 March,49,14,28.6
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,330,Birmingham,E08000025,CINO at 31 March,2847,1698,59.6
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,331,Coventry,E08000026,CINO at 31 March,1340,698,52.1
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,332,Dudley,E08000027,CINO at 31 March,858,413,48.1
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,884,"Herefordshire, County of",E06000019,CINO at 31 March,282,123,43.6
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,333,Sandwell,E08000028,CINO at 31 March,1080,557,51.6
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,893,Shropshire,E06000051,CINO at 31 March,491,187,38.1
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,334,Solihull,E08000029,CINO at 31 March,416,206,49.5
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,860,Staffordshire,E10000028,CINO at 31 March,2244,962,42.9
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,861,Stoke-on-Trent,E06000021,CINO at 31 March,1175,676,57.5
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,894,Telford and Wrekin,E06000020,CINO at 31 March,274,144,52.6
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,335,Walsall,E08000030,CINO at 31 March,887,529,59.6
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,937,Warwickshire,E10000031,CINO at 31 March,1947,912,46.8
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,336,Wolverhampton,E08000031,CINO at 31 March,721,425,58.9
