time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,social_care_group,t_pupils,t_perm_excl,pt_perm_excl,t_one_plus_sus,pt_one_plus_sus
201920,Academic year,Regional,E92000001,England,E12000009,South West,,,,CLA 12 months at 31 March,2810,c,c,320,11.32
201920,Academic year,Regional,E92000001,England,E13000001,Inner London,,,,CLA 12 months at 31 March,1710,0,0,160,9.43
201920,Academic year,Regional,E92000001,England,E13000002,Outer London,,,,CLA 12 months at 31 March,2260,c,c,220,9.75
201920,Academic year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,CLA 12 months at 31 March,429,0,0,34,7.93
201920,Academic year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,CLA 12 months at 31 March,135,c,c,12,8.89
201920,Academic year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,CLA 12 months at 31 March,210,0,0,24,11.43
201920,Academic year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,CLA 12 months at 31 March,156,0,0,12,7.69
201920,Academic year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,CLA 12 months at 31 March,276,0,0,26,9.42
201920,Academic year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,CLA 12 months at 31 March,346,0,0,34,9.83
201920,Academic year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,CLA 12 months at 31 March,139,0,0,9,6.47
201920,Academic year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,CLA 12 months at 31 March,173,0,0,18,10.4
201920,Academic year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,CLA 12 months at 31 March,161,0,0,18,11.18
201920,Academic year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,CLA 12 months at 31 March,170,0,0,8,4.71
201920,Academic year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,CLA 12 months at 31 March,297,0,0,31,10.44
201920,Academic year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,CLA 12 months at 31 March,275,0,0,37,13.45
201920,Academic year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,CLA 12 months at 31 March,188,0,0,10,5.32
201920,Academic year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,CLA 12 months at 31 March,303,0,0,20,6.6
201920,Academic year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,CLA 12 months at 31 March,344,0,0,41,11.92
201920,Academic year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,CLA 12 months at 31 March,173,0,0,20,11.56
201920,Academic year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,CLA 12 months at 31 March,240,0,0,15,6.25
201920,Academic year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,CLA 12 months at 31 March,241,0,0,16,6.64
201920,Academic year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,CLA 12 months at 31 March,358,0,0,21,5.87
201920,Academic year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,CLA 12 months at 31 March,147,0,0,8,5.44
201920,Academic year,Local authority,E92000001,England,E12000002,North West,340,Knowsley,E08000011,CLA 12 months at 31 March,166,0,0,8,4.82
201920,Academic year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,CLA 12 months at 31 March,1084,0,0,88,8.12
201920,Academic year,Local authority,E92000001,England,E12000002,North West,341,Liverpool,E08000012,CLA 12 months at 31 March,731,0,0,55,7.52
201920,Academic year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,CLA 12 months at 31 March,643,0,0,69,10.73
201920,Academic year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,CLA 12 months at 31 March,280,0,0,19,6.79
201920,Academic year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,CLA 12 months at 31 March,299,0,0,22,7.36
201920,Academic year,Local authority,E92000001,England,E12000002,North West,355,Salford,E08000006,CLA 12 months at 31 March,278,0,0,26,9.35
201920,Academic year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,CLA 12 months at 31 March,311,0,0,32,10.29
201920,Academic year,Local authority,E92000001,England,E12000002,North West,342,St. Helens,E08000013,CLA 12 months at 31 March,252,c,c,26,10.32
201920,Academic year,Local authority,E92000001,England,E12000002,North West,356,Stockport,E08000007,CLA 12 months at 31 March,178,0,0,28,15.73
201920,Academic year,Local authority,E92000001,England,E12000002,North West,357,Tameside,E08000008,CLA 12 months at 31 March,344,0,0,35,10.17
201920,Academic year,Local authority,E92000001,England,E12000002,North West,358,Trafford,E08000009,CLA 12 months at 31 March,225,0,0,23,10.22
201920,Academic year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,CLA 12 months at 31 March,204,0,0,16,7.84
201920,Academic year,Local authority,E92000001,England,E12000002,North West,359,Wigan,E08000010,CLA 12 months at 31 March,264,0,0,29,10.98
201920,Academic year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,CLA 12 months at 31 March,458,0,0,33,7.21
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,CLA 12 months at 31 March,150,0,0,13,8.67
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,Bradford,E08000032,CLA 12 months at 31 March,598,c,c,63,10.54
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,Calderdale,E08000033,CLA 12 months at 31 March,171,0,0,21,12.28
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,CLA 12 months at 31 March,256,c,c,25,9.77
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,CLA 12 months at 31 March,177,0,0,15,8.47
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,CLA 12 months at 31 March,460,0,0,35,7.61
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,Kirklees,E08000034,CLA 12 months at 31 March,313,0,0,22,7.03
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,Leeds,E08000035,CLA 12 months at 31 March,702,0,0,51,7.26
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,CLA 12 months at 31 March,221,0,0,15,6.79
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,CLA 12 months at 31 March,138,0,0,6,4.35
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,North Yorkshire,E10000023,CLA 12 months at 31 March,209,0,0,26,12.44
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,CLA 12 months at 31 March,309,0,0,35,11.33
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,CLA 12 months at 31 March,309,0,0,43,13.92
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,Wakefield,E08000036,CLA 12 months at 31 March,289,0,0,27,9.34
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,CLA 12 months at 31 March,115,0,0,11,9.57
201920,Academic year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,CLA 12 months at 31 March,285,0,0,15,5.26
201920,Academic year,Local authority,E92000001,England,E12000004,East Midlands,830,Derbyshire,E10000007,CLA 12 months at 31 March,373,0,0,41,10.99
201920,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,CLA 12 months at 31 March,326,0,0,19,5.83
201920,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,Leicestershire,E10000018,CLA 12 months at 31 March,307,0,0,23,7.49
201920,Academic year,Local authority,E92000001,England,E12000004,East Midlands,925,Lincolnshire,E10000019,CLA 12 months at 31 March,280,0,0,24,8.57
201920,Academic year,Local authority,E92000001,England,E12000004,East Midlands,928,Northamptonshire,E10000021,CLA 12 months at 31 March,541,0,0,58,10.72
201920,Academic year,Local authority,E92000001,England,E12000004,East Midlands,892,Nottingham,E06000018,CLA 12 months at 31 March,314,0,0,29,9.24
201920,Academic year,Local authority,E92000001,England,E12000004,East Midlands,891,Nottinghamshire,E10000024,CLA 12 months at 31 March,412,0,0,47,11.41
201920,Academic year,Local authority,E92000001,England,E12000004,East Midlands,857,Rutland,E06000017,CLA 12 months at 31 March,16,0,0,0,0
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,330,Birmingham,E08000025,CLA 12 months at 31 March,964,c,c,110,11.41
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,331,Coventry,E08000026,CLA 12 months at 31 March,330,0,0,42,12.73
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,332,Dudley,E08000027,CLA 12 months at 31 March,350,0,0,25,7.14
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,884,"Herefordshire, County of",E06000019,CLA 12 months at 31 March,177,c,c,17,9.6
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,333,Sandwell,E08000028,CLA 12 months at 31 March,489,c,c,35,7.16
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,893,Shropshire,E06000051,CLA 12 months at 31 March,197,0,0,20,10.15
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,334,Solihull,E08000029,CLA 12 months at 31 March,245,c,c,21,8.57
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,860,Staffordshire,E10000028,CLA 12 months at 31 March,628,c,c,45,7.17
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,861,Stoke-on-Trent,E06000021,CLA 12 months at 31 March,499,0,0,29,5.81
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,894,Telford and Wrekin,E06000020,CLA 12 months at 31 March,186,0,0,11,5.91
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,335,Walsall,E08000030,CLA 12 months at 31 March,326,0,0,25,7.67
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,937,Warwickshire,E10000031,CLA 12 months at 31 March,318,0,0,30,9.43
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,336,Wolverhampton,E08000031,CLA 12 months at 31 March,359,0,0,26,7.24
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,885,Worcestershire,E10000034,CLA 12 months at 31 March,425,0,0,37,8.71
201920,Academic year,Local authority,E92000001,England,E12000006,East of England,822,Bedford,E06000055,CLA 12 months at 31 March,115,0,0,14,12.17
201920,Academic year,Local authority,E92000001,England,E12000006,East of England,873,Cambridgeshire,E10000003,CLA 12 months at 31 March,355,0,0,38,10.7
201920,Academic year,Local authority,E92000001,England,E12000006,East of England,823,Central Bedfordshire,E06000056,CLA 12 months at 31 March,180,0,0,23,12.78
201920,Academic year,Local authority,E92000001,England,E12000006,East of England,881,Essex,E10000012,CLA 12 months at 31 March,489,0,0,51,10.43
201920,Academic year,Local authority,E92000001,England,E12000006,East of England,919,Hertfordshire,E10000015,CLA 12 months at 31 March,447,0,0,55,12.3
201920,Academic year,Local authority,E92000001,England,E12000006,East of England,821,Luton,E06000032,CLA 12 months at 31 March,197,0,0,23,11.68
201920,Academic year,Local authority,E92000001,England,E12000006,East of England,926,Norfolk,E10000020,CLA 12 months at 31 March,564,0,0,55,9.75
201920,Academic year,Local authority,E92000001,England,E12000006,East of England,874,Peterborough,E06000031,CLA 12 months at 31 March,159,0,0,14,8.81
201920,Academic year,Local authority,E92000001,England,E12000006,East of England,882,Southend-on-Sea,E06000033,CLA 12 months at 31 March,151,0,0,14,9.27
201920,Academic year,Local authority,E92000001,England,E12000006,East of England,935,Suffolk,E10000029,CLA 12 months at 31 March,433,0,0,47,10.85
201920,Academic year,Local authority,E92000001,England,E12000006,East of England,883,Thurrock,E06000034,CLA 12 months at 31 March,119,0,0,8,6.72
201920,Academic year,Local authority,E92000001,England,E12000008,South East,867,Bracknell Forest,E06000036,CLA 12 months at 31 March,74,0,0,8,10.81
201920,Academic year,Local authority,E92000001,England,E12000008,South East,846,Brighton and Hove,E06000043,CLA 12 months at 31 March,161,0,0,17,10.56
201920,Academic year,Local authority,E92000001,England,E12000008,South East,825,Buckinghamshire,E06000060,CLA 12 months at 31 March,238,c,c,28,11.76
201920,Academic year,Local authority,E92000001,England,E12000008,South East,845,East Sussex,E10000011,CLA 12 months at 31 March,298,0,0,28,9.4
201920,Academic year,Local authority,E92000001,England,E12000008,South East,850,Hampshire,E10000014,CLA 12 months at 31 March,826,0,0,93,11.26
201920,Academic year,Local authority,E92000001,England,E12000008,South East,921,Isle of Wight,E06000046,CLA 12 months at 31 March,147,0,0,14,9.52
201920,Academic year,Local authority,E92000001,England,E12000008,South East,886,Kent,E10000016,CLA 12 months at 31 March,754,0,0,68,9.02
201920,Academic year,Local authority,E92000001,England,E12000008,South East,887,Medway,E06000035,CLA 12 months at 31 March,207,0,0,19,9.18
201920,Academic year,Local authority,E92000001,England,E12000008,South East,826,Milton Keynes,E06000042,CLA 12 months at 31 March,196,0,0,16,8.16
201920,Academic year,Local authority,E92000001,England,E12000008,South East,931,Oxfordshire,E10000025,CLA 12 months at 31 March,342,0,0,25,7.31
201920,Academic year,Local authority,E92000001,England,E12000008,South East,851,Portsmouth,E06000044,CLA 12 months at 31 March,216,0,0,28,12.96
201920,Academic year,Local authority,E92000001,England,E12000008,South East,870,Reading,E06000038,CLA 12 months at 31 March,133,0,0,8,6.02
201920,Academic year,Local authority,E92000001,England,E12000008,South East,871,Slough,E06000039,CLA 12 months at 31 March,89,0,0,c,c
201920,Academic year,Local authority,E92000001,England,E12000008,South East,852,Southampton,E06000045,CLA 12 months at 31 March,264,0,0,24,9.09
201920,Academic year,Local authority,E92000001,England,E12000008,South East,936,Surrey,E10000030,CLA 12 months at 31 March,416,0,0,31,7.45
201920,Academic year,Local authority,E92000001,England,E12000008,South East,869,West Berkshire,E06000037,CLA 12 months at 31 March,76,0,0,8,10.53
201920,Academic year,Local authority,E92000001,England,E12000008,South East,938,West Sussex,E10000032,CLA 12 months at 31 March,280,0,0,28,10
201920,Academic year,Local authority,E92000001,England,E12000008,South East,868,Windsor and Maidenhead,E06000040,CLA 12 months at 31 March,48,0,0,6,12.5
201920,Academic year,Local authority,E92000001,England,E12000008,South East,872,Wokingham,E06000041,CLA 12 months at 31 March,32,0,0,c,c
201920,Academic year,Local authority,E92000001,England,E12000009,South West,800,Bath and North East Somerset,E06000022,CLA 12 months at 31 March,86,0,0,9,10.47
201920,Academic year,Local authority,E92000001,England,E12000009,South West,839,"Bournemouth, Christchurch and Poole",E06000058,CLA 12 months at 31 March,199,0,0,22,11.06
201920,Academic year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,CLA 12 months at 31 March,342,0,0,36,10.53
201920,Academic year,Local authority,E92000001,England,E12000009,South West,908,Cornwall,E06000052,CLA 12 months at 31 March,191,0,0,32,16.75
201920,Academic year,Local authority,E92000001,England,E12000009,South West,878,Devon,E10000008,CLA 12 months at 31 March,333,c,c,23,6.91
201920,Academic year,Local authority,E92000001,England,E12000009,South West,838,Dorset,E06000059,CLA 12 months at 31 March,203,0,0,21,10.34
201920,Academic year,Local authority,E92000001,England,E12000009,South West,916,Gloucestershire,E10000013,CLA 12 months at 31 March,273,0,0,28,10.26
201920,Academic year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,CLA 12 months at 31 March,91,0,0,11,12.09
201920,Academic year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,CLA 12 months at 31 March,237,0,0,26,10.97
201920,Academic year,Local authority,E92000001,England,E12000009,South West,933,Somerset,E10000027,CLA 12 months at 31 March,237,0,0,41,17.3
201920,Academic year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,CLA 12 months at 31 March,85,0,0,10,11.76
201920,Academic year,Local authority,E92000001,England,E12000009,South West,866,Swindon,E06000030,CLA 12 months at 31 March,151,c,c,17,11.26
201920,Academic year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,CLA 12 months at 31 March,169,0,0,19,11.24
201920,Academic year,Local authority,E92000001,England,E12000009,South West,865,Wiltshire,E06000054,CLA 12 months at 31 March,213,0,0,23,10.8
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,202,Camden,E09000007,CLA 12 months at 31 March,43,0,0,c,c
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,201,City of London,E09000001,CLA 12 months at 31 March,c,c,c,c,c
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,204,Hackney,E09000012,CLA 12 months at 31 March,161,0,0,21,13.04
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,205,Hammersmith and Fulham,E09000013,CLA 12 months at 31 March,89,0,0,c,c
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,309,Haringey,E09000014,CLA 12 months at 31 March,201,0,0,15,7.46
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,206,Islington,E09000019,CLA 12 months at 31 March,135,0,0,22,16.3
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,207,Kensington and Chelsea,E09000020,CLA 12 months at 31 March,28,0,0,c,c
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,208,Lambeth,E09000022,CLA 12 months at 31 March,155,0,0,16,10.32
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,Lewisham,E09000023,CLA 12 months at 31 March,208,0,0,16,7.69
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,316,Newham,E09000025,CLA 12 months at 31 March,152,0,0,7,4.61
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,210,Southwark,E09000028,CLA 12 months at 31 March,216,0,0,24,11.11
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,211,Tower Hamlets,E09000030,CLA 12 months at 31 March,130,0,0,9,6.92
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,212,Wandsworth,E09000032,CLA 12 months at 31 March,126,0,0,9,7.14
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,213,Westminster,E09000033,CLA 12 months at 31 March,63,0,0,9,14.29
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,301,Barking and Dagenham,E09000002,CLA 12 months at 31 March,174,0,0,11,6.32
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,302,Barnet,E09000003,CLA 12 months at 31 March,112,0,0,8,7.14
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,303,Bexley,E09000004,CLA 12 months at 31 March,83,0,0,11,13.25
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,304,Brent,E09000005,CLA 12 months at 31 March,106,0,0,12,11.32
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,305,Bromley,E09000006,CLA 12 months at 31 March,142,0,0,13,9.15
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,306,Croydon,E09000008,CLA 12 months at 31 March,299,c,c,37,12.37
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,307,Ealing,E09000009,CLA 12 months at 31 March,140,c,c,16,11.43
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,308,Enfield,E09000010,CLA 12 months at 31 March,148,0,0,14,9.46
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,203,Greenwich,E09000011,CLA 12 months at 31 March,250,0,0,20,8
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,310,Harrow,E09000015,CLA 12 months at 31 March,50,0,0,9,18
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,311,Havering,E09000016,CLA 12 months at 31 March,99,0,0,10,10.1
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,312,Hillingdon,E09000017,CLA 12 months at 31 March,119,0,0,15,12.61
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,313,Hounslow,E09000018,CLA 12 months at 31 March,113,0,0,10,8.85
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,314,Kingston upon Thames,E09000021,CLA 12 months at 31 March,54,0,0,c,c
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,315,Merton,E09000024,CLA 12 months at 31 March,61,0,0,c,c
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,317,Redbridge,E09000026,CLA 12 months at 31 March,88,0,0,7,7.95
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,318,Richmond upon Thames,E09000027,CLA 12 months at 31 March,30,0,0,c,c
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,319,Sutton,E09000029,CLA 12 months at 31 March,90,0,0,6,6.67
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,320,Waltham Forest,E09000031,CLA 12 months at 31 March,98,0,0,8,8.16
201920,Academic year,National,E92000001,England,,,,,,CPPO at 31 March,31210,190,0.62,3290,10.54
201920,Academic year,Regional,E92000001,England,E12000001,North East,,,,CPPO at 31 March,2380,20,0.84,230,9.64
201920,Academic year,Regional,E92000001,England,E12000002,North West,,,,CPPO at 31 March,4800,30,0.54,490,10.24
201920,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,CPPO at 31 March,3930,20,0.56,430,10.98
201920,Academic year,Regional,E92000001,England,E12000004,East Midlands,,,,CPPO at 31 March,2850,10,0.42,270,9.49
201920,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,CPPO at 31 March,3520,30,0.74,360,10.32
201920,Academic year,Regional,E92000001,England,E12000006,East of England,,,,CPPO at 31 March,1920,10,0.63,210,10.79
201920,Academic year,Regional,E92000001,England,E12000007,London,,,,CPPO at 31 March,4180,20,0.5,390,9.43
201920,Academic year,Regional,E92000001,England,E12000008,South East,,,,CPPO at 31 March,5020,30,0.56,540,10.79
201920,Academic year,Regional,E92000001,England,E12000009,South West,,,,CPPO at 31 March,2630,30,0.99,360,13.83
201920,Academic year,Regional,E92000001,England,E13000001,Inner London,,,,CPPO at 31 March,1680,10,0.48,160,9.69
201920,Academic year,Regional,E92000001,England,E13000002,Outer London,,,,CPPO at 31 March,2500,10,0.52,230,9.26
201920,Academic year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,CPPO at 31 March,287,c,c,26,9.06
201920,Academic year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,CPPO at 31 March,57,0,0,8,14.04
201920,Academic year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,CPPO at 31 March,157,c,c,15,9.55
201920,Academic year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,CPPO at 31 March,146,c,c,25,17.12
201920,Academic year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,CPPO at 31 March,240,c,c,23,9.58
201920,Academic year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,CPPO at 31 March,378,c,c,37,9.79
201920,Academic year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,CPPO at 31 March,82,0,0,c,c
201920,Academic year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,CPPO at 31 March,287,0,0,18,6.27
201920,Academic year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,CPPO at 31 March,169,0,0,16,9.47
201920,Academic year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,CPPO at 31 March,120,c,c,6,5
201920,Academic year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,CPPO at 31 March,239,c,c,22,9.21
201920,Academic year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,CPPO at 31 March,214,c,c,32,14.95
201920,Academic year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,CPPO at 31 March,137,c,c,13,9.49
201920,Academic year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,CPPO at 31 March,232,0,0,21,9.05
201920,Academic year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,CPPO at 31 March,195,0,0,18,9.23
201920,Academic year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,CPPO at 31 March,81,0,0,12,14.81
201920,Academic year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,CPPO at 31 March,174,c,c,18,10.34
201920,Academic year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,CPPO at 31 March,129,c,c,14,10.85
201920,Academic year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,CPPO at 31 March,403,c,c,40,9.93
201920,Academic year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,CPPO at 31 March,91,0,0,6,6.59
201920,Academic year,Local authority,E92000001,England,E12000002,North West,340,Knowsley,E08000011,CPPO at 31 March,119,c,c,11,9.24
201920,Academic year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,CPPO at 31 March,391,c,c,38,9.72
201920,Academic year,Local authority,E92000001,England,E12000002,North West,341,Liverpool,E08000012,CPPO at 31 March,331,c,c,26,7.85
201920,Academic year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,CPPO at 31 March,437,0,0,58,13.27
201920,Academic year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,CPPO at 31 March,258,c,c,31,12.02
201920,Academic year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,CPPO at 31 March,194,0,0,24,12.37
201920,Academic year,Local authority,E92000001,England,E12000002,North West,355,Salford,E08000006,CPPO at 31 March,360,c,c,45,12.5
201920,Academic year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,CPPO at 31 March,155,c,c,10,6.45
201920,Academic year,Local authority,E92000001,England,E12000002,North West,342,St. Helens,E08000013,CPPO at 31 March,114,0,0,11,9.65
201920,Academic year,Local authority,E92000001,England,E12000002,North West,356,Stockport,E08000007,CPPO at 31 March,121,0,0,10,8.26
201920,Academic year,Local authority,E92000001,England,E12000002,North West,357,Tameside,E08000008,CPPO at 31 March,231,c,c,36,15.58
201920,Academic year,Local authority,E92000001,England,E12000002,North West,358,Trafford,E08000009,CPPO at 31 March,145,c,c,7,4.83
201920,Academic year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,CPPO at 31 March,96,0,0,c,c
201920,Academic year,Local authority,E92000001,England,E12000002,North West,359,Wigan,E08000010,CPPO at 31 March,231,c,c,24,10.39
201920,Academic year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,CPPO at 31 March,178,0,0,14,7.87
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,CPPO at 31 March,164,c,c,16,9.76
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,Bradford,E08000032,CPPO at 31 March,641,c,c,70,10.92
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,Calderdale,E08000033,CPPO at 31 March,185,c,c,10,5.41
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,CPPO at 31 March,182,c,c,25,13.74
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,CPPO at 31 March,132,0,0,12,9.09
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,CPPO at 31 March,343,c,c,22,6.41
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,Kirklees,E08000034,CPPO at 31 March,253,c,c,34,13.44
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,Leeds,E08000035,CPPO at 31 March,380,0,0,31,8.16
