time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,year_breakdown,social_care_group,school_type,t_pupils,t_sess_possible,t_sess_overall,pt_overall,t_sess_authorised,pt_sess_authorised,t_sess_unauthorised,pt_sess_unauthorised,t_pupils_pa_10_exact,pt_pupils_pa_10_exact
202122,Academic year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,Six half terms,CINO at 31 March,State-funded primary,211,77188,8081,10.5,5418,7,2663,3.5,82,38.9
202122,Academic year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,Six half terms,CINO at 31 March,Special,56,20009,2790,13.9,2397,12,393,2,27,48.2
202122,Academic year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,Six half terms,CINO at 31 March,Pupil referral unit,18,5428,2315,42.6,1153,21.2,1162,21.4,16,88.9
202122,Academic year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,Six half terms,CINO at 31 March,Total,483,171078,33318,19.5,18900,11,14418,8.4,256,53
202122,Academic year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,Six half terms,CINO at 31 March,State-funded secondary,195,67657,19287,28.5,9378,13.9,9909,14.6,136,69.7
202122,Academic year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,Six half terms,CINO at 31 March,State-funded primary,214,77813,7006,9,4521,5.8,2485,3.2,71,33.2
202122,Academic year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,Six half terms,CINO at 31 March,Special,65,22575,5868,26,4474,19.8,1394,6.2,c,c
202122,Academic year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,Six half terms,CINO at 31 March,Pupil referral unit,9,3033,1157,38.1,527,17.4,630,20.8,c,c
202122,Academic year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,Six half terms,CINO at 31 March,Total,657,232653,42525,18.3,23131,9.9,19394,8.3,338,51.4
202122,Academic year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,Six half terms,CINO at 31 March,State-funded secondary,264,91882,24260,26.4,12612,13.7,11648,12.7,189,71.6
202122,Academic year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,Six half terms,CINO at 31 March,State-funded primary,333,120078,12482,10.4,7736,6.4,4746,4,116,34.8
202122,Academic year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,Six half terms,CINO at 31 March,Special,48,16877,4061,24.1,2172,12.9,1889,11.2,22,45.8
202122,Academic year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,Six half terms,CINO at 31 March,Pupil referral unit,12,3816,1722,45.1,611,16,1111,29.1,11,91.7
202122,Academic year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Six half terms,CINO at 31 March,Total,905,322311,49040,15.2,31624,9.8,17416,5.4,399,44.1
202122,Academic year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Six half terms,CINO at 31 March,State-funded secondary,367,126274,30948,24.5,17258,13.7,13690,10.8,232,63.2
202122,Academic year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Six half terms,CINO at 31 March,State-funded primary,384,139936,11863,8.5,9245,6.6,2618,1.9,121,31.5
202122,Academic year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Six half terms,CINO at 31 March,Special,142,52079,4527,8.7,4307,8.3,220,0.4,36,25.4
202122,Academic year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Six half terms,CINO at 31 March,Pupil referral unit,12,4022,1702,42.3,814,20.2,888,22.1,10,83.3
202122,Academic year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,Six half terms,CINO at 31 March,Total,369,128065,20646,16.1,9373,7.3,11273,8.8,185,50.1
202122,Academic year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,Six half terms,CINO at 31 March,State-funded secondary,165,53870,12081,22.4,4023,7.5,8058,15,99,60
202122,Academic year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,Six half terms,CINO at 31 March,State-funded primary,165,60947,5937,9.7,3636,6,2301,3.8,63,38.2
202122,Academic year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,Six half terms,CINO at 31 March,Special,33,11696,1857,15.9,1357,11.6,500,4.3,c,c
202122,Academic year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,Six half terms,CINO at 31 March,Pupil referral unit,6,1552,771,49.7,357,23,414,26.7,c,c
202122,Academic year,Local authority,E92000001,England,E12000002,North West,340,Knowsley,E08000011,Six half terms,CINO at 31 March,Total,310,111174,18644,16.8,8879,8,9765,8.8,146,47.1
202122,Academic year,Local authority,E92000001,England,E12000002,North West,340,Knowsley,E08000011,Six half terms,CINO at 31 March,State-funded secondary,98,33780,9163,27.1,2524,7.5,6639,19.7,63,64.3
202122,Academic year,Local authority,E92000001,England,E12000002,North West,340,Knowsley,E08000011,Six half terms,CINO at 31 March,State-funded primary,121,44174,4297,9.7,2402,5.4,1895,4.3,47,38.8
202122,Academic year,Local authority,E92000001,England,E12000002,North West,340,Knowsley,E08000011,Six half terms,CINO at 31 March,Special,c,c,c,c,c,c,c,c,c,c
202122,Academic year,Local authority,E92000001,England,E12000002,North West,340,Knowsley,E08000011,Six half terms,CINO at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
202122,Academic year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Six half terms,CINO at 31 March,Total,1810,645283,92823,14.4,60047,9.3,32776,5.1,701,38.7
202122,Academic year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Six half terms,CINO at 31 March,State-funded secondary,664,226179,44235,19.6,22776,10.1,21459,9.5,340,51.2
202122,Academic year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Six half terms,CINO at 31 March,State-funded primary,569,209715,16178,7.7,11539,5.5,4639,2.2,145,25.5
202122,Academic year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Six half terms,CINO at 31 March,Special,530,194472,23788,12.2,20253,10.4,3535,1.8,171,32.3
202122,Academic year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Six half terms,CINO at 31 March,Pupil referral unit,47,14917,8622,57.8,5479,36.7,3143,21.1,45,95.7
202122,Academic year,Local authority,E92000001,England,E12000002,North West,341,Liverpool,E08000012,Six half terms,CINO at 31 March,Total,964,337945,61459,18.2,26171,7.7,35288,10.4,478,49.6
202122,Academic year,Local authority,E92000001,England,E12000002,North West,341,Liverpool,E08000012,Six half terms,CINO at 31 March,State-funded secondary,342,112305,32915,29.3,9641,8.6,23274,20.7,231,67.5
202122,Academic year,Local authority,E92000001,England,E12000002,North West,341,Liverpool,E08000012,Six half terms,CINO at 31 March,State-funded primary,464,169340,17765,10.5,8719,5.1,9046,5.3,170,36.6
202122,Academic year,Local authority,E92000001,England,E12000002,North West,341,Liverpool,E08000012,Six half terms,CINO at 31 March,Special,146,52797,9035,17.1,7448,14.1,1587,3,66,45.2
202122,Academic year,Local authority,E92000001,England,E12000002,North West,341,Liverpool,E08000012,Six half terms,CINO at 31 March,Pupil referral unit,12,3503,1744,49.8,363,10.4,1381,39.4,11,91.7
202122,Academic year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,Six half terms,CINO at 31 March,Total,1210,419010,75386,18,35539,8.5,39847,9.5,646,53.4
202122,Academic year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,Six half terms,CINO at 31 March,State-funded secondary,516,169217,39291,23.2,14025,8.3,25266,14.9,332,64.3
202122,Academic year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,Six half terms,CINO at 31 March,State-funded primary,471,172220,19036,11.1,10646,6.2,8390,4.9,186,39.5
202122,Academic year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,Six half terms,CINO at 31 March,Special,202,71452,14439,20.2,9916,13.9,4523,6.3,109,54
202122,Academic year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,Six half terms,CINO at 31 March,Pupil referral unit,21,6121,2620,42.8,952,15.6,1668,27.3,19,90.5
202122,Academic year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,Six half terms,CINO at 31 March,Total,1003,357083,58630,16.4,30874,8.6,27756,7.8,480,47.9
202122,Academic year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,Six half terms,CINO at 31 March,State-funded secondary,400,138280,28528,20.6,11482,8.3,17046,12.3,231,57.8
202122,Academic year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,Six half terms,CINO at 31 March,State-funded primary,484,176706,18515,10.5,10272,5.8,8243,4.7,179,37
202122,Academic year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,Six half terms,CINO at 31 March,Special,112,39739,9958,25.1,8067,20.3,1891,4.8,c,c
202122,Academic year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,Six half terms,CINO at 31 March,Pupil referral unit,7,2358,1629,69.1,1053,44.7,576,24.4,c,c
202122,Academic year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,Six half terms,CINO at 31 March,Total,834,293178,51499,17.6,28322,9.7,23177,7.9,440,52.8
202122,Academic year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,Six half terms,CINO at 31 March,State-funded secondary,285,94328,21385,22.7,9052,9.6,12333,13.1,181,63.5
202122,Academic year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,Six half terms,CINO at 31 March,State-funded primary,365,131978,15888,12,8284,6.3,7604,5.8,156,42.7
202122,Academic year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,Six half terms,CINO at 31 March,Special,171,62730,11819,18.8,10002,15.9,1817,2.9,90,52.6
202122,Academic year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,Six half terms,CINO at 31 March,Pupil referral unit,13,4142,2407,58.1,984,23.8,1423,34.4,13,100
202122,Academic year,Local authority,E92000001,England,E12000002,North West,355,Salford,E08000006,Six half terms,CINO at 31 March,Total,634,223777,44482,19.9,19734,8.8,24748,11.1,349,55
202122,Academic year,Local authority,E92000001,England,E12000002,North West,355,Salford,E08000006,Six half terms,CINO at 31 March,State-funded secondary,253,86217,23502,27.3,8015,9.3,15487,18,174,68.8
202122,Academic year,Local authority,E92000001,England,E12000002,North West,355,Salford,E08000006,Six half terms,CINO at 31 March,State-funded primary,274,99442,12178,12.2,6484,6.5,5694,5.7,119,43.4
202122,Academic year,Local authority,E92000001,England,E12000002,North West,355,Salford,E08000006,Six half terms,CINO at 31 March,Special,92,33137,6087,18.4,4109,12.4,1978,6,41,44.6
202122,Academic year,Local authority,E92000001,England,E12000002,North West,355,Salford,E08000006,Six half terms,CINO at 31 March,Pupil referral unit,15,4981,2715,54.5,1126,22.6,1589,31.9,15,100
202122,Academic year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,Six half terms,CINO at 31 March,Total,1009,357525,63379,17.7,35377,9.9,28002,7.8,522,51.7
202122,Academic year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,Six half terms,CINO at 31 March,State-funded secondary,401,136096,32659,24,16326,12,16333,12,261,65.1
202122,Academic year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,Six half terms,CINO at 31 March,State-funded primary,457,167111,18877,11.3,11713,7,7164,4.3,183,40
202122,Academic year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,Six half terms,CINO at 31 March,Special,132,48178,7942,16.5,5726,11.9,2216,4.6,59,44.7
202122,Academic year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,Six half terms,CINO at 31 March,Pupil referral unit,19,6140,3901,63.5,1612,26.3,2289,37.3,19,100
202122,Academic year,Local authority,E92000001,England,E12000002,North West,342,St. Helens,E08000013,Six half terms,CINO at 31 March,Total,386,133165,26193,19.7,12321,9.3,13872,10.4,221,57.3
202122,Academic year,Local authority,E92000001,England,E12000002,North West,342,St. Helens,E08000013,Six half terms,CINO at 31 March,State-funded secondary,178,56493,14274,25.3,4411,7.8,9863,17.5,119,66.9
202122,Academic year,Local authority,E92000001,England,E12000002,North West,342,St. Helens,E08000013,Six half terms,CINO at 31 March,State-funded primary,141,52269,6638,12.7,4237,8.1,2401,4.6,67,47.5
202122,Academic year,Local authority,E92000001,England,E12000002,North West,342,St. Helens,E08000013,Six half terms,CINO at 31 March,Special,59,21707,3834,17.7,3000,13.8,834,3.8,c,c
202122,Academic year,Local authority,E92000001,England,E12000002,North West,342,St. Helens,E08000013,Six half terms,CINO at 31 March,Pupil referral unit,8,2696,1447,53.7,673,25,774,28.7,c,c
202122,Academic year,Local authority,E92000001,England,E12000002,North West,356,Stockport,E08000007,Six half terms,CINO at 31 March,Total,889,318692,62372,19.6,32861,10.3,29511,9.3,482,54.2
202122,Academic year,Local authority,E92000001,England,E12000002,North West,356,Stockport,E08000007,Six half terms,CINO at 31 March,State-funded secondary,375,130434,35507,27.2,16335,12.5,19172,14.7,246,65.6
202122,Academic year,Local authority,E92000001,England,E12000002,North West,356,Stockport,E08000007,Six half terms,CINO at 31 March,State-funded primary,390,143495,17519,12.2,11179,7.8,6340,4.4,173,44.4
202122,Academic year,Local authority,E92000001,England,E12000002,North West,356,Stockport,E08000007,Six half terms,CINO at 31 March,Special,103,37875,5136,13.6,4268,11.3,868,2.3,42,40.8
202122,Academic year,Local authority,E92000001,England,E12000002,North West,356,Stockport,E08000007,Six half terms,CINO at 31 March,Pupil referral unit,21,6888,4210,61.1,1079,15.7,3131,45.5,21,100
202122,Academic year,Local authority,E92000001,England,E12000002,North West,357,Tameside,E08000008,Six half terms,CINO at 31 March,Total,759,268764,44055,16.4,19107,7.1,24948,9.3,384,50.6
202122,Academic year,Local authority,E92000001,England,E12000002,North West,357,Tameside,E08000008,Six half terms,CINO at 31 March,State-funded secondary,321,111120,25081,22.6,9322,8.4,15759,14.2,201,62.6
202122,Academic year,Local authority,E92000001,England,E12000002,North West,357,Tameside,E08000008,Six half terms,CINO at 31 March,State-funded primary,369,135785,12982,9.6,7414,5.5,5568,4.1,143,38.8
202122,Academic year,Local authority,E92000001,England,E12000002,North West,357,Tameside,E08000008,Six half terms,CINO at 31 March,Special,46,14598,2081,14.3,1482,10.2,599,4.1,18,39.1
202122,Academic year,Local authority,E92000001,England,E12000002,North West,357,Tameside,E08000008,Six half terms,CINO at 31 March,Pupil referral unit,23,7261,3911,53.9,889,12.2,3022,41.6,22,95.7
202122,Academic year,Local authority,E92000001,England,E12000002,North West,358,Trafford,E08000009,Six half terms,CINO at 31 March,Total,521,186955,28880,15.4,17902,9.6,10978,5.9,243,46.6
202122,Academic year,Local authority,E92000001,England,E12000002,North West,358,Trafford,E08000009,Six half terms,CINO at 31 March,State-funded secondary,208,72262,16201,22.4,9213,12.7,6988,9.7,129,62
202122,Academic year,Local authority,E92000001,England,E12000002,North West,358,Trafford,E08000009,Six half terms,CINO at 31 March,State-funded primary,240,88576,8268,9.3,6222,7,2046,2.3,79,32.9
202122,Academic year,Local authority,E92000001,England,E12000002,North West,358,Trafford,E08000009,Six half terms,CINO at 31 March,Special,c,c,c,c,c,c,c,c,c,c
202122,Academic year,Local authority,E92000001,England,E12000002,North West,358,Trafford,E08000009,Six half terms,CINO at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
202122,Academic year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,Six half terms,CINO at 31 March,Total,470,166587,28216,16.9,15176,9.1,13040,7.8,223,47.4
202122,Academic year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,Six half terms,CINO at 31 March,State-funded secondary,206,70938,17312,24.4,7737,10.9,9575,13.5,135,65.5
202122,Academic year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,Six half terms,CINO at 31 March,State-funded primary,215,78323,7069,9,4642,5.9,2427,3.1,64,29.8
202122,Academic year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,Six half terms,CINO at 31 March,Special,c,c,c,c,c,c,c,c,c,c
202122,Academic year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,Six half terms,CINO at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
202122,Academic year,Local authority,E92000001,England,E12000002,North West,359,Wigan,E08000010,Six half terms,CINO at 31 March,Total,1106,392300,66037,16.8,35381,9,30656,7.8,522,47.2
202122,Academic year,Local authority,E92000001,England,E12000002,North West,359,Wigan,E08000010,Six half terms,CINO at 31 March,State-funded secondary,438,148945,35177,23.6,15820,10.6,19357,13,260,59.4
202122,Academic year,Local authority,E92000001,England,E12000002,North West,359,Wigan,E08000010,Six half terms,CINO at 31 March,State-funded primary,543,198527,19859,10,12891,6.5,6968,3.5,194,35.7
202122,Academic year,Local authority,E92000001,England,E12000002,North West,359,Wigan,E08000010,Six half terms,CINO at 31 March,Special,106,39393,7207,18.3,5233,13.3,1974,5,49,46.2
202122,Academic year,Local authority,E92000001,England,E12000002,North West,359,Wigan,E08000010,Six half terms,CINO at 31 March,Pupil referral unit,19,5435,3794,69.8,1437,26.4,2357,43.4,19,100
202122,Academic year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Six half terms,CINO at 31 March,Total,670,240514,39786,16.5,24230,10.1,15556,6.5,342,51
202122,Academic year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Six half terms,CINO at 31 March,State-funded secondary,241,83452,20267,24.3,9824,11.8,10443,12.5,161,66.8
202122,Academic year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Six half terms,CINO at 31 March,State-funded primary,270,99159,11287,11.4,7981,8,3306,3.3,121,44.8
202122,Academic year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Six half terms,CINO at 31 March,Special,159,57903,8232,14.2,6425,11.1,1807,3.1,60,37.7
202122,Academic year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Six half terms,CINO at 31 March,Pupil referral unit,0,z,z,z,z,z,z,z,z,z
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,Six half terms,CINO at 31 March,Total,605,214021,33908,15.8,16709,7.8,17199,8,261,43.1
