time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,social_care_group,t_read_eligible_pupils,t_read_met_expected_standard,t_writta_eligible_pupils,t_writta_met_expected_standard,t_mat_eligible_pupils,t_mat_met_expected_standard,t_rwm_eligible_pupils,t_rwm_met_expected_standard,t_gps_eligible_pupils,t_gps_met_expected_standard,t_scita_eligible_pupils,t_scita_met_expected_standard,t_read_progress_eligible_pupils,t_read_progress_score,avg_read_progress_score,t_writta_progress_eligible_pupils,t_writta_progress_score,avg_writta_progress_score,t_mat_progress_eligible_pupils,t_mat_progress_score,avg_mat_progress_score
202122,Academic year,Local authority,E92000001,England,E12000009,South West,838,Dorset,E06000059,CLA 12 months at 31 March,16,7,16,6,16,8,16,c,16,9,16,10,14,-22.50375299,-1.61,14,-66.20048413,-4.73,14,-11.9843781,-0.86
202122,Academic year,Local authority,E92000001,England,E12000009,South West,916,Gloucestershire,E10000013,CLA 12 months at 31 March,26,15,26,13,26,11,26,10,26,14,26,14,24,75.60762508,3.15,24,77.7454494,3.24,24,71.25180403,2.97
202122,Academic year,Local authority,E92000001,England,E12000009,South West,420,Isles of Scilly,E06000053,CLA 12 months at 31 March,0,z,0,z,0,z,0,z,0,z,0,z,0,z,z,0,z,z,0,z,z
202122,Academic year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,CLA 12 months at 31 March,6,c,6,c,6,c,6,c,6,c,6,c,6,-22.13805123,-3.69,6,-26.54689172,-4.42,6,-21.98306652,-3.66
202122,Academic year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,CLA 12 months at 31 March,23,9,23,7,23,10,23,c,23,10,23,11,22,-78.60814644,-3.57,23,-88.89645752,-3.87,22,-18.68595744,-0.85
202122,Academic year,Local authority,E92000001,England,E12000009,South West,933,Somerset,E10000027,CLA 12 months at 31 March,20,8,20,7,20,9,20,c,20,9,20,8,18,-70.00222624,-3.89,18,-64.18458761,-3.57,18,-39.36046653,-2.19
202122,Academic year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,CLA 12 months at 31 March,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
202122,Academic year,Local authority,E92000001,England,E12000009,South West,866,Swindon,E06000030,CLA 12 months at 31 March,15,9,15,c,15,6,15,c,15,8,15,7,12,-1.02631882,-0.09,12,-59.1627819,-4.93,12,-68.28858998,-5.69
202122,Academic year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,CLA 12 months at 31 March,11,7,11,c,11,7,11,c,11,7,11,7,11,31.85351933,2.9,11,-14.33670943,-1.3,10,20.3418165,2.03
202122,Academic year,Local authority,E92000001,England,E12000009,South West,865,Wiltshire,E06000054,CLA 12 months at 31 March,14,7,14,c,14,c,14,c,13,c,14,c,13,49.821237,3.83,13,-9.79304973,-0.75,13,-2.65133413,-0.2
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,202,Camden,E09000007,CLA 12 months at 31 March,c,c,c,c,c,c,c,c,c,c,c,c,0,z,z,0,z,z,0,z,z
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,201,City of London,E09000001,CLA 12 months at 31 March,0,z,0,z,0,z,0,z,0,z,0,z,0,z,z,0,z,z,0,z,z
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,204,Hackney,E09000012,CLA 12 months at 31 March,13,10,13,c,13,c,13,c,13,6,13,7,12,23.81964703,1.98,12,-44.5418082,-3.71,12,-1.78837633,-0.15
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,205,Hammersmith and Fulham,E09000013,CLA 12 months at 31 March,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,309,Haringey,E09000014,CLA 12 months at 31 March,13,6,13,c,13,c,13,c,13,c,13,8,11,6.32480434,0.57,11,19.76776324,1.8,11,-6.46180188,-0.59
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,206,Islington,E09000019,CLA 12 months at 31 March,6,c,6,c,6,c,6,c,6,c,6,c,6,22.0043971,3.67,6,14.19150003,2.37,6,-3.38493167,-0.56
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,207,Kensington and Chelsea,E09000020,CLA 12 months at 31 March,c,c,c,c,c,c,c,c,c,c,c,c,0,z,z,0,z,z,0,z,z
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,208,Lambeth,E09000022,CLA 12 months at 31 March,9,6,9,c,9,c,9,c,9,6,9,6,9,-30.08141202,-3.34,9,-32.58832721,-3.62,9,-51.70272994,-5.74
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,Lewisham,E09000023,CLA 12 months at 31 March,13,9,13,c,13,c,13,c,13,6,13,7,12,28.82032331,2.4,13,-34.69570548,-2.67,12,17.02106444,1.42
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,316,Newham,E09000025,CLA 12 months at 31 March,12,9,12,9,12,9,12,9,12,9,12,9,11,20.48842304,1.86,11,25.60012496,2.33,11,9.41989236,0.86
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,210,Southwark,E09000028,CLA 12 months at 31 March,19,9,19,6,19,c,19,c,18,7,19,8,17,-105.0635278,-6.18,17,-63.54957188,-3.74,17,-116.2031886,-6.84
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,211,Tower Hamlets,E09000030,CLA 12 months at 31 March,9,7,9,7,9,c,9,c,9,6,9,7,9,-2.34202478,-0.26,9,15.72911773,1.75,9,-15.10910464,-1.68
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,212,Wandsworth,E09000032,CLA 12 months at 31 March,11,c,11,c,11,c,11,c,11,c,11,c,10,-0.27629904,-0.03,10,-14.18625306,-1.42,10,-16.76242586,-1.68
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,213,Westminster,E09000033,CLA 12 months at 31 March,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,301,Barking and Dagenham,E09000002,CLA 12 months at 31 March,12,8,12,8,12,6,12,6,12,6,12,8,12,7.48850436,0.62,12,54.43588993,4.54,11,-8.71656093,-0.79
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,302,Barnet,E09000003,CLA 12 months at 31 March,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,303,Bexley,E09000004,CLA 12 months at 31 March,9,c,9,c,9,c,9,c,9,c,9,c,9,-29.64339518,-3.29,9,-30.95144374,-3.44,9,-28.30318392,-3.14
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,304,Brent,E09000005,CLA 12 months at 31 March,7,c,7,c,7,c,7,c,7,c,7,c,6,19.44490741,3.24,7,-10.47845814,-1.5,6,-21.89932068,-3.65
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,305,Bromley,E09000006,CLA 12 months at 31 March,12,c,12,c,12,c,12,c,12,c,12,c,9,19.09317988,2.12,10,-1.63911742,-0.16,9,1.07327662,0.12
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,306,Croydon,E09000008,CLA 12 months at 31 March,19,12,19,11,19,9,19,7,19,8,19,12,18,-41.00454468,-2.28,19,-23.16368472,-1.22,18,-14.22622698,-0.79
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,307,Ealing,E09000009,CLA 12 months at 31 March,11,7,11,6,11,9,11,6,11,8,11,8,9,-14.53826208,-1.62,8,-11.83046196,-1.48,9,-9.71959285,-1.08
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,308,Enfield,E09000010,CLA 12 months at 31 March,17,8,15,6,17,8,15,c,17,8,15,8,14,-18.26484415,-1.3,14,-29.08537413,-2.08,14,-28.13330276,-2.01
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,203,Greenwich,E09000011,CLA 12 months at 31 March,20,12,20,8,20,7,20,c,20,8,20,12,20,16.33793808,0.82,20,-41.69506838,-2.08,20,-67.50561116,-3.38
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,310,Harrow,E09000015,CLA 12 months at 31 March,7,6,7,c,7,c,7,c,7,c,7,6,6,20.04465821,3.34,6,18.09473229,3.02,6,12.49214306,2.08
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,311,Havering,E09000016,CLA 12 months at 31 March,7,c,7,c,7,c,7,c,7,c,7,c,6,3.06929014,0.51,6,-17.57785775,-2.93,6,-21.55717498,-3.59
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,312,Hillingdon,E09000017,CLA 12 months at 31 March,7,c,7,c,7,c,7,c,7,c,7,c,6,3.68850845,0.61,6,6.05441568,1.01,6,-4.27001704,-0.71
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,313,Hounslow,E09000018,CLA 12 months at 31 March,6,c,6,c,6,c,6,c,6,c,6,c,6,-39.5803035,-6.6,6,-3.6979491,-0.62,6,-58.01897243,-9.67
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,314,Kingston upon Thames,E09000021,CLA 12 months at 31 March,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,315,Merton,E09000024,CLA 12 months at 31 March,6,c,6,c,6,c,6,c,6,c,6,c,6,-2.26689874,-0.38,6,21.08931704,3.51,6,-7.25995856,-1.21
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,317,Redbridge,E09000026,CLA 12 months at 31 March,6,c,6,c,6,c,6,c,6,c,6,c,c,c,c,c,c,c,c,c,c
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,318,Richmond upon Thames,E09000027,CLA 12 months at 31 March,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,319,Sutton,E09000029,CLA 12 months at 31 March,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,320,Waltham Forest,E09000031,CLA 12 months at 31 March,6,c,6,c,6,c,6,c,6,c,6,c,6,-0.23139442,-0.04,6,0.03226075,0.01,6,-26.10519984,-4.35
202021,Academic year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000002,North West,340,Knowsley,E08000011,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000002,North West,341,Liverpool,E08000012,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000002,North West,355,Salford,E08000006,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000002,North West,342,St. Helens,E08000013,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000002,North West,356,Stockport,E08000007,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000002,North West,357,Tameside,E08000008,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000002,North West,358,Trafford,E08000009,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000002,North West,359,Wigan,E08000010,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,Bradford,E08000032,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,Calderdale,E08000033,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,Kirklees,E08000034,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,Leeds,E08000035,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,North Yorkshire,E10000023,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,Wakefield,E08000036,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000004,East Midlands,830,Derbyshire,E10000007,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,Leicestershire,E10000018,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000004,East Midlands,925,Lincolnshire,E10000019,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000004,East Midlands,928,Northamptonshire,E10000021,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000004,East Midlands,892,Nottingham,E06000018,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000004,East Midlands,891,Nottinghamshire,E10000024,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000004,East Midlands,857,Rutland,E06000017,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,330,Birmingham,E08000025,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,331,Coventry,E08000026,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,332,Dudley,E08000027,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,884,"Herefordshire, County of",E06000019,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,333,Sandwell,E08000028,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,893,Shropshire,E06000051,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,334,Solihull,E08000029,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,860,Staffordshire,E10000028,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,861,Stoke-on-Trent,E06000021,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,894,Telford and Wrekin,E06000020,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,335,Walsall,E08000030,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,937,Warwickshire,E10000031,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,336,Wolverhampton,E08000031,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,885,Worcestershire,E10000034,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,822,Bedford,E06000055,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,873,Cambridgeshire,E10000003,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,823,Central Bedfordshire,E06000056,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,881,Essex,E10000012,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,919,Hertfordshire,E10000015,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,821,Luton,E06000032,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,926,Norfolk,E10000020,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,874,Peterborough,E06000031,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,882,Southend-on-Sea,E06000033,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,935,Suffolk,E10000029,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,883,Thurrock,E06000034,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000008,South East,867,Bracknell Forest,E06000036,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000008,South East,846,Brighton and Hove,E06000043,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000008,South East,825,Buckinghamshire,E06000060,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000008,South East,845,East Sussex,E10000011,CLA 12 months at 31 March,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
