time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,social_care_group,version,t_read_eligible_pupils,t_read_met_expected_standard,pt_read_met_expected_standard,t_writta_eligible_pupils,t_writta_met_expected_standard,pt_writta_met_expected_standard,t_mat_eligible_pupils,t_mat_met_expected_standard,pt_mat_met_expected_standard,t_rwm_eligible_pupils,t_rwm_met_expected_standard,pt_rwm_met_expected_standard,t_gps_eligible_pupils,t_gps_met_expected_standard,pt_gps_met_expected_standard,t_scita_eligible_pupils,t_scita_met_expected_standard,pt_scita_met_expected_standard,t_read_progress_eligible_pupils,t_read_progress_score,avg_read_progress_score,avg_read_progress_score_lower_CI,avg_read_progress_score_upper_CI,t_writta_progress_eligible_pupils,t_writta_progress_score,avg_writta_progress_score,avg_writta_progress_score_lower_CI,avg_writta_progress_score_upper_CI,t_mat_progress_eligible_pupils,t_mat_progress_score,avg_mat_progress_score,avg_mat_progress_score_lower_CI,avg_mat_progress_score_upper_CI
201617,Academic year,Regional,E92000001,England,E12000009,South West,,,,CINO at 31 March,Revised,1030,420,40,1020,420,41,1030,410,40,1020,270,26,1030,430,42,1020,500,49,940,-1796.98,-1.92,-2.32,-1.52,960,-2272.57,-2.36,-2.74,-1.98,940,-2514.05,-2.68,-3.04,-2.32
201617,Academic year,Regional,E92000001,England,E13000001,Inner London,,,,CINO at 31 March,Revised,900,470,52,900,490,55,900,500,55,900,380,43,900,510,57,900,540,60,790,-299.1,-0.38,-0.81,0.06,800,-280.95,-0.35,-0.77,0.07,790,-306.94,-0.39,-0.78,k
201617,Academic year,Regional,E92000001,England,E13000002,Outer London,,,,CINO at 31 March,Revised,1090,530,48,1090,530,49,1090,530,48,1090,390,36,1090,570,52,1090,610,56,980,-762.15,-0.78,-1.17,-0.39,1000,-952.79,-0.96,-1.33,-0.58,980,-1123.96,-1.15,-1.5,-0.79
201617,Academic year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,CINO at 31 March,Revised,127,59,46,127,59,46,127,58,46,127,44,35,127,61,48,127,67,53,125,-123.31,-0.99,-2.08,0.11,127,-124.1,-0.98,-2.03,0.07,125,-72.76,-0.58,-1.57,0.4
201617,Academic year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,CINO at 31 March,Revised,27,14,52,27,14,52,27,18,67,27,11,41,27,14,52,27,19,70,27,-37.05,-1.37,-3.72,0.98,27,9.12,0.34,-1.94,2.62,27,9.69,0.36,-1.76,2.48
201617,Academic year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,CINO at 31 March,Revised,58,32,55,58,34,59,58,35,60,58,26,45,58,34,59,57,33,58,54,-38.47,-0.71,-2.37,0.95,54,32.07,0.59,-1.02,2.21,54,-24.62,-0.46,-1.96,1.05
201617,Academic year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,CINO at 31 March,Revised,49,24,49,49,28,57,49,30,61,49,20,41,49,29,59,49,30,61,46,-64.33,-1.4,-3.2,0.4,47,46.78,1,-0.73,2.72,46,-29.97,-0.65,-2.28,0.97
201617,Academic year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,CINO at 31 March,Revised,61,21,34,61,29,48,61,29,48,61,18,30,61,25,41,61,27,44,59,-137.57,-2.33,-3.92,-0.74,60,-86.1,-1.44,-2.96,0.09,59,-89.88,-1.52,-2.96,-0.09
201617,Academic year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,CINO at 31 March,Revised,69,32,46,69,36,52,69,31,45,69,23,33,69,38,55,69,35,51,64,-97.91,-1.53,-3.06,k,64,-79.07,-1.24,-2.72,0.25,64,-73.83,-1.15,-2.53,0.23
201617,Academic year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,CINO at 31 March,Revised,53,24,45,53,24,45,52,20,38,52,15,29,53,24,45,53,26,49,48,33.05,0.69,-1.07,2.45,50,1.44,0.03,-1.65,1.7,49,-53.67,-1.1,-2.67,0.48
201617,Academic year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,CINO at 31 March,Revised,112,42,38,111,50,45,112,41,37,111,30,27,112,48,43,111,51,46,105,-250.48,-2.39,-3.58,-1.19,107,-359.38,-3.36,-4.5,-2.21,104,-345.25,-3.32,-4.4,-2.24
201617,Academic year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,CINO at 31 March,Revised,48,22,46,48,24,50,48,24,50,48,19,40,48,28,58,48,28,58,47,-22.37,-0.48,-2.26,1.3,48,-15.85,-0.33,-2.04,1.38,47,35.31,0.75,-0.86,2.36
201617,Academic year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,CINO at 31 March,Revised,32,15,47,32,19,59,32,17,53,32,14,44,32,17,53,32,17,53,32,-45.95,-1.44,-3.59,0.72,32,24.55,0.77,-1.33,2.86,31,-26.33,-0.85,-2.83,1.13
201617,Academic year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,CINO at 31 March,Revised,53,24,45,53,30,57,53,30,57,53,22,42,53,33,62,53,28,53,51,-9.18,-0.18,-1.89,1.53,52,17.47,0.34,-1.31,1.98,51,18.84,0.37,-1.18,1.91
201617,Academic year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,CINO at 31 March,Revised,92,44,48,92,50,54,92,51,55,92,35,38,92,53,58,92,55,60,89,119.34,1.34,0.05,2.63,91,60.35,0.66,-0.58,1.91,89,114.18,1.28,0.11,2.45
201617,Academic year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,CINO at 31 March,Revised,35,17,49,35,15,43,35,19,54,35,11,31,35,20,57,35,16,46,31,-91.64,-2.96,-5.15,-0.76,31,-76.16,-2.46,-4.58,-0.33,31,-70.49,-2.27,-4.26,-0.29
201617,Academic year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,CINO at 31 March,Revised,44,17,39,44,20,45,44,18,41,44,13,30,44,19,43,44,19,43,41,-37.62,-0.92,-2.82,0.99,41,9.11,0.22,-1.63,2.07,41,5.68,0.14,-1.58,1.86
201617,Academic year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,CINO at 31 March,Revised,61,24,39,61,31,51,61,36,59,61,18,30,61,34,56,61,37,61,56,-97.28,-1.74,-3.37,-0.11,57,-47.09,-0.83,-2.4,0.74,56,57.9,1.03,-0.44,2.51
201617,Academic year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,CINO at 31 March,Revised,35,15,43,35,14,40,35,16,46,35,11,31,35,17,49,35,14,40,31,-6.74,-0.22,-2.41,1.97,32,-65.18,-2.04,-4.13,0.06,31,0.89,0.03,-1.95,2.01
201617,Academic year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,CINO at 31 March,Revised,55,22,40,55,19,35,55,20,36,55,14,25,55,27,49,55,29,53,48,-71.04,-1.48,-3.24,0.28,49,-129.66,-2.65,-4.34,-0.95,49,-135.54,-2.77,-4.34,-1.19
201617,Academic year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,CINO at 31 March,Revised,79,35,44,79,32,41,79,33,42,79,20,25,79,43,54,79,38,48,72,-32.11,-0.45,-1.88,0.99,75,-215.69,-2.88,-4.24,-1.51,75,-137.29,-1.83,-3.1,-0.56
201617,Academic year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,CINO at 31 March,Revised,84,35,42,84,35,42,84,33,39,84,21,25,84,40,48,83,41,49,73,-107.93,-1.48,-2.91,-0.05,74,-82.71,-1.12,-2.49,0.26,72,-157.15,-2.18,-3.48,-0.88
201617,Academic year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,CINO at 31 March,Revised,35,20,57,35,17,49,35,19,54,35,15,43,35,22,63,35,18,51,35,14.34,0.41,-1.65,2.47,35,-56.89,-1.63,-3.63,0.38,35,-37.36,-1.07,-2.93,0.8
201617,Academic year,Local authority,E92000001,England,E12000002,North West,340,Knowsley,E08000011,CINO at 31 March,Revised,41,16,39,41,17,41,41,21,51,41,13,32,41,20,49,41,19,46,38,-98.87,-2.6,-4.58,-0.62,39,-69.99,-1.79,-3.69,0.1,38,-37.79,-0.99,-2.78,0.79
201617,Academic year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,CINO at 31 March,Revised,213,84,39,213,93,44,212,82,39,212,54,25,213,94,44,213,102,48,200,-428.22,-2.14,-3,-1.28,201,-376.82,-1.87,-2.71,-1.04,197,-479.69,-2.43,-3.22,-1.65
201617,Academic year,Local authority,E92000001,England,E12000002,North West,341,Liverpool,E08000012,CINO at 31 March,Revised,74,28,38,74,29,39,74,31,42,74,20,27,74,27,36,74,30,41,69,-112.82,-1.64,-3.1,-0.17,70,-121.8,-1.74,-3.16,-0.32,68,-150.98,-2.22,-3.56,-0.88
201617,Academic year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,CINO at 31 March,Revised,123,59,48,123,63,51,123,60,49,123,42,34,123,71,58,123,69,56,110,-125.43,-1.14,-2.3,0.02,111,-132.66,-1.2,-2.32,-0.07,109,-171.1,-1.57,-2.63,-0.51
201617,Academic year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,CINO at 31 March,Revised,95,40,42,95,47,49,95,49,52,95,30,32,95,49,52,95,49,52,88,-146.94,-1.67,-2.97,-0.37,90,-112.38,-1.25,-2.5,k,88,-77.1,-0.88,-2.05,0.3
201617,Academic year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,CINO at 31 March,Revised,56,20,36,56,25,45,56,24,43,56,16,29,56,26,46,56,26,46,54,-139.98,-2.59,-4.25,-0.93,55,-61.21,-1.11,-2.71,0.48,54,-164.08,-3.04,-4.54,-1.54
201617,Academic year,Local authority,E92000001,England,E12000002,North West,355,Salford,E08000006,CINO at 31 March,Revised,74,25,34,74,31,42,74,37,50,74,19,26,74,31,42,74,41,55,71,-152.32,-2.15,-3.59,-0.7,72,-137.37,-1.91,-3.3,-0.51,70,-54.33,-0.78,-2.09,0.54
201617,Academic year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,CINO at 31 March,Revised,52,25,48,52,26,50,52,27,52,52,19,37,52,29,56,52,30,58,43,1.68,0.04,-1.82,1.9,43,-61.8,-1.44,-3.24,0.37,43,35,0.81,-0.87,2.5
201617,Academic year,Local authority,E92000001,England,E12000002,North West,342,St. Helens,E08000013,CINO at 31 March,Revised,52,17,33,52,22,42,52,18,35,52,13,25,52,23,44,52,23,44,46,-159.25,-3.46,-5.26,-1.66,48,-59.5,-1.24,-2.95,0.47,45,-124.15,-2.76,-4.4,-1.11
201617,Academic year,Local authority,E92000001,England,E12000002,North West,356,Stockport,E08000007,CINO at 31 March,Revised,48,18,38,48,18,38,48,17,35,48,9,19,48,17,35,48,23,48,45,-117.96,-2.62,-4.44,-0.8,46,-190.61,-4.14,-5.89,-2.4,44,-151.16,-3.44,-5.1,-1.77
201617,Academic year,Local authority,E92000001,England,E12000002,North West,357,Tameside,E08000008,CINO at 31 March,Revised,95,50,53,95,54,57,95,51,54,95,37,39,95,53,56,95,58,61,86,-201.28,-2.34,-3.66,-1.02,87,-129.69,-1.49,-2.76,-0.22,86,-178.41,-2.07,-3.26,-0.89
201617,Academic year,Local authority,E92000001,England,E12000002,North West,358,Trafford,E08000009,CINO at 31 March,Revised,40,19,48,40,15,38,40,15,38,40,13,33,40,20,50,40,18,45,39,-82.83,-2.12,-4.08,-0.17,39,-176.22,-4.52,-6.42,-2.62,39,-103.16,-2.65,-4.41,-0.88
201617,Academic year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,CINO at 31 March,Revised,31,15,48,31,16,52,31,17,55,31,11,35,31,18,58,31,18,58,31,-16.1,-0.52,-2.71,1.67,31,10.92,0.35,-1.78,2.48,30,20.89,0.7,-1.32,2.71
201617,Academic year,Local authority,E92000001,England,E12000002,North West,359,Wigan,E08000010,CINO at 31 March,Revised,72,35,49,72,37,51,72,34,47,72,22,31,72,36,50,72,40,56,66,-86.42,-1.31,-2.81,0.19,67,-6.43,-0.1,-1.54,1.35,67,-31.45,-0.47,-1.82,0.88
201617,Academic year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,CINO at 31 March,Revised,73,31,42,73,32,44,73,29,40,73,24,33,73,37,51,73,36,49,67,-72.95,-1.09,-2.58,0.4,69,-160.38,-2.32,-3.75,-0.9,66,-80.18,-1.21,-2.57,0.14
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,CINO at 31 March,Revised,46,13,28,46,16,35,46,14,30,46,10,22,46,20,43,46,18,39,37,-145.08,-3.92,-5.93,-1.91,44,-126.13,-2.87,-4.65,-1.08,37,-120.62,-3.26,-5.07,-1.45
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,Bradford,E08000032,CINO at 31 March,Revised,99,35,35,99,40,40,99,44,44,99,28,28,99,43,43,99,47,47,84,-104.12,-1.24,-2.57,0.09,85,12.56,0.15,-1.14,1.43,84,8.53,0.1,-1.1,1.31
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,Calderdale,E08000033,CINO at 31 March,Revised,39,14,36,39,15,38,40,20,50,39,10,26,39,16,41,40,15,38,36,-25.74,-0.72,-2.75,1.32,36,-117.6,-3.27,-5.24,-1.29,36,-23.74,-0.66,-2.5,1.18
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,CINO at 31 March,Revised,71,28,39,71,38,54,71,37,52,71,23,32,71,38,54,71,41,58,66,-263.08,-3.99,-5.49,-2.48,65,-109.75,-1.69,-3.16,-0.22,66,-156,-2.36,-3.72,-1.01
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,CINO at 31 March,Revised,66,28,42,65,31,48,66,26,39,65,19,29,66,29,44,65,29,45,60,-22.01,-0.37,-1.94,1.21,61,-20.92,-0.34,-1.86,1.17,61,-151.35,-2.48,-3.89,-1.07
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,CINO at 31 March,Revised,112,59,53,112,63,56,112,66,59,112,50,45,112,63,56,112,67,60,108,-16.47,-0.15,-1.33,1.02,108,-31.48,-0.29,-1.43,0.85,108,16.84,0.16,-0.91,1.22
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,Kirklees,E08000034,CINO at 31 March,Revised,110,31,28,110,46,42,110,42,38,110,20,18,110,41,37,110,41,37,102,-376.07,-3.69,-4.9,-2.48,102,-253.68,-2.49,-3.66,-1.31,102,-275.44,-2.7,-3.79,-1.61
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,Leeds,E08000035,CINO at 31 March,Revised,204,78,38,204,84,41,204,79,39,204,49,24,204,96,47,204,102,50,192,-379.3,-1.98,-2.86,-1.09,197,-409.02,-2.08,-2.92,-1.23,192,-392.69,-2.05,-2.84,-1.25
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,CINO at 31 March,Revised,74,26,35,74,32,43,74,29,39,74,21,28,74,31,42,74,38,51,72,-271.38,-3.77,-5.21,-2.33,71,-79.34,-1.12,-2.52,0.29,72,-174.91,-2.43,-3.73,-1.13
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,CINO at 31 March,Revised,31,14,45,31,14,45,31,16,52,31,11,35,31,15,48,31,15,48,30,-58.31,-1.94,-4.17,0.28,30,-12.32,-0.41,-2.57,1.75,31,-38.37,-1.24,-3.22,0.74
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,North Yorkshire,E10000023,CINO at 31 March,Revised,70,22,31,70,27,39,70,26,37,70,15,21,70,25,36,70,37,53,65,-260.03,-4,-5.51,-2.49,65,-176.87,-2.72,-4.19,-1.25,65,-199.27,-3.07,-4.43,-1.7
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,CINO at 31 March,Revised,60,26,43,60,33,55,60,32,53,60,21,35,60,33,55,60,36,60,54,-78.88,-1.46,-3.12,0.2,54,-23.06,-0.43,-2.04,1.19,54,-22.57,-0.42,-1.92,1.08
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,CINO at 31 March,Revised,146,48,33,145,64,44,146,53,36,145,35,24,146,51,35,145,59,41,137,-294.82,-2.15,-3.19,-1.11,136,-51.96,-0.38,-1.4,0.63,136,-283.6,-2.09,-3.03,-1.14
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,Wakefield,E08000036,CINO at 31 March,Revised,72,25,35,72,35,49,72,32,44,72,18,25,72,29,40,72,40,56,71,-253.39,-3.57,-5.02,-2.12,71,-120.71,-1.7,-3.11,-0.29,71,-179.54,-2.53,-3.84,-1.22
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,CINO at 31 March,Revised,38,15,39,38,13,34,38,14,37,38,10,26,38,15,39,38,18,47,35,-71.03,-2.03,-4.09,0.03,35,-142.47,-4.07,-6.07,-2.07,35,-64.37,-1.84,-3.7,0.03
201617,Academic year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,CINO at 31 March,Revised,94,34,36,94,52,55,94,43,46,94,25,27,94,48,51,94,59,63,87,-201.09,-2.31,-3.62,-1,88,-78.32,-0.89,-2.15,0.37,87,-147.23,-1.69,-2.87,-0.51
201617,Academic year,Local authority,E92000001,England,E12000004,East Midlands,830,Derbyshire,E10000007,CINO at 31 March,Revised,186,74,40,186,71,38,186,76,41,186,55,30,186,71,38,186,80,43,148,-526.79,-3.56,-4.56,-2.56,156,-530.15,-3.4,-4.35,-2.45,149,-515.26,-3.46,-4.36,-2.55
201617,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,CINO at 31 March,Revised,49,26,53,49,24,49,49,29,59,49,16,33,49,28,57,49,32,65,45,-93.5,-2.08,-3.9,-0.26,45,-184.39,-4.1,-5.86,-2.33,45,-45.67,-1.01,-2.66,0.63
201617,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,Leicestershire,E10000018,CINO at 31 March,Revised,80,29,36,80,31,39,80,35,44,80,25,31,80,33,41,80,36,45,78,-249.18,-3.19,-4.58,-1.81,80,-249.25,-3.12,-4.44,-1.79,79,-213.44,-2.7,-3.94,-1.46
201617,Academic year,Local authority,E92000001,England,E12000004,East Midlands,925,Lincolnshire,E10000019,CINO at 31 March,Revised,140,64,46,139,68,49,140,63,45,139,45,32,140,76,54,139,80,58,121,-223.87,-1.85,-2.96,-0.74,124,-178.49,-1.44,-2.5,-0.38,120,-206.65,-1.72,-2.73,-0.72
201617,Academic year,Local authority,E92000001,England,E12000004,East Midlands,928,Northamptonshire,E10000021,CINO at 31 March,Revised,141,46,33,141,48,34,141,48,34,141,27,19,141,49,35,141,54,38,131,-391.8,-2.99,-4.06,-1.92,134,-402.84,-3.01,-4.03,-1.98,131,-370.19,-2.83,-3.79,-1.86
201617,Academic year,Local authority,E92000001,England,E12000004,East Midlands,892,Nottingham,E06000018,CINO at 31 March,Revised,93,41,44,93,33,35,93,39,42,93,29,31,93,41,44,93,41,44,79,20.39,0.26,-1.12,1.63,81,-135.79,-1.68,-2.99,-0.36,79,-70.5,-0.89,-2.13,0.35
201617,Academic year,Local authority,E92000001,England,E12000004,East Midlands,891,Nottinghamshire,E10000024,CINO at 31 March,Revised,124,56,45,124,63,51,124,61,49,124,40,32,124,59,48,124,76,61,115,-257.48,-2.24,-3.38,-1.1,116,-148.41,-1.28,-2.38,-0.18,115,-265.52,-2.31,-3.34,-1.28
201617,Academic year,Local authority,E92000001,England,E12000004,East Midlands,857,Rutland,E06000017,CINO at 31 March,Revised,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,330,Birmingham,E08000025,CINO at 31 March,Revised,221,77,35,221,87,39,221,89,40,221,60,27,221,98,44,221,92,42,191,-560.52,-2.93,-3.82,-2.05,199,-533.81,-2.68,-3.52,-1.84,191,-488.93,-2.56,-3.36,-1.76
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,331,Coventry,E08000026,CINO at 31 March,Revised,112,45,40,111,50,45,112,51,46,111,34,31,112,54,48,111,58,52,101,-249.88,-2.47,-3.69,-1.26,103,-152.45,-1.48,-2.65,-0.31,101,-230.04,-2.28,-3.38,-1.18
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,332,Dudley,E08000027,CINO at 31 March,Revised,65,20,31,65,21,32,65,22,34,65,13,20,65,23,35,65,26,40,60,-175.66,-2.93,-4.5,-1.35,61,-196.72,-3.22,-4.74,-1.71,60,-184.39,-3.07,-4.5,-1.65
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,884,"Herefordshire, County of",E06000019,CINO at 31 March,Revised,21,11,52,21,11,52,21,11,52,21,7,33,20,9,45,21,13,62,19,1.64,0.09,-2.71,2.89,19,2.57,0.14,-2.58,2.85,19,-30.28,-1.59,-4.12,0.94
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,333,Sandwell,E08000028,CINO at 31 March,Revised,59,26,44,59,30,51,59,24,41,59,21,36,59,26,44,59,30,51,56,-98.58,-1.76,-3.39,-0.13,57,-87.4,-1.53,-3.1,0.04,56,-67.68,-1.21,-2.68,0.27
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,893,Shropshire,E06000051,CINO at 31 March,Revised,26,c,c,26,c,c,26,6,23,26,c,c,26,c,c,26,6,23,22,-54.87,-2.49,-5.1,0.11,23,-115.46,-5.02,-7.49,-2.55,22,-87.66,-3.98,-6.34,-1.63
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,334,Solihull,E08000029,CINO at 31 March,Revised,37,14,38,37,20,54,37,20,54,37,12,32,37,18,49,37,20,54,35,-74.62,-2.13,-4.2,-0.07,35,-38.27,-1.09,-3.1,0.91,35,-29.43,-0.84,-2.71,1.02
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,860,Staffordshire,E10000028,CINO at 31 March,Revised,186,88,47,185,92,50,186,87,47,185,61,33,186,88,47,185,105,57,176,-201.09,-1.14,-2.06,-0.22,178,-164.95,-0.93,-1.81,-0.04,175,-350.43,-2,-2.84,-1.17
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,861,Stoke-on-Trent,E06000021,CINO at 31 March,Revised,111,46,41,111,52,47,111,51,46,111,31,28,111,49,44,111,56,50,104,-197.3,-1.9,-3.09,-0.7,104,-140.95,-1.36,-2.52,-0.19,104,-189.62,-1.82,-2.9,-0.74
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,894,Telford and Wrekin,E06000020,CINO at 31 March,Revised,18,6,33,18,7,39,18,c,c,18,c,c,18,7,39,18,9,50,16,-42.15,-2.63,-5.69,0.42,17,-32.22,-1.9,-4.77,0.98,17,-40.34,-2.37,-5.05,0.3
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,335,Walsall,E08000030,CINO at 31 March,Revised,77,29,38,76,33,43,77,31,40,76,24,32,77,36,47,76,37,49,66,-297.61,-4.51,-6.01,-3.01,66,-244.48,-3.7,-5.16,-2.25,66,-282.31,-4.28,-5.64,-2.92
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,937,Warwickshire,E10000031,CINO at 31 March,Revised,105,32,30,105,38,36,105,37,35,105,25,24,105,33,31,105,43,41,97,-334.01,-3.44,-4.68,-2.2,101,-338.65,-3.35,-4.53,-2.17,97,-397.05,-4.09,-5.21,-2.97
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,336,Wolverhampton,E08000031,CINO at 31 March,Revised,99,50,51,99,56,57,99,57,58,99,40,40,99,60,61,99,61,62,88,-38.15,-0.43,-1.73,0.87,88,-7.48,-0.09,-1.35,1.18,88,11.21,0.13,-1.05,1.3
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,885,Worcestershire,E10000034,CINO at 31 March,Revised,136,48,35,136,48,35,136,49,36,136,33,24,136,45,33,136,60,44,123,-497.17,-4.04,-5.14,-2.94,126,-651.86,-5.17,-6.23,-4.12,123,-465.86,-3.79,-4.78,-2.79
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,822,Bedford,E06000055,CINO at 31 March,Revised,32,11,34,32,10,31,32,9,28,32,8,25,32,8,25,32,12,38,28,-136.95,-4.89,-7.2,-2.58,30,-140.05,-4.67,-6.83,-2.51,29,-154.03,-5.31,-7.36,-3.26
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,873,Cambridgeshire,E10000003,CINO at 31 March,Revised,88,33,38,87,34,39,88,28,32,87,23,26,87,32,37,88,32,36,77,-110.67,-1.44,-2.83,-0.05,79,-154.45,-1.96,-3.29,-0.62,75,-240.66,-3.21,-4.48,-1.94
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,823,Central Bedfordshire,E06000056,CINO at 31 March,Revised,45,12,27,45,11,24,45,12,27,45,6,13,45,12,27,45,17,38,38,-126.98,-3.34,-5.32,-1.36,38,-245.21,-6.45,-8.37,-4.53,38,-173.42,-4.56,-6.35,-2.77
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,881,Essex,E10000012,CINO at 31 March,Revised,234,95,41,233,93,40,234,89,38,233,61,26,233,99,42,234,107,46,205,-446.32,-2.18,-3.03,-1.32,217,-477.81,-2.2,-3.01,-1.4,206,-600.41,-2.91,-3.68,-2.15
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,919,Hertfordshire,E10000015,CINO at 31 March,Revised,153,63,41,152,59,39,153,57,37,152,43,28,153,60,39,152,64,42,135,-161.37,-1.2,-2.25,-0.14,142,-258.12,-1.82,-2.81,-0.82,133,-266.53,-2,-2.96,-1.05
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,821,Luton,E06000032,CINO at 31 March,Revised,61,23,38,61,25,41,61,24,39,61,17,28,61,31,51,61,28,46,58,-218.2,-3.76,-5.36,-2.16,58,-175.92,-3.03,-4.59,-1.48,58,-205.09,-3.54,-4.98,-2.09
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,926,Norfolk,E10000020,CINO at 31 March,Revised,148,62,42,147,68,46,147,58,39,147,42,29,147,63,43,148,78,53,139,-239.14,-1.72,-2.76,-0.69,138,-233.56,-1.69,-2.7,-0.68,138,-374.26,-2.71,-3.65,-1.77
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,874,Peterborough,E06000031,CINO at 31 March,Revised,40,15,38,40,20,50,40,19,48,40,12,30,40,19,48,40,23,57,36,-132.95,-3.69,-5.73,-1.66,37,-115.47,-3.12,-5.07,-1.17,36,-85.42,-2.37,-4.21,-0.53
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,882,Southend-on-Sea,E06000033,CINO at 31 March,Revised,40,17,43,40,21,53,40,20,50,40,13,33,40,19,48,40,23,57,38,-116.9,-3.08,-5.06,-1.1,36,-20.98,-0.58,-2.56,1.39,38,-76.98,-2.03,-3.82,-0.24
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,935,Suffolk,E10000029,CINO at 31 March,Revised,102,39,38,102,39,38,103,37,36,102,23,23,102,35,34,103,41,40,95,-248.52,-2.62,-3.87,-1.36,98,-330.39,-3.37,-4.57,-2.17,95,-286.52,-3.02,-4.15,-1.88
