time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,social_care_group,version,t_pupils,t_att8,avg_att8,t_l2basics_95,pt_l2basics_95,t_l2basics_94,pt_l2basics_94,t_ebacc_e_ptq_ee,pt_ebacc_e_ptq_ee,t_ebaccaps,avg_ebaccaps,t_inp8calc,t_p8score,avg_p8score,p8score_CI_low,p8score_CI_upp
201819,Academic year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,CINO at 31 March,Revised,43,650.25,15.1,c,c,c,c,c,c,c,c,40,-82.181,-2.05,-2.45,-1.66
201819,Academic year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,CINO at 31 March,Revised,74,1192.5,16.1,c,c,12,16.2,6,8.1,98.86,1.34,65,-101.35,-1.56,-1.87,-1.25
201819,Academic year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,CINO at 31 March,Revised,34,640.5,18.8,c,c,c,c,c,c,c,c,33,-41.016,-1.24,-1.68,-0.81
201819,Academic year,Local authority,E92000001,England,E12000002,North West,340,Knowsley,E08000011,CINO at 31 March,Revised,32,421.5,13.2,c,c,c,c,c,c,c,c,31,-70.199,-2.26,-2.72,-1.81
201819,Academic year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,CINO at 31 March,Revised,275,5158.25,18.8,27,9.8,56,20.4,17,6.2,411.43,1.5,250,-339.544,-1.36,-1.52,-1.2
201819,Academic year,Local authority,E92000001,England,E12000002,North West,341,Liverpool,E08000012,CINO at 31 March,Revised,77,1625,21.1,12,15.6,19,24.7,14,18.2,131.66,1.71,72,-107.708,-1.5,-1.79,-1.2
201819,Academic year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,CINO at 31 March,Revised,116,1483.75,12.8,c,c,8,6.9,7,6,109.19,0.94,101,-203.716,-2.02,-2.27,-1.77
201819,Academic year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,CINO at 31 March,Revised,94,1765.75,18.8,8,8.5,15,16,6,6.4,137.85,1.47,90,-144,-1.6,-1.86,-1.34
201819,Academic year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,CINO at 31 March,Revised,89,1579.75,17.8,6,6.7,14,15.7,10,11.2,128.18,1.44,84,-149.297,-1.78,-2.05,-1.5
201819,Academic year,Local authority,E92000001,England,E12000002,North West,355,Salford,E08000006,CINO at 31 March,Revised,73,1144.25,15.7,c,c,11,15.1,6,8.2,92.66,1.27,67,-135.689,-2.03,-2.33,-1.72
201819,Academic year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,CINO at 31 March,Revised,70,1343,19.2,c,c,9,12.9,c,c,c,c,66,-105.964,-1.61,-1.91,-1.3
201819,Academic year,Local authority,E92000001,England,E12000002,North West,342,St. Helens,E08000013,CINO at 31 March,Revised,55,631,11.5,c,c,c,c,c,c,c,c,54,-109.033,-2.02,-2.36,-1.68
201819,Academic year,Local authority,E92000001,England,E12000002,North West,356,Stockport,E08000007,CINO at 31 March,Revised,84,1610.25,19.2,11,13.1,18,21.4,13,15.5,131.36,1.56,76,-122.338,-1.61,-1.9,-1.32
201819,Academic year,Local authority,E92000001,England,E12000002,North West,357,Tameside,E08000008,CINO at 31 March,Revised,70,1530.5,21.9,12,17.1,21,30,6,8.6,121.5,1.74,67,-110.022,-1.64,-1.95,-1.34
201819,Academic year,Local authority,E92000001,England,E12000002,North West,358,Trafford,E08000009,CINO at 31 March,Revised,54,1200,22.2,9,16.7,17,31.5,7,13,97.32,1.8,50,-79.003,-1.58,-1.94,-1.22
201819,Academic year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,CINO at 31 March,Revised,36,786.25,21.8,6,16.7,7,19.4,c,c,c,c,33,-51.533,-1.56,-2,-1.12
201819,Academic year,Local authority,E92000001,England,E12000002,North West,359,Wigan,E08000010,CINO at 31 March,Revised,58,1053.25,18.2,c,c,9,15.5,c,c,c,c,56,-93.949,-1.68,-2.01,-1.34
201819,Academic year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,CINO at 31 March,Revised,57,832.5,14.6,c,c,7,12.3,c,c,c,c,53,-84.66,-1.6,-1.94,-1.25
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,CINO at 31 March,Revised,51,931.25,18.3,c,c,9,17.6,7,13.7,74.51,1.46,40,-48.431,-1.21,-1.61,-0.81
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,Bradford,E08000032,CINO at 31 March,Revised,172,3155.25,18.3,17,9.9,30,17.4,19,11,250.2,1.45,158,-204.14,-1.29,-1.49,-1.09
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,Calderdale,E08000033,CINO at 31 March,Revised,40,824.75,20.6,c,c,c,c,c,c,c,c,35,-43.083,-1.23,-1.66,-0.81
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,CINO at 31 March,Revised,73,1811.75,24.8,12,16.4,22,30.1,7,9.6,143.83,1.97,67,-81.589,-1.22,-1.52,-0.91
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,CINO at 31 March,Revised,42,939.5,22.4,7,16.7,10,23.8,c,c,c,c,39,-39.157,-1,-1.41,-0.6
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,CINO at 31 March,Revised,103,1695.5,16.5,c,c,12,11.7,11,10.7,130.67,1.27,92,-138.128,-1.5,-1.76,-1.24
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,Kirklees,E08000034,CINO at 31 March,Revised,77,1561.5,20.3,c,c,12,15.6,c,c,c,c,68,-97.033,-1.43,-1.73,-1.12
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,Leeds,E08000035,CINO at 31 March,Revised,169,3659.75,21.7,21,12.4,33,19.5,22,13,294.84,1.74,158,-208.82,-1.32,-1.52,-1.12
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,CINO at 31 March,Revised,58,839.75,14.5,c,c,8,13.8,c,c,c,c,49,-87.486,-1.79,-2.14,-1.43
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,CINO at 31 March,Revised,34,730.75,21.5,6,17.6,9,26.5,c,c,c,c,29,-38.36,-1.32,-1.79,-0.86
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,North Yorkshire,E10000023,CINO at 31 March,Revised,86,1140.5,13.3,c,c,12,14,6,7,94.83,1.1,76,-123.197,-1.62,-1.91,-1.33
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,CINO at 31 March,Revised,55,1165.5,21.2,c,c,10,18.2,c,c,c,c,51,-73.613,-1.44,-1.8,-1.09
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,CINO at 31 March,Revised,122,1927.75,15.8,11,9,24,19.7,13,10.7,154.84,1.27,107,-165.851,-1.55,-1.79,-1.31
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,Wakefield,E08000036,CINO at 31 March,Revised,84,1252.5,14.9,c,c,10,11.9,6,7.1,103.7,1.23,81,-135.415,-1.67,-1.95,-1.39
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,CINO at 31 March,Revised,58,1196.75,20.6,c,c,10,17.2,9,15.5,94.7,1.63,55,-86.352,-1.57,-1.91,-1.23
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,CINO at 31 March,Revised,86,1604.25,18.7,6,7,14,16.3,8,9.3,133.83,1.56,79,-114.64,-1.45,-1.73,-1.17
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,830,Derbyshire,E10000007,CINO at 31 March,Revised,203,4856,23.9,27,13.3,55,27.1,18,8.9,385.35,1.9,190,-224.131,-1.18,-1.36,-1
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,CINO at 31 March,Revised,38,729.25,19.2,c,c,7,18.4,c,c,c,c,34,-56.188,-1.65,-2.08,-1.22
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,Leicestershire,E10000018,CINO at 31 March,Revised,107,2189,20.5,7,6.5,26,24.3,12,11.2,173.87,1.62,104,-146.248,-1.41,-1.65,-1.16
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,925,Lincolnshire,E10000019,CINO at 31 March,Revised,104,1773.75,17.1,6,5.8,16,15.4,9,8.7,143.35,1.38,94,-139.665,-1.49,-1.75,-1.23
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,928,Northamptonshire,E10000021,CINO at 31 March,Revised,125,1786.25,14.3,c,c,23,18.4,10,8,143.2,1.15,109,-165.919,-1.52,-1.76,-1.28
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,892,Nottingham,E06000018,CINO at 31 March,Revised,80,1663.38,20.8,6,7.5,18,22.5,9,11.3,133.15,1.66,72,-99.343,-1.38,-1.68,-1.08
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,891,Nottinghamshire,E10000024,CINO at 31 March,Revised,135,3176.25,23.5,20,14.8,36,26.7,11,8.1,254.16,1.88,119,-159.457,-1.34,-1.57,-1.11
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,857,Rutland,E06000017,CINO at 31 March,Revised,9,245,27.2,c,c,c,c,0,0,c,c,8,-7.646,-0.96,-1.84,-0.07
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,330,Birmingham,E08000025,CINO at 31 March,Revised,210,3562,17,14,6.7,35,16.7,18,8.6,282.5,1.35,181,-275.077,-1.52,-1.71,-1.33
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,331,Coventry,E08000026,CINO at 31 March,Revised,114,2362.5,20.7,10,8.8,26,22.8,22,19.3,198.99,1.75,101,-121.384,-1.2,-1.45,-0.95
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,332,Dudley,E08000027,CINO at 31 March,Revised,71,1328.25,18.7,6,8.5,14,19.7,c,c,c,c,67,-98.229,-1.47,-1.77,-1.16
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,884,"Herefordshire, County of",E06000019,CINO at 31 March,Revised,35,354.25,10.1,c,c,c,c,c,c,c,c,32,-62.55,-1.95,-2.4,-1.51
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,333,Sandwell,E08000028,CINO at 31 March,Revised,104,2150.75,20.7,9,8.7,16,15.4,11,10.6,168.42,1.62,93,-134.333,-1.44,-1.71,-1.18
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,893,Shropshire,E06000051,CINO at 31 March,Revised,55,892.5,16.2,c,c,8,14.5,c,c,c,c,48,-87.042,-1.81,-2.18,-1.45
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,334,Solihull,E08000029,CINO at 31 March,Revised,37,660,17.8,c,c,c,c,c,c,c,c,30,-50.32,-1.68,-2.14,-1.22
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,860,Staffordshire,E10000028,CINO at 31 March,Revised,186,3589.5,19.3,16,8.6,38,20.4,16,8.6,283.31,1.52,167,-233.46,-1.4,-1.59,-1.2
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,861,Stoke-on-Trent,E06000021,CINO at 31 March,Revised,101,2071.5,20.5,13,12.9,23,22.8,11,10.9,155.81,1.54,88,-139.211,-1.58,-1.85,-1.31
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,894,Telford and Wrekin,E06000020,CINO at 31 March,Revised,34,345.5,10.2,c,c,c,c,c,c,c,c,32,-57.164,-1.79,-2.23,-1.34
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,335,Walsall,E08000030,CINO at 31 March,Revised,87,1753.25,20.2,8,9.2,23,26.4,11,12.6,141.15,1.62,73,-107.092,-1.47,-1.76,-1.17
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,937,Warwickshire,E10000031,CINO at 31 March,Revised,154,2598.5,16.9,10,6.5,27,17.5,8,5.2,210.37,1.37,132,-202.735,-1.54,-1.75,-1.32
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,336,Wolverhampton,E08000031,CINO at 31 March,Revised,55,1163.5,21.2,6,10.9,12,21.8,8,14.5,96.69,1.76,47,-56.412,-1.2,-1.57,-0.83
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,885,Worcestershire,E10000034,CINO at 31 March,Revised,116,1993.5,17.2,8,6.9,20,17.2,13,11.2,164.01,1.41,108,-156.704,-1.45,-1.69,-1.21
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,822,Bedford,E06000055,CINO at 31 March,Revised,39,410.25,10.5,c,c,c,c,c,c,c,c,34,-50.755,-1.49,-1.92,-1.06
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,873,Cambridgeshire,E10000003,CINO at 31 March,Revised,98,1507.5,15.4,8,8.2,12,12.2,6,6.1,125.17,1.28,83,-145.839,-1.76,-2.03,-1.48
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,823,Central Bedfordshire,E06000056,CINO at 31 March,Revised,61,1049.25,17.2,6,9.8,13,21.3,c,c,c,c,59,-107.344,-1.82,-2.15,-1.49
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,881,Essex,E10000012,CINO at 31 March,Revised,213,3143.25,14.8,19,8.9,31,14.6,17,8,252.97,1.19,179,-291.868,-1.63,-1.82,-1.44
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,919,Hertfordshire,E10000015,CINO at 31 March,Revised,139,1580.5,11.4,8,5.8,17,12.2,10,7.2,125.98,0.91,117,-187.361,-1.6,-1.83,-1.37
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,821,Luton,E06000032,CINO at 31 March,Revised,41,455.75,11.1,c,c,c,c,c,c,c,c,37,-63.147,-1.71,-2.12,-1.29
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,926,Norfolk,E10000020,CINO at 31 March,Revised,93,1239,13.3,6,6.5,13,14,c,c,c,c,72,-127.314,-1.77,-2.06,-1.47
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,874,Peterborough,E06000031,CINO at 31 March,Revised,45,510,11.3,c,c,c,c,c,c,c,c,37,-71.366,-1.93,-2.34,-1.52
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,882,Southend-on-Sea,E06000033,CINO at 31 March,Revised,47,723.25,15.4,c,c,11,23.4,c,c,c,c,45,-79.016,-1.76,-2.13,-1.38
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,935,Suffolk,E10000029,CINO at 31 March,Revised,70,1276.25,18.2,7,10,13,18.6,c,c,c,c,61,-87.014,-1.43,-1.75,-1.1
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,883,Thurrock,E06000034,CINO at 31 March,Revised,46,1039.75,22.6,6,13,12,26.1,c,c,c,c,42,-60.639,-1.44,-1.83,-1.06
201819,Academic year,Local authority,E92000001,England,E12000008,South East,867,Bracknell Forest,E06000036,CINO at 31 March,Revised,42,1028.25,24.5,c,c,10,23.8,c,c,c,c,40,-52.542,-1.31,-1.71,-0.92
201819,Academic year,Local authority,E92000001,England,E12000008,South East,846,Brighton and Hove,E06000043,CINO at 31 March,Revised,79,1567.75,19.8,7,8.9,15,19,11,13.9,123.81,1.57,70,-116.737,-1.67,-1.97,-1.37
201819,Academic year,Local authority,E92000001,England,E12000008,South East,825,Buckinghamshire,E06000060,CINO at 31 March,Revised,136,2854,21,22,16.2,30,22.1,10,7.4,230.88,1.7,119,-176.464,-1.48,-1.71,-1.25
201819,Academic year,Local authority,E92000001,England,E12000008,South East,845,East Sussex,E10000011,CINO at 31 March,Revised,84,1195,14.2,c,c,7,8.3,c,c,c,c,77,-137.62,-1.79,-2.07,-1.5
201819,Academic year,Local authority,E92000001,England,E12000008,South East,850,Hampshire,E10000014,CINO at 31 March,Revised,274,6363.75,23.2,38,13.9,69,25.2,30,10.9,526.52,1.92,251,-326.254,-1.3,-1.46,-1.14
201819,Academic year,Local authority,E92000001,England,E12000008,South East,921,Isle of Wight,E06000046,CINO at 31 March,Revised,38,741,19.5,c,c,7,18.4,c,c,c,c,35,-52.214,-1.49,-1.92,-1.07
201819,Academic year,Local authority,E92000001,England,E12000008,South East,886,Kent,E10000016,CINO at 31 March,Revised,281,5476,19.5,37,13.2,67,23.8,36,12.8,444.38,1.58,253,-377.701,-1.49,-1.65,-1.33
201819,Academic year,Local authority,E92000001,England,E12000008,South East,887,Medway,E06000035,CINO at 31 March,Revised,72,1267,17.6,6,8.3,14,19.4,6,8.3,97.84,1.36,63,-87.224,-1.38,-1.7,-1.07
201819,Academic year,Local authority,E92000001,England,E12000008,South East,826,Milton Keynes,E06000042,CINO at 31 March,Revised,72,1006,14,c,c,9,12.5,c,c,c,c,62,-110.351,-1.78,-2.1,-1.46
201819,Academic year,Local authority,E92000001,England,E12000008,South East,931,Oxfordshire,E10000025,CINO at 31 March,Revised,169,3131.75,18.5,14,8.3,24,14.2,18,10.7,257.36,1.52,142,-204.125,-1.44,-1.65,-1.23
201819,Academic year,Local authority,E92000001,England,E12000008,South East,851,Portsmouth,E06000044,CINO at 31 March,Revised,56,911.75,16.3,c,c,6,10.7,8,14.3,73.49,1.31,52,-100.529,-1.93,-2.28,-1.58
201819,Academic year,Local authority,E92000001,England,E12000008,South East,870,Reading,E06000038,CINO at 31 March,Revised,51,967.5,19,7,13.7,12,23.5,c,c,c,c,46,-86.182,-1.87,-2.24,-1.5
201819,Academic year,Local authority,E92000001,England,E12000008,South East,871,Slough,E06000039,CINO at 31 March,Revised,48,1282.25,26.7,9,18.8,16,33.3,6,12.5,103.18,2.15,45,-47.284,-1.05,-1.43,-0.68
201819,Academic year,Local authority,E92000001,England,E12000008,South East,852,Southampton,E06000045,CINO at 31 March,Revised,97,1755.25,18.1,10,10.3,16,16.5,10,10.3,143.42,1.48,90,-156.679,-1.74,-2.01,-1.48
201819,Academic year,Local authority,E92000001,England,E12000008,South East,936,Surrey,E10000030,CINO at 31 March,Revised,214,3715.75,17.4,22,10.3,41,19.2,23,10.7,305.85,1.43,179,-273.448,-1.53,-1.72,-1.34
201819,Academic year,Local authority,E92000001,England,E12000008,South East,869,West Berkshire,E06000037,CINO at 31 March,Revised,40,687.5,17.2,c,c,c,c,c,c,c,c,39,-70.983,-1.82,-2.22,-1.42
201819,Academic year,Local authority,E92000001,England,E12000008,South East,938,West Sussex,E10000032,CINO at 31 March,Revised,167,3479.25,20.8,14,8.4,36,21.6,19,11.4,288.04,1.72,150,-210.696,-1.4,-1.61,-1.2
201819,Academic year,Local authority,E92000001,England,E12000008,South East,868,Windsor and Maidenhead,E06000040,CINO at 31 March,Revised,24,710,29.6,c,c,9,37.5,c,c,c,c,20,-25.906,-1.3,-1.86,-0.73
201819,Academic year,Local authority,E92000001,England,E12000008,South East,872,Wokingham,E06000041,CINO at 31 March,Revised,44,683.75,15.5,c,c,7,15.9,c,c,c,c,40,-71.094,-1.78,-2.17,-1.38
201819,Academic year,Local authority,E92000001,England,E12000009,South West,800,Bath and North East Somerset,E06000022,CINO at 31 March,Revised,36,544.75,15.1,c,c,6,16.7,c,c,c,c,31,-52.161,-1.68,-2.13,-1.23
201819,Academic year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,CINO at 31 March,Revised,47,1067.25,22.7,10,21.3,15,31.9,c,c,c,c,34,-54.084,-1.59,-2.02,-1.16
201819,Academic year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,CINO at 31 March,Revised,84,1684,20,12,14.3,21,25,12,14.3,141.01,1.68,65,-85.147,-1.31,-1.62,-1
201819,Academic year,Local authority,E92000001,England,E12000009,South West,908,Cornwall,E06000052,CINO at 31 March,Revised,173,3454,20,15,8.7,34,19.7,12,6.9,283.47,1.64,155,-230.59,-1.49,-1.69,-1.29
201819,Academic year,Local authority,E92000001,England,E12000009,South West,878,Devon,E10000008,CINO at 31 March,Revised,175,3474.5,19.9,18,10.3,27,15.4,18,10.3,284.48,1.63,147,-191.194,-1.3,-1.51,-1.09
201819,Academic year,Local authority,E92000001,England,E12000009,South West,835,Dorset,E10000009,CINO at 31 March,Revised,80,1877.75,23.5,10,12.5,23,28.7,13,16.3,151.66,1.9,72,-97.304,-1.35,-1.65,-1.06
201819,Academic year,Local authority,E92000001,England,E12000009,South West,916,Gloucestershire,E10000013,CINO at 31 March,Revised,130,2832.5,21.8,8,6.2,30,23.1,8,6.2,231.01,1.78,118,-208.963,-1.77,-2,-1.54
201819,Academic year,Local authority,E92000001,England,E12000009,South West,420,Isles of Scilly,E06000053,CINO at 31 March,Revised,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,CINO at 31 March,Revised,23,c,c,c,c,c,c,0,0,25.34,1.1,20,-42.136,-2.11,-2.67,-1.54
201819,Academic year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,CINO at 31 March,Revised,59,1121,19,6,10.2,9,15.3,7,11.9,90.35,1.53,50,-75.529,-1.51,-1.87,-1.16
201819,Academic year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,CINO at 31 March,Revised,38,714.25,18.8,c,c,8,21.1,c,c,c,c,33,-43.376,-1.31,-1.75,-0.88
201819,Academic year,Local authority,E92000001,England,E12000009,South West,933,Somerset,E10000027,CINO at 31 March,Revised,105,2147.75,20.5,6,5.7,21,20,9,8.6,176.48,1.68,98,-149.93,-1.53,-1.78,-1.28
201819,Academic year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,CINO at 31 March,Revised,73,1150.5,15.8,c,c,10,13.7,c,c,c,c,64,-112.14,-1.75,-2.07,-1.44
201819,Academic year,Local authority,E92000001,England,E12000009,South West,866,Swindon,E06000030,CINO at 31 March,Revised,85,1949.75,22.9,11,12.9,19,22.4,13,15.3,164.31,1.93,76,-101.215,-1.33,-1.62,-1.04
201819,Academic year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,CINO at 31 March,Revised,37,532.5,14.4,c,c,7,18.9,c,c,c,c,35,-55.46,-1.58,-2.01,-1.16
201819,Academic year,Local authority,E92000001,England,E12000009,South West,865,Wiltshire,E06000054,CINO at 31 March,Revised,73,1647.25,22.6,8,11,18,24.7,7,9.6,136.65,1.87,61,-71.202,-1.17,-1.49,-0.85
201819,Academic year,Local authority,E92000001,England,E13000001,Inner London,202,Camden,E09000007,CINO at 31 March,Revised,52,869.5,16.7,c,c,11,21.2,7,13.5,c,c,50,-83.906,-1.68,-2.03,-1.32
201819,Academic year,Local authority,E92000001,England,E13000001,Inner London,201,City of London,E09000001,CINO at 31 March,Revised,0,z,z,z,z,z,z,z,z,z,z,0,z,z,z,z
201819,Academic year,Local authority,E92000001,England,E13000001,Inner London,204,Hackney,E09000012,CINO at 31 March,Revised,94,2248.75,23.9,14,14.9,30,31.9,30,31.9,196.42,2.09,87,-113.828,-1.31,-1.58,-1.04
201819,Academic year,Local authority,E92000001,England,E13000001,Inner London,205,Hammersmith and Fulham,E09000013,CINO at 31 March,Revised,51,1203.75,23.6,8,15.7,13,25.5,9,17.6,96.79,1.9,44,-73.451,-1.67,-2.05,-1.29
201819,Academic year,Local authority,E92000001,England,E13000001,Inner London,309,Haringey,E09000014,CINO at 31 March,Revised,57,1234,21.6,8,14,14,24.6,12,21.1,106.17,1.86,50,-64.626,-1.29,-1.65,-0.94
201819,Academic year,Local authority,E92000001,England,E13000001,Inner London,206,Islington,E09000019,CINO at 31 March,Revised,73,1260.38,17.3,8,11,13,17.8,7,9.6,103.68,1.42,65,-103.059,-1.59,-1.9,-1.27
201819,Academic year,Local authority,E92000001,England,E13000001,Inner London,207,Kensington and Chelsea,E09000020,CINO at 31 March,Revised,24,832,34.7,8,33.3,11,45.8,c,c,c,c,22,-23.813,-1.08,-1.62,-0.55
201819,Academic year,Local authority,E92000001,England,E13000001,Inner London,208,Lambeth,E09000022,CINO at 31 March,Revised,94,1791.5,19.1,9,9.6,19,20.2,15,16,146.98,1.56,74,-127.305,-1.72,-2.01,-1.43
201819,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,Lewisham,E09000023,CINO at 31 March,Revised,73,1057.75,14.5,c,c,11,15.1,8,11,81.83,1.12,64,-111.149,-1.74,-2.05,-1.42
201819,Academic year,Local authority,E92000001,England,E13000001,Inner London,316,Newham,E09000025,CINO at 31 March,Revised,132,3590,27.2,27,20.5,47,35.6,43,32.6,303.53,2.3,122,-113.95,-0.93,-1.16,-0.71
201819,Academic year,Local authority,E92000001,England,E13000001,Inner London,210,Southwark,E09000028,CINO at 31 March,Revised,67,1107.5,16.5,c,c,9,13.4,9,13.4,89.01,1.33,56,-99.248,-1.77,-2.11,-1.44
201819,Academic year,Local authority,E92000001,England,E13000001,Inner London,211,Tower Hamlets,E09000030,CINO at 31 March,Revised,137,3088.25,22.5,14,10.2,38,27.7,21,15.3,243.69,1.78,119,-169.156,-1.42,-1.65,-1.19
201819,Academic year,Local authority,E92000001,England,E13000001,Inner London,212,Wandsworth,E09000032,CINO at 31 March,Revised,73,1605.25,22,7,9.6,12,16.4,18,24.7,136.82,1.87,63,-88.676,-1.41,-1.72,-1.09
201819,Academic year,Local authority,E92000001,England,E13000001,Inner London,213,Westminster,E09000033,CINO at 31 March,Revised,39,1131.75,29,9,23.1,15,38.5,13,33.3,108.51,2.78,30,-15.838,-0.53,-0.99,-0.07
201819,Academic year,Local authority,E92000001,England,E13000002,Outer London,301,Barking and Dagenham,E09000002,CINO at 31 March,Revised,98,2432.75,24.8,11,11.2,29,29.6,21,21.4,199.69,2.04,84,-101.935,-1.21,-1.49,-0.94
201819,Academic year,Local authority,E92000001,England,E13000002,Outer London,302,Barnet,E09000003,CINO at 31 March,Revised,71,1775,25,15,21.1,24,33.8,17,23.9,152.23,2.14,67,-104.187,-1.56,-1.86,-1.25
201819,Academic year,Local authority,E92000001,England,E13000002,Outer London,303,Bexley,E09000004,CINO at 31 March,Revised,54,1055.25,19.5,8,14.8,14,25.9,c,c,c,c,47,-78.581,-1.67,-2.04,-1.31
201819,Academic year,Local authority,E92000001,England,E13000002,Outer London,304,Brent,E09000005,CINO at 31 March,Revised,78,2309.75,29.6,18,23.1,29,37.2,30,38.5,208.17,2.67,62,-48.483,-0.78,-1.1,-0.46
201819,Academic year,Local authority,E92000001,England,E13000002,Outer London,305,Bromley,E09000006,CINO at 31 March,Revised,87,1911.25,22,11,12.6,20,23,17,19.5,157,1.8,76,-95.126,-1.25,-1.54,-0.96
201819,Academic year,Local authority,E92000001,England,E13000002,Outer London,306,Croydon,E09000008,CINO at 31 March,Revised,123,2736.25,22.2,13,10.6,31,25.2,27,22,237.21,1.93,105,-137.562,-1.31,-1.56,-1.06
201819,Academic year,Local authority,E92000001,England,E13000002,Outer London,307,Ealing,E09000009,CINO at 31 March,Revised,112,3002.25,26.8,26,23.2,39,34.8,24,21.4,256.47,2.29,93,-95.085,-1.02,-1.28,-0.76
201819,Academic year,Local authority,E92000001,England,E13000002,Outer London,308,Enfield,E09000010,CINO at 31 March,Revised,64,839,13.1,c,c,9,14.1,8,12.5,69.01,1.08,57,-76.11,-1.34,-1.67,-1
