time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,social_care_group,version,t_pupils,t_att8,avg_att8,t_l2basics_95,pt_l2basics_95,t_l2basics_94,pt_l2basics_94,t_ebacc_e_ptq_ee,pt_ebacc_e_ptq_ee,t_ebaccaps,avg_ebaccaps,t_inp8calc,t_p8score,avg_p8score,p8score_CI_low,p8score_CI_upp
202021,Academic year,Local authority,E92000001,England,E12000008,South East,886,Kent,E10000016,CINO at 31 March,Revised,345,6728.25,19.5,44,12.8,77,22.3,34,9.9,531.29,1.54,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000008,South East,887,Medway,E06000035,CINO at 31 March,Revised,73,1390.5,19,10,13.7,17,23.3,c,c,c,c,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000008,South East,826,Milton Keynes,E06000042,CINO at 31 March,Revised,87,1868,21.5,9,10.3,21,24.1,12,13.8,153,1.76,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000008,South East,931,Oxfordshire,E10000025,CINO at 31 March,Revised,160,3483.25,21.8,26,16.3,40,25,16,10,283.19,1.77,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000008,South East,851,Portsmouth,E06000044,CINO at 31 March,Revised,45,763,17,7,15.6,8,17.8,c,c,c,c,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000008,South East,870,Reading,E06000038,CINO at 31 March,Revised,60,1515.75,25.3,15,25,24,40,10,16.7,125.32,2.09,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000008,South East,871,Slough,E06000039,CINO at 31 March,Revised,68,1878,27.6,13,19.1,21,30.9,14,20.6,158.33,2.33,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000008,South East,852,Southampton,E06000045,CINO at 31 March,Revised,63,1248.5,19.8,c,c,11,17.5,c,c,c,c,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000008,South East,936,Surrey,E10000030,CINO at 31 March,Revised,216,4959,23,36,16.7,58,26.9,35,16.2,407.97,1.89,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000008,South East,869,West Berkshire,E06000037,CINO at 31 March,Revised,25,610,24.4,c,c,9,36,c,c,c,c,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000008,South East,938,West Sussex,E10000032,CINO at 31 March,Revised,273,7141.75,26.2,40,14.7,87,31.9,33,12.1,591.22,2.17,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000008,South East,868,Windsor and Maidenhead,E06000040,CINO at 31 March,Revised,25,801.25,32.1,7,28,12,48,c,c,c,c,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000008,South East,872,Wokingham,E06000041,CINO at 31 March,Revised,34,1046.5,30.8,9,26.5,14,41.2,8,23.5,92.5,2.72,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000009,South West,800,Bath and North East Somerset,E06000022,CINO at 31 March,Revised,51,960.25,18.8,c,c,12,23.5,c,c,c,c,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000009,South West,839,"Bournemouth, Christchurch and Poole",E06000058,CINO at 31 March,Revised,120,2704,22.5,21,17.5,37,30.8,19,15.8,228.31,1.9,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,CINO at 31 March,Revised,60,1088.25,18.1,6,10,13,21.7,c,c,c,c,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000009,South West,908,Cornwall,E06000052,CINO at 31 March,Revised,129,3298.75,25.6,17,13.2,39,30.2,7,5.4,252.3,1.96,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000009,South West,878,Devon,E10000008,CINO at 31 March,Revised,76,1689.25,22.2,7,9.2,21,27.6,10,13.2,136.31,1.79,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000009,South West,838,Dorset,E06000059,CINO at 31 March,Revised,76,1466.75,19.3,c,c,16,21.1,c,c,c,c,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000009,South West,916,Gloucestershire,E10000013,CINO at 31 March,Revised,116,3024,26.1,16,13.8,37,31.9,15,12.9,244.72,2.11,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000009,South West,420,Isles of Scilly,E06000053,CINO at 31 March,Revised,c,c,c,c,c,c,c,c,c,c,c,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,CINO at 31 March,Revised,20,c,c,c,c,c,c,0,0,19.49,0.97,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,CINO at 31 March,Revised,76,2037,26.8,12,15.8,23,30.3,9,11.8,164.81,2.17,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000009,South West,933,Somerset,E10000027,CINO at 31 March,Revised,71,1888.25,26.6,13,18.3,22,31,c,c,c,c,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,CINO at 31 March,Revised,76,1590.75,20.9,7,9.2,19,25,c,c,c,c,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000009,South West,866,Swindon,E06000030,CINO at 31 March,Revised,59,1153.25,19.5,7,11.9,15,25.4,c,c,c,c,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,CINO at 31 March,Revised,55,937.75,17.1,7,12.7,13,23.6,c,c,c,c,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000009,South West,865,Wiltshire,E06000054,CINO at 31 March,Revised,77,1650.5,21.4,11,14.3,23,29.9,8,10.4,136.49,1.77,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E13000001,Inner London,202,Camden,E09000007,CINO at 31 March,Revised,61,1227.75,20.1,8,13.1,15,24.6,8,13.1,99.01,1.62,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E13000001,Inner London,201,City of London,E09000001,CINO at 31 March,Revised,c,c,c,c,c,c,c,c,c,c,c,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E13000001,Inner London,204,Hackney,E09000012,CINO at 31 March,Revised,0,z,z,z,z,z,z,z,z,z,z,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E13000001,Inner London,205,Hammersmith and Fulham,E09000013,CINO at 31 March,Revised,47,1558,33.1,10,21.3,21,44.7,13,27.7,133.51,2.84,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E13000001,Inner London,309,Haringey,E09000014,CINO at 31 March,Revised,71,1803.5,25.4,14,19.7,24,33.8,18,25.4,151.17,2.13,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E13000001,Inner London,206,Islington,E09000019,CINO at 31 March,Revised,73,1555.5,21.3,11,15.1,21,28.8,13,17.8,133.5,1.83,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E13000001,Inner London,207,Kensington and Chelsea,E09000020,CINO at 31 March,Revised,30,c,c,c,c,12,40,c,c,c,c,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E13000001,Inner London,208,Lambeth,E09000022,CINO at 31 March,Revised,102,2736.5,26.8,15,14.7,29,28.4,17,16.7,227.01,2.23,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,Lewisham,E09000023,CINO at 31 March,Revised,80,1918.5,24,11,13.8,25,31.3,19,23.8,157.98,1.97,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E13000001,Inner London,316,Newham,E09000025,CINO at 31 March,Revised,137,4015.5,29.3,31,22.6,50,36.5,53,38.7,354.98,2.59,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E13000001,Inner London,210,Southwark,E09000028,CINO at 31 March,Revised,86,2137,24.8,14,16.3,26,30.2,21,24.4,181.65,2.11,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E13000001,Inner London,211,Tower Hamlets,E09000030,CINO at 31 March,Revised,107,2848.5,26.6,21,19.6,41,38.3,25,23.4,233.51,2.18,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E13000001,Inner London,212,Wandsworth,E09000032,CINO at 31 March,Revised,64,1433.5,22.4,9,14.1,17,26.6,11,17.2,121.82,1.9,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E13000001,Inner London,213,Westminster,E09000033,CINO at 31 March,Revised,33,1090.25,33,9,27.3,15,45.5,8,24.2,95,2.88,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,301,Barking and Dagenham,E09000002,CINO at 31 March,Revised,114,3380.25,29.7,25,21.9,45,39.5,31,27.2,289.32,2.54,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,302,Barnet,E09000003,CINO at 31 March,Revised,46,1126.5,24.5,9,19.6,15,32.6,9,19.6,94.48,2.05,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,303,Bexley,E09000004,CINO at 31 March,Revised,41,954,23.3,c,c,14,34.1,c,c,c,c,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,304,Brent,E09000005,CINO at 31 March,Revised,106,3309,31.2,26,24.5,44,41.5,38,35.8,289.7,2.73,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,305,Bromley,E09000006,CINO at 31 March,Revised,79,1849.5,23.4,16,20.3,21,26.6,17,21.5,158.36,2,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,306,Croydon,E09000008,CINO at 31 March,Revised,118,2795,23.7,25,21.2,37,31.4,20,16.9,237.47,2.01,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,307,Ealing,E09000009,CINO at 31 March,Revised,154,4555.25,29.6,37,24,62,40.3,33,21.4,391.17,2.54,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,308,Enfield,E09000010,CINO at 31 March,Revised,53,687,13,6,11.3,9,17,7,13.2,59,1.11,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,203,Greenwich,E09000011,CINO at 31 March,Revised,78,1749.5,22.4,12,15.4,20,25.6,13,16.7,145.68,1.87,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,310,Harrow,E09000015,CINO at 31 March,Revised,62,1872.63,30.2,12,19.4,20,32.3,18,29,158.99,2.56,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,311,Havering,E09000016,CINO at 31 March,Revised,55,1002.75,18.2,6,10.9,14,25.5,10,18.2,86.86,1.58,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,312,Hillingdon,E09000017,CINO at 31 March,Revised,84,2482.75,29.6,19,22.6,29,34.5,18,21.4,208.86,2.49,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,313,Hounslow,E09000018,CINO at 31 March,Revised,30,452,15.1,c,c,c,c,c,c,c,c,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,314,Kingston upon Thames,E09000021,CINO at 31 March,Revised,30,826.75,27.6,8,26.7,11,36.7,c,c,c,c,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,315,Merton,E09000024,CINO at 31 March,Revised,68,2110,31,17,25,28,41.2,12,17.6,176.48,2.6,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,317,Redbridge,E09000026,CINO at 31 March,Revised,71,1346.25,19,11,15.5,17,23.9,7,9.9,112,1.58,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,318,Richmond upon Thames,E09000027,CINO at 31 March,Revised,25,612.75,24.5,c,c,9,36,c,c,c,c,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,319,Sutton,E09000029,CINO at 31 March,Revised,62,1624.25,26.2,15,24.2,23,37.1,10,16.1,136.3,2.2,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,320,Waltham Forest,E09000031,CINO at 31 March,Revised,87,2409.25,27.7,18,20.7,28,32.2,12,13.8,198.7,2.28,x,x,x,x,x
202021,Academic year,National,E92000001,England,,,,,,CLA 12 months at 31 March,Revised,5930,137667.13,23.2,750,12.6,1710,28.8,x,x,x,x,x,x,x,x,x
202021,Academic year,Regional,E92000001,England,E12000001,North East,,,,CLA 12 months at 31 March,Revised,360,8379,23,50,14.6,110,29.9,x,x,x,x,x,x,x,x,x
202021,Academic year,Regional,E92000001,England,E12000002,North West,,,,CLA 12 months at 31 March,Revised,1070,25740.25,24.1,120,11.6,320,30.3,x,x,x,x,x,x,x,x,x
202021,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,CLA 12 months at 31 March,Revised,650,15402,23.8,90,13.9,190,28.8,x,x,x,x,x,x,x,x,x
202021,Academic year,Regional,E92000001,England,E12000004,East Midlands,,,,CLA 12 months at 31 March,Revised,460,9505.38,20.9,40,9.5,100,22.2,x,x,x,x,x,x,x,x,x
202021,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,CLA 12 months at 31 March,Revised,740,18150.75,24.5,80,11.2,220,29.4,x,x,x,x,x,x,x,x,x
202021,Academic year,Regional,E92000001,England,E12000006,East of England,,,,CLA 12 months at 31 March,Revised,520,11466.25,21.9,60,11.7,140,26,x,x,x,x,x,x,x,x,x
202021,Academic year,Regional,E92000001,England,E12000007,London,,,,CLA 12 months at 31 March,Revised,810,20019.75,24.7,130,16.3,260,31.8,x,x,x,x,x,x,x,x,x
202021,Academic year,Regional,E92000001,England,E12000008,South East,,,,CLA 12 months at 31 March,Revised,810,18106.5,22.3,100,12.2,230,28.4,x,x,x,x,x,x,x,x,x
202021,Academic year,Regional,E92000001,England,E12000009,South West,,,,CLA 12 months at 31 March,Revised,510,10897.25,21.2,60,11.9,150,28.8,x,x,x,x,x,x,x,x,x
202021,Academic year,Regional,E92000001,England,E13000001,Inner London,,,,CLA 12 months at 31 March,Revised,340,8330.25,24.7,50,15.4,110,31.2,x,x,x,x,x,x,x,x,x
202021,Academic year,Regional,E92000001,England,E13000002,Outer London,,,,CLA 12 months at 31 March,Revised,470,11689.5,24.7,80,16.9,150,32.3,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,CLA 12 months at 31 March,Revised,47,1248.5,26.6,9,19.1,18,38.3,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,CLA 12 months at 31 March,Revised,11,244.75,22.3,c,c,c,c,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,CLA 12 months at 31 March,Revised,33,826,25,7,21.2,11,33.3,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,CLA 12 months at 31 March,Revised,17,346.5,20.4,c,c,c,c,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,CLA 12 months at 31 March,Revised,35,635.5,18.2,c,c,10,28.6,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,CLA 12 months at 31 March,Revised,42,855.25,20.4,6,14.3,11,26.2,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,CLA 12 months at 31 March,Revised,17,388.75,22.9,c,c,c,c,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,CLA 12 months at 31 March,Revised,37,813.5,22,7,18.9,13,35.1,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,CLA 12 months at 31 March,Revised,30,764.25,25.5,c,c,11,36.7,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,CLA 12 months at 31 March,Revised,22,502.5,22.8,c,c,6,27.3,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,CLA 12 months at 31 March,Revised,42,1071.75,25.5,c,c,14,33.3,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,CLA 12 months at 31 March,Revised,31,681.75,22,c,c,7,22.6,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,CLA 12 months at 31 March,Revised,31,780.25,25.2,c,c,10,32.3,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,CLA 12 months at 31 March,Revised,46,885.75,19.3,c,c,9,19.6,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,CLA 12 months at 31 March,Revised,32,673.75,21.1,c,c,8,25,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,CLA 12 months at 31 March,Revised,22,488.5,22.2,c,c,7,31.8,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,CLA 12 months at 31 March,Revised,42,896.75,21.4,7,16.7,11,26.2,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,CLA 12 months at 31 March,Revised,36,807,22.4,c,c,9,25,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,CLA 12 months at 31 March,Revised,55,1717.25,31.2,7,12.7,22,40,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,CLA 12 months at 31 March,Revised,16,385.5,24.1,c,c,c,c,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000002,North West,340,Knowsley,E08000011,CLA 12 months at 31 March,Revised,21,570.5,27.2,c,c,7,33.3,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,CLA 12 months at 31 March,Revised,153,3531,23.1,16,10.5,40,26.1,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000002,North West,341,Liverpool,E08000012,CLA 12 months at 31 March,Revised,84,2446.5,29.1,15,17.9,32,38.1,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,CLA 12 months at 31 March,Revised,103,2560.25,24.9,11,10.7,29,28.2,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,CLA 12 months at 31 March,Revised,36,727.75,20.2,c,c,10,27.8,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,CLA 12 months at 31 March,Revised,40,1028.5,25.7,7,17.5,16,40,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000002,North West,355,Salford,E08000006,CLA 12 months at 31 March,Revised,41,910,22.2,c,c,15,36.6,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,CLA 12 months at 31 March,Revised,38,729.5,19.2,c,c,11,28.9,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000002,North West,342,St. Helens,E08000013,CLA 12 months at 31 March,Revised,29,556.5,19.2,c,c,7,24.1,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000002,North West,356,Stockport,E08000007,CLA 12 months at 31 March,Revised,28,585.25,20.9,c,c,6,21.4,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000002,North West,357,Tameside,E08000008,CLA 12 months at 31 March,Revised,56,1229,21.9,9,16.1,18,32.1,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000002,North West,358,Trafford,E08000009,CLA 12 months at 31 March,Revised,28,835.25,29.8,c,c,14,50,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,CLA 12 months at 31 March,Revised,28,780.5,27.9,c,c,10,35.7,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000002,North West,359,Wigan,E08000010,CLA 12 months at 31 March,Revised,46,1057,23,6,13,11,23.9,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,CLA 12 months at 31 March,Revised,56,1558,27.8,c,c,18,32.1,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,CLA 12 months at 31 March,Revised,19,595.25,31.3,c,c,10,52.6,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,Bradford,E08000032,CLA 12 months at 31 March,Revised,85,1925.25,22.7,9,10.6,23,27.1,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,Calderdale,E08000033,CLA 12 months at 31 March,Revised,29,686,23.7,c,c,9,31,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,CLA 12 months at 31 March,Revised,50,1087.5,21.8,6,12,14,28,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,CLA 12 months at 31 March,Revised,22,536,24.4,6,27.3,10,45.5,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,CLA 12 months at 31 March,Revised,50,1148.25,23,8,16,11,22,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,Kirklees,E08000034,CLA 12 months at 31 March,Revised,50,1517,30.3,11,22,22,44,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,Leeds,E08000035,CLA 12 months at 31 March,Revised,107,3160.75,29.5,17,15.9,40,37.4,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,CLA 12 months at 31 March,Revised,32,646,20.2,c,c,c,c,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,CLA 12 months at 31 March,Revised,20,446.75,22.3,c,c,6,30,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,North Yorkshire,E10000023,CLA 12 months at 31 March,Revised,35,648.75,18.5,c,c,6,17.1,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,CLA 12 months at 31 March,Revised,40,713.25,17.8,c,c,8,20,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,CLA 12 months at 31 March,Revised,45,891,19.8,c,c,8,17.8,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,Wakefield,E08000036,CLA 12 months at 31 March,Revised,46,952.5,20.7,c,c,8,17.4,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,CLA 12 months at 31 March,Revised,16,447.75,28,c,c,6,37.5,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,CLA 12 months at 31 March,Revised,37,716,19.4,c,c,c,c,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000004,East Midlands,830,Derbyshire,E10000007,CLA 12 months at 31 March,Revised,66,1151,17.4,c,c,10,15.2,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,CLA 12 months at 31 March,Revised,42,596.75,14.2,c,c,c,c,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,Leicestershire,E10000018,CLA 12 months at 31 March,Revised,47,990,21.1,c,c,9,19.1,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000004,East Midlands,925,Lincolnshire,E10000019,CLA 12 months at 31 March,Revised,39,926,23.7,c,c,8,20.5,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000004,East Midlands,928,Northamptonshire,E10000021,CLA 12 months at 31 March,Revised,75,1754.75,23.4,9,12,24,32,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000004,East Midlands,892,Nottingham,E06000018,CLA 12 months at 31 March,Revised,55,1447,26.3,12,21.8,18,32.7,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000004,East Midlands,891,Nottinghamshire,E10000024,CLA 12 months at 31 March,Revised,94,1923.88,20.5,9,9.6,22,23.4,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000004,East Midlands,857,Rutland,E06000017,CLA 12 months at 31 March,Revised,0,z,z,z,z,z,z,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,330,Birmingham,E08000025,CLA 12 months at 31 March,Revised,131,3300.25,25.2,15,11.5,39,29.8,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,331,Coventry,E08000026,CLA 12 months at 31 March,Revised,46,910.25,19.8,c,c,13,28.3,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,332,Dudley,E08000027,CLA 12 months at 31 March,Revised,42,982.5,23.4,c,c,15,35.7,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,884,"Herefordshire, County of",E06000019,CLA 12 months at 31 March,Revised,26,544.5,20.9,c,c,8,30.8,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,333,Sandwell,E08000028,CLA 12 months at 31 March,Revised,38,1029.75,27.1,c,c,8,21.1,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,893,Shropshire,E06000051,CLA 12 months at 31 March,Revised,26,751.25,28.9,c,c,11,42.3,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,334,Solihull,E08000029,CLA 12 months at 31 March,Revised,47,1159,24.7,8,17,13,27.7,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,860,Staffordshire,E10000028,CLA 12 months at 31 March,Revised,92,2070.75,22.5,6,6.5,28,30.4,x,x,x,x,x,x,x,x,x
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,861,Stoke-on-Trent,E06000021,CLA 12 months at 31 March,Revised,61,1456.5,23.9,c,c,15,24.6,x,x,x,x,x,x,x,x,x
