time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,social_care_group,t_pupils,t_no_identified_SEN,t_all_SEN,t_SEN_support,t_statement_or_EHC_plan,t_ASD,t_HI,t_MLD,t_MSI,t_NSA,t_OTH,t_PD,t_PMLD,t_SEMH,t_SLCN,t_SLD,t_SPLD,t_VI,pt_no_identified_SEN,pt_all_SEN,pt_SEN_support,pt_statement_or_EHC_plan,pt_ASD,pt_HI,pt_MLD,pt_MSI,pt_NSA,pt_OTH,pt_PD,pt_PMLD,pt_SEMH,pt_SLCN,pt_SLD,pt_SPLD,pt_VI
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,302,Barnet,E09000003,CINO at 31 March,469,264,205,92,113,46,c,14,0,c,9,c,19,61,22,10,12,c,56.3,43.7,19.6,24.1,22.4,c,6.8,0,c,4.4,c,9.3,29.8,10.7,4.9,5.9,c
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,303,Bexley,E09000004,CINO at 31 March,465,161,304,75,229,105,c,c,c,6,14,13,17,42,30,53,9,c,34.6,65.4,16.1,49.2,34.5,c,c,c,2,4.6,4.3,5.6,13.8,9.9,17.4,3,c
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,304,Brent,E09000005,CINO at 31 March,1290,631,659,216,443,230,c,45,c,10,33,18,57,92,83,57,22,c,48.9,51.1,16.7,34.3,34.9,c,6.8,c,1.5,5,2.7,8.6,14,12.6,8.6,3.3,c
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,305,Bromley,E09000006,CINO at 31 March,985,434,551,176,375,68,c,20,0,11,18,20,74,131,67,116,19,c,44.1,55.9,17.9,38.1,12.3,c,3.6,0,2,3.3,3.6,13.4,23.8,12.2,21.1,3.4,c
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,306,Croydon,E09000008,CINO at 31 March,806,312,494,150,344,146,6,34,0,9,10,c,26,86,49,94,24,c,38.7,61.3,18.6,42.7,29.6,1.2,6.9,0,1.8,2,c,5.3,17.4,9.9,19,4.9,c
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,307,Ealing,E09000009,CINO at 31 March,747,335,412,134,278,63,c,42,c,8,c,12,31,89,57,86,14,c,44.8,55.2,17.9,37.2,15.3,c,10.2,c,1.9,c,2.9,7.5,21.6,13.8,20.9,3.4,c
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,308,Enfield,E09000010,CINO at 31 March,451,103,348,58,290,107,c,29,0,c,6,18,15,60,64,32,10,c,22.8,77.2,12.9,64.3,30.7,c,8.3,0,c,1.7,5.2,4.3,17.2,18.4,9.2,2.9,c
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,203,Greenwich,E09000011,CINO at 31 March,933,399,534,191,343,197,c,23,0,7,63,19,19,88,83,14,16,c,42.8,57.2,20.5,36.8,36.9,c,4.3,0,1.3,11.8,3.6,3.6,16.5,15.5,2.6,3,c
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,310,Harrow,E09000015,CINO at 31 March,796,437,359,115,244,69,0,29,0,c,15,14,32,60,47,79,8,c,54.9,45.1,14.4,30.7,19.2,0,8.1,0,c,4.2,3.9,8.9,16.7,13.1,22,2.2,c
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,311,Havering,E09000016,CINO at 31 March,288,146,142,51,91,18,0,24,c,c,c,c,8,39,23,20,c,c,50.7,49.3,17.7,31.6,12.7,0,16.9,c,c,c,c,5.6,27.5,16.2,14.1,c,c
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,312,Hillingdon,E09000017,CINO at 31 March,871,439,432,169,263,122,c,32,0,14,23,18,c,67,46,70,18,10,50.4,49.6,19.4,30.2,28.2,c,7.4,0,3.2,5.3,4.2,c,15.5,10.6,16.2,4.2,2.3
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,313,Hounslow,E09000018,CINO at 31 March,565,225,340,130,210,89,c,31,0,13,c,c,24,89,34,34,11,c,39.8,60.2,23,37.2,26.2,c,9.1,0,3.8,c,c,7.1,26.2,10,10,3.2,c
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,314,Kingston upon Thames,E09000021,CINO at 31 March,366,199,167,79,88,45,c,17,0,c,c,c,c,38,30,9,11,0,54.4,45.6,21.6,24,26.9,c,10.2,0,c,c,c,c,22.8,18,5.4,6.6,0
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,315,Merton,E09000024,CINO at 31 March,529,246,283,112,171,38,0,12,0,c,8,11,25,78,51,27,23,c,46.5,53.5,21.2,32.3,13.4,0,4.2,0,c,2.8,3.9,8.8,27.6,18,9.5,8.1,c
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,317,Redbridge,E09000026,CINO at 31 March,639,169,470,61,409,175,8,20,c,c,14,25,47,42,68,38,26,c,26.4,73.6,9.5,64,37.2,1.7,4.3,c,c,3,5.3,10,8.9,14.5,8.1,5.5,c
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,318,Richmond upon Thames,E09000027,CINO at 31 March,341,178,163,66,97,37,c,10,0,c,c,c,8,50,19,c,16,c,52.2,47.8,19.4,28.4,22.7,c,6.1,0,c,c,c,4.9,30.7,11.7,c,9.8,c
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,319,Sutton,E09000029,CINO at 31 March,844,276,568,151,417,269,9,32,0,c,20,10,39,78,62,21,17,c,32.7,67.3,17.9,49.4,47.4,1.6,5.6,0,c,3.5,1.8,6.9,13.7,10.9,3.7,3,c
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,320,Waltham Forest,E09000031,CINO at 31 March,844,542,302,180,122,46,c,37,c,11,7,c,c,81,68,12,23,c,64.2,35.8,21.3,14.5,15.2,c,12.3,c,3.6,2.3,c,c,26.8,22.5,4,7.6,c
202122,Academic year,National,E92000001,England,,,,,,CLA 12 months at 31 March,41940,17890,24060,11410,12650,1770,140,3230,40,300,650,370,380,12090,2650,1030,1270,150,42.6,57.4,27.2,30.2,7.3,0.6,13.4,0.1,1.3,2.7,1.5,1.6,50.3,11,4.3,5.3,0.6
202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,CLA 12 months at 31 March,3080,1430,1650,830,830,110,10,260,c,20,40,30,20,790,190,100,70,10,46.4,53.6,26.8,26.8,6.5,0.5,15.5,c,1.4,2.5,2.1,1.5,47.8,11.6,5.9,4,0.5
202122,Academic year,Regional,E92000001,England,E12000002,North West,,,,CLA 12 months at 31 March,8230,3850,4380,2180,2200,310,30,600,c,70,120,50,70,2120,530,170,260,40,46.8,53.2,26.5,26.7,7.1,0.6,13.7,c,1.6,2.8,1.1,1.6,48.4,12.1,4,5.9,0.9
202122,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,CLA 12 months at 31 March,4890,2100,2790,1420,1370,170,20,410,c,30,50,40,30,1430,320,100,160,30,42.9,57.1,29.1,28,6.1,0.8,14.6,c,1,1.8,1.4,1.1,51.1,11.6,3.6,5.8,1
202122,Academic year,Regional,E92000001,England,E12000004,East Midlands,,,,CLA 12 months at 31 March,3220,1290,1930,990,940,160,10,290,c,10,90,20,30,980,170,70,90,10,40.2,59.8,30.7,29.1,8.1,0.6,14.8,c,0.7,4.8,1.1,1.4,50.6,8.8,3.5,4.7,0.7
202122,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,CLA 12 months at 31 March,6210,2910,3300,1720,1580,180,20,570,c,50,90,60,50,1540,400,160,160,20,46.8,53.2,27.7,25.5,5.4,0.6,17.3,c,1.6,2.6,1.8,1.5,46.7,12.2,4.9,4.8,0.5
202122,Academic year,Regional,E92000001,England,E12000006,East of England,,,,CLA 12 months at 31 March,3490,1460,2030,870,1160,140,10,270,10,30,60,30,30,1040,170,100,130,10,41.8,58.2,25,33.2,6.7,0.3,13.2,0.3,1.5,2.8,1.5,1.6,51.3,8.6,5.1,6.6,0.5
202122,Academic year,Regional,E92000001,England,E12000007,London,,,,CLA 12 months at 31 March,4200,1740,2470,1050,1420,240,20,200,10,30,70,40,60,1260,300,90,120,10,41.4,58.6,25,33.7,9.7,0.6,8,0.2,1.3,3,1.8,2.6,51.3,12.1,3.8,4.7,0.6
202122,Academic year,Regional,E92000001,England,E12000008,South East,,,,CLA 12 months at 31 March,5320,2050,3270,1400,1870,340,10,410,c,20,70,60,50,1610,350,150,180,10,38.5,61.5,26.4,35.1,10.4,0.4,12.5,c,0.7,2.2,1.8,1.6,49.3,10.7,4.6,5.4,0.4
202122,Academic year,Regional,E92000001,England,E12000009,South West,,,,CLA 12 months at 31 March,3300,1070,2240,940,1300,120,10,240,0,30,50,30,30,1320,210,80,110,c,32.3,67.7,28.5,39.3,5.4,0.4,10.6,0,1.3,2.4,1.5,1.5,59,9.3,3.7,4.7,c
202122,Academic year,Regional,E92000001,England,E13000001,Inner London,,,,CLA 12 months at 31 March,1770,720,1050,450,590,100,10,90,c,20,30,20,30,540,130,30,50,10,40.6,59.4,25.7,33.7,9.8,0.9,8.5,c,1.5,3,1.5,2.4,51.6,12,2.5,4.7,0.7
202122,Academic year,Regional,E92000001,England,E13000002,Outer London,,,,CLA 12 months at 31 March,2440,1020,1420,600,820,140,10,110,c,20,40,30,40,720,170,70,70,10,41.9,58.1,24.4,33.7,9.7,0.5,7.7,c,1.1,3,2,2.8,51,12.1,4.8,4.7,0.5
202122,Academic year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,CLA 12 months at 31 March,516,241,275,147,128,17,c,55,c,c,c,c,6,121,33,17,13,c,46.7,53.3,28.5,24.8,6.2,c,20,c,c,c,c,2.2,44,12,6.2,4.7,c
202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,CLA 12 months at 31 March,146,68,78,34,44,11,0,13,0,0,9,c,c,29,8,c,c,0,46.6,53.4,23.3,30.1,14.1,0,16.7,0,0,11.5,c,c,37.2,10.3,c,c,0
202122,Academic year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,CLA 12 months at 31 March,243,109,134,60,74,12,c,23,0,c,c,7,0,62,9,c,c,0,44.9,55.1,24.7,30.5,9,c,17.2,0,c,c,5.2,0,46.3,6.7,c,c,0
202122,Academic year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,CLA 12 months at 31 March,204,108,96,50,46,c,c,20,0,0,c,c,c,37,20,7,c,0,52.9,47.1,24.5,22.5,c,c,20.8,0,0,c,c,c,38.5,20.8,7.3,c,0
202122,Academic year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,CLA 12 months at 31 March,285,125,160,98,62,8,0,19,0,6,c,6,c,94,10,8,c,c,43.9,56.1,34.4,21.8,5,0,11.9,0,3.8,c,3.8,c,58.8,6.3,5,c,c
202122,Academic year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,CLA 12 months at 31 March,370,187,183,108,75,6,c,26,c,c,7,c,c,81,25,18,7,c,50.5,49.5,29.2,20.3,3.3,c,14.2,c,c,3.8,c,c,44.3,13.7,9.8,3.8,c
202122,Academic year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,CLA 12 months at 31 March,154,63,91,34,57,13,0,c,c,0,c,c,c,48,12,c,c,0,40.9,59.1,22.1,37,14.3,0,c,c,0,c,c,c,52.7,13.2,c,c,0
202122,Academic year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,CLA 12 months at 31 March,206,90,116,35,81,12,0,15,0,0,c,0,c,66,14,6,c,0,43.7,56.3,17,39.3,10.3,0,12.9,0,0,c,0,c,56.9,12.1,5.2,c,0
202122,Academic year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,CLA 12 months at 31 March,159,80,79,32,47,c,0,13,0,c,c,c,c,38,9,c,c,c,50.3,49.7,20.1,29.6,c,0,16.5,0,c,c,c,c,48.1,11.4,c,c,c
