time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,social_care_group,t_pupils,t_no_identified_SEN,t_all_SEN,t_SEN_support,t_statement_or_EHC_plan,t_ASD,t_HI,t_MLD,t_MSI,t_NSA,t_OTH,t_PD,t_PMLD,t_SEMH,t_SLCN,t_SLD,t_SPLD,t_VI,pt_no_identified_SEN,pt_all_SEN,pt_SEN_support,pt_statement_or_EHC_plan,pt_ASD,pt_HI,pt_MLD,pt_MSI,pt_NSA,pt_OTH,pt_PD,pt_PMLD,pt_SEMH,pt_SLCN,pt_SLD,pt_SPLD,pt_VI
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,331,Coventry,E08000026,CLA 12 months at 31 March,364,163,201,103,98,23,0,37,0,6,c,c,c,93,19,7,9,0,44.8,55.2,28.3,26.9,11.4,0,18.4,0,3,c,c,c,46.3,9.5,3.5,4.5,0
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,332,Dudley,E08000027,CLA 12 months at 31 March,379,168,211,111,100,6,c,43,0,c,c,c,c,99,32,c,15,c,44.3,55.7,29.3,26.4,2.8,c,20.4,0,c,c,c,c,46.9,15.2,c,7.1,c
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,884,"Herefordshire, County of",E06000019,CLA 12 months at 31 March,186,66,120,60,60,7,c,10,0,0,c,0,c,57,12,13,14,0,35.5,64.5,32.3,32.3,5.8,c,8.3,0,0,c,0,c,47.5,10,10.8,11.7,0
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,333,Sandwell,E08000028,CLA 12 months at 31 March,500,257,243,168,75,c,0,47,0,8,c,c,c,119,35,11,11,c,51.4,48.6,33.6,15,c,0,19.3,0,3.3,c,c,c,49,14.4,4.5,4.5,c
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,893,Shropshire,E06000051,CLA 12 months at 31 March,226,116,110,47,63,c,0,26,0,0,c,0,0,54,c,15,c,0,51.3,48.7,20.8,27.9,c,0,23.6,0,0,c,0,0,49.1,c,13.6,c,0
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,334,Solihull,E08000029,CLA 12 months at 31 March,288,143,145,74,71,22,c,17,0,0,c,c,c,61,18,6,8,0,49.7,50.3,25.7,24.7,15.2,c,11.7,0,0,c,c,c,42.1,12.4,4.1,5.5,0
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,860,Staffordshire,E10000028,CLA 12 months at 31 March,696,350,346,175,171,16,0,75,0,c,11,9,7,152,37,18,17,c,50.3,49.7,25.1,24.6,4.6,0,21.7,0,c,3.2,2.6,2,43.9,10.7,5.2,4.9,c
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,861,Stoke-on-Trent,E06000021,CLA 12 months at 31 March,556,297,259,145,114,7,c,72,c,c,c,6,c,107,42,7,9,0,53.4,46.6,26.1,20.5,2.7,c,27.8,c,c,c,2.3,c,41.3,16.2,2.7,3.5,0
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,894,Telford and Wrekin,E06000020,CLA 12 months at 31 March,226,104,122,62,60,c,c,25,0,c,c,c,c,53,17,11,c,0,46,54,27.4,26.5,c,c,20.5,0,c,c,c,c,43.4,13.9,9,c,0
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,335,Walsall,E08000030,CLA 12 months at 31 March,375,188,187,99,88,10,c,28,0,c,6,c,c,85,33,c,7,c,50.1,49.9,26.4,23.5,5.3,c,15,0,c,3.2,c,c,45.5,17.6,c,3.7,c
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,937,Warwickshire,E10000031,CLA 12 months at 31 March,380,154,226,104,122,15,0,31,c,c,c,c,c,124,23,13,c,c,40.5,59.5,27.4,32.1,6.6,0,13.7,c,c,c,c,c,54.9,10.2,5.8,c,c
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,336,Wolverhampton,E08000031,CLA 12 months at 31 March,344,160,184,90,94,8,c,51,0,c,6,c,c,77,16,10,6,0,46.5,53.5,26.2,27.3,4.3,c,27.7,0,c,3.3,c,c,41.8,8.7,5.4,3.3,0
202021,Academic year,Local authority,E92000001,England,E12000005,West Midlands,885,Worcestershire,E10000034,CLA 12 months at 31 March,502,230,272,142,130,13,0,34,0,c,11,7,c,118,58,10,14,c,45.8,54.2,28.3,25.9,4.8,0,12.5,0,c,4,2.6,c,43.4,21.3,3.7,5.1,c
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,822,Bedford,E06000055,CLA 12 months at 31 March,136,53,83,37,46,7,c,12,0,c,7,c,c,31,12,c,c,c,39,61,27.2,33.8,8.4,c,14.5,0,c,8.4,c,c,37.3,14.5,c,c,c
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,873,Cambridgeshire,E10000003,CLA 12 months at 31 March,382,154,228,100,128,12,c,44,0,c,6,0,6,91,26,15,20,c,40.3,59.7,26.2,33.5,5.3,c,19.3,0,c,2.6,0,2.6,39.9,11.4,6.6,8.8,c
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,823,Central Bedfordshire,E06000056,CLA 12 months at 31 March,177,79,98,53,45,9,0,14,0,c,c,0,c,53,8,c,6,c,44.6,55.4,29.9,25.4,9.2,0,14.3,0,c,c,0,c,54.1,8.2,c,6.1,c
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,881,Essex,E10000012,CLA 12 months at 31 March,526,252,274,135,139,19,0,51,0,c,c,7,c,125,23,22,13,0,47.9,52.1,25.7,26.4,6.9,0,18.6,0,c,c,2.6,c,45.6,8.4,8,4.7,0
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,919,Hertfordshire,E10000015,CLA 12 months at 31 March,532,191,341,147,194,23,c,49,0,9,11,c,c,169,28,16,21,c,35.9,64.1,27.6,36.5,6.7,c,14.4,0,2.6,3.2,c,c,49.6,8.2,4.7,6.2,c
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,821,Luton,E06000032,CLA 12 months at 31 March,189,80,109,60,49,7,0,12,0,c,c,0,0,60,c,9,8,c,42.3,57.7,31.7,25.9,6.4,0,11,0,c,c,0,0,55,c,8.3,7.3,c
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,926,Norfolk,E10000020,CLA 12 months at 31 March,603,239,364,162,202,14,0,37,c,8,c,c,7,210,37,11,29,0,39.6,60.4,26.9,33.5,3.8,0,10.2,c,2.2,c,c,1.9,57.7,10.2,3,8,0
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,874,Peterborough,E06000031,CLA 12 months at 31 March,170,84,86,36,50,7,0,12,c,0,c,c,6,43,7,c,c,0,49.4,50.6,21.2,29.4,8.1,0,14,c,0,c,c,7,50,8.1,c,c,0
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,882,Southend-on-Sea,E06000033,CLA 12 months at 31 March,150,78,72,38,34,6,0,7,0,c,c,0,c,35,c,c,10,0,52,48,25.3,22.7,8.3,0,9.7,0,c,c,0,c,48.6,c,c,13.9,0
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,935,Suffolk,E10000029,CLA 12 months at 31 March,502,220,282,143,139,12,0,34,c,6,15,7,c,126,36,20,16,c,43.8,56.2,28.5,27.7,4.3,0,12.1,c,2.1,5.3,2.5,c,44.7,12.8,7.1,5.7,c
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,883,Thurrock,E06000034,CLA 12 months at 31 March,152,77,75,31,44,6,0,11,0,c,c,c,0,43,7,c,c,0,50.7,49.3,20.4,28.9,8,0,14.7,0,c,c,c,0,57.3,9.3,c,c,0
202021,Academic year,Local authority,E92000001,England,E12000008,South East,867,Bracknell Forest,E06000036,CLA 12 months at 31 March,81,35,46,13,33,11,c,c,0,0,c,0,0,20,c,c,c,c,43.2,56.8,16,40.7,23.9,c,c,0,0,c,0,0,43.5,c,c,c,c
202021,Academic year,Local authority,E92000001,England,E12000008,South East,846,Brighton and Hove,E06000043,CLA 12 months at 31 March,174,53,121,56,65,c,0,8,0,c,0,c,0,69,13,9,11,0,30.5,69.5,32.2,37.4,c,0,6.6,0,c,0,c,0,57,10.7,7.4,9.1,0
202021,Academic year,Local authority,E92000001,England,E12000008,South East,825,Buckinghamshire,E06000060,CLA 12 months at 31 March,261,102,159,51,108,15,c,17,c,0,7,c,c,76,15,11,6,0,39.1,60.9,19.5,41.4,9.4,c,10.7,c,0,4.4,c,c,47.8,9.4,6.9,3.8,0
202021,Academic year,Local authority,E92000001,England,E12000008,South East,845,East Sussex,E10000011,CLA 12 months at 31 March,303,105,198,102,96,18,0,26,0,c,8,c,7,105,19,c,6,c,34.7,65.3,33.7,31.7,9.1,0,13.1,0,c,4,c,3.5,53,9.6,c,3,c
202021,Academic year,Local authority,E92000001,England,E12000008,South East,850,Hampshire,E10000014,CLA 12 months at 31 March,945,439,506,263,243,19,c,97,c,c,8,9,c,250,44,23,45,c,46.5,53.5,27.8,25.7,3.8,c,19.2,c,c,1.6,1.8,c,49.4,8.7,4.5,8.9,c
202021,Academic year,Local authority,E92000001,England,E12000008,South East,921,Isle of Wight,E06000046,CLA 12 months at 31 March,145,75,70,40,30,c,0,8,0,c,0,c,0,30,11,6,8,0,51.7,48.3,27.6,20.7,c,0,11.4,0,c,0,c,0,42.9,15.7,8.6,11.4,0
202021,Academic year,Local authority,E92000001,England,E12000008,South East,886,Kent,E10000016,CLA 12 months at 31 March,846,353,493,176,317,106,c,38,c,c,6,12,14,208,65,23,16,0,41.7,58.3,20.8,37.5,21.5,c,7.7,c,c,1.2,2.4,2.8,42.2,13.2,4.7,3.2,0
202021,Academic year,Local authority,E92000001,England,E12000008,South East,887,Medway,E06000035,CLA 12 months at 31 March,264,110,154,68,86,16,0,15,0,0,c,c,0,85,16,6,6,0,41.7,58.3,25.8,32.6,10.4,0,9.7,0,0,c,c,0,55.2,10.4,3.9,3.9,0
202021,Academic year,Local authority,E92000001,England,E12000008,South East,826,Milton Keynes,E06000042,CLA 12 months at 31 March,198,75,123,65,58,16,c,25,0,c,7,c,c,52,6,c,c,c,37.9,62.1,32.8,29.3,13,c,20.3,0,c,5.7,c,c,42.3,4.9,c,c,c
202021,Academic year,Local authority,E92000001,England,E12000008,South East,931,Oxfordshire,E10000025,CLA 12 months at 31 March,400,131,269,122,147,42,0,47,0,0,0,c,c,116,33,7,14,c,32.8,67.3,30.5,36.8,15.6,0,17.5,0,0,0,c,c,43.1,12.3,2.6,5.2,c
202021,Academic year,Local authority,E92000001,England,E12000008,South East,851,Portsmouth,E06000044,CLA 12 months at 31 March,217,90,127,59,68,6,0,18,0,c,c,c,c,60,15,6,7,c,41.5,58.5,27.2,31.3,4.7,0,14.2,0,c,c,c,c,47.2,11.8,4.7,5.5,c
202021,Academic year,Local authority,E92000001,England,E12000008,South East,870,Reading,E06000038,CLA 12 months at 31 March,152,62,90,44,46,c,c,8,0,c,c,c,c,45,12,c,c,0,40.8,59.2,28.9,30.3,c,c,8.9,0,c,c,c,c,50,13.3,c,c,0
202021,Academic year,Local authority,E92000001,England,E12000008,South East,871,Slough,E06000039,CLA 12 months at 31 March,98,46,52,25,27,8,0,c,0,0,c,c,c,30,c,c,c,0,46.9,53.1,25.5,27.6,15.4,0,c,0,0,c,c,c,57.7,c,c,c,0
202021,Academic year,Local authority,E92000001,England,E12000008,South East,852,Southampton,E06000045,CLA 12 months at 31 March,273,111,162,79,83,11,c,35,0,0,c,c,c,73,16,c,11,c,40.7,59.3,28.9,30.4,6.8,c,21.6,0,0,c,c,c,45.1,9.9,c,6.8,c
202021,Academic year,Local authority,E92000001,England,E12000008,South East,936,Surrey,E10000030,CLA 12 months at 31 March,500,182,318,131,187,32,c,42,c,c,9,10,8,142,37,18,14,c,36.4,63.6,26.2,37.4,10.1,c,13.2,c,c,2.8,3.1,2.5,44.7,11.6,5.7,4.4,c
202021,Academic year,Local authority,E92000001,England,E12000008,South East,869,West Berkshire,E06000037,CLA 12 months at 31 March,79,32,47,12,35,10,0,c,0,0,0,c,c,22,c,c,c,0,40.5,59.5,15.2,44.3,21.3,0,c,0,0,0,c,c,46.8,c,c,c,0
202021,Academic year,Local authority,E92000001,England,E12000008,South East,938,West Sussex,E10000032,CLA 12 months at 31 March,352,112,240,98,142,11,c,32,0,c,c,7,c,119,33,20,7,c,31.8,68.2,27.8,40.3,4.6,c,13.3,0,c,c,2.9,c,49.6,13.8,8.3,2.9,c
202021,Academic year,Local authority,E92000001,England,E12000008,South East,868,Windsor and Maidenhead,E06000040,CLA 12 months at 31 March,56,31,25,11,14,c,0,c,0,0,0,c,0,17,c,0,0,0,55.4,44.6,19.6,25,c,0,c,0,0,0,c,0,68,c,0,0,0
202021,Academic year,Local authority,E92000001,England,E12000008,South East,872,Wokingham,E06000041,CLA 12 months at 31 March,42,19,23,11,12,c,0,c,0,0,0,0,c,14,c,c,0,0,45.2,54.8,26.2,28.6,c,0,c,0,0,0,0,c,60.9,c,c,0,0
202021,Academic year,Local authority,E92000001,England,E12000009,South West,800,Bath and North East Somerset,E06000022,CLA 12 months at 31 March,88,32,56,21,35,6,0,6,0,0,c,c,c,25,8,c,c,0,36.4,63.6,23.9,39.8,10.7,0,10.7,0,0,c,c,c,44.6,14.3,c,c,0
202021,Academic year,Local authority,E92000001,England,E12000009,South West,839,"Bournemouth, Christchurch and Poole",E06000058,CLA 12 months at 31 March,222,93,129,56,73,c,c,6,0,c,c,c,c,83,16,c,7,0,41.9,58.1,25.2,32.9,c,c,4.7,0,c,c,c,c,64.3,12.4,c,5.4,0
202021,Academic year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,CLA 12 months at 31 March,379,151,228,110,118,18,0,27,0,c,12,c,c,120,23,6,11,c,39.8,60.2,29,31.1,7.9,0,11.8,0,c,5.3,c,c,52.6,10.1,2.6,4.8,c
202021,Academic year,Local authority,E92000001,England,E12000009,South West,908,Cornwall,E06000052,CLA 12 months at 31 March,220,77,143,68,75,9,c,11,0,c,c,c,c,88,14,7,c,0,35,65,30.9,34.1,6.3,c,7.7,0,c,c,c,c,61.5,9.8,4.9,c,0
202021,Academic year,Local authority,E92000001,England,E12000009,South West,878,Devon,E10000008,CLA 12 months at 31 March,396,101,295,101,194,17,c,28,0,c,c,c,c,168,36,16,13,0,25.5,74.5,25.5,49,5.8,c,9.5,0,c,c,c,c,56.9,12.2,5.4,4.4,0
202021,Academic year,Local authority,E92000001,England,E12000009,South West,838,Dorset,E06000059,CLA 12 months at 31 March,238,86,152,63,89,12,c,15,0,c,6,c,c,70,19,c,13,0,36.1,63.9,26.5,37.4,7.9,c,9.9,0,c,3.9,c,c,46.1,12.5,c,8.6,0
202021,Academic year,Local authority,E92000001,England,E12000009,South West,916,Gloucestershire,E10000013,CLA 12 months at 31 March,363,120,243,113,130,9,0,41,0,c,c,c,c,133,20,14,12,c,33.1,66.9,31.1,35.8,3.7,0,16.9,0,c,c,c,c,54.7,8.2,5.8,4.9,c
202021,Academic year,Local authority,E92000001,England,E12000009,South West,420,Isles of Scilly,E06000053,CLA 12 months at 31 March,0,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,CLA 12 months at 31 March,104,39,65,28,37,c,0,9,0,0,c,0,0,38,7,c,c,c,37.5,62.5,26.9,35.6,c,0,13.8,0,0,c,0,0,58.5,10.8,c,c,c
202021,Academic year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,CLA 12 months at 31 March,254,79,175,100,75,7,0,19,0,c,c,c,c,117,13,c,c,0,31.1,68.9,39.4,29.5,4,0,10.9,0,c,c,c,c,66.9,7.4,c,c,0
202021,Academic year,Local authority,E92000001,England,E12000009,South West,933,Somerset,E10000027,CLA 12 months at 31 March,269,86,183,57,126,c,0,18,0,0,c,c,c,122,12,11,c,c,32,68,21.2,46.8,c,0,9.8,0,0,c,c,c,66.7,6.6,6,c,c
202021,Academic year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,CLA 12 months at 31 March,101,35,66,31,35,c,0,c,0,c,8,c,c,31,6,c,c,0,34.7,65.3,30.7,34.7,c,0,c,0,c,12.1,c,c,47,9.1,c,c,0
202021,Academic year,Local authority,E92000001,England,E12000009,South West,866,Swindon,E06000030,CLA 12 months at 31 March,163,65,98,42,56,7,c,9,0,c,c,c,c,58,8,c,c,0,39.9,60.1,25.8,34.4,7.1,c,9.2,0,c,c,c,c,59.2,8.2,c,c,0
202021,Academic year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,CLA 12 months at 31 March,194,77,117,44,73,c,c,10,0,c,c,c,c,69,11,7,9,0,39.7,60.3,22.7,37.6,c,c,8.5,0,c,c,c,c,59,9.4,6,7.7,0
202021,Academic year,Local authority,E92000001,England,E12000009,South West,865,Wiltshire,E06000054,CLA 12 months at 31 March,248,96,152,41,111,11,c,27,0,0,c,c,c,67,17,11,7,c,38.7,61.3,16.5,44.8,7.2,c,17.8,0,0,c,c,c,44.1,11.2,7.2,4.6,c
202021,Academic year,Local authority,E92000001,England,E13000001,Inner London,202,Camden,E09000007,CLA 12 months at 31 March,55,20,35,16,19,c,0,c,0,c,c,0,c,19,c,c,c,0,36.4,63.6,29.1,34.5,c,0,c,0,c,c,0,c,54.3,c,c,c,0
202021,Academic year,Local authority,E92000001,England,E13000001,Inner London,201,City of London,E09000001,CLA 12 months at 31 March,c,c,0,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,c,0,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202021,Academic year,Local authority,E92000001,England,E13000001,Inner London,204,Hackney,E09000012,CLA 12 months at 31 March,191,78,113,43,70,7,0,8,c,c,c,c,c,64,17,c,c,0,40.8,59.2,22.5,36.6,6.2,0,7.1,c,c,c,c,c,56.6,15,c,c,0
202021,Academic year,Local authority,E92000001,England,E13000001,Inner London,205,Hammersmith and Fulham,E09000013,CLA 12 months at 31 March,100,52,48,26,22,10,0,6,0,c,0,c,0,23,c,c,0,c,52,48,26,22,20.8,0,12.5,0,c,0,c,0,47.9,c,c,0,c
202021,Academic year,Local authority,E92000001,England,E13000001,Inner London,309,Haringey,E09000014,CLA 12 months at 31 March,192,78,114,48,66,12,c,11,0,c,c,c,c,54,16,c,c,0,40.6,59.4,25,34.4,10.5,c,9.6,0,c,c,c,c,47.4,14,c,c,0
202021,Academic year,Local authority,E92000001,England,E13000001,Inner London,206,Islington,E09000019,CLA 12 months at 31 March,157,68,89,51,38,9,0,9,0,c,c,0,c,50,7,c,c,c,43.3,56.7,32.5,24.2,10.1,0,10.1,0,c,c,0,c,56.2,7.9,c,c,c
202021,Academic year,Local authority,E92000001,England,E13000001,Inner London,207,Kensington and Chelsea,E09000020,CLA 12 months at 31 March,34,12,22,7,15,c,0,0,0,c,c,0,c,9,c,0,c,0,35.3,64.7,20.6,44.1,c,0,0,0,c,c,0,c,40.9,c,0,c,0
202021,Academic year,Local authority,E92000001,England,E13000001,Inner London,208,Lambeth,E09000022,CLA 12 months at 31 March,160,62,98,43,55,6,c,c,0,c,6,0,c,54,17,0,6,c,38.8,61.3,26.9,34.4,6.1,c,c,0,c,6.1,0,c,55.1,17.3,0,6.1,c
202021,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,Lewisham,E09000023,CLA 12 months at 31 March,225,86,139,58,81,19,c,10,c,c,c,c,c,60,21,c,9,c,38.2,61.8,25.8,36,13.7,c,7.2,c,c,c,c,c,43.2,15.1,c,6.5,c
202021,Academic year,Local authority,E92000001,England,E13000001,Inner London,316,Newham,E09000025,CLA 12 months at 31 March,153,75,78,41,37,9,c,6,c,0,c,c,c,39,9,c,c,0,49,51,26.8,24.2,11.5,c,7.7,c,0,c,c,c,50,11.5,c,c,0
202021,Academic year,Local authority,E92000001,England,E13000001,Inner London,210,Southwark,E09000028,CLA 12 months at 31 March,241,85,156,72,84,16,c,12,0,c,c,0,c,80,22,c,12,c,35.3,64.7,29.9,34.9,10.3,c,7.7,0,c,c,0,c,51.3,14.1,c,7.7,c
202021,Academic year,Local authority,E92000001,England,E13000001,Inner London,211,Tower Hamlets,E09000030,CLA 12 months at 31 March,150,72,78,26,52,8,c,7,0,c,c,0,c,41,9,c,c,c,48,52,17.3,34.7,10.3,c,9,0,c,c,0,c,52.6,11.5,c,c,c
202021,Academic year,Local authority,E92000001,England,E13000001,Inner London,212,Wandsworth,E09000032,CLA 12 months at 31 March,126,50,76,37,39,10,0,c,0,c,c,c,c,41,11,0,c,0,39.7,60.3,29.4,31,13.2,0,c,0,c,c,c,c,53.9,14.5,0,c,0
202021,Academic year,Local authority,E92000001,England,E13000001,Inner London,213,Westminster,E09000033,CLA 12 months at 31 March,72,40,32,16,16,6,c,c,0,0,c,0,0,17,c,c,0,0,55.6,44.4,22.2,22.2,18.8,c,c,0,0,c,0,0,53.1,c,c,0,0
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,301,Barking and Dagenham,E09000002,CLA 12 months at 31 March,184,89,95,39,56,9,0,8,0,c,c,c,0,46,11,8,c,0,48.4,51.6,21.2,30.4,9.5,0,8.4,0,c,c,c,0,48.4,11.6,8.4,c,0
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,302,Barnet,E09000003,CLA 12 months at 31 March,136,64,72,28,44,6,0,c,c,c,c,c,c,41,c,c,c,0,47.1,52.9,20.6,32.4,8.3,0,c,c,c,c,c,c,56.9,c,c,c,0
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,303,Bexley,E09000004,CLA 12 months at 31 March,94,35,59,28,31,9,0,c,0,c,0,0,0,28,11,c,c,c,37.2,62.8,29.8,33,15.3,0,c,0,c,0,0,0,47.5,18.6,c,c,c
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,304,Brent,E09000005,CLA 12 months at 31 March,152,71,81,36,45,8,c,14,0,c,c,c,c,33,7,c,c,c,46.7,53.3,23.7,29.6,9.9,c,17.3,0,c,c,c,c,40.7,8.6,c,c,c
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,305,Bromley,E09000006,CLA 12 months at 31 March,171,73,98,26,72,8,0,9,0,0,c,c,c,46,21,c,c,0,42.7,57.3,15.2,42.1,8.2,0,9.2,0,0,c,c,c,46.9,21.4,c,c,0
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,306,Croydon,E09000008,CLA 12 months at 31 March,320,164,156,99,57,6,c,10,0,c,6,6,c,80,30,6,c,0,51.2,48.8,30.9,17.8,3.8,c,6.4,0,c,3.8,3.8,c,51.3,19.2,3.8,c,0
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,307,Ealing,E09000009,CLA 12 months at 31 March,156,51,105,56,49,7,c,8,0,c,c,0,c,74,6,c,c,0,32.7,67.3,35.9,31.4,6.7,c,7.6,0,c,c,0,c,70.5,5.7,c,c,0
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,308,Enfield,E09000010,CLA 12 months at 31 March,170,62,108,43,65,9,0,10,0,0,c,0,0,65,12,c,6,c,36.5,63.5,25.3,38.2,8.3,0,9.3,0,0,c,0,0,60.2,11.1,c,5.6,c
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,203,Greenwich,E09000011,CLA 12 months at 31 March,254,110,144,66,78,24,c,7,0,c,7,c,c,64,16,c,9,0,43.3,56.7,26,30.7,16.7,c,4.9,0,c,4.9,c,c,44.4,11.1,c,6.3,0
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,310,Harrow,E09000015,CLA 12 months at 31 March,63,28,35,19,16,c,0,c,0,0,c,c,c,21,c,c,0,0,44.4,55.6,30.2,25.4,c,0,c,0,0,c,c,c,60,c,c,0,0
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,311,Havering,E09000016,CLA 12 months at 31 March,115,66,49,17,32,c,c,6,0,c,c,0,c,24,c,c,c,0,57.4,42.6,14.8,27.8,c,c,12.2,0,c,c,0,c,49,c,c,c,0
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,312,Hillingdon,E09000017,CLA 12 months at 31 March,135,62,73,25,48,9,0,8,0,c,c,c,c,30,10,c,c,0,45.9,54.1,18.5,35.6,12.3,0,11,0,c,c,c,c,41.1,13.7,c,c,0
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,313,Hounslow,E09000018,CLA 12 months at 31 March,117,46,71,34,37,6,0,8,0,0,c,0,0,42,c,c,c,c,39.3,60.7,29.1,31.6,8.5,0,11.3,0,0,c,0,0,59.2,c,c,c,c
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,314,Kingston upon Thames,E09000021,CLA 12 months at 31 March,48,18,30,11,19,c,0,c,0,0,0,0,c,13,c,0,c,0,37.5,62.5,22.9,39.6,c,0,c,0,0,0,0,c,43.3,c,0,c,0
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,315,Merton,E09000024,CLA 12 months at 31 March,73,24,49,19,30,c,0,c,c,0,c,0,c,25,6,c,c,0,32.9,67.1,26,41.1,c,0,c,c,0,c,0,c,51,12.2,c,c,0
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,317,Redbridge,E09000026,CLA 12 months at 31 March,101,45,56,26,30,c,c,8,0,c,c,c,c,22,7,c,c,0,44.6,55.4,25.7,29.7,c,c,14.3,0,c,c,c,c,39.3,12.5,c,c,0
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,318,Richmond upon Thames,E09000027,CLA 12 months at 31 March,48,15,33,8,25,c,c,c,0,0,c,c,c,14,c,c,c,0,31.3,68.8,16.7,52.1,c,c,c,0,0,c,c,c,42.4,c,c,c,0
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,319,Sutton,E09000029,CLA 12 months at 31 March,104,47,57,33,24,6,0,c,0,c,0,0,c,25,7,c,7,c,45.2,54.8,31.7,23.1,10.5,0,c,0,c,0,0,c,43.9,12.3,c,12.3,c
202021,Academic year,Local authority,E92000001,England,E13000002,Outer London,320,Waltham Forest,E09000031,CLA 12 months at 31 March,124,67,57,28,29,10,0,6,0,c,c,c,c,20,9,c,c,0,54,46,22.6,23.4,17.5,0,10.5,0,c,c,c,c,35.1,15.8,c,c,0
202021,Academic year,National,E92000001,England,,,,,,CPPO at 31 March,30290,18950,11340,8430,2910,750,110,2100,20,290,340,170,70,4230,2230,260,720,70,62.6,37.4,27.8,9.6,6.6,0.9,18.5,0.1,2.6,3,1.5,0.6,37.3,19.7,2.3,6.4,0.6
202021,Academic year,Regional,E92000001,England,E12000001,North East,,,,CPPO at 31 March,2260,1520,730,580,150,40,10,170,c,20,20,20,c,240,160,20,40,c,67.5,32.5,25.7,6.8,5.2,0.8,23,c,2.6,2.5,2,c,33.1,22.3,2.6,5,c
202021,Academic year,Regional,E92000001,England,E12000002,North West,,,,CPPO at 31 March,4650,2940,1710,1290,420,100,10,300,c,50,70,20,10,650,350,30,120,10,63.2,36.8,27.6,9.1,5.7,0.6,17.3,c,2.9,3.9,1.3,0.4,38.2,20.4,1.7,6.8,0.6
202021,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,CPPO at 31 March,3590,2340,1250,960,290,60,10,240,0,30,30,10,10,460,260,40,100,10,65.3,34.7,26.7,8,4.9,1.1,19,0,2.2,2.2,0.7,0.6,37.2,20.6,3,7.8,0.6
202021,Academic year,Regional,E92000001,England,E12000004,East Midlands,,,,CPPO at 31 March,2800,1810,990,790,200,80,10,230,0,30,30,20,c,380,140,20,60,10,64.6,35.4,28.3,7.1,7.7,0.9,22.9,0,2.7,3.1,2.2,c,38,13.6,1.8,5.6,0.9
