time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,social_care_group,school_type,t_pupils,t_sess_possible,t_sess_overall,t_sess_authorised,t_sess_unauthorised,t_pupils_pa_10_exact
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,884,"Herefordshire, County of",E06000019,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,333,Sandwell,E08000028,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,893,Shropshire,E06000051,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,334,Solihull,E08000029,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,860,Staffordshire,E10000028,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,861,Stoke-on-Trent,E06000021,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,894,Telford and Wrekin,E06000020,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,335,Walsall,E08000030,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,937,Warwickshire,E10000031,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,336,Wolverhampton,E08000031,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,885,Worcestershire,E10000034,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000006,East of England,822,Bedford,E06000055,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000006,East of England,873,Cambridgeshire,E10000003,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000006,East of England,823,Central Bedfordshire,E06000056,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000006,East of England,881,Essex,E10000012,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000006,East of England,919,Hertfordshire,E10000015,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000006,East of England,821,Luton,E06000032,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000006,East of England,926,Norfolk,E10000020,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000006,East of England,874,Peterborough,E06000031,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000006,East of England,882,Southend-on-Sea,E06000033,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000006,East of England,935,Suffolk,E10000029,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000006,East of England,883,Thurrock,E06000034,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000008,South East,867,Bracknell Forest,E06000036,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000008,South East,846,Brighton and Hove,E06000043,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000008,South East,825,Buckinghamshire,E06000060,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000008,South East,845,East Sussex,E10000011,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000008,South East,850,Hampshire,E10000014,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000008,South East,921,Isle of Wight,E06000046,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000008,South East,886,Kent,E10000016,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000008,South East,887,Medway,E06000035,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000008,South East,826,Milton Keynes,E06000042,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000008,South East,931,Oxfordshire,E10000025,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000008,South East,851,Portsmouth,E06000044,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000008,South East,870,Reading,E06000038,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000008,South East,871,Slough,E06000039,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000008,South East,852,Southampton,E06000045,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000008,South East,936,Surrey,E10000030,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000008,South East,869,West Berkshire,E06000037,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000008,South East,938,West Sussex,E10000032,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000008,South East,868,Windsor and Maidenhead,E06000040,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000008,South East,872,Wokingham,E06000041,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000009,South West,800,Bath and North East Somerset,E06000022,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000009,South West,839,"Bournemouth, Christchurch and Poole",E06000058,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000009,South West,908,Cornwall,E06000052,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000009,South West,878,Devon,E10000008,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000009,South West,838,Dorset,E06000059,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000009,South West,916,Gloucestershire,E10000013,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000009,South West,420,Isles of Scilly,E06000053,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000009,South West,933,Somerset,E10000027,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000009,South West,866,Swindon,E06000030,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E12000009,South West,865,Wiltshire,E06000054,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,202,Camden,E09000007,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,201,City of London,E09000001,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,204,Hackney,E09000012,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,205,Hammersmith and Fulham,E09000013,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,309,Haringey,E09000014,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,206,Islington,E09000019,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,207,Kensington and Chelsea,E09000020,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,208,Lambeth,E09000022,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,Lewisham,E09000023,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,316,Newham,E09000025,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,210,Southwark,E09000028,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,211,Tower Hamlets,E09000030,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,212,Wandsworth,E09000032,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,213,Westminster,E09000033,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,301,Barking and Dagenham,E09000002,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,302,Barnet,E09000003,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,303,Bexley,E09000004,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,304,Brent,E09000005,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,305,Bromley,E09000006,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,306,Croydon,E09000008,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,307,Ealing,E09000009,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,308,Enfield,E09000010,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,203,Greenwich,E09000011,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,310,Harrow,E09000015,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,311,Havering,E09000016,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,312,Hillingdon,E09000017,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,313,Hounslow,E09000018,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,314,Kingston upon Thames,E09000021,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,315,Merton,E09000024,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,317,Redbridge,E09000026,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,318,Richmond upon Thames,E09000027,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,319,Sutton,E09000029,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,320,Waltham Forest,E09000031,CLA 12 months at 31 March,Total,x,x,x,x,x,x
201819,Academic year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,CLA 12 months at 31 March,Total,375,133213,4668,3364,1304,30
201819,Academic year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,CLA 12 months at 31 March,Total,103,36244,1615,965,650,9
201819,Academic year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,CLA 12 months at 31 March,Total,195,67429,2863,2035,828,20
201819,Academic year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,CLA 12 months at 31 March,Total,136,48645,1472,1030,442,11
201819,Academic year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,CLA 12 months at 31 March,Total,222,79133,3920,2471,1449,29
201819,Academic year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,CLA 12 months at 31 March,Total,246,86719,5810,3649,2161,31
201819,Academic year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,CLA 12 months at 31 March,Total,128,45819,1856,1180,676,12
201819,Academic year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,CLA 12 months at 31 March,Total,153,53154,3584,2450,1134,23
201819,Academic year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,CLA 12 months at 31 March,Total,126,44090,3165,2064,1101,22
201819,Academic year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,CLA 12 months at 31 March,Total,146,51503,2092,1639,453,17
201819,Academic year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,CLA 12 months at 31 March,Total,242,88152,2913,2090,823,20
201819,Academic year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,CLA 12 months at 31 March,Total,232,80380,5023,2550,2473,36
201819,Academic year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,CLA 12 months at 31 March,Total,149,53210,2678,1852,826,19
201819,Academic year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,CLA 12 months at 31 March,Total,261,92187,5137,3052,2085,35
201819,Academic year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,CLA 12 months at 31 March,Total,309,110152,5278,4221,1057,45
201819,Academic year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,CLA 12 months at 31 March,Total,141,50404,1666,1263,403,11
201819,Academic year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,CLA 12 months at 31 March,Total,212,74239,3384,2855,529,23
201819,Academic year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,CLA 12 months at 31 March,Total,223,78717,4025,2494,1531,24
201819,Academic year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,CLA 12 months at 31 March,Total,333,118124,4135,3372,763,27
201819,Academic year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,CLA 12 months at 31 March,Total,133,48460,2327,1442,885,18
201819,Academic year,Local authority,E92000001,England,E12000002,North West,340,Knowsley,E08000011,CLA 12 months at 31 March,Total,138,49903,2385,1629,756,17
201819,Academic year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,CLA 12 months at 31 March,Total,941,337899,18159,11555,6604,123
201819,Academic year,Local authority,E92000001,England,E12000002,North West,341,Liverpool,E08000012,CLA 12 months at 31 March,Total,559,200691,8191,5459,2732,52
201819,Academic year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,CLA 12 months at 31 March,Total,598,211530,14059,7943,6116,91
201819,Academic year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,CLA 12 months at 31 March,Total,258,91915,7163,3017,4146,43
201819,Academic year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,CLA 12 months at 31 March,Total,242,87235,4964,3193,1771,35
201819,Academic year,Local authority,E92000001,England,E12000002,North West,355,Salford,E08000006,CLA 12 months at 31 March,Total,250,87509,5371,2916,2455,36
201819,Academic year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,CLA 12 months at 31 March,Total,249,88766,6392,3395,2997,40
201819,Academic year,Local authority,E92000001,England,E12000002,North West,342,St. Helens,E08000013,CLA 12 months at 31 March,Total,240,86541,4072,2628,1444,29
201819,Academic year,Local authority,E92000001,England,E12000002,North West,356,Stockport,E08000007,CLA 12 months at 31 March,Total,161,56903,3701,2396,1305,24
201819,Academic year,Local authority,E92000001,England,E12000002,North West,357,Tameside,E08000008,CLA 12 months at 31 March,Total,295,105006,7622,3700,3922,51
201819,Academic year,Local authority,E92000001,England,E12000002,North West,358,Trafford,E08000009,CLA 12 months at 31 March,Total,181,65732,3144,2045,1099,25
201819,Academic year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,CLA 12 months at 31 March,Total,199,71043,2579,1786,793,22
201819,Academic year,Local authority,E92000001,England,E12000002,North West,359,Wigan,E08000010,CLA 12 months at 31 March,Total,255,89325,4194,2334,1860,30
201819,Academic year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,CLA 12 months at 31 March,Total,412,144839,7915,4670,3245,55
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,CLA 12 months at 31 March,Total,145,50487,1866,1308,558,16
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,Bradford,E08000032,CLA 12 months at 31 March,Total,468,168328,9617,5970,3647,70
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,Calderdale,E08000033,CLA 12 months at 31 March,Total,151,53268,2371,1577,794,21
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,CLA 12 months at 31 March,Total,241,84353,3567,2266,1301,21
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,CLA 12 months at 31 March,Total,140,50051,1802,1090,712,13
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,CLA 12 months at 31 March,Total,361,129223,5299,3269,2030,38
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,Kirklees,E08000034,CLA 12 months at 31 March,Total,317,111515,4373,2757,1616,24
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,Leeds,E08000035,CLA 12 months at 31 March,Total,633,225035,11920,7392,4528,73
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,CLA 12 months at 31 March,Total,176,62571,2594,1614,980,18
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,CLA 12 months at 31 March,Total,109,39789,1598,962,636,9
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,North Yorkshire,E10000023,CLA 12 months at 31 March,Total,193,67623,4883,3196,1687,34
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,CLA 12 months at 31 March,Total,280,100407,4934,3575,1359,28
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,CLA 12 months at 31 March,Total,293,103098,7488,4194,3294,45
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,Wakefield,E08000036,CLA 12 months at 31 March,Total,235,83596,4672,3111,1561,27
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,CLA 12 months at 31 March,Total,96,33887,2575,1845,730,18
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,CLA 12 months at 31 March,Total,237,82863,3946,2292,1654,31
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,830,Derbyshire,E10000007,CLA 12 months at 31 March,Total,309,108852,5541,3979,1562,34
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,CLA 12 months at 31 March,Total,306,110936,4787,3260,1527,23
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,Leicestershire,E10000018,CLA 12 months at 31 March,Total,245,86948,3444,2669,775,21
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,925,Lincolnshire,E10000019,CLA 12 months at 31 March,Total,259,91710,4093,2975,1118,23
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,928,Northamptonshire,E10000021,CLA 12 months at 31 March,Total,460,161683,8210,5763,2447,53
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,892,Nottingham,E06000018,CLA 12 months at 31 March,Total,290,101646,5312,3580,1732,35
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,891,Nottinghamshire,E10000024,CLA 12 months at 31 March,Total,393,139123,4927,3595,1332,31
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,857,Rutland,E06000017,CLA 12 months at 31 March,Total,15,5021,160,103,57,c
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,330,Birmingham,E08000025,CLA 12 months at 31 March,Total,871,305377,15979,10136,5843,101
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,331,Coventry,E08000026,CLA 12 months at 31 March,Total,270,95555,4620,3569,1051,31
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,332,Dudley,E08000027,CLA 12 months at 31 March,Total,320,113238,3872,3087,785,21
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,884,"Herefordshire, County of",E06000019,CLA 12 months at 31 March,Total,174,63023,2941,2689,252,18
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,333,Sandwell,E08000028,CLA 12 months at 31 March,Total,368,127880,4662,3085,1577,27
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,893,Shropshire,E06000051,CLA 12 months at 31 March,Total,139,50326,2637,2204,433,16
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,334,Solihull,E08000029,CLA 12 months at 31 March,Total,190,68376,2099,1580,519,10
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,860,Staffordshire,E10000028,CLA 12 months at 31 March,Total,520,184947,9808,7256,2552,60
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,861,Stoke-on-Trent,E06000021,CLA 12 months at 31 March,Total,377,135627,5014,2945,2069,33
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,894,Telford and Wrekin,E06000020,CLA 12 months at 31 March,Total,170,59293,2478,1800,678,17
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,335,Walsall,E08000030,CLA 12 months at 31 March,Total,314,111189,4377,3077,1300,28
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,937,Warwickshire,E10000031,CLA 12 months at 31 March,Total,274,97363,5067,4370,697,29
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,336,Wolverhampton,E08000031,CLA 12 months at 31 March,Total,351,124361,4931,3477,1454,34
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,885,Worcestershire,E10000034,CLA 12 months at 31 March,Total,381,134903,6976,5663,1313,46
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,822,Bedford,E06000055,CLA 12 months at 31 March,Total,112,40365,1067,848,219,7
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,873,Cambridgeshire,E10000003,CLA 12 months at 31 March,Total,320,110272,5462,4365,1097,34
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,823,Central Bedfordshire,E06000056,CLA 12 months at 31 March,Total,163,57656,1892,1641,251,12
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,881,Essex,E10000012,CLA 12 months at 31 March,Total,427,150286,9673,6960,2713,67
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,919,Hertfordshire,E10000015,CLA 12 months at 31 March,Total,417,145909,7833,6053,1780,52
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,821,Luton,E06000032,CLA 12 months at 31 March,Total,166,57686,3637,2512,1125,24
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,926,Norfolk,E10000020,CLA 12 months at 31 March,Total,522,183749,10785,7609,3176,75
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,874,Peterborough,E06000031,CLA 12 months at 31 March,Total,161,56499,2798,2098,700,17
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,882,Southend-on-Sea,E06000033,CLA 12 months at 31 March,Total,124,43804,1972,1251,721,14
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,935,Suffolk,E10000029,CLA 12 months at 31 March,Total,381,132772,8405,6549,1856,62
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,883,Thurrock,E06000034,CLA 12 months at 31 March,Total,128,44509,1389,1174,215,7
201819,Academic year,Local authority,E92000001,England,E12000008,South East,867,Bracknell Forest,E06000036,CLA 12 months at 31 March,Total,60,20452,750,601,149,c
201819,Academic year,Local authority,E92000001,England,E12000008,South East,846,Brighton and Hove,E06000043,CLA 12 months at 31 March,Total,159,56719,3088,2074,1014,20
201819,Academic year,Local authority,E92000001,England,E12000008,South East,825,Buckinghamshire,E06000060,CLA 12 months at 31 March,Total,198,69682,3358,2688,670,27
201819,Academic year,Local authority,E92000001,England,E12000008,South East,845,East Sussex,E10000011,CLA 12 months at 31 March,Total,278,98415,4944,3257,1687,33
201819,Academic year,Local authority,E92000001,England,E12000008,South East,850,Hampshire,E10000014,CLA 12 months at 31 March,Total,758,268917,14992,10977,4015,100
201819,Academic year,Local authority,E92000001,England,E12000008,South East,921,Isle of Wight,E06000046,CLA 12 months at 31 March,Total,123,44222,2597,1630,967,17
201819,Academic year,Local authority,E92000001,England,E12000008,South East,886,Kent,E10000016,CLA 12 months at 31 March,Total,702,249540,11241,8085,3156,78
201819,Academic year,Local authority,E92000001,England,E12000008,South East,887,Medway,E06000035,CLA 12 months at 31 March,Total,181,64487,2460,1822,638,11
201819,Academic year,Local authority,E92000001,England,E12000008,South East,826,Milton Keynes,E06000042,CLA 12 months at 31 March,Total,178,63284,2851,2320,531,17
201819,Academic year,Local authority,E92000001,England,E12000008,South East,931,Oxfordshire,E10000025,CLA 12 months at 31 March,Total,275,95617,6503,4989,1514,50
201819,Academic year,Local authority,E92000001,England,E12000008,South East,851,Portsmouth,E06000044,CLA 12 months at 31 March,Total,177,61921,4131,2449,1682,35
201819,Academic year,Local authority,E92000001,England,E12000008,South East,870,Reading,E06000038,CLA 12 months at 31 March,Total,126,42958,1834,1328,506,16
201819,Academic year,Local authority,E92000001,England,E12000008,South East,871,Slough,E06000039,CLA 12 months at 31 March,Total,65,22701,667,620,47,c
201819,Academic year,Local authority,E92000001,England,E12000008,South East,852,Southampton,E06000045,CLA 12 months at 31 March,Total,259,90826,4093,2897,1196,25
201819,Academic year,Local authority,E92000001,England,E12000008,South East,936,Surrey,E10000030,CLA 12 months at 31 March,Total,349,121508,6707,4761,1946,48
201819,Academic year,Local authority,E92000001,England,E12000008,South East,869,West Berkshire,E06000037,CLA 12 months at 31 March,Total,70,24009,1361,1133,228,16
