New_geog_code,geog_l,geog_c,geog_n,CLA_started2014,CLA_taken2014,SCLA_male,SCLA_female,SCLA_U1,SCLA_1to4,SCLA_5to9,SCLA_10to15,SCLA_16over,SCLA_AbNeg,SCLA_Cdisab,SCLA_ParIll,SCLA_FAcSt,SCLA_FD,SCLA_SUB,SCLA_LI,SCLA_AbsPar,SCLA_ICO,SCLA_FCO,SCLA_POG,SCLA_S20,SCLA_UPP,SCLA_SEPO,SCLA_UCAO,SCLA_ONCT,SCLA_PACE,SCLA_SORR
E09000032,LA,212,Wandsworth,152,48,92,60,14,19,23,53,43,78,x,16,19,13,x,x,17,x,x,0,101,27,0,0,x,0,0
E09000033,LA,213,Westminster,96,21,60,36,10,6,13,31,36,26,x,11,x,17,7,0,28,14,0,0,64,7,0,0,11,0,0
E09000002,LA,301,Barking and Dagenham,268,103,156,112,41,47,53,86,41,188,x,x,10,16,18,0,29,32,0,0,150,67,x,0,x,0,0
E09000003,LA,302,Barnet,173,62,110,63,18,33,20,55,47,63,x,x,17,47,7,x,31,32,x,0,100,28,0,0,x,0,0
E09000004,LA,303,Bexley,168,55,88,80,23,29,41,51,24,109,x,x,8,31,x,x,12,26,x,x,105,25,x,0,x,0,0
E09000005,LA,304,Brent,237,91,122,115,18,23,46,83,67,149,x,x,11,9,23,0,36,18,x,0,132,71,x,0,x,0,0
E09000006,LA,305,Bromley,146,48,85,61,19,32,22,41,32,71,x,x,23,15,x,0,22,13,0,0,92,30,x,0,x,0,0
E09000008,LA,306,Croydon,399,48,294,105,32,41,41,219,66,137,x,x,16,16,12,0,203,35,0,0,340,x,x,0,11,0,0
E09000009,LA,307,Ealing,180,51,102,78,18,16,45,60,41,66,x,20,29,22,x,0,23,15,0,0,119,32,x,0,x,0,0
E09000010,LA,308,Enfield,239,64,153,86,26,21,34,84,74,112,x,9,20,19,26,x,46,21,0,0,153,43,0,0,22,0,0
E09000014,LA,309,Haringey,186,82,103,83,29,26,27,54,50,99,x,8,17,20,12,x,21,19,x,0,92,60,0,0,x,0,0
E09000015,LA,310,Harrow,121,47,67,54,17,18,16,41,29,67,x,6,12,x,x,x,25,6,0,0,74,41,0,0,0,0,0
E09000016,LA,311,Havering,222,101,114,108,25,39,55,63,40,149,x,6,11,28,x,0,20,x,0,x,120,84,x,0,0,0,0
E09000017,LA,312,Hillingdon,231,23,130,101,16,20,24,84,87,66,0,x,15,21,x,0,116,12,x,0,201,x,x,0,7,0,0
E09000018,LA,313,Hounslow,154,62,91,63,21,14,20,51,48,83,x,x,10,13,9,0,32,15,x,0,86,46,0,0,x,0,0
E09000021,LA,314,Kingston upon Thames,58,15,37,21,8,8,8,11,23,22,x,x,8,x,x,0,17,x,0,0,42,x,x,0,x,0,0
E09000024,LA,315,Merton,107,38,64,43,8,12,19,39,29,52,8,x,x,17,x,0,19,10,x,0,64,25,x,0,x,0,0
E09000025,LA,316,Newham,289,110,158,131,40,33,40,97,79,141,x,x,40,66,13,0,23,39,x,0,158,67,x,0,x,0,0
E09000026,LA,317,Redbridge,117,21,73,44,11,10,16,35,45,54,x,8,14,18,x,0,14,x,x,0,85,11,0,0,10,0,x
E09000027,LA,318,Richmond upon Thames,64,12,36,28,x,x,7,27,21,25,x,x,x,9,x,0,17,x,0,0,52,x,0,0,0,0,0
E09000029,LA,319,Sutton,139,41,69,70,13,23,27,47,29,40,x,x,47,19,7,x,16,21,0,0,96,x,x,0,x,0,0
E09000031,LA,320,Waltham Forest,157,47,85,72,22,14,21,55,45,71,x,x,17,25,8,0,27,12,x,0,101,34,0,0,x,0,0
E08000025,LA,330,Birmingham,935,361,461,474,181,170,180,264,140,661,x,26,106,73,37,x,16,200,x,0,555,132,17,x,17,x,0
E08000026,LA,331,Coventry,313,169,164,149,71,66,69,80,27,283,x,0,6,13,x,0,x,80,6,x,132,77,x,0,10,0,0
E08000027,LA,332,Dudley,174,75,92,82,38,49,30,43,14,113,0,10,x,21,20,0,x,42,0,0,91,32,x,0,x,0,0
E08000028,LA,333,Sandwell,144,48,80,64,37,33,27,33,14,90,x,x,8,x,15,0,23,22,x,0,87,23,x,0,x,0,0
E08000029,LA,334,Solihull,143,24,86,57,19,17,25,52,30,32,x,15,54,x,10,0,26,14,0,0,118,x,0,0,x,0,0
E08000030,LA,335,Walsall,192,77,105,87,42,55,36,43,16,99,x,x,27,41,12,0,7,34,x,0,104,41,0,0,x,0,0
E08000031,LA,336,Wolverhampton,234,89,130,104,57,50,48,70,9,163,x,7,22,27,8,0,x,35,x,0,141,51,x,0,x,x,0
E08000011,LA,340,Knowsley,171,89,79,92,31,44,36,42,18,82,x,x,21,48,12,0,x,71,x,0,75,10,x,0,7,0,0
E08000012,LA,341,Liverpool,383,134,200,183,76,71,86,107,43,244,x,8,28,69,8,x,19,114,x,0,241,15,0,0,6,0,x
E08000013,LA,342,St. Helens,111,57,44,67,33,26,x,30,x,105,x,x,0,x,x,0,0,45,0,0,53,x,x,0,x,0,0
E08000014,LA,343,Sefton,215,88,97,118,38,46,51,66,14,58,x,x,36,102,6,0,x,78,x,0,124,x,0,0,x,0,0
E08000015,LA,344,Wirral,206,99,114,92,38,44,47,57,20,90,x,x,10,86,8,0,x,81,x,0,104,12,x,0,x,0,0
E08000001,LA,350,Bolton,209,128,114,95,59,54,51,37,8,165,x,x,13,13,6,x,6,78,x,0,74,47,x,0,x,x,0
E08000002,LA,351,Bury,125,41,68,57,22,26,28,33,16,102,x,0,7,7,x,0,x,31,0,0,80,8,x,0,x,0,0
E08000003,LA,352,Manchester,476,294,269,207,73,106,93,136,68,252,13,30,49,62,32,14,24,121,x,0,154,155,10,x,25,x,0
E08000004,LA,353,Oldham,168,97,94,74,45,35,33,42,13,117,x,7,9,27,x,0,x,44,x,0,69,46,x,0,x,0,0
E08000005,LA,354,Rochdale,166,102,96,70,47,40,29,35,15,98,x,x,27,33,x,0,x,56,x,0,57,40,x,0,7,0,0
E08000006,LA,355,Salford,221,109,126,95,38,66,44,49,24,150,x,x,x,40,7,x,8,75,x,0,112,x,x,0,0,0,0
E08000007,LA,356,Stockport,141,63,73,68,26,27,25,40,23,68,x,11,x,54,0,0,x,32,x,0,77,x,x,0,x,0,0
E08000008,LA,357,Tameside,138,50,74,64,23,26,26,49,14,104,x,x,13,x,8,0,0,18,8,0,83,23,x,0,x,0,0
E08000009,LA,358,Trafford,112,43,66,46,7,17,27,49,12,47,x,x,29,21,x,0,x,24,x,0,66,16,x,0,x,0,x
E08000010,LA,359,Wigan,151,77,88,63,48,37,26,34,6,117,0,x,8,20,x,0,0,51,x,0,71,22,x,0,x,x,0
E08000016,LA,370,Barnsley,128,71,68,60,25,33,27,32,11,87,x,x,12,12,7,0,x,54,0,0,51,17,0,0,6,0,0
E08000017,LA,371,Doncaster,157,66,89,68,33,33,39,41,11,120,x,6,7,14,x,0,x,47,0,0,84,16,x,0,x,0,0
E08000018,LA,372,Rotherham,169,74,84,85,36,40,29,45,19,118,0,x,28,12,x,0,x,59,x,0,92,10,x,0,x,0,0
E08000019,LA,373,Sheffield,262,109,144,118,56,43,45,65,53,125,x,x,27,61,15,x,23,85,0,0,134,20,x,0,17,x,0
E08000032,LA,380,Bradford,293,164,152,141,62,66,59,83,23,231,7,x,9,33,6,x,x,77,6,0,114,69,12,0,15,0,0
E08000033,LA,381,Calderdale,95,48,46,49,x,26,21,29,x,79,0,0,6,x,x,0,x,36,0,0,45,x,0,0,x,0,x
E08000034,LA,382,Kirklees,245,106,135,110,66,46,43,58,32,190,x,x,11,22,11,0,x,90,x,0,127,8,x,0,12,0,0
E08000035,LA,383,Leeds,372,153,209,163,103,85,57,100,27,269,0,x,26,38,x,0,17,77,12,0,203,57,7,0,16,0,0
E08000036,LA,384,Wakefield,205,104,111,94,54,51,36,36,28,101,x,x,x,93,x,0,x,71,x,0,98,25,x,0,x,0,0
E08000020,LA,390,Gateshead,196,36,96,100,36,47,43,55,15,149,0,x,8,27,6,0,x,x,0,0,159,23,0,0,x,0,0
E08000021,LA,391,Newcastle upon Tyne,199,41,111,88,36,39,33,64,27,105,7,7,21,37,14,x,x,17,x,0,146,23,0,0,x,0,0
E08000022,LA,392,North Tyneside,138,28,73,65,31,35,20,35,17,78,x,0,15,38,x,0,x,21,x,0,109,x,x,0,x,0,0
E08000023,LA,393,South Tyneside,129,26,70,59,24,33,24,36,12,89,x,x,19,x,9,0,0,16,0,0,100,x,0,0,x,0,0
E08000024,LA,394,Sunderland,292,46,150,142,72,70,54,80,16,208,x,x,15,58,x,0,x,21,x,0,243,15,x,0,x,0,0
E06000022,LA,800,Bath and North East Somerset,51,19,25,26,x,15,7,18,x,15,x,0,10,18,x,0,x,11,x,0,32,x,0,0,0,0,0
E06000023,LA,801,"Bristol, City of",301,95,155,146,50,54,45,97,55,177,8,9,34,51,9,0,13,62,7,x,199,20,x,0,6,0,0
E06000024,LA,802,North Somerset,122,53,54,68,15,27,19,38,23,37,x,x,33,37,x,0,9,20,x,0,68,x,16,0,x,0,0
E06000025,LA,803,South Gloucestershire,84,16,42,42,20,x,x,28,20,42,x,x,15,12,x,0,7,16,0,0,68,0,0,0,0,0,0
E06000001,LA,805,Hartlepool,50,11,25,25,10,12,x,14,x,34,0,x,x,x,x,0,0,x,0,0,38,x,0,0,x,0,0
E06000002,LA,806,Middlesbrough,176,47,79,97,39,43,30,54,10,45,0,x,19,105,x,x,0,22,x,0,129,18,x,0,0,0,0
E06000003,LA,807,Redcar and Cleveland,79,28,41,38,x,20,18,21,x,41,x,0,x,23,x,0,0,22,x,0,50,x,0,0,x,0,0
E06000004,LA,808,Stockton-on-Tees,136,30,80,56,28,32,26,32,18,83,x,x,16,20,7,0,x,15,x,0,104,x,0,0,x,0,0
E06000010,LA,810,"Kingston Upon Hull, City of",235,46,121,114,51,67,40,57,20,141,x,x,15,57,x,0,8,32,0,0,188,x,x,0,x,0,0
E06000011,LA,811,East Riding of Yorkshire,119,32,51,68,28,23,27,29,12,50,x,x,6,51,6,0,x,25,0,0,86,x,x,0,x,0,0
E06000012,LA,812,North East Lincolnshire,159,53,91,68,39,45,x,44,x,119,x,10,0,20,x,0,x,37,x,0,103,x,8,0,x,x,0
E06000013,LA,813,North Lincolnshire,68,13,34,34,11,7,21,16,13,38,x,x,x,20,x,0,x,x,0,0,53,x,x,0,x,0,0
E10000023,LA,815,North Yorkshire,157,83,83,74,52,33,15,35,22,113,x,x,19,12,x,0,x,54,x,x,65,27,x,0,x,x,0
E06000014,LA,816,York,61,23,26,35,x,14,11,22,x,41,x,x,8,x,x,0,x,16,0,0,36,x,0,0,x,0,0
E06000032,LA,821,Luton,187,39,98,89,38,38,37,47,27,84,14,x,10,45,x,0,24,30,x,0,146,x,x,0,x,0,0
E06000055,LA,822,Bedford,118,43,64,54,16,22,19,45,16,79,x,x,x,8,x,0,19,22,0,0,73,12,x,0,x,0,0
E06000056,LA,823,Central Bedfordshire,123,43,65,58,26,25,17,33,22,91,x,x,x,6,x,0,17,36,0,0,77,x,x,0,x,0,0
E10000002,LA,825,Buckinghamshire,155,67,77,78,29,29,27,49,21,81,x,x,10,43,x,0,11,45,x,0,85,16,x,0,x,0,0
E06000042,LA,826,Milton Keynes,168,53,111,57,23,19,39,51,36,60,10,9,26,25,x,x,29,20,0,0,110,26,x,0,x,0,0
E10000007,LA,830,Derbyshire,253,65,133,120,59,54,39,64,37,146,x,13,27,32,x,0,28,52,x,0,186,9,x,0,x,0,0
E06000015,LA,831,Derby,191,95,114,77,45,41,33,52,20,134,x,10,12,x,13,0,10,67,x,0,79,22,x,0,17,0,0
E10000009,LA,835,Dorset,212,41,115,97,19,47,51,58,37,105,x,x,35,58,x,0,7,21,x,0,170,14,x,0,x,0,0
E06000029,LA,836,Poole,84,16,55,29,x,22,15,29,x,40,x,x,17,18,x,0,0,9,x,x,64,x,0,0,x,0,0
E06000028,LA,837,Bournemouth,146,40,85,61,32,46,20,32,16,17,x,x,14,107,x,0,0,10,x,0,105,21,x,0,x,0,0
E06000047,LA,840,Durham,258,48,139,119,84,61,55,41,17,204,x,x,11,12,12,0,10,33,x,0,204,12,0,0,x,0,0
E06000005,LA,841,Darlington,100,10,48,52,23,24,x,28,x,85,0,0,0,x,x,0,x,6,x,0,88,x,x,0,x,0,0
E10000011,LA,845,East Sussex,155,86,97,58,36,33,37,36,13,73,x,7,17,43,x,0,6,37,12,0,69,18,19,0,0,0,0
E06000043,LA,846,Brighton and Hove,192,43,96,96,54,24,38,50,26,152,x,8,13,7,x,0,x,26,x,x,142,11,x,0,x,0,0
E10000014,LA,850,Hampshire,598,166,323,275,101,119,127,183,68,128,20,49,63,315,13,x,x,119,x,0,421,34,x,0,11,0,0
E06000044,LA,851,Portsmouth,155,55,110,45,35,36,24,32,28,98,x,x,x,24,10,0,12,29,0,0,95,25,x,0,x,0,0
E06000045,LA,852,Southampton,266,117,148,118,50,66,58,65,27,211,x,x,19,17,x,0,9,58,x,x,131,49,8,0,13,0,x
E10000018,LA,855,Leicestershire,244,55,139,105,53,49,25,75,42,150,x,x,26,41,x,0,12,36,x,0,184,16,x,0,x,x,0
E06000016,LA,856,Leicester,219,76,113,106,42,35,52,63,27,154,x,x,11,31,x,0,10,55,x,0,136,18,0,0,x,0,0
E06000017,LA,857,Rutland,14,8,7,7,x,x,0,x,x,7,0,0,x,x,0,0,0,x,0,0,6,0,x,0,0,0,0
E10000028,LA,860,Staffordshire,335,112,153,182,69,74,67,96,29,90,x,9,70,144,x,0,13,86,0,x,216,11,15,0,x,x,0
E06000021,LA,861,Stoke-on-Trent,284,122,144,140,68,65,65,64,22,116,35,62,x,41,18,x,x,77,x,0,160,35,x,0,x,0,0
E06000054,LA,865,Wiltshire,199,56,94,105,50,35,37,59,18,91,12,x,9,77,0,0,x,40,x,0,143,10,x,0,0,0,0
E06000030,LA,866,Swindon,127,27,60,67,16,29,24,39,19,77,x,x,15,20,0,0,x,14,0,x,98,x,x,0,0,0,0
E06000036,LA,867,Bracknell Forest,46,15,23,23,x,8,12,17,x,29,x,x,x,x,x,0,0,x,0,x,26,9,0,0,x,0,0
E06000040,LA,868,Windsor and Maidenhead,39,9,23,16,x,x,8,11,10,14,x,x,10,x,x,0,7,x,0,0,29,x,0,0,x,0,0
E06000037,LA,869,West Berkshire,80,11,46,34,11,15,17,24,13,49,0,x,x,8,x,0,11,x,0,0,69,x,x,0,0,0,0
E06000038,LA,870,Reading,81,40,38,43,21,16,17,14,13,60,x,x,8,x,x,0,x,29,0,0,36,6,x,0,x,0,0
E06000039,LA,871,Slough,119,33,65,54,21,19,15,40,24,71,x,x,13,7,9,0,11,18,0,0,78,13,x,0,x,0,0
E06000041,LA,872,Wokingham,41,11,22,19,x,6,9,16,x,20,x,x,x,7,x,0,x,x,0,0,30,x,x,0,0,0,0
E10000003,LA,873,Cambridgeshire,283,88,149,134,49,43,45,101,45,189,10,x,17,28,x,0,26,58,x,0,193,19,x,0,x,0,0
E06000031,LA,874,Peterborough,141,69,71,70,31,23,33,28,26,108,x,x,x,12,x,0,11,55,x,0,64,7,x,0,8,0,0
E06000006,LA,876,Halton,121,50,58,63,25,31,29,29,7,76,x,0,x,34,x,0,x,32,0,0,71,18,0,0,0,0,0
E06000007,LA,877,Warrington,171,81,92,79,26,40,38,51,16,116,x,6,x,33,x,0,7,51,0,0,88,x,0,x,x,0,0
E10000008,LA,878,Devon,346,127,197,149,59,71,53,123,40,238,15,9,35,43,x,x,x,81,x,x,217,38,x,0,x,0,0
E06000026,LA,879,Plymouth,199,87,110,89,33,48,31,47,40,129,12,26,x,x,x,17,x,55,x,x,109,17,10,0,x,0,0
E06000027,LA,880,Torbay,124,52,55,69,26,32,22,37,7,96,x,x,x,10,x,0,x,20,x,0,71,27,x,0,x,0,0
E10000012,LA,881,Essex,402,139,243,159,65,60,56,115,106,282,9,x,32,35,x,0,34,80,x,0,245,41,x,0,18,0,0
E06000033,LA,882,Southend-on-Sea,90,30,44,46,25,20,10,25,10,x,x,0,0,0,x,0,x,x,0,0,55,12,9,0,x,0,0
E06000034,LA,883,Thurrock,124,31,82,42,17,13,15,31,48,54,x,0,x,14,9,0,35,15,0,0,84,15,x,0,x,0,0
E06000019,LA,884,Herefordshire,118,14,62,56,22,16,20,35,25,53,x,17,x,32,x,0,x,x,0,0,103,x,0,0,x,0,0
E10000034,LA,885,Worcestershire,312,106,156,156,52,50,55,92,63,182,x,28,24,51,x,x,12,77,x,0,198,19,6,0,6,0,x
E10000016,LA,886,Kent,903,190,594,309,115,106,110,268,304,164,11,7,119,259,20,0,323,86,16,x,691,72,15,x,17,0,0
E06000035,LA,887,Medway,238,60,115,123,52,57,57,59,13,148,x,10,12,58,x,0,x,21,x,x,176,30,x,0,0,0,0
E10000017,LA,888,Lancashire,596,292,307,289,151,130,111,148,56,363,x,12,39,148,x,0,18,234,x,0,275,47,x,0,29,0,0
E06000008,LA,889,Blackburn with Darwen,93,52,51,42,28,26,x,22,x,63,x,x,18,x,x,0,x,45,0,0,38,x,x,0,x,x,0
E06000009,LA,890,Blackpool,193,68,100,93,46,44,37,45,21,137,x,x,25,11,10,0,0,43,0,0,116,25,0,0,x,x,0
E10000024,LA,891,Nottinghamshire,391,87,203,188,71,82,57,95,86,160,8,14,88,86,12,0,23,80,0,0,287,7,0,0,17,0,0
E06000018,LA,892,Nottingham,273,114,147,126,48,39,64,86,36,180,9,x,34,27,x,0,12,91,x,0,144,17,x,0,15,0,0
E06000051,LA,893,Shropshire,130,42,76,54,23,28,28,38,13,95,x,0,x,x,0,0,0,20,13,x,84,x,0,0,x,0,0
E06000020,LA,894,Telford and Wrekin,109,44,58,51,36,24,x,23,x,86,x,6,x,x,x,0,x,14,x,0,62,26,x,0,x,x,0
E06000049,LA,895,Cheshire East,144,53,69,75,30,25,32,48,9,97,x,x,23,11,x,x,x,43,x,0,90,x,x,0,x,0,0
E06000050,LA,896,Cheshire West and Chester,204,111,111,93,36,46,49,61,12,160,x,0,24,x,x,0,0,104,x,0,91,x,x,0,x,0,0
E06000052,LA,908,Cornwall,240,102,129,111,57,55,35,79,14,114,x,26,25,61,x,0,x,68,x,x,135,27,x,0,0,0,0
E10000006,LA,909,Cumbria,221,97,130,91,62,50,43,50,16,156,8,6,12,33,6,0,0,78,x,0,119,12,x,0,x,0,0
E10000013,LA,916,Gloucestershire,286,75,142,144,49,57,56,88,36,190,x,x,30,45,0,0,14,48,8,0,205,15,x,0,x,0,0
E10000015,LA,919,Hertfordshire,489,185,269,220,76,92,89,144,88,201,x,0,106,169,0,x,x,89,8,x,289,84,x,0,13,0,0
E06000046,LA,921,Isle of Wight,86,24,53,33,13,15,8,30,20,39,10,x,6,21,x,0,0,x,0,0,61,0,0,0,x,0,0
E10000019,LA,925,Lincolnshire,349,104,194,155,78,78,56,87,50,300,x,x,15,x,x,0,25,65,x,0,237,34,x,0,x,0,0
E10000020,LA,926,Norfolk,421,147,226,195,88,88,78,111,56,242,12,8,43,84,12,0,20,77,x,x,258,57,9,0,8,x,0
E10000021,LA,928,Northamptonshire,504,162,311,193,88,95,101,143,77,215,21,18,x,168,x,x,69,83,x,0,333,61,16,0,x,x,0
E06000048,LA,929,Northumberland,141,26,83,58,32,47,17,37,8,60,0,x,44,29,x,0,x,21,0,0,111,x,0,0,x,0,0
E10000025,LA,931,Oxfordshire,287,101,157,130,51,44,45,108,39,149,x,x,32,43,x,0,39,70,x,x,183,18,10,0,0,0,0
E10000027,LA,933,Somerset,283,88,139,144,65,54,43,92,29,232,8,7,22,7,0,0,7,47,0,0,195,31,10,0,0,0,0
E10000029,LA,935,Suffolk,320,85,177,143,70,50,63,96,41,150,x,x,59,58,9,0,34,60,x,x,228,12,9,0,x,0,0
E10000030,LA,936,Surrey,346,63,199,147,61,54,42,123,66,168,7,x,40,45,x,0,75,38,0,0,279,18,x,0,x,0,0
E10000031,LA,937,Warwickshire,316,83,165,151,60,60,51,92,53,139,x,x,30,80,16,0,45,50,14,0,232,13,x,0,x,0,0
E10000032,LA,938,West Sussex,364,101,205,159,60,57,51,123,73,187,13,26,42,16,16,0,64,46,x,0,255,48,x,0,8,0,0
