LA,LA Name,LineNumber,CYPServiceDescription,ReportGroup,OwnProvision,PrivateProvision,OtherPublic,Voluntary,TotalExpenditure,Income,NetCurrentExpenditure,GovGrantsInsideAEF,GovGrantsOutsideAEF,LEANetRevenueExpenditure
352,Manchester,19,"19 Local safeguarding childrens board	",20 Total  Safeguarding Children and Young People's Services,189850,123656,0,0,313506,218758,94748,0,0,94748
352,Manchester,20,20 Total  Safeguarding Children and Young Peoples Services,CHILDREN AND YOUNG PEOPLES SAFETY,23312839,2355828,11865,1206956,26887488,10724003,16163485,342083,0,15821402
352,Manchester,21,21 Direct payments,"FAMILY SUPPORT SERVICES	",0,475941,0,0,475941,55,475886,0,0,475886
352,Manchester,22,22 Short breaks (respite) for disabled children,"FAMILY SUPPORT SERVICES	",128520,0,0,0,128520,0,128520,0,0,128520
352,Manchester,23,23 Other support for disabled children,"FAMILY SUPPORT SERVICES	",0,0,0,0,0,0,0,0,0,0
352,Manchester,24,24 Targeted family support,"FAMILY SUPPORT SERVICES	",6893371,364614,0,0,7257985,69574,7188411,0,0,7188411
352,Manchester,25,25 Universal family support,"FAMILY SUPPORT SERVICES	",0,0,0,0,0,0,0,0,0,0
352,Manchester,26,26 Total Family Support Services,FAMILY SUPPORT SERVICES,7021891,840555,0,0,7862446,69629,7792817,0,0,7792817
352,Manchester,27,"27 Universal services for young people (including youth work, positive activities and information, advice and guidance)",SERVICES FOR YOUNG PEOPLE,1988046,6602775,0,0,8590821,57439,8533382,81498,0,8451884
352,Manchester,28,"28 Targeted services for young people (including youth work, positive activities and information, advice and guidance)",SERVICES FOR YOUNG PEOPLE,404918,0,0,0,404918,0,404918,0,0,404918
352,Manchester,29,"29 Total Services for Young People	",SERVICES FOR YOUNG PEOPLE,2392964,6602775,0,0,8995739,57439,8938300,81498,0,8856802
352,Manchester,30,30 Youth Justice,YOUTH JUSTICE,,,,,3430140,285100,3145040,,,
352,Manchester,31,31 Capital Expenditure from Revenue (CERA) (Childrens and young people's services),YOUTH JUSTICE,,,,,0,0,0,,,
352,Manchester,32,32 CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),SERVICES FOR YOUNG PEOPLE,,,,,132131030,13409793,118721237,,,
352,Manchester,33,33 CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),SERVICES FOR YOUNG PEOPLE,,,,,132131030,13409793,118721237,,,
352,Manchester,34,"34 Substances misuse services (Drugs, alcohol and volatile substances)","SERVICES FOR YOUNG PEOPLE	
",,,,,73200,,,,,
352,Manchester,35,35 Teenage pregnancy services,"SERVICES FOR YOUNG PEOPLE	
",,,,,331718,,,,,
353,Oldham,1,1 Spend by individual Sure Start Children's Centres ,SURE START CHILDREN'S CENTRES,0,3064753,0,0,3064753,0,3064753,0,0,3064753
353,Oldham,2,2 Spend on local authority provided or commissioned area-wide services delivered through Sure Start Children’s Centres,SURE START CHILDREN'S CENTRES,212360,0,0,0,212360,5912,206448,0,0,206448
353,Oldham,3,3 Other early years funding,SURE START CHILDREN'S CENTRES,3244816,0,0,0,3244816,713248,2531568,0,0,2531568
353,Oldham,4,4 Total Sure Start Children's Centres,SURE START CHILDREN'S CENTRES,3457176,3064753,0,0,6521929,719160,5802769,0,0,5802769
353,Oldham,5,5 Residential care,CHILDREN LOOKED AFTER,1790783,3401138,0,0,5191921,460280,4731641,0,0,4731641
353,Oldham,6,6 Fostering services,CHILDREN LOOKED AFTER,4363641,1294731,0,0,5658372,58349,5600023,0,0,5600023
353,Oldham,7,7 Adoption services,CHILDREN LOOKED AFTER,1335944,0,0,0,1335944,150267,1185677,0,0,1185677
353,Oldham,8,8 Special guardianship support,CHILDREN LOOKED AFTER,370746,0,0,0,370746,0,370746,0,0,370746
353,Oldham,9,9 Other children looked after,CHILDREN LOOKED AFTER,983579,0,0,0,983579,59195,924384,0,0,924384
353,Oldham,10,10 Short breaks (respite) for looked after disabled children,CHILDREN LOOKED AFTER,0,0,0,0,0,0,0,0,0,0
353,Oldham,11,11 Children placed with family and friends ,CHILDREN LOOKED AFTER,125367,0,0,0,125367,0,125367,0,0,125367
353,Oldham,12,12  Education of looked after children,CHILDREN LOOKED AFTER,0,0,0,0,0,0,0,0,0,0
353,Oldham,13,13 Leaving care support services ,CHILDREN LOOKED AFTER,2213269,212007,0,0,2425276,320715,2104561,0,0,2104561
353,Oldham,14,14 Asylum seeker services - children,CHILDREN LOOKED AFTER,0,0,0,0,0,0,0,0,0,0
353,Oldham,15,15 Total Children Looked After,CHILDREN LOOKED AFTER,11183329,4907876,0,0,16091205,1048806,15042399,0,0,15042399
353,Oldham,16,16 Other childrens and family services,OTHER CHILDREN'S AND FAMILIES SERVICES,144305,0,0,0,144305,0,144305,0,0,144305
353,Oldham,17,17 Social work (includes LA functions in relation to child protection,20 Total  Safeguarding Children and Young People's Services,4863711,0,421962,0,5285673,31079,5254594,0,0,5254594
353,Oldham,18,18 Comissioning and Children's Services Strategy,20 Total  Safeguarding Children and Young People's Services,193483,0,0,0,193483,0,193483,0,0,193483
353,Oldham,19,"19 Local safeguarding childrens board	",20 Total  Safeguarding Children and Young People's Services,223265,0,0,0,223265,35571,187694,0,0,187694
353,Oldham,20,20 Total  Safeguarding Children and Young Peoples Services,CHILDREN AND YOUNG PEOPLES SAFETY,5280459,0,421962,0,5702421,66650,5635771,0,0,5635771
353,Oldham,21,21 Direct payments,"FAMILY SUPPORT SERVICES	",0,0,0,0,0,0,0,0,0,0
353,Oldham,22,22 Short breaks (respite) for disabled children,"FAMILY SUPPORT SERVICES	",2060289,0,0,0,2060289,0,2060289,0,0,2060289
353,Oldham,23,23 Other support for disabled children,"FAMILY SUPPORT SERVICES	",0,0,0,0,0,0,0,0,0,0
353,Oldham,24,24 Targeted family support,"FAMILY SUPPORT SERVICES	",171289,0,0,371750,543039,0,543039,0,0,543039
353,Oldham,25,25 Universal family support,"FAMILY SUPPORT SERVICES	",741703,0,0,0,741703,0,741703,0,0,741703
353,Oldham,26,26 Total Family Support Services,FAMILY SUPPORT SERVICES,2973281,0,0,371750,3345031,0,3345031,0,0,3345031
353,Oldham,27,"27 Universal services for young people (including youth work, positive activities and information, advice and guidance)",SERVICES FOR YOUNG PEOPLE,2515783,0,0,1359818,3875601,917101,2958500,0,0,2958500
353,Oldham,28,"28 Targeted services for young people (including youth work, positive activities and information, advice and guidance)",SERVICES FOR YOUNG PEOPLE,0,0,0,1560000,1560000,0,1560000,0,0,1560000
353,Oldham,29,"29 Total Services for Young People	",SERVICES FOR YOUNG PEOPLE,2515783,0,0,2919818,5435601,917101,4518500,0,0,4518500
353,Oldham,30,30 Youth Justice,YOUTH JUSTICE,,,,,1834970,957264,877706,,,
353,Oldham,31,31 Capital Expenditure from Revenue (CERA) (Childrens and young people's services),YOUTH JUSTICE,,,,,0,0,0,,,
353,Oldham,32,32 CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),SERVICES FOR YOUNG PEOPLE,,,,,39075462,3708981,35366481,,,
353,Oldham,33,33 CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),SERVICES FOR YOUNG PEOPLE,,,,,39075462,3708981,35366481,,,
353,Oldham,34,"34 Substances misuse services (Drugs, alcohol and volatile substances)","SERVICES FOR YOUNG PEOPLE	
",,,,,85000,,,,,
353,Oldham,35,35 Teenage pregnancy services,"SERVICES FOR YOUNG PEOPLE	
",,,,,184510,,,,,
354,Rochdale,1,1 Spend by individual Sure Start Children's Centres ,SURE START CHILDREN'S CENTRES,3743137,0,0,0,3743137,106149,3636988,0,0,3636988
354,Rochdale,2,2 Spend on local authority provided or commissioned area-wide services delivered through Sure Start Children’s Centres,SURE START CHILDREN'S CENTRES,96723,0,0,135770,232493,0,232493,0,0,232493
354,Rochdale,3,3 Other early years funding,SURE START CHILDREN'S CENTRES,738005,0,0,0,738005,7167,730838,0,0,730838
354,Rochdale,4,4 Total Sure Start Children's Centres,SURE START CHILDREN'S CENTRES,4577865,0,0,135770,4713635,113316,4600319,0,0,4600319
354,Rochdale,5,5 Residential care,CHILDREN LOOKED AFTER,2122263,3753172,0,0,5875435,260000,5615435,0,0,5615435
354,Rochdale,6,6 Fostering services,CHILDREN LOOKED AFTER,4452713,4084165,0,0,8536878,752330,7784548,0,0,7784548
354,Rochdale,7,7 Adoption services,CHILDREN LOOKED AFTER,1412001,0,0,0,1412001,47935,1364066,45379,0,1318687
354,Rochdale,8,8 Special guardianship support,CHILDREN LOOKED AFTER,486294,0,0,0,486294,0,486294,0,0,486294
354,Rochdale,9,9 Other children looked after,CHILDREN LOOKED AFTER,4425,0,0,0,4425,0,4425,0,0,4425
354,Rochdale,10,10 Short breaks (respite) for looked after disabled children,CHILDREN LOOKED AFTER,0,0,0,0,0,0,0,0,0,0
354,Rochdale,11,11 Children placed with family and friends ,CHILDREN LOOKED AFTER,420916,0,0,0,420916,0,420916,0,0,420916
354,Rochdale,12,12  Education of looked after children,CHILDREN LOOKED AFTER,79311,0,0,0,79311,0,79311,0,0,79311
354,Rochdale,13,13 Leaving care support services ,CHILDREN LOOKED AFTER,1655205,0,0,0,1655205,0,1655205,0,0,1655205
354,Rochdale,14,14 Asylum seeker services - children,CHILDREN LOOKED AFTER,63524,0,0,0,63524,0,63524,0,0,63524
354,Rochdale,15,15 Total Children Looked After,CHILDREN LOOKED AFTER,10696652,7837337,0,0,18533989,1060265,17473724,45379,0,17428345
354,Rochdale,16,16 Other childrens and family services,OTHER CHILDREN'S AND FAMILIES SERVICES,132070,0,0,0,132070,0,132070,53605,0,78465
354,Rochdale,17,17 Social work (includes LA functions in relation to child protection,20 Total  Safeguarding Children and Young People's Services,7308860,0,0,0,7308860,949109,6359751,0,0,6359751
354,Rochdale,18,18 Comissioning and Children's Services Strategy,20 Total  Safeguarding Children and Young People's Services,492156,0,0,0,492156,199158,292998,0,0,292998
354,Rochdale,19,"19 Local safeguarding childrens board	",20 Total  Safeguarding Children and Young People's Services,218435,0,0,0,218435,222962,-4527,0,0,-4527
354,Rochdale,20,20 Total  Safeguarding Children and Young Peoples Services,CHILDREN AND YOUNG PEOPLES SAFETY,8019451,0,0,0,8019451,1371229,6648222,0,0,6648222
354,Rochdale,21,21 Direct payments,"FAMILY SUPPORT SERVICES	",396705,0,0,0,396705,52319,344386,0,0,344386
354,Rochdale,22,22 Short breaks (respite) for disabled children,"FAMILY SUPPORT SERVICES	",910886,308974,1506,2044058,3265424,35299,3230125,0,0,3230125
354,Rochdale,23,23 Other support for disabled children,"FAMILY SUPPORT SERVICES	",225451,15425,0,0,240876,115475,125401,0,0,125401
354,Rochdale,24,24 Targeted family support,"FAMILY SUPPORT SERVICES	",3745827,0,0,38375,3784202,11895,3772307,0,0,3772307
354,Rochdale,25,25 Universal family support,"FAMILY SUPPORT SERVICES	",554800,0,0,0,554800,0,554800,0,0,554800
354,Rochdale,26,26 Total Family Support Services,FAMILY SUPPORT SERVICES,5833669,324399,1506,2082433,8242007,214988,8027019,0,0,8027019
354,Rochdale,27,"27 Universal services for young people (including youth work, positive activities and information, advice and guidance)",SERVICES FOR YOUNG PEOPLE,857295,0,0,280227,1137522,63061,1074461,0,0,1074461
354,Rochdale,28,"28 Targeted services for young people (including youth work, positive activities and information, advice and guidance)",SERVICES FOR YOUNG PEOPLE,1092149,0,0,938151,2030300,214786,1815514,0,0,1815514
354,Rochdale,29,"29 Total Services for Young People	",SERVICES FOR YOUNG PEOPLE,1949444,0,0,1218378,3167822,277847,2889975,0,0,2889975
354,Rochdale,30,30 Youth Justice,YOUTH JUSTICE,,,,,2083688,1103785,979903,,,
354,Rochdale,31,31 Capital Expenditure from Revenue (CERA) (Childrens and young people's services),YOUTH JUSTICE,,,,,0,0,0,,,
354,Rochdale,32,32 CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),SERVICES FOR YOUNG PEOPLE,,,,,44892662,4141430,40751232,,,
354,Rochdale,33,33 CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),SERVICES FOR YOUNG PEOPLE,,,,,44892662,4141430,40751232,,,
354,Rochdale,34,"34 Substances misuse services (Drugs, alcohol and volatile substances)","SERVICES FOR YOUNG PEOPLE	
",,,,,0,,,,,
354,Rochdale,35,35 Teenage pregnancy services,"SERVICES FOR YOUNG PEOPLE	
",,,,,0,,,,,
355,Salford,1,1 Spend by individual Sure Start Children's Centres ,SURE START CHILDREN'S CENTRES,1918450,725544,26516,44778,2715288,63549,2651739,0,0,2651739
355,Salford,2,2 Spend on local authority provided or commissioned area-wide services delivered through Sure Start Children’s Centres,SURE START CHILDREN'S CENTRES,56862,0,195000,0,251862,0,251862,0,0,251862
355,Salford,3,3 Other early years funding,SURE START CHILDREN'S CENTRES,911135,848425,7857,29606,1797023,2732,1794291,0,0,1794291
355,Salford,4,4 Total Sure Start Children's Centres,SURE START CHILDREN'S CENTRES,2886447,1573969,229373,74384,4764173,66281,4697892,0,0,4697892
355,Salford,5,5 Residential care,CHILDREN LOOKED AFTER,3162439,6180466,68311,803202,10214418,111828,10102590,0,0,10102590
355,Salford,6,6 Fostering services,CHILDREN LOOKED AFTER,1546959,7252005,113796,516005,9428765,194939,9233826,0,0,9233826
355,Salford,7,7 Adoption services,CHILDREN LOOKED AFTER,1147295,49685,25787,34347,1257114,73793,1183321,0,0,1183321
355,Salford,8,8 Special guardianship support,CHILDREN LOOKED AFTER,0,743659,0,0,743659,0,743659,0,0,743659
355,Salford,9,9 Other children looked after,CHILDREN LOOKED AFTER,0,154630,0,0,154630,12500,142130,0,0,142130
355,Salford,10,10 Short breaks (respite) for looked after disabled children,CHILDREN LOOKED AFTER,0,0,0,0,0,0,0,0,0,0
355,Salford,11,11 Children placed with family and friends ,CHILDREN LOOKED AFTER,307079,4357,0,0,311436,226,311210,0,0,311210
355,Salford,12,12  Education of looked after children,CHILDREN LOOKED AFTER,42324,176899,0,0,219223,15397,203826,0,0,203826
355,Salford,13,13 Leaving care support services ,CHILDREN LOOKED AFTER,822399,1072260,0,0,1894659,36909,1857750,0,0,1857750
355,Salford,14,14 Asylum seeker services - children,CHILDREN LOOKED AFTER,0,0,0,0,0,0,0,0,0,0
355,Salford,15,15 Total Children Looked After,CHILDREN LOOKED AFTER,7028495,15633961,207894,1353554,24223904,445592,23778312,0,0,23778312
355,Salford,16,16 Other childrens and family services,OTHER CHILDREN'S AND FAMILIES SERVICES,0,16913,0,0,16913,0,16913,0,0,16913
355,Salford,17,17 Social work (includes LA functions in relation to child protection,20 Total  Safeguarding Children and Young People's Services,6770658,1924397,74190,27482,8796727,610206,8186521,0,0,8186521
355,Salford,18,18 Comissioning and Children's Services Strategy,20 Total  Safeguarding Children and Young People's Services,475335,10063,0,632114,1117512,155107,962405,0,0,962405
355,Salford,19,"19 Local safeguarding childrens board	",20 Total  Safeguarding Children and Young People's Services,189102,38722,10341,0,238165,77368,160797,0,0,160797
355,Salford,20,20 Total  Safeguarding Children and Young Peoples Services,CHILDREN AND YOUNG PEOPLES SAFETY,7435095,1973182,84531,659596,10152404,842681,9309723,0,0,9309723
355,Salford,21,21 Direct payments,"FAMILY SUPPORT SERVICES	",0,348578,0,0,348578,0,348578,0,0,348578
355,Salford,22,22 Short breaks (respite) for disabled children,"FAMILY SUPPORT SERVICES	",818866,175999,0,638933,1633798,16645,1617153,0,0,1617153
355,Salford,23,23 Other support for disabled children,"FAMILY SUPPORT SERVICES	",0,0,0,0,0,0,0,0,0,0
355,Salford,24,24 Targeted family support,"FAMILY SUPPORT SERVICES	",349543,59115,180871,539671,1129200,900000,229200,0,0,229200
355,Salford,25,25 Universal family support,"FAMILY SUPPORT SERVICES	",997951,357825,0,0,1355776,324897,1030879,0,0,1030879
355,Salford,26,26 Total Family Support Services,FAMILY SUPPORT SERVICES,2166360,941517,180871,1178604,4467352,1241542,3225810,0,0,3225810
355,Salford,27,"27 Universal services for young people (including youth work, positive activities and information, advice and guidance)",SERVICES FOR YOUNG PEOPLE,1478555,1243696,0,0,2722251,136007,2586244,0,0,2586244
355,Salford,28,"28 Targeted services for young people (including youth work, positive activities and information, advice and guidance)",SERVICES FOR YOUNG PEOPLE,495954,68613,0,0,564567,98190,466377,0,0,466377
355,Salford,29,"29 Total Services for Young People	",SERVICES FOR YOUNG PEOPLE,1974509,1312309,0,0,3286818,234197,3052621,0,0,3052621
355,Salford,30,30 Youth Justice,YOUTH JUSTICE,,,,,5812054,5298981,513073,,,
355,Salford,31,31 Capital Expenditure from Revenue (CERA) (Childrens and young people's services),YOUTH JUSTICE,,,,,0,0,0,,,
355,Salford,32,32 CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),SERVICES FOR YOUNG PEOPLE,,,,,52723618,8129274,44594344,,,
355,Salford,33,33 CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),SERVICES FOR YOUNG PEOPLE,,,,,52723618,8129274,44594344,,,
355,Salford,34,"34 Substances misuse services (Drugs, alcohol and volatile substances)","SERVICES FOR YOUNG PEOPLE	
",,,,,0,,,,,
355,Salford,35,35 Teenage pregnancy services,"SERVICES FOR YOUNG PEOPLE	
",,,,,19924,,,,,
356,Stockport,1,1 Spend by individual Sure Start Children's Centres ,SURE START CHILDREN'S CENTRES,3992097,0,0,0,3992097,223386,3768711,0,0,3768711
356,Stockport,2,2 Spend on local authority provided or commissioned area-wide services delivered through Sure Start Children’s Centres,SURE START CHILDREN'S CENTRES,1981822,6329,42190,0,2030341,47896,1982445,0,0,1982445
356,Stockport,3,3 Other early years funding,SURE START CHILDREN'S CENTRES,696939,0,272976,0,969915,78781,891134,0,0,891134
356,Stockport,4,4 Total Sure Start Children's Centres,SURE START CHILDREN'S CENTRES,6670858,6329,315166,0,6992353,350063,6642290,0,0,6642290
356,Stockport,5,5 Residential care,CHILDREN LOOKED AFTER,2343605,0,0,3618063,5961668,230216,5731452,0,0,5731452
356,Stockport,6,6 Fostering services,CHILDREN LOOKED AFTER,3628868,0,0,1350225,4979093,40365,4938728,17290,0,4921438
356,Stockport,7,7 Adoption services,CHILDREN LOOKED AFTER,1179734,0,0,0,1179734,62471,1117263,39937,0,1077326
356,Stockport,8,8 Special guardianship support,CHILDREN LOOKED AFTER,423818,0,0,0,423818,0,423818,0,0,423818
356,Stockport,9,9 Other children looked after,CHILDREN LOOKED AFTER,0,0,0,0,0,0,0,0,0,0
356,Stockport,10,10 Short breaks (respite) for looked after disabled children,CHILDREN LOOKED AFTER,0,0,0,0,0,0,0,0,0,0
356,Stockport,11,11 Children placed with family and friends ,CHILDREN LOOKED AFTER,0,0,0,0,0,0,0,0,0,0
356,Stockport,12,12  Education of looked after children,CHILDREN LOOKED AFTER,0,0,0,0,0,0,0,0,0,0
356,Stockport,13,13 Leaving care support services ,CHILDREN LOOKED AFTER,598765,0,629,113250,712644,16992,695652,103714,0,591938
356,Stockport,14,14 Asylum seeker services - children,CHILDREN LOOKED AFTER,0,0,0,0,0,0,0,0,0,0
356,Stockport,15,15 Total Children Looked After,CHILDREN LOOKED AFTER,8174790,0,629,5081538,13256957,350044,12906913,160941,0,12745972
356,Stockport,16,16 Other childrens and family services,OTHER CHILDREN'S AND FAMILIES SERVICES,144800,0,262145,0,406945,0,406945,0,0,406945
356,Stockport,17,17 Social work (includes LA functions in relation to child protection,20 Total  Safeguarding Children and Young People's Services,9000783,17130,6777,0,9024690,249088,8775602,86749,0,8688853
356,Stockport,18,18 Comissioning and Children's Services Strategy,20 Total  Safeguarding Children and Young People's Services,856118,0,0,0,856118,67572,788546,0,0,788546
356,Stockport,19,"19 Local safeguarding childrens board	",20 Total  Safeguarding Children and Young People's Services,156899,0,0,0,156899,53683,103216,0,0,103216
356,Stockport,20,20 Total  Safeguarding Children and Young Peoples Services,CHILDREN AND YOUNG PEOPLES SAFETY,10013800,17130,6777,0,10037707,370343,9667364,86749,0,9580615
356,Stockport,21,21 Direct payments,"FAMILY SUPPORT SERVICES	",413364,0,0,0,413364,49306,364058,0,0,364058
356,Stockport,22,22 Short breaks (respite) for disabled children,"FAMILY SUPPORT SERVICES	",376579,138719,103455,1143623,1762376,326392,1435984,0,0,1435984
356,Stockport,23,23 Other support for disabled children,"FAMILY SUPPORT SERVICES	",89488,0,0,0,89488,3000,86488,0,0,86488
356,Stockport,24,24 Targeted family support,"FAMILY SUPPORT SERVICES	",1410025,0,0,0,1410025,225156,1184869,112854,0,1072015
356,Stockport,25,25 Universal family support,"FAMILY SUPPORT SERVICES	",0,0,0,0,0,0,0,0,0,0
356,Stockport,26,26 Total Family Support Services,FAMILY SUPPORT SERVICES,2289456,138719,103455,1143623,3675253,603854,3071399,112854,0,2958545
356,Stockport,27,"27 Universal services for young people (including youth work, positive activities and information, advice and guidance)",SERVICES FOR YOUNG PEOPLE,0,0,0,0,0,0,0,0,0,0
356,Stockport,28,"28 Targeted services for young people (including youth work, positive activities and information, advice and guidance)",SERVICES FOR YOUNG PEOPLE,4898132,112811,147539,85542,5244024,631425,4612599,18619,0,4593980
356,Stockport,29,"29 Total Services for Young People	",SERVICES FOR YOUNG PEOPLE,4898132,112811,147539,85542,5244024,631425,4612599,18619,0,4593980
356,Stockport,30,30 Youth Justice,YOUTH JUSTICE,,,,,1833230,678253,1154977,,,
356,Stockport,31,31 Capital Expenditure from Revenue (CERA) (Childrens and young people's services),YOUTH JUSTICE,,,,,0,0,0,,,
356,Stockport,32,32 CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),SERVICES FOR YOUNG PEOPLE,,,,,41446469,2983982,38462487,,,
356,Stockport,33,33 CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),SERVICES FOR YOUNG PEOPLE,,,,,41446469,2983982,38462487,,,
356,Stockport,34,"34 Substances misuse services (Drugs, alcohol and volatile substances)","SERVICES FOR YOUNG PEOPLE	
",,,,,940774,,,,,
356,Stockport,35,35 Teenage pregnancy services,"SERVICES FOR YOUNG PEOPLE	
",,,,,316954,,,,,
357,Tameside,1,1 Spend by individual Sure Start Children's Centres ,SURE START CHILDREN'S CENTRES,593765,0,0,0,593765,51630,542135,331,0,541804
357,Tameside,2,2 Spend on local authority provided or commissioned area-wide services delivered through Sure Start Children’s Centres,SURE START CHILDREN'S CENTRES,162690,0,0,0,162690,0,162690,0,0,162690
357,Tameside,3,3 Other early years funding,SURE START CHILDREN'S CENTRES,77103,0,0,0,77103,0,77103,0,0,77103
357,Tameside,4,4 Total Sure Start Children's Centres,SURE START CHILDREN'S CENTRES,833558,0,0,0,833558,51630,781928,331,0,781597
357,Tameside,5,5 Residential care,CHILDREN LOOKED AFTER,5476998,0,0,0,5476998,86188,5390810,0,0,5390810
357,Tameside,6,6 Fostering services,CHILDREN LOOKED AFTER,5053220,0,0,0,5053220,0,5053220,0,0,5053220
357,Tameside,7,7 Adoption services,CHILDREN LOOKED AFTER,1241024,0,0,0,1241024,131742,1109282,41485,0,1067797
357,Tameside,8,8 Special guardianship support,CHILDREN LOOKED AFTER,610018,0,0,0,610018,0,610018,0,0,610018
357,Tameside,9,9 Other children looked after,CHILDREN LOOKED AFTER,2179215,0,0,0,2179215,3914,2175301,0,0,2175301
357,Tameside,10,10 Short breaks (respite) for looked after disabled children,CHILDREN LOOKED AFTER,0,0,0,0,0,0,0,0,0,0
357,Tameside,11,11 Children placed with family and friends ,CHILDREN LOOKED AFTER,892991,0,0,0,892991,0,892991,0,0,892991
357,Tameside,12,12  Education of looked after children,CHILDREN LOOKED AFTER,279372,0,0,0,279372,3834,275538,56390,0,219148
357,Tameside,13,13 Leaving care support services ,CHILDREN LOOKED AFTER,2219681,0,0,0,2219681,69994,2149687,0,0,2149687
357,Tameside,14,14 Asylum seeker services - children,CHILDREN LOOKED AFTER,0,0,0,0,0,0,0,0,0,0
357,Tameside,15,15 Total Children Looked After,CHILDREN LOOKED AFTER,17952519,0,0,0,17952519,295672,17656847,97875,0,17558972
357,Tameside,16,16 Other childrens and family services,OTHER CHILDREN'S AND FAMILIES SERVICES,141527,0,0,21,141548,12500,129048,0,0,129048
357,Tameside,17,17 Social work (includes LA functions in relation to child protection,20 Total  Safeguarding Children and Young People's Services,4823117,0,295684,0,5118801,185,5118616,0,0,5118616
357,Tameside,18,18 Comissioning and Children's Services Strategy,20 Total  Safeguarding Children and Young People's Services,180168,0,0,0,180168,0,180168,0,0,180168
357,Tameside,19,"19 Local safeguarding childrens board	",20 Total  Safeguarding Children and Young People's Services,344015,0,0,0,344015,39991,304024,0,0,304024
357,Tameside,20,20 Total  Safeguarding Children and Young Peoples Services,CHILDREN AND YOUNG PEOPLES SAFETY,5347300,0,295684,0,5642984,40176,5602808,0,0,5602808
357,Tameside,21,21 Direct payments,"FAMILY SUPPORT SERVICES	",60752,0,0,0,60752,1125,59627,0,0,59627
357,Tameside,22,22 Short breaks (respite) for disabled children,"FAMILY SUPPORT SERVICES	",661044,0,0,0,661044,1125,659919,0,0,659919
357,Tameside,23,23 Other support for disabled children,"FAMILY SUPPORT SERVICES	",696431,0,0,0,696431,13125,683306,0,0,683306
357,Tameside,24,24 Targeted family support,"FAMILY SUPPORT SERVICES	",3692035,504639,0,104590,4301264,150546,4150718,685600,0,3465118
357,Tameside,25,25 Universal family support,"FAMILY SUPPORT SERVICES	",243,0,0,75000,75243,0,75243,0,0,75243
357,Tameside,26,26 Total Family Support Services,FAMILY SUPPORT SERVICES,5110505,504639,0,179590,5794734,165921,5628813,685600,0,4943213
357,Tameside,27,"27 Universal services for young people (including youth work, positive activities and information, advice and guidance)",SERVICES FOR YOUNG PEOPLE,6892,0,0,916606,923498,6892,916606,0,0,916606
357,Tameside,28,"28 Targeted services for young people (including youth work, positive activities and information, advice and guidance)",SERVICES FOR YOUNG PEOPLE,184820,61074,0,206312,452206,366028,86178,0,0,86178
357,Tameside,29,"29 Total Services for Young People	",SERVICES FOR YOUNG PEOPLE,191712,61074,0,1122918,1375704,372920,1002784,0,0,1002784
357,Tameside,30,30 Youth Justice,YOUTH JUSTICE,,,,,1009616,42436,967180,,,
357,Tameside,31,31 Capital Expenditure from Revenue (CERA) (Childrens and young people's services),YOUTH JUSTICE,,,,,0,0,0,,,
357,Tameside,32,32 CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),SERVICES FOR YOUNG PEOPLE,,,,,32750663,981255,31769408,,,
357,Tameside,33,33 CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),SERVICES FOR YOUNG PEOPLE,,,,,32750663,981255,31769408,,,
357,Tameside,34,"34 Substances misuse services (Drugs, alcohol and volatile substances)","SERVICES FOR YOUNG PEOPLE	
",,,,,204912,,,,,
357,Tameside,35,35 Teenage pregnancy services,"SERVICES FOR YOUNG PEOPLE	
",,,,,224,,,,,
358,Trafford,1,1 Spend by individual Sure Start Children's Centres ,SURE START CHILDREN'S CENTRES,5801779,40367,0,344877,6187023,773704,5413319,0,0,5413319
358,Trafford,2,2 Spend on local authority provided or commissioned area-wide services delivered through Sure Start Children’s Centres,SURE START CHILDREN'S CENTRES,0,0,0,0,0,0,0,0,0,0
358,Trafford,3,3 Other early years funding,SURE START CHILDREN'S CENTRES,754403,0,0,542271,1296674,51508,1245166,0,0,1245166
358,Trafford,4,4 Total Sure Start Children's Centres,SURE START CHILDREN'S CENTRES,6556182,40367,0,887148,7483697,825212,6658485,0,0,6658485
358,Trafford,5,5 Residential care,CHILDREN LOOKED AFTER,2143831,1232369,0,339,3376539,169638,3206901,0,0,3206901
358,Trafford,6,6 Fostering services,CHILDREN LOOKED AFTER,2577822,1275211,125225,0,3978258,54606,3923652,0,0,3923652
358,Trafford,7,7 Adoption services,CHILDREN LOOKED AFTER,1073392,0,46551,31839,1151782,178821,972961,16128,0,956833
