LA,LA Name,LineNumber,CYPServiceDescription,ReportGroup,OwnProvision,PrivateProvision,OtherPublic,Voluntary,TotalExpenditure,Income,NetCurrentExpenditure,GovGrantsInsideAEF,GovGrantsOutsideAEF,LEANetRevenueExpenditure
201,City of London,1,1 Spend by individual Sure Start Children's Centres ,SURE START CHILDREN'S CENTRES,0,0,516305,0,516305,111246,405059,0,0,405059
201,City of London,2,2 Spend on local authority provided or commissioned area-wide services delivered through Sure Start Children’s Centres,SURE START CHILDREN'S CENTRES,0,0,0,0,0,0,0,0,0,0
201,City of London,3,3 Other early years funding,SURE START CHILDREN'S CENTRES,0,0,959350,0,959350,0,959350,1128482,0,-169132
201,City of London,4,4 Total Sure Start Children's Centres,SURE START CHILDREN'S CENTRES,0,0,1475655,0,1475655,111246,1364409,1128482,0,235927
201,City of London,5,5 Residential care,CHILDREN LOOKED AFTER,0,0,0,0,0,0,0,0,0,0
201,City of London,6,6 Fostering services,CHILDREN LOOKED AFTER,0,0,72526,0,72526,0,72526,0,0,72526
201,City of London,7,7 Adoption services,CHILDREN LOOKED AFTER,0,0,17608,0,17608,0,17608,17324,0,284
201,City of London,8,8 Special guardianship support,CHILDREN LOOKED AFTER,0,0,3008,0,3008,0,3008,0,0,3008
201,City of London,9,9 Other children looked after,CHILDREN LOOKED AFTER,0,0,116623,0,116623,0,116623,0,0,116623
201,City of London,10,10 Short breaks (respite) for looked after disabled children,CHILDREN LOOKED AFTER,0,0,0,0,0,0,0,0,0,0
201,City of London,11,11 Children placed with family and friends ,CHILDREN LOOKED AFTER,0,0,0,0,0,0,0,0,0,0
201,City of London,12,12  Education of looked after children,CHILDREN LOOKED AFTER,0,0,0,0,0,0,0,0,0,0
201,City of London,13,13 Leaving care support services ,CHILDREN LOOKED AFTER,0,0,0,0,0,0,0,0,0,0
201,City of London,14,14 Asylum seeker services - children,CHILDREN LOOKED AFTER,0,0,68951,0,68951,0,68951,0,0,68951
201,City of London,15,15 Total Children Looked After,CHILDREN LOOKED AFTER,0,0,278716,0,278716,0,278716,17324,0,261392
201,City of London,16,16 Other childrens and family services,OTHER CHILDREN'S AND FAMILIES SERVICES,0,0,387040,0,387040,0,387040,0,0,387040
201,City of London,17,17 Social work (includes LA functions in relation to child protection,20 Total  Safeguarding Children and Young People's Services,0,0,512164,0,512164,0,512164,0,0,512164
201,City of London,18,18 Comissioning and Children's Services Strategy,20 Total  Safeguarding Children and Young People's Services,0,0,116556,0,116556,0,116556,0,0,116556
201,City of London,19,"19 Local safeguarding childrens board	",20 Total  Safeguarding Children and Young People's Services,0,0,0,0,0,0,0,0,0,0
201,City of London,20,20 Total  Safeguarding Children and Young Peoples Services,CHILDREN AND YOUNG PEOPLES SAFETY,0,0,628720,0,628720,0,628720,0,0,628720
201,City of London,21,21 Direct payments,"FAMILY SUPPORT SERVICES	",0,0,0,0,0,0,0,0,0,0
201,City of London,22,22 Short breaks (respite) for disabled children,"FAMILY SUPPORT SERVICES	",0,0,0,0,0,0,0,0,0,0
201,City of London,23,23 Other support for disabled children,"FAMILY SUPPORT SERVICES	",0,0,32151,0,32151,0,32151,0,0,32151
201,City of London,24,24 Targeted family support,"FAMILY SUPPORT SERVICES	",0,0,148237,0,148237,0,148237,55600,0,92637
201,City of London,25,25 Universal family support,"FAMILY SUPPORT SERVICES	",0,0,420862,0,420862,0,420862,0,0,420862
201,City of London,26,26 Total Family Support Services,FAMILY SUPPORT SERVICES,0,0,601250,0,601250,0,601250,55600,0,545650
201,City of London,27,"27 Universal services for young people (including youth work, positive activities and information, advice and guidance)",SERVICES FOR YOUNG PEOPLE,0,0,0,0,0,0,0,0,0,0
201,City of London,28,"28 Targeted services for young people (including youth work, positive activities and information, advice and guidance)",SERVICES FOR YOUNG PEOPLE,0,0,0,0,0,0,0,0,0,0
201,City of London,29,"29 Total Services for Young People	",SERVICES FOR YOUNG PEOPLE,0,0,0,0,0,0,0,0,0,0
201,City of London,30,30 Youth Justice,YOUTH JUSTICE,,,,,0,0,0,,,
201,City of London,31,31 Capital Expenditure from Revenue (CERA) (Childrens and young people's services),YOUTH JUSTICE,,,,,0,0,0,,,
201,City of London,32,32 CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),SERVICES FOR YOUNG PEOPLE,,,,,3371381,111246,3260135,,,
201,City of London,33,33 CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),SERVICES FOR YOUNG PEOPLE,,,,,3371381,111246,3260135,,,
201,City of London,34,"34 Substances misuse services (Drugs, alcohol and volatile substances)","SERVICES FOR YOUNG PEOPLE	
",,,,,0,,,,,
201,City of London,35,35 Teenage pregnancy services,"SERVICES FOR YOUNG PEOPLE	
",,,,,0,,,,,
202,Camden,1,1 Spend by individual Sure Start Children's Centres ,SURE START CHILDREN'S CENTRES,5024780,0,0,0,5024780,883191,4141589,0,0,4141589
202,Camden,2,2 Spend on local authority provided or commissioned area-wide services delivered through Sure Start Children’s Centres,SURE START CHILDREN'S CENTRES,783874,0,0,282114,1065988,535,1065453,0,0,1065453
202,Camden,3,3 Other early years funding,SURE START CHILDREN'S CENTRES,0,0,0,0,0,0,0,0,0,0
202,Camden,4,4 Total Sure Start Children's Centres,SURE START CHILDREN'S CENTRES,5808654,0,0,282114,6090768,883726,5207042,0,0,5207042
202,Camden,5,5 Residential care,CHILDREN LOOKED AFTER,0,2941913,0,770795,3712708,0,3712708,0,0,3712708
202,Camden,6,6 Fostering services,CHILDREN LOOKED AFTER,4226404,2640052,0,660013,7526469,55332,7471137,0,0,7471137
202,Camden,7,7 Adoption services,CHILDREN LOOKED AFTER,1267327,0,0,106209,1373536,77011,1296525,0,0,1296525
202,Camden,8,8 Special guardianship support,CHILDREN LOOKED AFTER,1326249,0,0,45518,1371767,33005,1338762,0,0,1338762
202,Camden,9,9 Other children looked after,CHILDREN LOOKED AFTER,596999,0,0,178652,775651,0,775651,0,0,775651
202,Camden,10,10 Short breaks (respite) for looked after disabled children,CHILDREN LOOKED AFTER,9642,0,0,0,9642,0,9642,0,0,9642
202,Camden,11,11 Children placed with family and friends ,CHILDREN LOOKED AFTER,325103,0,0,0,325103,0,325103,0,0,325103
202,Camden,12,12  Education of looked after children,CHILDREN LOOKED AFTER,2235969,49061,0,0,2285030,0,2285030,0,46800,2238230
202,Camden,13,13 Leaving care support services ,CHILDREN LOOKED AFTER,1380583,548285,0,0,1928868,0,1928868,0,0,1928868
202,Camden,14,14 Asylum seeker services - children,CHILDREN LOOKED AFTER,533492,113063,0,0,646555,0,646555,0,525687,120868
202,Camden,15,15 Total Children Looked After,CHILDREN LOOKED AFTER,11901768,6292374,0,1761187,19955329,165348,19789981,0,572487,19217494
202,Camden,16,16 Other childrens and family services,OTHER CHILDREN'S AND FAMILIES SERVICES,1298270,0,0,4987412,6285682,124818,6160864,0,0,6160864
202,Camden,17,17 Social work (includes LA functions in relation to child protection,20 Total  Safeguarding Children and Young People's Services,8903351,0,0,69123,8972474,806538,8165936,0,0,8165936
202,Camden,18,18 Comissioning and Children's Services Strategy,20 Total  Safeguarding Children and Young People's Services,2090817,52995,0,0,2143812,13546,2130266,0,0,2130266
202,Camden,19,"19 Local safeguarding childrens board	",20 Total  Safeguarding Children and Young People's Services,323520,0,0,0,323520,66454,257066,0,0,257066
202,Camden,20,20 Total  Safeguarding Children and Young Peoples Services,CHILDREN AND YOUNG PEOPLES SAFETY,11317688,52995,0,69123,11439806,886538,10553268,0,0,10553268
202,Camden,21,21 Direct payments,"FAMILY SUPPORT SERVICES	",902972,0,0,0,902972,30987,871985,0,0,871985
202,Camden,22,22 Short breaks (respite) for disabled children,"FAMILY SUPPORT SERVICES	",1198323,0,0,1050249,2248572,157184,2091388,0,0,2091388
202,Camden,23,23 Other support for disabled children,"FAMILY SUPPORT SERVICES	",123914,0,0,1227,125141,20907,104234,0,0,104234
202,Camden,24,24 Targeted family support,"FAMILY SUPPORT SERVICES	",1128790,0,1285195,162169,2576154,255166,2320988,0,0,2320988
202,Camden,25,25 Universal family support,"FAMILY SUPPORT SERVICES	",5693,0,0,48200,53893,0,53893,0,0,53893
202,Camden,26,26 Total Family Support Services,FAMILY SUPPORT SERVICES,3359692,0,1285195,1261845,5906732,464244,5442488,0,0,5442488
202,Camden,27,"27 Universal services for young people (including youth work, positive activities and information, advice and guidance)",SERVICES FOR YOUNG PEOPLE,2907294,0,0,373250,3280544,176970,3103574,0,0,3103574
202,Camden,28,"28 Targeted services for young people (including youth work, positive activities and information, advice and guidance)",SERVICES FOR YOUNG PEOPLE,3138037,0,0,254257,3392294,191251,3201043,0,558914,2642129
202,Camden,29,"29 Total Services for Young People	",SERVICES FOR YOUNG PEOPLE,6045331,0,0,627507,6672838,368221,6304617,0,558914,5745703
202,Camden,30,30 Youth Justice,YOUTH JUSTICE,,,,,1903498,358176,1545322,,,
202,Camden,31,31 Capital Expenditure from Revenue (CERA) (Childrens and young people's services),YOUTH JUSTICE,,,,,0,0,0,,,
202,Camden,32,32 CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),SERVICES FOR YOUNG PEOPLE,,,,,58254653,3251071,55003582,,,
202,Camden,33,33 CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),SERVICES FOR YOUNG PEOPLE,,,,,58254653,3251071,55003582,,,
202,Camden,34,"34 Substances misuse services (Drugs, alcohol and volatile substances)","SERVICES FOR YOUNG PEOPLE	
",,,,,319689,,,,,
202,Camden,35,35 Teenage pregnancy services,"SERVICES FOR YOUNG PEOPLE	
",,,,,704768,,,,,
203,Greenwich,1,1 Spend by individual Sure Start Children's Centres ,SURE START CHILDREN'S CENTRES,7517513,0,0,245187,7762700,493277,7269423,0,0,7269423
203,Greenwich,2,2 Spend on local authority provided or commissioned area-wide services delivered through Sure Start Children’s Centres,SURE START CHILDREN'S CENTRES,1932232,0,0,0,1932232,88583,1843649,0,0,1843649
203,Greenwich,3,3 Other early years funding,SURE START CHILDREN'S CENTRES,1016132,732362,0,0,1748494,633,1747861,302000,0,1445861
203,Greenwich,4,4 Total Sure Start Children's Centres,SURE START CHILDREN'S CENTRES,10465877,732362,0,245187,11443426,582493,10860933,302000,0,10558933
203,Greenwich,5,5 Residential care,CHILDREN LOOKED AFTER,715026,6589495,0,0,7304521,1600000,5704521,0,0,5704521
203,Greenwich,6,6 Fostering services,CHILDREN LOOKED AFTER,4724969,13881475,0,0,18606444,5035,18601409,0,0,18601409
203,Greenwich,7,7 Adoption services,CHILDREN LOOKED AFTER,1896263,0,0,0,1896263,20573,1875690,69150,0,1806540
203,Greenwich,8,8 Special guardianship support,CHILDREN LOOKED AFTER,872368,0,0,0,872368,0,872368,0,0,872368
203,Greenwich,9,9 Other children looked after,CHILDREN LOOKED AFTER,0,1502113,0,142119,1644232,0,1644232,0,0,1644232
203,Greenwich,10,10 Short breaks (respite) for looked after disabled children,CHILDREN LOOKED AFTER,0,345000,0,0,345000,0,345000,0,0,345000
203,Greenwich,11,11 Children placed with family and friends ,CHILDREN LOOKED AFTER,555688,0,0,0,555688,0,555688,0,0,555688
203,Greenwich,12,12  Education of looked after children,CHILDREN LOOKED AFTER,93033,0,0,0,93033,0,93033,0,0,93033
203,Greenwich,13,13 Leaving care support services ,CHILDREN LOOKED AFTER,1372256,0,0,0,1372256,0,1372256,0,0,1372256
203,Greenwich,14,14 Asylum seeker services - children,CHILDREN LOOKED AFTER,483872,0,0,0,483872,0,483872,120290,0,363582
203,Greenwich,15,15 Total Children Looked After,CHILDREN LOOKED AFTER,10713475,22318083,0,142119,33173677,1625608,31548069,189440,0,31358629
203,Greenwich,16,16 Other childrens and family services,OTHER CHILDREN'S AND FAMILIES SERVICES,0,0,0,0,0,0,0,0,0,0
203,Greenwich,17,17 Social work (includes LA functions in relation to child protection,20 Total  Safeguarding Children and Young People's Services,16621795,0,0,0,16621795,0,16621795,150609,0,16471186
203,Greenwich,18,18 Comissioning and Children's Services Strategy,20 Total  Safeguarding Children and Young People's Services,811547,0,0,0,811547,0,811547,0,0,811547
203,Greenwich,19,"19 Local safeguarding childrens board	",20 Total  Safeguarding Children and Young People's Services,193052,0,0,0,193052,188927,4125,0,0,4125
203,Greenwich,20,20 Total  Safeguarding Children and Young Peoples Services,CHILDREN AND YOUNG PEOPLES SAFETY,17626394,0,0,0,17626394,188927,17437467,150609,0,17286858
203,Greenwich,21,21 Direct payments,"FAMILY SUPPORT SERVICES	",1381897,0,0,0,1381897,0,1381897,0,0,1381897
203,Greenwich,22,22 Short breaks (respite) for disabled children,"FAMILY SUPPORT SERVICES	",559416,0,0,345668,905084,0,905084,0,0,905084
203,Greenwich,23,23 Other support for disabled children,"FAMILY SUPPORT SERVICES	",5000,0,0,0,5000,0,5000,0,0,5000
203,Greenwich,24,24 Targeted family support,"FAMILY SUPPORT SERVICES	",1675363,0,662433,397417,2735213,43590,2691623,269241,0,2422382
203,Greenwich,25,25 Universal family support,"FAMILY SUPPORT SERVICES	",0,0,0,39000,39000,0,39000,0,0,39000
203,Greenwich,26,26 Total Family Support Services,FAMILY SUPPORT SERVICES,3621676,0,662433,782085,5066194,43590,5022604,269241,0,4753363
203,Greenwich,27,"27 Universal services for young people (including youth work, positive activities and information, advice and guidance)",SERVICES FOR YOUNG PEOPLE,14457,2000237,0,116205,2130899,0,2130899,0,0,2130899
203,Greenwich,28,"28 Targeted services for young people (including youth work, positive activities and information, advice and guidance)",SERVICES FOR YOUNG PEOPLE,2001102,60462,0,252700,2314264,401023,1913241,0,0,1913241
203,Greenwich,29,"29 Total Services for Young People	",SERVICES FOR YOUNG PEOPLE,2015559,2060699,0,368905,4445163,401023,4044140,0,0,4044140
203,Greenwich,30,30 Youth Justice,YOUTH JUSTICE,,,,,1808340,602781,1205559,,,
203,Greenwich,31,31 Capital Expenditure from Revenue (CERA) (Childrens and young people's services),YOUTH JUSTICE,,,,,0,0,0,,,
203,Greenwich,32,32 CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),SERVICES FOR YOUNG PEOPLE,,,,,73563194,3444422,70118772,,,
203,Greenwich,33,33 CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),SERVICES FOR YOUNG PEOPLE,,,,,73563194,3444422,70118772,,,
203,Greenwich,34,"34 Substances misuse services (Drugs, alcohol and volatile substances)","SERVICES FOR YOUNG PEOPLE	
",,,,,534392,,,,,
203,Greenwich,35,35 Teenage pregnancy services,"SERVICES FOR YOUNG PEOPLE	
",,,,,0,,,,,
204,Hackney,1,1 Spend by individual Sure Start Children's Centres ,SURE START CHILDREN'S CENTRES,11113240,779610,0,500460,12393310,1749940,10643370,0,0,10643370
204,Hackney,2,2 Spend on local authority provided or commissioned area-wide services delivered through Sure Start Children’s Centres,SURE START CHILDREN'S CENTRES,3729730,11950,0,246920,3988600,4590,3984010,0,0,3984010
204,Hackney,3,3 Other early years funding,SURE START CHILDREN'S CENTRES,0,0,0,0,0,0,0,0,0,0
204,Hackney,4,4 Total Sure Start Children's Centres,SURE START CHILDREN'S CENTRES,14842970,791560,0,747380,16381910,1754530,14627380,0,0,14627380
204,Hackney,5,5 Residential care,CHILDREN LOOKED AFTER,91550,2293440,0,0,2384990,57220,2327770,0,0,2327770
204,Hackney,6,6 Fostering services,CHILDREN LOOKED AFTER,3962150,4718620,0,0,8680770,90580,8590190,0,0,8590190
204,Hackney,7,7 Adoption services,CHILDREN LOOKED AFTER,2303420,0,0,0,2303420,143600,2159820,0,0,2159820
204,Hackney,8,8 Special guardianship support,CHILDREN LOOKED AFTER,1230590,0,0,0,1230590,0,1230590,0,0,1230590
204,Hackney,9,9 Other children looked after,CHILDREN LOOKED AFTER,81920,994440,0,48980,1125340,179840,945500,210790,0,734710
204,Hackney,10,10 Short breaks (respite) for looked after disabled children,CHILDREN LOOKED AFTER,0,0,0,0,0,0,0,0,0,0
204,Hackney,11,11 Children placed with family and friends ,CHILDREN LOOKED AFTER,569370,0,0,0,569370,0,569370,0,0,569370
204,Hackney,12,12  Education of looked after children,CHILDREN LOOKED AFTER,705220,61200,20160,0,786580,12070,774510,86730,0,687780
204,Hackney,13,13 Leaving care support services ,CHILDREN LOOKED AFTER,1376460,1202230,0,0,2578690,0,2578690,0,0,2578690
204,Hackney,14,14 Asylum seeker services - children,CHILDREN LOOKED AFTER,0,0,0,0,0,0,0,0,0,0
204,Hackney,15,15 Total Children Looked After,CHILDREN LOOKED AFTER,10320680,9269930,20160,48980,19659750,483310,19176440,297520,0,18878920
204,Hackney,16,16 Other childrens and family services,OTHER CHILDREN'S AND FAMILIES SERVICES,0,0,0,0,0,0,0,0,0,0
204,Hackney,17,17 Social work (includes LA functions in relation to child protection,20 Total  Safeguarding Children and Young People's Services,14958190,125,0,15450,14973765,4100,14969665,0,0,14969665
204,Hackney,18,18 Comissioning and Children's Services Strategy,20 Total  Safeguarding Children and Young People's Services,3975460,581210,36810,0,4593480,31730,4561750,0,0,4561750
204,Hackney,19,"19 Local safeguarding childrens board	",20 Total  Safeguarding Children and Young People's Services,400060,98940,0,0,499000,160240,338760,0,0,338760
204,Hackney,20,20 Total  Safeguarding Children and Young Peoples Services,CHILDREN AND YOUNG PEOPLES SAFETY,19333710,680275,36810,15450,20066245,196070,19870175,0,0,19870175
204,Hackney,21,21 Direct payments,"FAMILY SUPPORT SERVICES	",617930,0,0,0,617930,52630,565300,0,0,565300
204,Hackney,22,22 Short breaks (respite) for disabled children,"FAMILY SUPPORT SERVICES	",594380,0,0,570650,1165030,30140,1134890,0,0,1134890
204,Hackney,23,23 Other support for disabled children,"FAMILY SUPPORT SERVICES	",0,0,0,0,0,0,0,0,0,0
204,Hackney,24,24 Targeted family support,"FAMILY SUPPORT SERVICES	",4629160,800330,666610,346510,6442610,20110,6422500,0,1151200,5271300
204,Hackney,25,25 Universal family support,"FAMILY SUPPORT SERVICES	",0,0,0,0,0,0,0,0,0,0
204,Hackney,26,26 Total Family Support Services,FAMILY SUPPORT SERVICES,5841470,800330,666610,917160,8225570,102880,8122690,0,1151200,6971490
204,Hackney,27,"27 Universal services for young people (including youth work, positive activities and information, advice and guidance)",SERVICES FOR YOUNG PEOPLE,2832400,0,180820,2071300,5084520,36370,5048150,0,0,5048150
204,Hackney,28,"28 Targeted services for young people (including youth work, positive activities and information, advice and guidance)",SERVICES FOR YOUNG PEOPLE,2699935,214670,280280,100000,3294885,34580,3260305,0,110290,3150015
204,Hackney,29,"29 Total Services for Young People	",SERVICES FOR YOUNG PEOPLE,5532335,214670,461100,2171300,8379405,70950,8308455,0,110290,8198165
204,Hackney,30,30 Youth Justice,YOUTH JUSTICE,,,,,5511950,1908695,3603255,,,
204,Hackney,31,31 Capital Expenditure from Revenue (CERA) (Childrens and young people's services),YOUTH JUSTICE,,,,,0,0,0,,,
204,Hackney,32,32 CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),SERVICES FOR YOUNG PEOPLE,,,,,78224830,4516435,73708395,,,
204,Hackney,33,33 CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),SERVICES FOR YOUNG PEOPLE,,,,,78224830,4516435,73708395,,,
204,Hackney,34,"34 Substances misuse services (Drugs, alcohol and volatile substances)","SERVICES FOR YOUNG PEOPLE	
",,,,,306380,,,,,
204,Hackney,35,35 Teenage pregnancy services,"SERVICES FOR YOUNG PEOPLE	
",,,,,19400,,,,,
205,Hammersmith and Fulham,1,1 Spend by individual Sure Start Children's Centres ,SURE START CHILDREN'S CENTRES,37610,1328,0,29991,68929,0,68929,0,0,68929
205,Hammersmith and Fulham,2,2 Spend on local authority provided or commissioned area-wide services delivered through Sure Start Children’s Centres,SURE START CHILDREN'S CENTRES,0,2090826,0,0,2090826,0,2090826,0,0,2090826
205,Hammersmith and Fulham,3,3 Other early years funding,SURE START CHILDREN'S CENTRES,49718,432316,0,84273,566307,28674,537633,0,0,537633
205,Hammersmith and Fulham,4,4 Total Sure Start Children's Centres,SURE START CHILDREN'S CENTRES,87328,2524470,0,114264,2726062,28674,2697388,0,0,2697388
205,Hammersmith and Fulham,5,5 Residential care,CHILDREN LOOKED AFTER,204447,3133159,0,0,3337606,141729,3195877,0,0,3195877
205,Hammersmith and Fulham,6,6 Fostering services,CHILDREN LOOKED AFTER,2847914,3133159,0,0,5981073,37856,5943217,0,0,5943217
205,Hammersmith and Fulham,7,7 Adoption services,CHILDREN LOOKED AFTER,1796889,1200,68677,0,1866766,200055,1666711,0,0,1666711
205,Hammersmith and Fulham,8,8 Special guardianship support,CHILDREN LOOKED AFTER,1203613,0,0,0,1203613,0,1203613,0,0,1203613
205,Hammersmith and Fulham,9,9 Other children looked after,CHILDREN LOOKED AFTER,1188029,689130,0,0,1877159,2810,1874349,0,0,1874349
205,Hammersmith and Fulham,10,10 Short breaks (respite) for looked after disabled children,CHILDREN LOOKED AFTER,50999,0,0,152948,203947,0,203947,0,0,203947
205,Hammersmith and Fulham,11,11 Children placed with family and friends ,CHILDREN LOOKED AFTER,441939,0,0,0,441939,0,441939,0,0,441939
205,Hammersmith and Fulham,12,12  Education of looked after children,CHILDREN LOOKED AFTER,410233,12,0,11081,421326,12174,409152,0,0,409152
205,Hammersmith and Fulham,13,13 Leaving care support services ,CHILDREN LOOKED AFTER,130658,1185388,0,0,1316046,102082,1213964,0,0,1213964
205,Hammersmith and Fulham,14,14 Asylum seeker services - children,CHILDREN LOOKED AFTER,799372,594015,0,0,1393387,102082,1291305,0,0,1291305
205,Hammersmith and Fulham,15,15 Total Children Looked After,CHILDREN LOOKED AFTER,9074093,8736063,68677,164029,18042862,598788,17444074,0,0,17444074
205,Hammersmith and Fulham,16,16 Other childrens and family services,OTHER CHILDREN'S AND FAMILIES SERVICES,1612894,472664,0,0,2085558,220000,1865558,0,0,1865558
205,Hammersmith and Fulham,17,17 Social work (includes LA functions in relation to child protection,20 Total  Safeguarding Children and Young People's Services,6307979,56607,0,0,6364586,485648,5878938,0,0,5878938
205,Hammersmith and Fulham,18,18 Comissioning and Children's Services Strategy,20 Total  Safeguarding Children and Young People's Services,1611967,82905,10133,12800,1717805,128335,1589470,0,0,1589470
205,Hammersmith and Fulham,19,"19 Local safeguarding childrens board	",20 Total  Safeguarding Children and Young People's Services,263194,1457,10750,0,275401,167300,108101,0,0,108101
205,Hammersmith and Fulham,20,20 Total  Safeguarding Children and Young Peoples Services,CHILDREN AND YOUNG PEOPLES SAFETY,8183140,140969,20883,12800,8357792,781283,7576509,0,0,7576509
205,Hammersmith and Fulham,21,21 Direct payments,"FAMILY SUPPORT SERVICES	",346846,0,0,0,346846,0,346846,0,0,346846
205,Hammersmith and Fulham,22,22 Short breaks (respite) for disabled children,"FAMILY SUPPORT SERVICES	",703119,0,0,0,703119,220000,483119,0,0,483119
205,Hammersmith and Fulham,23,23 Other support for disabled children,"FAMILY SUPPORT SERVICES	",888413,568353,0,58500,1515266,264242,1251024,0,0,1251024
205,Hammersmith and Fulham,24,24 Targeted family support,"FAMILY SUPPORT SERVICES	",446665,0,0,0,446665,180481,266184,0,0,266184
205,Hammersmith and Fulham,25,25 Universal family support,"FAMILY SUPPORT SERVICES	",5697,7323,0,3346855,3359875,20835,3339040,0,0,3339040
205,Hammersmith and Fulham,26,26 Total Family Support Services,FAMILY SUPPORT SERVICES,2390740,575676,0,3405355,6371771,685558,5686213,0,0,5686213
205,Hammersmith and Fulham,27,"27 Universal services for young people (including youth work, positive activities and information, advice and guidance)",SERVICES FOR YOUNG PEOPLE,292916,4314,44900,582549,924679,21502,903177,0,0,903177
205,Hammersmith and Fulham,28,"28 Targeted services for young people (including youth work, positive activities and information, advice and guidance)",SERVICES FOR YOUNG PEOPLE,24923,286894,38537,4486907,4837261,259503,4577758,0,0,4577758
205,Hammersmith and Fulham,29,"29 Total Services for Young People	",SERVICES FOR YOUNG PEOPLE,317839,291208,83437,5069456,5761940,281005,5480935,0,0,5480935
205,Hammersmith and Fulham,30,30 Youth Justice,YOUTH JUSTICE,,,,,877987,573343,304644,,,
205,Hammersmith and Fulham,31,31 Capital Expenditure from Revenue (CERA) (Childrens and young people's services),YOUTH JUSTICE,,,,,0,0,0,,,
205,Hammersmith and Fulham,32,32 CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),SERVICES FOR YOUNG PEOPLE,,,,,44223972,3168651,41055321,,,
205,Hammersmith and Fulham,33,33 CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),SERVICES FOR YOUNG PEOPLE,,,,,44223972,3168651,41055321,,,
205,Hammersmith and Fulham,34,"34 Substances misuse services (Drugs, alcohol and volatile substances)","SERVICES FOR YOUNG PEOPLE	
",,,,,89091,,,,,
205,Hammersmith and Fulham,35,35 Teenage pregnancy services,"SERVICES FOR YOUNG PEOPLE	
",,,,,137785,,,,,
206,Islington,1,1 Spend by individual Sure Start Children's Centres ,SURE START CHILDREN'S CENTRES,5040746,285585,656659,2730022,8713012,1202498,7510514,0,0,7510514
206,Islington,2,2 Spend on local authority provided or commissioned area-wide services delivered through Sure Start Children’s Centres,SURE START CHILDREN'S CENTRES,2238312,98457,844210,398942,3579921,3902,3576019,0,0,3576019
206,Islington,3,3 Other early years funding,SURE START CHILDREN'S CENTRES,1690890,90515,323228,764249,2868882,87297,2781585,0,0,2781585
206,Islington,4,4 Total Sure Start Children's Centres,SURE START CHILDREN'S CENTRES,8969948,474557,1824097,3893213,15161815,1293697,13868118,0,0,13868118
206,Islington,5,5 Residential care,CHILDREN LOOKED AFTER,438089,3101702,273127,426544,4239462,912999,3326463,0,0,3326463
206,Islington,6,6 Fostering services,CHILDREN LOOKED AFTER,4926259,4581981,183459,887983,10579682,81059,10498623,3899,0,10494724
206,Islington,7,7 Adoption services,CHILDREN LOOKED AFTER,2427435,16543,54682,92883,2591543,107241,2484302,1997,0,2482305
206,Islington,8,8 Special guardianship support,CHILDREN LOOKED AFTER,1183778,862,917,0,1185557,27380,1158177,1202,0,1156975
206,Islington,9,9 Other children looked after,CHILDREN LOOKED AFTER,297478,88145,6274,3072,394969,414,394555,0,0,394555
206,Islington,10,10 Short breaks (respite) for looked after disabled children,CHILDREN LOOKED AFTER,873105,0,0,0,873105,259603,613502,0,0,613502
206,Islington,11,11 Children placed with family and friends ,CHILDREN LOOKED AFTER,553475,237,209,0,553921,11673,542248,510,0,541738
206,Islington,12,12  Education of looked after children,CHILDREN LOOKED AFTER,380555,0,0,0,380555,31445,349110,0,0,349110
206,Islington,13,13 Leaving care support services ,CHILDREN LOOKED AFTER,2284546,85077,858,9981,2380462,7551,2372911,0,0,2372911
206,Islington,14,14 Asylum seeker services - children,CHILDREN LOOKED AFTER,1576398,0,0,0,1576398,5175,1571223,1295361,0,275862
206,Islington,15,15 Total Children Looked After,CHILDREN LOOKED AFTER,14941118,7874547,519526,1420463,24755654,1444540,23311114,1302969,0,22008145
206,Islington,16,16 Other childrens and family services,OTHER CHILDREN'S AND FAMILIES SERVICES,0,0,0,0,0,0,0,0,0,0
206,Islington,17,17 Social work (includes LA functions in relation to child protection,20 Total  Safeguarding Children and Young People's Services,13446152,275173,1092845,187314,15001484,113539,14887945,486612,0,14401333
206,Islington,18,18 Comissioning and Children's Services Strategy,20 Total  Safeguarding Children and Young People's Services,1937517,39651,157473,26991,2161632,19868,2141764,200000,0,1941764
206,Islington,19,"19 Local safeguarding childrens board	",20 Total  Safeguarding Children and Young People's Services,143484,0,0,0,143484,41697,101787,31882,0,69905
206,Islington,20,20 Total  Safeguarding Children and Young Peoples Services,CHILDREN AND YOUNG PEOPLES SAFETY,15527153,314824,1250318,214305,17306600,175104,17131496,718494,0,16413002
206,Islington,21,21 Direct payments,"FAMILY SUPPORT SERVICES	",1047115,242,0,0,1047357,41219,1006138,0,0,1006138
