time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,characteristic,sen_category,number,percent
201819,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Looked after children,Total,218,.
201819,Reporting year,Local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,Looked after children,Total,87,.
201819,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Looked after children,Total,271,.
201819,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Looked after children,Total,82,.
201819,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Looked after children,Total,154,.
201819,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Looked after children,Total,196,.
201819,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Looked after children,Total,238,.
201819,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Looked after children,Total,61,.
201819,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Looked after children,Total,c,c
201819,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Looked after children,Total,173,.
201819,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Looked after children,Total,80,.
201819,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Looked after children,Total,184,.
201819,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Looked after children,Total,157,.
201819,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Looked after children,Total,36,.
201819,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Looked after children,Total,176,.
201819,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Looked after children,Total,213,.
201819,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Looked after children,Total,166,.
201819,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Looked after children,Total,243,.
201819,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Looked after children,Total,129,.
201819,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Looked after children,Total,118,.
201819,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Looked after children,Total,71,.
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Looked after children,Total,181,.
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Looked after children,Total,121,.
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Looked after children,Total,90,.
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Looked after children,Total,122,.
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Looked after children,Total,162,.
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Looked after children,Total,276,.
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Looked after children,Total,156,.
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Looked after children,Total,151,.
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Looked after children,Total,263,.
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Looked after children,Total,60,.
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Looked after children,Total,116,.
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Looked after children,Total,111,.
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Looked after children,Total,113,.
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Looked after children,Total,61,.
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Looked after children,Total,83,.
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Looked after children,Total,90,.
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Looked after children,Total,33,.
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Looked after children,Total,102,.
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Looked after children,Total,104,.
201819,Reporting year,National,E92000001,England,,,,,,Looked after children,No identified SEN,17120,44.1
201819,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Looked after children,No identified SEN,1240,46.5
201819,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Looked after children,No identified SEN,3690,47.8
201819,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and the Humber,,,,Looked after children,No identified SEN,1930,44
201819,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Looked after children,No identified SEN,1270,44.1
201819,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Looked after children,No identified SEN,2590,47.4
201819,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Looked after children,No identified SEN,1470,43.5
201819,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Looked after children,No identified SEN,2040,40
201819,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Looked after children,No identified SEN,1050,34.6
201819,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Looked after children,No identified SEN,790,43.6
201819,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Looked after children,No identified SEN,1060,44.3
201819,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Looked after children,No identified SEN,67,50.8
201819,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,Durham,Looked after children,No identified SEN,205,48
201819,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Looked after children,No identified SEN,97,43.9
201819,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Looked after children,No identified SEN,68,43.9
201819,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Looked after children,No identified SEN,131,49.6
201819,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Looked after children,No identified SEN,144,50.2
201819,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Looked after children,No identified SEN,68,47.6
201819,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Looked after children,No identified SEN,59,34.9
201819,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Looked after children,No identified SEN,73,50
201819,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Looked after children,No identified SEN,59,36
201819,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Looked after children,No identified SEN,143,50.5
201819,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Looked after children,No identified SEN,123,45.9
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Looked after children,No identified SEN,75,41.4
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Looked after children,No identified SEN,136,43.6
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Looked after children,No identified SEN,164,46.7
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Looked after children,No identified SEN,66,39.5
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Looked after children,No identified SEN,116,44.8
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Looked after children,No identified SEN,122,49
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Looked after children,No identified SEN,179,45
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Looked after children,No identified SEN,65,42.8
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Looked after children,No identified SEN,76,47.2
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Looked after children,No identified SEN,563,52
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Looked after children,No identified SEN,334,53.9
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Looked after children,No identified SEN,287,44
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Looked after children,No identified SEN,145,48.8
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Looked after children,No identified SEN,154,56
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Looked after children,No identified SEN,113,38.6
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Looked after children,No identified SEN,145,53.1
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Looked after children,No identified SEN,141,50
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Looked after children,No identified SEN,79,41.6
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Looked after children,No identified SEN,186,54.4
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Looked after children,No identified SEN,95,45.2
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Looked after children,No identified SEN,117,51.5
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Looked after children,No identified SEN,107,37.9
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Looked after children,No identified SEN,229,48.3
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,370,E08000016,Barnsley,Looked after children,No identified SEN,73,46.8
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,380,E08000032,Bradford,Looked after children,No identified SEN,245,45.6
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,381,E08000033,Calderdale,Looked after children,No identified SEN,79,44.9
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,371,E08000017,Doncaster,Looked after children,No identified SEN,126,46
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,811,E06000011,East Riding of Yorkshire,Looked after children,No identified SEN,82,47.4
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,810,E06000010,Kingston upon Hull City of,Looked after children,No identified SEN,210,48.5
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,382,E08000034,Kirklees,Looked after children,No identified SEN,154,42.5
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,383,E08000035,Leeds,Looked after children,No identified SEN,303,44.3
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,812,E06000012,North East Lincolnshire,Looked after children,No identified SEN,92,45.1
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,813,E06000013,North Lincolnshire,Looked after children,No identified SEN,62,48.4
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,815,E10000023,North Yorkshire,Looked after children,No identified SEN,90,38.8
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,372,E08000018,Rotherham,Looked after children,No identified SEN,120,37.2
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,373,E08000019,Sheffield,Looked after children,No identified SEN,129,40.2
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,384,E08000036,Wakefield,Looked after children,No identified SEN,104,38.8
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,816,E06000014,York,Looked after children,No identified SEN,58,51.8
201819,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Looked after children,No identified SEN,120,46
201819,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Looked after children,No identified SEN,140,40.1
201819,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Looked after children,No identified SEN,159,46.2
201819,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Looked after children,No identified SEN,136,45.8
201819,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Looked after children,No identified SEN,125,42.5
201819,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Looked after children,No identified SEN,254,48.2
201819,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Looked after children,No identified SEN,139,42.6
201819,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Looked after children,No identified SEN,186,41
201819,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Looked after children,No identified SEN,c,c
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Looked after children,No identified SEN,470,47.9
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Looked after children,No identified SEN,153,47.2
