time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,characteristic,ks2_assessment_measure,number_eligible,number_achieving,percent_achieving,progress_eligible,progress_score,average_progress_score
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,372,E08000018,Rotherham,Looked after children,Writing (progress),.,.,.,28,10.52,0.4
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,373,E08000019,Sheffield,Looked after children,Writing (progress),.,.,.,23,24.29,1.1
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,384,E08000036,Wakefield,Looked after children,Writing (progress),.,.,.,24,-120.49,-5
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,816,E06000014,York,Looked after children,Writing (progress),.,.,.,9,-44.81,-5
201819,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Looked after children,Writing (progress),.,.,.,21,37.85,1.8
201819,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Looked after children,Writing (progress),.,.,.,25,-2.14,-0.1
201819,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Looked after children,Writing (progress),.,.,.,25,24.33,1
201819,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Looked after children,Writing (progress),.,.,.,c,c,c
201819,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Looked after children,Writing (progress),.,.,.,26,22.95,0.9
201819,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Looked after children,Writing (progress),.,.,.,38,-98.03,-2.6
201819,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Looked after children,Writing (progress),.,.,.,20,-44.58,-2.2
201819,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Looked after children,Writing (progress),.,.,.,33,54.6,1.7
201819,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Looked after children,Writing (progress),.,.,.,c,c,c
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Looked after children,Writing (progress),.,.,.,88,-161.38,-1.8
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Looked after children,Writing (progress),.,.,.,21,-3.56,-0.2
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Looked after children,Writing (progress),.,.,.,33,-63.8,-1.9
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,Herefordshire,Looked after children,Writing (progress),.,.,.,23,41.32,1.8
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Looked after children,Writing (progress),.,.,.,38,36.92,1
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Looked after children,Writing (progress),.,.,.,11,7.88,0.7
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Looked after children,Writing (progress),.,.,.,20,11.12,0.6
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Looked after children,Writing (progress),.,.,.,50,-31.84,-0.6
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Looked after children,Writing (progress),.,.,.,36,-29.81,-0.8
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Looked after children,Writing (progress),.,.,.,17,-18.27,-1.1
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Looked after children,Writing (progress),.,.,.,28,-31.9,-1.1
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Looked after children,Writing (progress),.,.,.,26,-50.92,-2
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Looked after children,Writing (progress),.,.,.,33,-4.62,-0.1
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Looked after children,Writing (progress),.,.,.,30,-52.51,-1.8
201819,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford borough,Looked after children,Writing (progress),.,.,.,14,-70.33,-5
201819,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Looked after children,Writing (progress),.,.,.,25,1.96,0.1
201819,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Looked after children,Writing (progress),.,.,.,22,-22.83,-1
201819,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Looked after children,Writing (progress),.,.,.,39,55.07,1.4
201819,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Looked after children,Writing (progress),.,.,.,40,0.31,0
201819,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Looked after children,Writing (progress),.,.,.,19,-82.99,-4.4
201819,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Looked after children,Writing (progress),.,.,.,41,-106.07,-2.6
201819,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Looked after children,Writing (progress),.,.,.,17,-21,-1.2
201819,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Looked after children,Writing (progress),.,.,.,10,24.97,2.5
201819,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Looked after children,Writing (progress),.,.,.,29,-36.34,-1.3
201819,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Looked after children,Writing (progress),.,.,.,10,-11.49,-1.1
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Looked after children,Writing (progress),.,.,.,6,15.22,2.5
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Looked after children,Writing (progress),.,.,.,14,-38.85,-2.8
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E10000002,Buckinghamshire,Looked after children,Writing (progress),.,.,.,21,-29.62,-1.4
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Looked after children,Writing (progress),.,.,.,24,-96.31,-4
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Looked after children,Writing (progress),.,.,.,66,-64.29,-1
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Looked after children,Writing (progress),.,.,.,7,-15.28,-2.2
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Looked after children,Writing (progress),.,.,.,71,-89.13,-1.3
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Looked after children,Writing (progress),.,.,.,20,-1.7,-0.1
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Looked after children,Writing (progress),.,.,.,12,-26.13,-2.2
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Looked after children,Writing (progress),.,.,.,25,-7.2,-0.3
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Looked after children,Writing (progress),.,.,.,18,-39.15,-2.2
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Looked after children,Writing (progress),.,.,.,10,-14.33,-1.4
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Looked after children,Writing (progress),.,.,.,c,c,c
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Looked after children,Writing (progress),.,.,.,28,-111.07,-4
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Looked after children,Writing (progress),.,.,.,29,-35.01,-1.2
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Looked after children,Writing (progress),.,.,.,c,c,c
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Looked after children,Writing (progress),.,.,.,22,-51.62,-2.3
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Looked after children,Writing (progress),.,.,.,c,c,c
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Looked after children,Writing (progress),.,.,.,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Looked after children,Writing (progress),.,.,.,8,-14.58,-1.8
201819,Reporting year,Local authority,E92000001,England,E12000009,South West,837,E06000028,Bournemouth,Looked after children,Writing (progress),.,.,.,c,c,c
201819,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,Bristol City of,Looked after children,Writing (progress),.,.,.,29,-44.42,-1.5
201819,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Looked after children,Writing (progress),.,.,.,13,-33.58,-2.6
201819,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Looked after children,Writing (progress),.,.,.,22,-49.07,-2.2
201819,Reporting year,Local authority,E92000001,England,E12000009,South West,835,E10000009,Dorset,Looked after children,Writing (progress),.,.,.,14,-72.1,-5.1
201819,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Looked after children,Writing (progress),.,.,.,30,-85.3,-2.8
201819,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Looked after children,Writing (progress),.,.,.,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Looked after children,Writing (progress),.,.,.,c,c,c
201819,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Looked after children,Writing (progress),.,.,.,18,-22.7,-1.3
201819,Reporting year,Local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,Looked after children,Writing (progress),.,.,.,9,-23.83,-2.6
201819,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Looked after children,Writing (progress),.,.,.,27,-95.26,-3.5
201819,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Looked after children,Writing (progress),.,.,.,c,c,c
201819,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Looked after children,Writing (progress),.,.,.,14,-49.85,-3.6
201819,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Looked after children,Writing (progress),.,.,.,16,7.29,0.5
201819,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Looked after children,Writing (progress),.,.,.,19,-31.85,-1.7
201819,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Looked after children,Writing (progress),.,.,.,c,c,c
201819,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Looked after children,Writing (progress),.,.,.,.,.,.
201819,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Looked after children,Writing (progress),.,.,.,9,0.27,0
201819,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Looked after children,Writing (progress),.,.,.,7,21.17,3
201819,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Looked after children,Writing (progress),.,.,.,19,-29.18,-1.5
201819,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Looked after children,Writing (progress),.,.,.,10,14.42,1.4
201819,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Looked after children,Writing (progress),.,.,.,c,c,c
201819,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Looked after children,Writing (progress),.,.,.,18,20.23,1.1
201819,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Looked after children,Writing (progress),.,.,.,14,-52.14,-3.7
201819,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Looked after children,Writing (progress),.,.,.,14,-35.2,-2.5
201819,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Looked after children,Writing (progress),.,.,.,20,-24.82,-1.2
201819,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Looked after children,Writing (progress),.,.,.,9,11.05,1.2
201819,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Looked after children,Writing (progress),.,.,.,c,c,c
201819,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Looked after children,Writing (progress),.,.,.,c,c,c
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Looked after children,Writing (progress),.,.,.,20,10.1,0.5
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Looked after children,Writing (progress),.,.,.,9,25.81,2.9
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Looked after children,Writing (progress),.,.,.,7,23.39,3.3
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Looked after children,Writing (progress),.,.,.,12,-26.47,-2.2
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Looked after children,Writing (progress),.,.,.,8,-23.94,-3
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Looked after children,Writing (progress),.,.,.,16,34.28,2.1
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Looked after children,Writing (progress),.,.,.,13,-16.18,-1.2
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Looked after children,Writing (progress),.,.,.,11,-8.75,-0.8
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Looked after children,Writing (progress),.,.,.,29,-118.01,-4.1
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Looked after children,Writing (progress),.,.,.,c,c,c
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Looked after children,Writing (progress),.,.,.,8,34.84,4.4
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Looked after children,Writing (progress),.,.,.,8,10.67,1.3
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Looked after children,Writing (progress),.,.,.,c,c,c
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Looked after children,Writing (progress),.,.,.,c,c,c
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Looked after children,Writing (progress),.,.,.,6,-2.73,-0.5
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Looked after children,Writing (progress),.,.,.,10,-42.03,-4.2
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Looked after children,Writing (progress),.,.,.,c,c,c
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Looked after children,Writing (progress),.,.,.,6,-2.11,-0.4
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Looked after children,Writing (progress),.,.,.,9,-0.41,0
201819,Reporting year,National,E92000001,England,,,,,,Looked after children,Mathematics (progress),.,.,.,3040,-2936.65,-1
201819,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Looked after children,Mathematics (progress),.,.,.,220,39.69,0.2
201819,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Looked after children,Mathematics (progress),.,.,.,650,-385.59,-0.6
201819,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and the Humber,,,,Looked after children,Mathematics (progress),.,.,.,340,-240.48,-0.7
201819,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Looked after children,Mathematics (progress),.,.,.,200,-244.57,-1.2
201819,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Looked after children,Mathematics (progress),.,.,.,450,-495.16,-1.1
201819,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Looked after children,Mathematics (progress),.,.,.,260,-322.99,-1.2
201819,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Looked after children,Mathematics (progress),.,.,.,390,-844.11,-2.2
201819,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Looked after children,Mathematics (progress),.,.,.,230,-334.69,-1.5
201819,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Looked after children,Mathematics (progress),.,.,.,130,-52.61,-0.4
201819,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Looked after children,Mathematics (progress),.,.,.,180,-56.14,-0.3
201819,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Looked after children,Mathematics (progress),.,.,.,c,c,c
201819,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,Durham,Looked after children,Mathematics (progress),.,.,.,39,-39.48,-1
201819,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Looked after children,Mathematics (progress),.,.,.,24,22.32,0.9
201819,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Looked after children,Mathematics (progress),.,.,.,16,-38.02,-2.4
201819,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Looked after children,Mathematics (progress),.,.,.,20,21.85,1.1
201819,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Looked after children,Mathematics (progress),.,.,.,19,23.08,1.2
201819,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Looked after children,Mathematics (progress),.,.,.,c,c,c
201819,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Looked after children,Mathematics (progress),.,.,.,12,-26.49,-2.2
201819,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Looked after children,Mathematics (progress),.,.,.,12,5.33,0.4
201819,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Looked after children,Mathematics (progress),.,.,.,10,-16.09,-1.6
201819,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Looked after children,Mathematics (progress),.,.,.,31,44.21,1.4
201819,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Looked after children,Mathematics (progress),.,.,.,24,46.54,1.9
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Looked after children,Mathematics (progress),.,.,.,14,-33.34,-2.4
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Looked after children,Mathematics (progress),.,.,.,25,-14.98,-0.6
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Looked after children,Mathematics (progress),.,.,.,28,20.77,0.7
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Looked after children,Mathematics (progress),.,.,.,9,2.74,0.3
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Looked after children,Mathematics (progress),.,.,.,14,-61.75,-4.4
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Looked after children,Mathematics (progress),.,.,.,12,44.47,3.7
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Looked after children,Mathematics (progress),.,.,.,39,-86.48,-2.2
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Looked after children,Mathematics (progress),.,.,.,14,-50.2,-3.6
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Looked after children,Mathematics (progress),.,.,.,12,-12.55,-1
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Looked after children,Mathematics (progress),.,.,.,87,-133.42,-1.5
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Looked after children,Mathematics (progress),.,.,.,49,-1.38,0
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Looked after children,Mathematics (progress),.,.,.,63,-49.57,-0.8
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Looked after children,Mathematics (progress),.,.,.,35,80.18,2.3
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Looked after children,Mathematics (progress),.,.,.,28,-15.25,-0.5
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Looked after children,Mathematics (progress),.,.,.,28,-4.24,-0.2
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Looked after children,Mathematics (progress),.,.,.,19,-45.47,-2.4
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Looked after children,Mathematics (progress),.,.,.,20,-60.02,-3
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Looked after children,Mathematics (progress),.,.,.,16,-25.18,-1.6
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Looked after children,Mathematics (progress),.,.,.,27,81.16,3
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Looked after children,Mathematics (progress),.,.,.,21,-18.34,-0.9
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Looked after children,Mathematics (progress),.,.,.,23,-22.54,-1
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Looked after children,Mathematics (progress),.,.,.,26,5.68,0.2
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Looked after children,Mathematics (progress),.,.,.,36,14.12,0.4
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,370,E08000016,Barnsley,Looked after children,Mathematics (progress),.,.,.,9,9.76,1.1
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,380,E08000032,Bradford,Looked after children,Mathematics (progress),.,.,.,37,10.67,0.3
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,381,E08000033,Calderdale,Looked after children,Mathematics (progress),.,.,.,11,6.28,0.6
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,371,E08000017,Doncaster,Looked after children,Mathematics (progress),.,.,.,20,-41.03,-2.1
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,811,E06000011,East Riding of Yorkshire,Looked after children,Mathematics (progress),.,.,.,11,-54.46,-5
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,810,E06000010,Kingston upon Hull City of,Looked after children,Mathematics (progress),.,.,.,37,-95.17,-2.6
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,382,E08000034,Kirklees,Looked after children,Mathematics (progress),.,.,.,27,-105.66,-3.9
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,383,E08000035,Leeds,Looked after children,Mathematics (progress),.,.,.,62,94.31,1.5
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,812,E06000012,North East Lincolnshire,Looked after children,Mathematics (progress),.,.,.,24,23.55,1
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,813,E06000013,North Lincolnshire,Looked after children,Mathematics (progress),.,.,.,6,-23.93,-4
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,815,E10000023,North Yorkshire,Looked after children,Mathematics (progress),.,.,.,12,11.86,1
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,372,E08000018,Rotherham,Looked after children,Mathematics (progress),.,.,.,27,25.31,0.9
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,373,E08000019,Sheffield,Looked after children,Mathematics (progress),.,.,.,23,4.03,0.2
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,384,E08000036,Wakefield,Looked after children,Mathematics (progress),.,.,.,23,-88.08,-3.8
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,816,E06000014,York,Looked after children,Mathematics (progress),.,.,.,9,-17.92,-2
201819,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Looked after children,Mathematics (progress),.,.,.,20,2.5,0.1
201819,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Looked after children,Mathematics (progress),.,.,.,24,-10.83,-0.5
201819,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Looked after children,Mathematics (progress),.,.,.,25,0.14,0
201819,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Looked after children,Mathematics (progress),.,.,.,c,c,c
201819,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Looked after children,Mathematics (progress),.,.,.,25,-27.74,-1.1
201819,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Looked after children,Mathematics (progress),.,.,.,36,-138.75,-3.9
201819,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Looked after children,Mathematics (progress),.,.,.,19,-76.65,-4
201819,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Looked after children,Mathematics (progress),.,.,.,33,-41.5,-1.3
201819,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Looked after children,Mathematics (progress),.,.,.,c,c,c
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Looked after children,Mathematics (progress),.,.,.,88,-125.11,-1.4
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Looked after children,Mathematics (progress),.,.,.,20,-1.09,-0.1
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Looked after children,Mathematics (progress),.,.,.,33,-87.28,-2.6
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,Herefordshire,Looked after children,Mathematics (progress),.,.,.,23,37.12,1.6
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Looked after children,Mathematics (progress),.,.,.,37,-15.31,-0.4
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Looked after children,Mathematics (progress),.,.,.,11,-29.23,-2.7
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Looked after children,Mathematics (progress),.,.,.,20,-20.29,-1
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Looked after children,Mathematics (progress),.,.,.,50,-73.44,-1.5
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Looked after children,Mathematics (progress),.,.,.,35,-40.18,-1.1
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Looked after children,Mathematics (progress),.,.,.,17,-13.59,-0.8
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Looked after children,Mathematics (progress),.,.,.,28,-26.9,-1
